Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR2508952,WGS,302,1208000000,PRJEB25954,SAMEA1100261,806649488,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528403,SAMEA1100261,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100261,71_002_CGATGT_L001_003,metagenome,ERP107921,71_002_CGATGT_L001_003
ERR2508953,WGS,302,1208000000,PRJEB25954,SAMEA1100262,810760457,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528404,SAMEA1100262,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:05:00Z,2,SAMEA1100262,71_002_CGATGT_L001_004,metagenome,ERP107921,71_002_CGATGT_L001_004
ERR2508954,WGS,302,623568392,PRJEB25954,SAMEA1100263,414206181,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528405,SAMEA1100263,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100263,71_002_CGATGT_L001_005,metagenome,ERP107921,71_002_CGATGT_L001_005
ERR2508955,WGS,302,1208000000,PRJEB25954,SAMEA1100264,821030272,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528406,SAMEA1100264,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100264,81_011_GGCTAC_L001_001,metagenome,ERP107921,81_011_GGCTAC_L001_001
ERR2508956,WGS,302,1208000000,PRJEB25954,SAMEA1100265,822902130,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528407,SAMEA1100265,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:04:00Z,2,SAMEA1100265,81_011_GGCTAC_L001_002,metagenome,ERP107921,81_011_GGCTAC_L001_002
ERR2508957,WGS,302,1208000000,PRJEB25954,SAMEA1100266,817472650,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528408,SAMEA1100266,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:05:00Z,2,SAMEA1100266,81_011_GGCTAC_L001_003,metagenome,ERP107921,81_011_GGCTAC_L001_003
ERR2508958,WGS,302,648701134,PRJEB25954,SAMEA1100267,437265330,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528409,SAMEA1100267,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100267,81_011_GGCTAC_L001_004,metagenome,ERP107921,81_011_GGCTAC_L001_004
ERR2508959,WGS,302,1208000000,PRJEB25954,SAMEA1100268,817343918,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528410,SAMEA1100268,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:05:00Z,2,SAMEA1100268,83_012_CTTGTA_L001_001,metagenome,ERP107921,83_012_CTTGTA_L001_001
ERR2508960,WGS,302,1208000000,PRJEB25954,SAMEA1100269,811784800,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528411,SAMEA1100269,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:05:00Z,2,SAMEA1100269,83_012_CTTGTA_L001_002,metagenome,ERP107921,83_012_CTTGTA_L001_002
ERR2508961,WGS,302,363213588,PRJEB25954,SAMEA1100270,242381148,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528412,SAMEA1100270,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T04:59:00Z,2,SAMEA1100270,83_012_CTTGTA_L001_003,metagenome,ERP107921,83_012_CTTGTA_L001_003
ERR2508962,WGS,302,1208000000,PRJEB25954,SAMEA1100271,815918511,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528413,SAMEA1100271,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:05:00Z,2,SAMEA1100271,87_009_GATCAG_L001_001,metagenome,ERP107921,87_009_GATCAG_L001_001
ERR2508963,WGS,302,1208000000,PRJEB25954,SAMEA1100272,816448268,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528414,SAMEA1100272,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:05:00Z,2,SAMEA1100272,87_009_GATCAG_L001_002,metagenome,ERP107921,87_009_GATCAG_L001_002
ERR2508964,WGS,302,1208000000,PRJEB25954,SAMEA1100273,812727657,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528415,SAMEA1100273,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100273,87_009_GATCAG_L001_003,metagenome,ERP107921,87_009_GATCAG_L001_003
ERR2508965,WGS,302,550571670,PRJEB25954,SAMEA1100274,367611372,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528416,SAMEA1100274,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100274,87_009_GATCAG_L001_004,metagenome,ERP107921,87_009_GATCAG_L001_004
ERR2508966,WGS,302,1208000000,PRJEB25954,SAMEA1100275,814102279,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528417,SAMEA1100275,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100275,89_010_TAGCTT_L001_001,metagenome,ERP107921,89_010_TAGCTT_L001_001
ERR2508967,WGS,302,1208000000,PRJEB25954,SAMEA1100276,812761363,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528418,SAMEA1100276,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100276,89_010_TAGCTT_L001_002,metagenome,ERP107921,89_010_TAGCTT_L001_002
ERR2508968,WGS,302,1208000000,PRJEB25954,SAMEA1100277,809043621,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528419,SAMEA1100277,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100277,89_010_TAGCTT_L001_003,metagenome,ERP107921,89_010_TAGCTT_L001_003
ERR2508969,WGS,302,249977782,PRJEB25954,SAMEA1100278,168081958,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528420,SAMEA1100278,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100278,89_010_TAGCTT_L001_004,metagenome,ERP107921,89_010_TAGCTT_L001_004
ERR2508970,WGS,302,1208000000,PRJEB25954,SAMEA1100279,792171221,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528421,SAMEA1100279,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:04:00Z,2,SAMEA1100279,99_001_ATCACG_L002_001,metagenome,ERP107921,99_001_ATCACG_L002_001
ERR2508971,WGS,302,1208000000,PRJEB25954,SAMEA1100280,787030411,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528422,SAMEA1100280,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:06:00Z,2,SAMEA1100280,99_001_ATCACG_L002_002,metagenome,ERP107921,99_001_ATCACG_L002_002
ERR2508972,WGS,302,269419334,PRJEB25954,SAMEA1100281,174957286,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:08Z,ERX2528423,SAMEA1100281,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:08Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100281,99_001_ATCACG_L002_003,metagenome,ERP107921,99_001_ATCACG_L002_003
