feature	ERR2508876	ERR2508877	ERR2508878	ERR2508879	ERR2508880	ERR2508881	ERR2508882	ERR2508883	ERR2508884	ERR2508885	ERR2508886	ERR2508887	ERR2508888	ERR2508889	ERR2508890	ERR2508891	ERR2508892	ERR2508893	ERR2508894	ERR2508895	ERR2508896	ERR2508897	ERR2508898	ERR2508899	ERR2508900	ERR2508901	ERR2508902	ERR2508903	ERR2508904	ERR2508905	ERR2508906	ERR2508907	ERR2508908	ERR2508909	ERR2508910	ERR2508911	ERR2508912	ERR2508913	ERR2508914	ERR2508915	ERR2508916	ERR2508917	ERR2508918	ERR2508919	ERR2508920	ERR2508921	ERR2508922	ERR2508923	ERR2508924	ERR2508925	ERR2508926	ERR2508927	ERR2508928	ERR2508929	ERR2508930	ERR2508931	ERR2508932	ERR2508933	ERR2508934	ERR2508935	ERR2508936	ERR2508937	ERR2508938	ERR2508939	ERR2508940	ERR2508941	ERR2508942	ERR2508943	ERR2508944	ERR2508945	ERR2508946	ERR2508947	ERR2508948	ERR2508949	ERR2508950	ERR2508951	ERR2508952	ERR2508953	ERR2508954	ERR2508955	ERR2508956	ERR2508957	ERR2508958	ERR2508959	ERR2508960	ERR2508961	ERR2508962	ERR2508963	ERR2508964	ERR2508965	ERR2508966	ERR2508967	ERR2508968	ERR2508969	ERR2508970	ERR2508971	ERR2508972
total_reads	3500147.0	3509968.0	3524959.0	1728641.0	3548974.0	3546272.0	3553582.0	3556956.0	1683324.0	3441973.0	3457332.0	3486335.0	3339586.0	3426814.0	3441112.0	3447675.0	2378873.0	3417051.0	3437794.0	3451055.0	3441449.0	291556.0	3164893.0	3143758.0	1981916.0	3427318.0	3477526.0	3493662.0	3447595.0	3476196.0	3488921.0	3501147.0	3279882.0	3399160.0	3415340.0	3429692.0	2343424.0	3451452.0	3468890.0	1130348.0	3474018.0	3489350.0	3502439.0	2385209.0	3265703.0	3185462.0	3272050.0	2458230.0	3255157.0	3162404.0	3275350.0	3184033.0	19848.0	3166063.0	3047846.0	3164360.0	3056196.0	920272.0	3311980.0	3206940.0	3315056.0	3220538.0	961351.0	3072085.0	3000952.0	3069896.0	1922787.0	3008248.0	2915873.0	3008729.0	2167007.0	3012488.0	3016686.0	2592322.0	3137383.0	3008072.0	3123640.0	3056529.0	1570711.0	3186360.0	3132850.0	3190717.0	1669572.0	3059641.0	3097219.0	906055.0	3128751.0	3079869.0	3124450.0	1388614.0	3183534.0	3161778.0	3140592.0	657679.0	3541083.0	3554643.0	789991.0
filtered_reads	3452826.0	3465346.0	3474628.0	1700868.0	3493919.0	3485730.0	3495641.0	3494244.0	1659296.0	3319304.0	3333188.0	3393126.0	3236413.0	3358125.0	3370708.0	3374787.0	2329711.0	3339478.0	3369776.0	3380987.0	3372029.0	286257.0	3093549.0	3077983.0	1942672.0	3375223.0	3408929.0	3442386.0	3401996.0	3438546.0	3452572.0	3464683.0	3242962.0	3363651.0	3380123.0	3394172.0	2318313.0	3419708.0	3435103.0	1119683.0	3440655.0	3454938.0	3470818.0	2363847.0	3184772.0	3074864.0	3199107.0	2394427.0	3175758.0	3077695.0	3189473.0	3096592.0	18900.0	3112619.0	2991082.0	3106376.0	2999636.0	904245.0	3253090.0	3150594.0	3259264.0	3164198.0	946225.0	2971765.0	2897556.0	2962485.0	1847384.0	2907951.0	2808168.0	2894338.0	2092147.0	2911713.0	2888443.0	2464608.0	3049262.0	2910105.0	3039640.0	2972600.0	1527246.0	3133787.0	3078268.0	3137978.0	1640759.0	3007243.0	3046433.0	890093.0	3058740.0	3007223.0	3053461.0	1355177.0	3108457.0	3087022.0	3071958.0	638744.0	3498592.0	3515963.0	781473.0
category	1107511.72972	1107997.83193	1115573.92679	546391.24962	1113685.78723	1113071.61348	1113530.98045	1115592.35986	528304.18424	1023961.9942	1030600.89901	1038796.42422	992676.18095	1084721.50967	1089628.55935	1088929.06126	752594.7047	1061604.02758	1071263.39353	1075558.58502	1070394.50198	92271.62686	821456.24168	811069.25928	519898.72962	965659.03514	1140187.58754	1152302.14455	1137827.35242	1076897.62813	1083421.88072	1085008.20414	1014535.37769	1098730.95566	1105254.09112	1108623.06555	757923.1571	1044029.63808	1050300.25534	343762.81655	1109696.77251	1113606.26096	1117790.65858	762990.98926	975318.61148	930996.06944	972817.32754	720456.67525	923360.17071	875379.72328	925504.71971	884662.3628	5088.25605	947256.39632	881780.55636	937938.66157	882211.15278	270683.07978	977765.57413	916214.27535	970453.21605	919453.51734	281363.63208	888564.63841	851127.30791	881884.21636	544560.13895	888611.51667	841339.06225	881262.39814	623953.66904	876683.96971	872378.09821	744664.85883	936534.29788	869851.64803	920174.79146	884194.41354	454427.52669	928414.12847	896685.21085	924696.1313	476101.00902	859857.04193	870150.19129	249450.12613	942901.62787	911119.11352	932156.56013	407368.63262	944891.48795	927224.72989	915259.46895	193042.19055	1130603.00017	1135532.22051	253357.06151
ko:K00001	388.52784	385.14366	385.4503	206.0113	368.15569	339.79219	351.68149	391.46612	177.74518	445.25801	458.5334	434.31878	401.59837	155.64373	182.42957	174.94762	123.00659	202.034	209.43432	217.29789	193.7164	16.1597	186.09861	167.03067	125.63867	206.64984	243.34721	244.93941	237.23119	328.91697	286.70648	331.49491	310.97888	285.34736	266.87253	278.0344	175.67266	438.83177	456.99509	147.4166	399.07788	349.5014	370.2064	235.26091	216.47432	208.3739	226.39421	143.68546	195.12685	198.73471	193.92993	205.92025	0.38901	252.5131	247.64298	276.28649	276.49271	70.10569	291.0165	298.81561	308.12115	300.54399	99.08033	231.21655	258.88564	248.90278	159.40118	199.86373	197.50073	180.03617	145.15551	166.67873	150.23216	140.25652	142.7997	114.94639	136.32513	124.54934	66.70091	219.66124	216.55271	226.73524	114.38905	232.64755	228.00764	69.823	174.5254	185.20436	202.94204	84.99265	246.32762	256.30361	262.5102	43.12377	356.29859	319.56697	83.76962
ko:K00002	151.10419	125.51475	124.05529	78.76193	20.83671	28.11135	27.77252	18.32713	7.24221	18.79875	25.50598	16.76104	18.69912	36.61889	33.69045	37.95626	28.70011	29.43429	31.85613	36.9911	33.83609	1.02121	11.5038	20.59417	10.1374	18.60325	17.33527	19.556	13.54164	36.06337	35.86139	36.41033	30.63848	18.30941	21.08077	26.42844	14.09479	21.6228	18.85353	8.04259	28.28995	27.41409	20.9197	15.95896	27.84015	36.04632	17.25884	26.41891	21.1412	33.72537	31.85062	31.55963	NA	31.04123	36.83261	30.53219	27.99614	11.66945	40.18939	33.54704	41.08982	40.99021	12.30175	66.33965	79.69012	80.70302	49.13107	53.68223	39.26424	62.76885	39.15901	54.58169	61.53538	46.26545	67.32989	76.40129	62.65781	75.46111	35.35787	23.55986	20.6445	18.23451	8.62415	16.13837	20.55646	5.49142	47.15387	51.90522	47.53396	18.29601	83.94651	88.44073	78.30813	22.5816	24.18141	31.92537	5.84445
ko:K00003	330.52097	341.16251	365.08083	170.49185	460.39834	487.84891	464.92629	453.56498	224.21373	299.82	291.40139	307.04408	280.217	529.22081	531.63007	581.50241	360.79247	442.25422	441.78642	466.88319	456.13596	36.43172	409.4096	368.47766	243.8683	411.91291	520.03852	535.38218	512.58305	328.82582	316.54947	336.91274	302.70971	453.37695	437.61124	417.54111	283.76718	219.39679	239.61667	78.92116	338.39257	321.89322	288.98501	200.70135	441.76693	388.22245	411.98288	321.09008	416.32337	328.7095	360.95747	373.48655	1.9454	534.96885	487.71431	526.3209	460.96695	157.35728	399.91841	366.88704	381.38481	378.70317	101.24338	384.2086	345.6426	389.43734	215.93367	481.20226	445.64845	488.2301	321.19447	434.99506	454.48757	356.98504	542.4156	460.51035	501.13555	488.87165	213.96439	276.98998	263.6017	256.91815	131.33397	248.40681	275.59459	75.56101	500.45843	482.14668	458.73157	218.37979	438.5153	421.27163	434.34223	102.54852	355.44911	336.86818	74.60899
ko:K00004	5.31861	5.39619	8.06698	1.85523	14.25198	10.60478	11.39515	14.32382	8.93281	3.73192	5.90236	2.23864	3.20416	25.0358	38.14321	25.2823	14.48153	31.47451	30.14506	30.27239	38.04788	2.15385	4.71235	8.53648	6.36285	16.80405	13.0446	7.41653	12.30144	8.6713	11.70451	7.66946	8.7979	5.72013	9.31248	3.8151	3.06675	5.82581	6.73749	1.66568	8.23577	5.58705	5.97338	7.9588	8.54369	15.69005	15.14746	8.99454	31.16421	32.17557	38.02628	31.15411	0.27165	10.83221	14.47016	16.65743	16.46446	5.74535	11.49966	7.55844	14.34705	6.78832	0.76223	21.7864	17.15833	18.87818	10.49303	6.07336	4.8224	7.39447	2.74491	39.55494	45.07711	34.07091	40.10338	37.18531	27.23136	35.01462	20.75285	91.72314	87.41621	90.67207	40.97377	85.94393	78.32256	23.95348	30.57194	27.03286	25.87817	5.0342	8.87863	7.5718	8.65079	2.4319	6.07255	6.56078	1.4145
ko:K00005	132.15064	122.99906	135.54867	68.9299	209.3858	226.84853	218.97872	201.60466	96.35903	134.99931	128.7597	145.62792	133.71384	314.76513	289.49834	315.91047	194.64154	131.11169	145.76923	124.01727	138.79237	7.20383	164.9827	163.02723	122.55268	189.95898	186.8179	208.33256	208.99778	159.33096	170.41178	182.51318	173.6358	274.44027	258.63265	221.95523	174.16627	76.52299	65.1329	23.51319	86.70906	103.19121	90.61644	62.52186	326.27182	253.365	323.4969	239.84142	285.18217	276.57044	302.24002	243.13518	0.25964	281.29265	308.32433	313.45529	284.22761	93.90944	201.24986	206.34373	204.68129	205.67679	73.63376	199.37472	184.84155	194.93132	109.14286	181.43494	219.21367	214.54885	141.02811	114.34513	117.36463	123.89591	115.96602	100.56969	105.57403	118.0256	53.91167	85.21435	95.71761	99.51576	50.056	61.07332	74.81834	18.22186	107.25314	101.78547	117.59702	48.72551	114.444	111.3252	96.10444	20.8056	139.27335	144.44448	35.70486
ko:K00008	209.85055	196.97283	208.09533	106.30887	298.04306	306.33239	314.65594	287.63171	133.76642	237.52508	243.9652	252.54095	226.60791	492.32582	469.7302	493.54937	331.73796	293.84416	294.82903	283.82143	312.78999	30.47468	241.3567	276.04982	158.79128	312.71502	406.92232	402.57865	377.27166	316.97412	318.64146	291.05094	312.33438	431.40975	440.98471	443.93369	303.87933	89.3148	90.71923	32.5695	126.29237	126.71724	128.40175	83.91402	167.15291	175.09184	189.8402	109.76191	193.00834	156.96564	186.5528	156.00361	0.40154	328.4625	339.7179	338.39319	319.44344	91.26675	244.84302	232.77642	253.20321	227.56064	72.62753	196.15398	205.47473	244.0134	136.98466	214.8583	201.63498	213.99351	164.66801	237.88702	244.69901	223.75609	238.10007	225.50126	216.65279	198.98877	110.853	132.40698	136.75375	134.58446	76.10657	111.56498	113.45254	32.28742	310.79502	277.53894	305.524	125.3292	264.22671	270.65393	267.46504	51.24154	235.6797	230.49397	61.41802
ko:K00009	548.7092	569.48338	529.04367	290.50479	529.7184	555.09354	571.29596	557.12981	263.94472	445.01928	448.92679	511.5406	470.24491	495.04804	448.74462	458.39121	328.29049	515.78808	507.11742	558.5638	526.49133	44.20222	259.8156	271.98673	154.26484	311.60708	348.86419	355.24057	396.33627	608.25475	683.00047	660.15198	628.62824	461.36392	514.53168	507.43789	345.87301	672.00892	617.85792	202.57989	587.99987	611.87142	602.95664	391.12409	483.45911	405.28148	464.17849	352.45141	413.964	381.88788	449.51744	386.21323	1.18832	380.60321	367.94216	404.84127	381.30276	112.73313	416.2985	396.89586	400.53011	392.51078	112.52493	327.23883	302.33975	335.92131	201.65305	274.10955	233.51522	271.12741	174.29899	244.33374	246.29763	213.28564	304.66843	248.5138	272.56517	281.91224	137.19155	481.30827	463.74237	511.96109	246.30312	428.02581	444.30846	118.84079	380.08225	356.29013	383.35355	161.97926	330.01471	351.88428	336.85273	64.7672	635.05002	632.63132	147.5253
ko:K00010	48.81706	37.47593	37.67409	29.96216	68.88126	64.42248	67.47072	59.32571	19.78101	33.80004	24.41009	27.78714	45.61015	43.57136	40.21726	40.58257	26.89422	47.14515	44.51288	39.86562	49.55069	4.38467	43.55778	47.88048	25.64826	47.37393	27.0995	24.14627	20.23927	56.09626	43.63534	56.56467	41.9206	28.02035	33.58279	37.81294	15.72726	16.02213	23.58072	5.96625	33.17168	25.5546	27.23249	18.46525	45.7432	49.53036	51.90675	35.29664	79.20847	96.00448	93.56616	73.12608	NA	18.82363	20.7317	18.15356	16.35455	3.99491	35.14875	26.57129	35.5375	27.09104	9.01434	80.86379	83.01396	100.0122	56.01791	38.67497	41.34906	49.63948	29.77645	55.54172	47.97626	34.42064	30.91213	24.05351	27.37627	26.30324	12.27214	39.58436	28.84143	26.92243	12.11679	19.75719	21.69043	2.98725	26.17933	24.07373	32.67926	18.85816	43.09094	52.62367	41.40234	6.4842	57.73625	73.58128	11.62733
ko:K00011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.40872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43179	NA	NA	NA	0.42836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4401	NA	0.43854	NA	NA	NA	NA	NA	NA	NA
ko:K00012	947.82386	961.9539	941.72588	440.23315	897.51853	910.9932	902.95778	895.58348	380.48626	799.79788	810.39484	818.16124	782.45461	784.05937	769.32817	781.66302	526.79298	1038.11512	1035.35109	1059.65362	1021.46893	80.13553	642.01658	623.55839	375.69864	755.87407	1080.80369	1105.40402	1054.76374	994.72113	975.1991	977.64753	859.71716	861.1891	912.26915	925.27632	654.79722	1070.36666	1084.1509	350.56418	987.15896	971.70798	978.94186	661.88467	880.71648	849.48648	866.3407	665.18965	850.00216	769.77001	836.74078	822.39888	3.90335	881.89259	820.33137	949.33106	896.499	264.38538	913.06553	886.52648	902.93076	913.80743	237.27133	571.64805	542.51296	584.6802	365.21127	520.97291	482.01522	528.66608	367.90869	688.62671	638.94191	583.19258	687.58546	605.86056	654.33022	658.01324	323.69261	1100.7538	1066.83549	1113.15194	579.1504	1049.83107	1089.69598	323.41191	832.95016	807.73303	823.53609	384.9759	761.20784	707.96768	811.99713	176.21466	940.94142	961.69414	233.95015
ko:K00013	580.97393	567.8734	578.99466	275.94451	717.47579	653.11837	621.20551	689.16656	294.94208	575.8662	537.57239	593.9194	565.59438	738.70147	702.4448	717.55524	476.26987	712.74613	682.79021	670.57967	666.27269	59.25873	546.30063	523.44204	334.55512	616.86237	788.07105	810.3143	777.57372	662.10442	654.9891	676.26311	664.41647	786.12265	793.21815	771.06284	546.4178	638.06082	611.35774	197.46677	707.39967	670.95421	686.7843	468.79184	651.60106	593.18176	622.46928	479.81125	595.89789	542.70095	566.80396	507.19076	1.40731	629.45966	602.80494	652.78186	592.7024	189.56525	557.13568	545.79777	557.0176	581.97021	186.95795	438.04224	391.24889	393.75983	268.63752	437.46826	449.14914	429.66066	299.63163	433.86255	475.25452	348.60199	537.19659	483.88993	514.54766	487.83766	284.62892	595.37316	577.3241	615.88521	292.87545	557.19174	525.97248	154.94112	650.27258	636.72277	632.80206	243.44208	554.82059	584.15785	618.01338	115.15848	666.87891	643.35241	131.9551
ko:K00014	712.34196	761.97004	755.0958	376.29645	857.8726	859.02194	906.64765	856.98541	449.3294	778.48478	818.55034	768.01811	768.69413	1012.96699	998.93109	985.65702	679.58981	942.32371	893.75436	966.61679	899.97897	73.29398	638.49474	640.94205	419.54831	768.83254	1038.93117	1031.15376	1068.29236	821.01394	784.57377	806.59487	813.4291	964.03908	944.63419	967.57739	608.74043	734.75137	789.35614	247.72293	858.38842	869.45671	869.34622	571.19751	711.57174	713.53493	709.62719	512.96268	614.08793	588.59281	682.78343	602.443	3.96917	731.84176	731.44603	772.81954	686.83161	207.76288	709.50276	647.63786	666.08891	652.98195	191.68969	627.04012	628.98267	637.4675	367.25265	733.16131	655.72579	687.15511	471.98554	632.75774	613.26891	517.6216	723.00302	680.64273	639.43489	656.905	331.50053	667.26015	652.55905	666.57256	358.25919	651.0149	618.12206	181.78157	766.74288	688.60186	751.12039	362.29565	707.62412	692.93397	649.34136	126.05251	774.97646	830.96795	166.0306
ko:K00015	48.38679	44.10217	38.95582	19.78137	86.3748	81.73276	74.34117	83.25135	46.48353	29.04171	18.6286	21.73481	20.4479	33.97113	17.6451	33.0673	16.51073	54.66094	52.89123	58.80248	41.57902	2.20371	36.29788	22.46077	16.67975	34.55577	21.89743	23.88777	23.88348	23.6495	24.78095	17.98574	25.74201	15.67777	15.57064	10.8852	10.21915	36.55937	41.41448	15.70202	56.71993	58.18593	51.10055	36.2811	28.36946	19.46362	17.98872	16.6079	25.68682	22.32602	25.00058	16.85151	NA	24.28531	23.17738	19.75811	22.65258	7.48366	36.56683	34.28747	33.28764	27.10333	3.50274	47.57634	34.13243	40.34727	23.97859	56.03582	49.78518	46.34083	30.18284	52.91599	56.56015	44.45728	35.65642	33.72171	38.82271	26.3532	22.57374	17.40964	18.7142	18.45202	9.1942	49.82724	47.91693	7.3453	37.79973	17.81087	36.19884	13.05041	53.20975	57.27642	37.69878	9.25326	41.82455	58.11513	18.61747
ko:K00016	340.03019	323.02034	335.29943	166.3441	304.94014	281.46051	273.59644	277.00076	127.45265	201.83754	173.55032	199.57193	171.95958	541.73668	584.06479	517.09938	351.42674	312.07039	343.57069	320.16337	334.28139	22.74218	316.40136	301.09977	191.32871	335.27299	465.11625	489.86195	497.58562	229.80563	272.9619	233.11257	223.45124	442.29669	410.43352	419.66942	281.52	122.17116	115.86153	37.939	171.13275	180.50261	201.08418	115.37846	339.04693	301.41178	317.23801	229.3655	267.73653	258.44983	272.16352	239.78618	2.07098	342.62273	333.66162	330.02192	317.53307	93.77976	269.78698	265.93902	277.09283	263.53959	75.54603	329.83721	317.50267	312.91094	202.08384	384.2272	316.26128	379.23678	248.00326	423.80176	345.94429	341.2868	415.04923	364.47402	372.19042	395.17659	207.59764	230.07825	232.77763	241.65328	122.22272	214.13048	215.12826	62.8591	379.07086	354.9405	397.76995	185.92298	297.92103	299.60067	290.29763	64.65793	245.06295	219.71002	48.86009
ko:K00018	468.00017	397.31511	463.26545	225.53792	556.7802	496.90979	560.47875	552.2305	255.58497	472.2426	479.81119	410.61223	433.56891	617.69701	673.40916	661.6062	419.21903	572.25257	567.60616	602.00965	593.22967	57.07648	399.75343	409.44298	252.5692	457.29973	617.17955	658.53374	613.12974	491.93857	523.32158	471.14743	484.61019	643.38225	636.70113	630.67197	436.14087	424.49694	406.0107	114.28496	425.08351	428.36287	468.07243	309.43154	489.90415	457.22863	461.09618	319.93949	420.44159	358.00175	398.06357	351.58646	3.14624	496.11232	468.84405	488.97539	468.04206	169.19107	376.9825	408.09217	433.88308	378.56581	114.48045	410.78168	420.46878	391.80224	245.47539	477.79787	433.40379	414.00556	295.1715	405.33532	413.1931	344.31181	500.60724	469.92345	465.91734	438.21494	245.2146	428.53408	436.23869	439.19351	167.56708	383.88371	370.47468	113.08678	506.77191	552.64847	522.37585	226.56404	528.89029	519.35047	488.56361	99.80586	455.75333	443.76382	101.33587
ko:K00019	3.83888	3.2003	6.07397	2.69432	27.86325	35.46051	35.45492	25.40008	12.83098	26.32291	24.57359	25.08518	22.13542	19.83147	17.64638	21.9993	14.82133	44.16444	32.31106	25.25301	32.80688	2.67201	18.24038	17.16109	12.33394	22.54358	9.71247	14.57566	7.39849	4.68484	11.81142	4.09458	3.22449	6.69114	6.10356	2.52273	2.62361	7.24558	6.68877	2.89397	7.31398	10.51963	8.57333	4.59674	3.33798	5.12273	4.46678	2.40026	4.36223	3.55931	2.91306	1.73987	NA	1.51505	3.55556	1.97466	2.23301	NA	5.71213	9.234	6.37342	6.64297	2.78981	7.4964	9.77687	4.66213	5.8809	63.15797	62.18453	63.3324	32.02035	26.71832	16.4084	19.90163	20.72156	22.0452	19.88667	25.63797	6.39181	17.03974	20.78593	23.54326	12.52651	23.3994	26.2376	9.09377	4.78063	4.08744	4.81988	0.97612	16.99989	15.58611	11.96436	1.89829	5.07458	8.02661	1.6827
ko:K00020	27.91445	25.44364	34.63262	16.66554	40.74699	45.50906	42.96723	41.12681	14.4103	19.66373	13.59919	22.6967	22.7123	26.79924	40.42386	39.61253	24.25617	38.83285	33.04337	41.63569	31.90739	4.79289	30.34011	37.80529	23.67648	38.39459	51.86078	48.21505	43.41023	20.23303	19.31868	17.84952	15.75823	9.15034	15.97592	14.1217	8.64019	25.68459	23.97335	8.04956	20.94669	28.36571	28.07575	18.70417	31.8821	32.22951	38.84476	28.72029	39.10759	45.33658	37.65122	39.88071	0.47143	20.54533	19.95837	16.63942	13.39856	7.36911	28.73918	24.24732	28.1385	21.30676	8.86772	25.43085	25.98371	23.71825	15.46735	67.2639	61.40752	59.13168	30.31624	31.86892	33.51412	21.10422	21.09503	17.29901	17.35906	15.33728	8.30009	17.78693	14.75478	15.91201	5.99593	9.76932	16.60706	1.47054	9.70043	12.29915	12.71154	2.55431	22.70323	30.64738	23.63782	6.56602	32.34468	31.36134	3.32493
ko:K00021	0.32779	NA	0.56141	NA	0.64542	NA	NA	0.65333	NA	0.96954	2.26914	0.93743	0.63432	NA	1.11652	2.00771	NA	NA	0.19713	1.21809	0.35638	NA	0.37153	NA	0.43687	0.61634	NA	0.52138	NA	46.00648	54.77282	51.21077	56.53417	41.87638	34.0865	43.57644	27.78905	4.75754	2.89113	1.75196	2.42574	1.47395	2.26304	2.62463	4.20438	5.91899	8.20289	4.62844	28.1974	32.39488	27.76805	27.05851	NA	1.27154	0.66086	1.21946	1.00125	0.81273	2.7836	2.89662	4.33031	2.68282	0.39404	29.61615	24.99454	25.79163	14.13078	11.3921	9.54056	7.74652	6.29735	35.45522	33.5452	29.97525	12.20536	16.0387	9.97333	12.58904	7.09162	NA	NA	0.22763	NA	0.32655	0.6437	NA	4.12987	2.06656	3.8889	2.21324	7.91822	4.87984	6.25035	0.71798	NA	NA	NA
ko:K00022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K00023	124.24105	160.46638	185.55272	104.79889	71.06533	51.13698	79.93756	74.58022	26.30371	97.51611	115.7685	99.05059	100.9425	152.1767	124.25486	133.23973	66.2597	95.47462	91.86325	97.96282	95.3106	7.77347	66.9379	60.14137	42.89045	73.75348	95.96314	123.52273	117.44172	147.76776	134.84212	144.04326	118.88455	111.11222	94.22617	95.33644	96.18243	142.41122	172.90989	52.936	148.3781	143.1189	134.33934	84.82637	98.15609	110.85068	93.58816	76.58666	107.59104	83.66181	94.12931	75.75319	0.41813	115.36084	109.61783	115.95441	94.28879	30.12847	97.07006	85.82965	93.60374	94.62336	27.36634	113.9479	99.10565	95.37473	75.39773	70.71618	73.42536	73.39876	57.1242	51.88683	60.60811	49.27615	43.76534	61.67977	56.13123	45.78444	17.0697	80.70357	64.28812	67.7198	35.11527	87.30342	84.07036	27.72744	40.47616	38.80263	29.74874	20.70194	34.99999	38.83288	39.83783	3.17771	149.85819	175.52741	52.44019
ko:K00024	801.29718	818.06311	779.57722	447.81339	816.24653	844.08281	807.05951	800.15701	401.14639	882.36006	886.19331	880.19195	872.36005	514.87321	484.09794	529.59398	310.45255	675.24361	674.65597	675.4618	696.70875	42.55697	441.55194	424.35799	283.30419	511.69652	605.02681	602.72445	628.75012	956.37689	869.72935	921.58853	883.66971	739.67947	729.92273	739.70248	474.83378	1049.05138	1096.64436	357.72265	997.41781	1048.3736	1015.71319	718.10276	642.08948	606.22864	615.69174	468.7709	652.31665	585.02295	609.91523	578.84972	4.41736	586.08511	588.18588	628.82257	554.95732	149.51161	683.68784	609.78338	652.16329	595.5507	200.72296	471.41484	410.21657	453.46809	289.20236	405.30626	359.32638	393.13248	267.05248	324.53446	380.06642	330.97715	362.55801	373.0241	390.24756	356.32798	166.99604	795.27163	763.46615	780.23911	412.3974	734.12826	715.05166	220.24718	550.28098	533.58046	514.1286	229.59365	637.21919	658.4262	624.48014	119.32231	911.21156	844.22216	173.87568
ko:K00027	735.44652	718.45176	715.82802	357.99344	777.32558	800.28802	800.5688	769.3564	390.0573	753.20958	778.38455	785.25852	739.16085	722.8499	715.5316	725.18655	510.58277	720.19043	765.31595	790.95399	716.2402	58.40211	504.82467	518.77619	343.00228	618.99494	772.48238	799.47452	833.15079	766.55422	848.82482	806.98745	724.13888	804.8629	763.9017	839.51673	553.5288	799.31924	774.02643	274.4474	786.00575	787.51952	823.64554	552.30382	682.38072	641.1129	673.3279	498.26308	594.95398	566.18305	596.5039	629.73822	4.3857	676.33324	587.14254	674.25533	566.10172	180.53736	641.42577	595.56661	636.75513	578.40242	185.11901	619.56005	597.97047	623.68002	379.20029	621.50462	593.7957	582.61689	431.02392	534.00451	573.72854	455.9139	710.36084	671.47416	692.40033	647.65868	358.65192	620.25421	581.04753	636.71676	299.53934	577.59935	619.1718	178.412	691.15759	707.98568	699.91233	271.41523	706.73847	707.42423	690.27701	149.26567	816.46164	884.45975	164.38741
ko:K00029	578.63339	573.92445	554.5691	279.5632	530.90571	543.21037	566.33819	546.61203	264.65253	548.55806	564.61513	567.94913	540.33407	334.69298	323.61501	340.70412	249.75739	463.93943	510.31252	508.00074	467.49476	42.80242	245.08109	236.78404	150.26052	304.70925	338.44687	375.20309	399.32307	533.18681	579.98894	537.99222	489.7987	472.5858	452.8021	482.97439	314.19513	678.90028	630.52016	221.9862	617.87542	617.66326	625.10401	432.59239	443.83954	382.0058	397.96214	304.41675	370.99763	338.16095	367.61131	386.0795	2.17883	327.51943	270.25348	319.2187	275.14688	86.78059	382.92976	334.72514	370.36821	345.95678	118.29898	346.66465	314.81762	344.52319	200.69916	278.33729	271.93465	240.09363	191.94242	265.89609	268.4261	204.20402	281.94517	262.25725	285.71448	247.61271	144.38465	422.84222	402.52228	425.39682	204.70383	425.48806	456.95936	130.92854	319.04225	311.13901	308.56733	129.85649	376.87391	373.88913	363.51525	80.66876	638.08865	683.11825	128.95284
ko:K00030	21.58442	32.03854	28.58671	12.51302	42.89842	38.03602	47.69186	45.69152	23.56817	40.47028	39.94851	36.26439	40.35901	84.68923	77.89622	88.31844	54.37847	84.0928	84.71831	91.41647	76.1022	5.59396	58.46009	58.02324	34.57742	68.89278	116.92864	107.32345	121.75896	54.15001	41.54396	44.39648	38.09759	43.64586	39.37286	34.26691	28.85937	30.78499	27.31808	5.38182	26.61725	19.29219	24.94038	20.6587	66.70842	54.90753	48.98444	42.45296	121.62288	127.91531	122.73662	123.44207	NA	43.73747	42.23876	59.4948	43.35099	11.69221	45.84428	48.31481	40.59433	35.05846	15.27253	48.62205	45.50464	40.31983	23.51968	68.5579	58.06889	70.47797	40.07474	62.97035	69.80172	44.01034	67.49671	71.56892	63.73222	71.27272	30.47928	33.50735	29.69874	23.57601	12.59103	21.02853	12.40488	6.91916	37.28945	47.12901	40.85725	11.16134	42.13454	47.94611	39.79813	10.72223	19.04699	26.08129	9.06542
