Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,SRA Study
SRR34844426,AMPLICON,570,14206110,PRJNA1300638,SAMN50421263,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8439941,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976401,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102841-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102841,2025-08-02T05:07:00Z,1,102841-2-1,SRP605981
SRR34844427,AMPLICON,570,22389030,PRJNA1300638,SAMN50421101,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13957543,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976400,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102605-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102605,2025-08-02T05:07:00Z,1,102605-2-1,SRP605981
SRR34844428,AMPLICON,570,14753310,PRJNA1300638,SAMN50421262,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8798495,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976399,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102841-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102841,2025-08-02T05:07:00Z,1,102841-1-1,SRP605981
SRR34844429,AMPLICON,570,15265170,PRJNA1300638,SAMN50421261,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9081730,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976398,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102840-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102840,2025-08-02T05:07:00Z,1,102840-3-1,SRP605981
SRR34844430,AMPLICON,570,16105350,PRJNA1300638,SAMN50421260,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9511563,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976397,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102840-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102840,2025-08-02T05:07:00Z,1,102840-2-1,SRP605981
SRR34844431,AMPLICON,570,20681310,PRJNA1300638,SAMN50421259,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12074180,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976396,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102840-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102840,2025-08-02T05:07:00Z,1,102840-1-1,SRP605981
SRR34844432,AMPLICON,570,17817630,PRJNA1300638,SAMN50421258,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10663890,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976395,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102838-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102838,2025-08-02T05:08:00Z,1,102838-3-1,SRP605981
SRR34844433,AMPLICON,570,16132710,PRJNA1300638,SAMN50421257,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9574400,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976394,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102838-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102838,2025-08-02T05:07:00Z,1,102838-2-1,SRP605981
SRR34844434,AMPLICON,570,21173790,PRJNA1300638,SAMN50421151,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12521703,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976393,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102628-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102628,2025-08-02T05:08:00Z,1,102628-1-1,SRP605981
SRR34844435,AMPLICON,570,15155730,PRJNA1300638,SAMN50421150,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8950827,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976392,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102625-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102625,2025-08-02T05:07:00Z,1,102625-3-1,SRP605981
SRR34844436,AMPLICON,570,22375920,PRJNA1300638,SAMN50421149,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13258695,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976391,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102625-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102625,2025-08-02T05:07:00Z,1,102625-2-1,SRP605981
SRR34844437,AMPLICON,570,18715380,PRJNA1300638,SAMN50421148,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11100049,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976390,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102625-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102625,2025-08-02T05:08:00Z,1,102625-1-1,SRP605981
SRR34844438,AMPLICON,570,17927640,PRJNA1300638,SAMN50421147,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10758845,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976389,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102624-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102624,2025-08-02T05:07:00Z,1,102624-3-1,SRP605981
SRR34844439,AMPLICON,570,19834290,PRJNA1300638,SAMN50421146,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11885162,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976388,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102624-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102624,2025-08-02T05:08:00Z,1,102624-2-1,SRP605981
SRR34844440,AMPLICON,570,23708580,PRJNA1300638,SAMN50421145,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13947392,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976387,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102624-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102624,2025-08-02T05:07:00Z,1,102624-1-1,SRP605981
SRR34844441,AMPLICON,570,15464670,PRJNA1300638,SAMN50421144,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9291345,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976386,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102623-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102623,2025-08-02T05:08:00Z,1,102623-3-1,SRP605981
SRR34844442,AMPLICON,570,22941930,PRJNA1300638,SAMN50421143,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13797509,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976385,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102623-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102623,2025-08-02T05:08:00Z,1,102623-2-1,SRP605981
SRR34844443,AMPLICON,570,25258980,PRJNA1300638,SAMN50421089,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14837208,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976384,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,100601-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_100601,2025-08-02T05:07:00Z,1,100601-2-1,SRP605981
SRR34844444,AMPLICON,570,17355930,PRJNA1300638,SAMN50421142,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10388212,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976383,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102623-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102623,2025-08-02T05:07:00Z,1,102623-1-1,SRP605981
SRR34844445,AMPLICON,570,16400040,PRJNA1300638,SAMN50421141,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9954834,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976382,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102622-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102622,2025-08-02T05:08:00Z,1,102622-3-1,SRP605981
SRR34844446,AMPLICON,570,20589540,PRJNA1300638,SAMN50421140,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12162548,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976381,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102622-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102622,2025-08-02T05:07:00Z,1,102622-2-1,SRP605981
SRR34844447,AMPLICON,570,17933910,PRJNA1300638,SAMN50421139,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10624343,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976380,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102622-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102622,2025-08-02T05:08:00Z,1,102622-1-1,SRP605981
SRR34844448,AMPLICON,570,18627600,PRJNA1300638,SAMN50421138,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10966689,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976379,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102621-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102621,2025-08-02T05:07:00Z,1,102621-3-1,SRP605981
SRR34844449,AMPLICON,570,19219260,PRJNA1300638,SAMN50421137,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11362136,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976378,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102621-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102621,2025-08-02T05:07:00Z,1,102621-2-1,SRP605981
SRR34844450,AMPLICON,570,17745240,PRJNA1300638,SAMN50421136,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10463548,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976377,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102621-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102621,2025-08-02T05:07:00Z,1,102621-1-1,SRP605981
SRR34844451,AMPLICON,570,16748310,PRJNA1300638,SAMN50421135,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9923296,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976376,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102620-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102620,2025-08-02T05:08:00Z,1,102620-3-1,SRP605981
SRR34844452,AMPLICON,570,19095000,PRJNA1300638,SAMN50421134,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11292637,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976375,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102620-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102620,2025-08-02T05:07:00Z,1,102620-2-1,SRP605981
SRR34844453,AMPLICON,570,16370400,PRJNA1300638,SAMN50421133,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9697213,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976374,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102620-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102620,2025-08-02T05:07:00Z,1,102620-1-1,SRP605981
SRR34844454,AMPLICON,570,9625020,PRJNA1300638,SAMN50421088,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5936330,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976373,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,100601-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_100601,2025-08-02T05:07:00Z,1,100601-1-1,SRP605981
SRR34844455,AMPLICON,570,19192470,PRJNA1300638,SAMN50421132,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11463208,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976372,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102619-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102619,2025-08-02T05:07:00Z,1,102619-3-1,SRP605981
SRR34844456,AMPLICON,570,27868440,PRJNA1300638,SAMN50421131,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",16616072,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976371,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102619-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102619,2025-08-02T05:07:00Z,1,102619-2-1,SRP605981
SRR34844457,AMPLICON,570,18320940,PRJNA1300638,SAMN50421130,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10883817,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976370,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102619-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102619,2025-08-02T05:07:00Z,1,102619-1-1,SRP605981
SRR34844458,AMPLICON,570,14531580,PRJNA1300638,SAMN50421129,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8567648,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976369,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102617-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102617,2025-08-02T05:08:00Z,1,102617-3-1,SRP605981
SRR34844459,AMPLICON,570,24100170,PRJNA1300638,SAMN50421128,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14282546,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976368,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102617-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102617,2025-08-02T05:08:00Z,1,102617-2-1,SRP605981
SRR34844460,AMPLICON,570,21233070,PRJNA1300638,SAMN50421127,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12428580,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976367,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102617-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102617,2025-08-02T05:07:00Z,1,102617-1-1,SRP605981
SRR34844461,AMPLICON,570,15960570,PRJNA1300638,SAMN50421126,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9346874,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976366,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102616-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102616,2025-08-02T05:07:00Z,1,102616-3-1,SRP605981
SRR34844462,AMPLICON,570,17516100,PRJNA1300638,SAMN50421256,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10356876,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976365,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102838-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102838,2025-08-02T05:08:00Z,1,102838-1-1,SRP605981
SRR34844463,AMPLICON,570,17958990,PRJNA1300638,SAMN50421255,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10789803,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976364,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102836-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102836,2025-08-02T05:08:00Z,1,102836-3-1,SRP605981
SRR34844464,AMPLICON,570,16813860,PRJNA1300638,SAMN50421254,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10005940,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976363,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102836-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102836,2025-08-02T05:08:00Z,1,102836-2-1,SRP605981
SRR34844465,AMPLICON,570,17874630,PRJNA1300638,SAMN50421253,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10583243,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976362,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102836-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102836,2025-08-02T05:08:00Z,1,102836-1-1,SRP605981
SRR34844466,AMPLICON,570,21937590,PRJNA1300638,SAMN50421100,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13119179,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976361,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102605-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102605,2025-08-02T05:08:00Z,1,102605-1-1,SRP605981
SRR34844467,AMPLICON,570,16028970,PRJNA1300638,SAMN50421252,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9519930,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976360,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102834-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102834,2025-08-02T05:08:00Z,1,102834-3-1,SRP605981
SRR34844468,AMPLICON,570,24992790,PRJNA1300638,SAMN50421251,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15022912,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976359,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102834-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102834,2025-08-02T05:08:00Z,1,102834-2-1,SRP605981
SRR34844469,AMPLICON,570,20659080,PRJNA1300638,SAMN50421250,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12445634,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976358,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102834-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102834,2025-08-02T05:08:00Z,1,102834-1-1,SRP605981
SRR34844470,AMPLICON,570,17200890,PRJNA1300638,SAMN50421249,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10301058,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976357,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102833-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102833,2025-08-02T05:08:00Z,1,102833-3-1,SRP605981
SRR34844471,AMPLICON,570,19399950,PRJNA1300638,SAMN50421248,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11623874,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976356,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102833-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102833,2025-08-02T05:08:00Z,1,102833-2-1,SRP605981
