Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,SRA Study
SRR34844518,AMPLICON,570,19265430,PRJNA1300638,SAMN50421332,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11486533,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976309,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103092-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103092,2025-08-02T05:08:00Z,1,103092-2-1,SRP605981
SRR34844519,AMPLICON,570,20007570,PRJNA1300638,SAMN50421331,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11955662,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976308,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103092-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103092,2025-08-02T05:08:00Z,1,103092-1-1,SRP605981
SRR34844520,AMPLICON,570,14136000,PRJNA1300638,SAMN50421330,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8557536,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976307,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103090-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_103090,2025-08-02T05:08:00Z,1,103090-3-1,SRP605981
SRR34844521,AMPLICON,570,20180850,PRJNA1300638,SAMN50421329,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11946397,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976306,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103090-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_103090,2025-08-02T05:08:00Z,1,103090-2-1,SRP605981
SRR34844522,AMPLICON,570,17684250,PRJNA1300638,SAMN50421328,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10532474,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976305,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103090-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_103090,2025-08-02T05:08:00Z,1,103090-1-1,SRP605981
SRR34844523,AMPLICON,570,19362330,PRJNA1300638,SAMN50421327,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11126935,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976304,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103088-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103088,2025-08-02T05:08:00Z,1,103088-3-1,SRP605981
SRR34844524,AMPLICON,570,18078690,PRJNA1300638,SAMN50421326,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10586760,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976303,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103088-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103088,2025-08-02T05:08:00Z,1,103088-2-1,SRP605981
SRR34844525,AMPLICON,570,17094300,PRJNA1300638,SAMN50421325,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10142423,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976302,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103088-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103088,2025-08-02T05:08:00Z,1,103088-1-1,SRP605981
SRR34844526,AMPLICON,570,20820390,PRJNA1300638,SAMN50421324,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12247906,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976301,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103085-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_103085,2025-08-02T05:08:00Z,1,103085-3-1,SRP605981
SRR34844527,AMPLICON,570,20452170,PRJNA1300638,SAMN50421323,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12045764,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976300,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103085-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_103085,2025-08-02T05:08:00Z,1,103085-2-1,SRP605981
SRR34844528,AMPLICON,570,25882560,PRJNA1300638,SAMN50421107,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15335112,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976299,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102607-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102607,2025-08-02T05:08:00Z,1,102607-2-1,SRP605981
SRR34844529,AMPLICON,570,18741030,PRJNA1300638,SAMN50421322,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11179024,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976298,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103085-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_103085,2025-08-02T05:08:00Z,1,103085-1-1,SRP605981
SRR34844530,AMPLICON,570,19851960,PRJNA1300638,SAMN50421321,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11885980,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976297,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103083-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103083,2025-08-02T05:08:00Z,1,103083-3-1,SRP605981
SRR34844531,AMPLICON,570,16816710,PRJNA1300638,SAMN50421320,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10215170,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976296,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103083-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103083,2025-08-02T05:08:00Z,1,103083-2-1,SRP605981
SRR34844532,AMPLICON,570,17880330,PRJNA1300638,SAMN50421319,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10710241,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976295,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103083-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103083,2025-08-02T05:08:00Z,1,103083-1-1,SRP605981
SRR34844533,AMPLICON,570,23685780,PRJNA1300638,SAMN50421318,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13714161,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976294,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103082-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103082,2025-08-02T05:08:00Z,1,103082-3-1,SRP605981
SRR34844534,AMPLICON,570,13745550,PRJNA1300638,SAMN50421317,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8043131,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976293,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103082-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103082,2025-08-02T05:08:00Z,1,103082-2-1,SRP605981
SRR34844535,AMPLICON,570,23167650,PRJNA1300638,SAMN50421316,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13552535,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976292,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103082-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103082,2025-08-02T05:08:00Z,1,103082-1-1,SRP605981
SRR34844536,AMPLICON,570,15030900,PRJNA1300638,SAMN50421315,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8859149,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976291,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103081-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_103081,2025-08-02T05:08:00Z,1,103081-3-1,SRP605981
SRR34844537,AMPLICON,570,11858280,PRJNA1300638,SAMN50421314,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7018559,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976290,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103081-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_103081,2025-08-02T05:08:00Z,1,103081-2-1,SRP605981
SRR34844538,AMPLICON,570,17390130,PRJNA1300638,SAMN50421313,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10265792,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976289,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103081-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_103081,2025-08-02T05:08:00Z,1,103081-1-1,SRP605981
SRR34844539,AMPLICON,570,19055670,PRJNA1300638,SAMN50421106,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11144994,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976288,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102607-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102607,2025-08-02T05:08:00Z,1,102607-1-1,SRP605981
SRR34844540,AMPLICON,570,16111050,PRJNA1300638,SAMN50421312,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9596717,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976287,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103047-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_103047,2025-08-02T05:08:00Z,1,103047-3-1,SRP605981
SRR34844541,AMPLICON,570,16104210,PRJNA1300638,SAMN50421311,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9533935,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976286,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103047-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_103047,2025-08-02T05:08:00Z,1,103047-2-1,SRP605981
SRR34844542,AMPLICON,570,17252760,PRJNA1300638,SAMN50421310,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10196995,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976285,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103047-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_103047,2025-08-02T05:08:00Z,1,103047-1-1,SRP605981
SRR34844543,AMPLICON,570,18005730,PRJNA1300638,SAMN50421309,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10625550,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976284,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103046-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_103046,2025-08-02T05:08:00Z,1,103046-3-1,SRP605981
SRR34844544,AMPLICON,570,16150950,PRJNA1300638,SAMN50421308,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9372036,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976283,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103046-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_103046,2025-08-02T05:08:00Z,1,103046-2-1,SRP605981
SRR34844545,AMPLICON,570,18466860,PRJNA1300638,SAMN50421307,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10795623,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976282,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103046-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_103046,2025-08-02T05:08:00Z,1,103046-1-1,SRP605981
SRR34844546,AMPLICON,570,20762820,PRJNA1300638,SAMN50421231,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12141137,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976281,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102825-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102825,2025-08-02T05:08:00Z,1,102825-3-1,SRP605981
SRR34844547,AMPLICON,570,16230750,PRJNA1300638,SAMN50421230,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9809785,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976280,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102825-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102825,2025-08-02T05:08:00Z,1,102825-2-1,SRP605981
SRR34844548,AMPLICON,570,16297440,PRJNA1300638,SAMN50421229,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9632332,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976279,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102825-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102825,2025-08-02T05:08:00Z,1,102825-1-1,SRP605981
SRR34844549,AMPLICON,570,16903920,PRJNA1300638,SAMN50421228,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10115565,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976278,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102823-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102823,2025-08-02T05:08:00Z,1,102823-3-1,SRP605981
SRR34844550,AMPLICON,570,19325280,PRJNA1300638,SAMN50421227,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11647936,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976277,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102823-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102823,2025-08-02T05:08:00Z,1,102823-2-1,SRP605981
SRR34844551,AMPLICON,570,18515310,PRJNA1300638,SAMN50421226,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10999113,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976276,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102823-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102823,2025-08-02T05:08:00Z,1,102823-1-1,SRP605981
SRR34844552,AMPLICON,570,16511760,PRJNA1300638,SAMN50421225,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9562543,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976275,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102822-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102822,2025-08-02T05:08:00Z,1,102822-3-1,SRP605981
SRR34844553,AMPLICON,570,17106270,PRJNA1300638,SAMN50421224,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10149425,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976274,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102822-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102822,2025-08-02T05:08:00Z,1,102822-2-1,SRP605981
SRR34844554,AMPLICON,570,16523160,PRJNA1300638,SAMN50421223,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9732749,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976273,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102822-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102822,2025-08-02T05:08:00Z,1,102822-1-1,SRP605981
SRR34844555,AMPLICON,570,26907420,PRJNA1300638,SAMN50421097,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15728257,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976272,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102602-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102602,2025-08-02T05:08:00Z,1,102602-1-1,SRP605981
SRR34844556,AMPLICON,570,13497030,PRJNA1300638,SAMN50421222,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7961649,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976271,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102821-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102821,2025-08-02T05:08:00Z,1,102821-3-1,SRP605981
SRR34844557,AMPLICON,570,16702140,PRJNA1300638,SAMN50421221,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10138930,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976270,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102821-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102821,2025-08-02T05:08:00Z,1,102821-2-1,SRP605981
SRR34844558,AMPLICON,570,18755280,PRJNA1300638,SAMN50421220,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11136959,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976269,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102821-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102821,2025-08-02T05:08:00Z,1,102821-1-1,SRP605981
SRR34844559,AMPLICON,570,19693500,PRJNA1300638,SAMN50421219,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11775429,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976268,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102820-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102820,2025-08-02T05:08:00Z,1,102820-3-1,SRP605981
SRR34844560,AMPLICON,570,19881030,PRJNA1300638,SAMN50421218,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11832105,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976267,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102820-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102820,2025-08-02T05:08:00Z,1,102820-2-1,SRP605981
SRR34844561,AMPLICON,570,19746510,PRJNA1300638,SAMN50421217,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11772715,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976266,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102820-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102820,2025-08-02T05:08:00Z,1,102820-1-1,SRP605981
SRR34844562,AMPLICON,570,17169540,PRJNA1300638,SAMN50421216,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10043134,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976265,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102818-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102818,2025-08-02T05:08:00Z,1,102818-3-1,SRP605981
SRR34844563,AMPLICON,570,18304980,PRJNA1300638,SAMN50421215,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10684260,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976264,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102818-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102818,2025-08-02T05:08:00Z,1,102818-2-1,SRP605981
