Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR412481,AMPLICON,601,11706254,PRJDB14539,SAMD00548523,MIMARKS.survey.human-gut,6785432,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398082,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:07:00Z,1,SAMD00548523,T_25_4w,DRP009232
DRR412482,AMPLICON,601,13318527,PRJDB14539,SAMD00548524,MIMARKS.survey.human-gut,7730135,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398083,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548524,T_26_0w,DRP009232
DRR412483,AMPLICON,601,14654990,PRJDB14539,SAMD00548525,MIMARKS.survey.human-gut,8427947,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398084,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548525,T_26_4w,DRP009232
DRR412484,AMPLICON,601,12637407,PRJDB14539,SAMD00548526,MIMARKS.survey.human-gut,7381603,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398085,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548526,C_27_0w,DRP009232
DRR412485,AMPLICON,601,12941406,PRJDB14539,SAMD00548527,MIMARKS.survey.human-gut,7543698,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398086,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548527,C_27_4w,DRP009232
DRR412486,AMPLICON,601,10821554,PRJDB14539,SAMD00548528,MIMARKS.survey.human-gut,6363868,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398087,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:07:00Z,1,SAMD00548528,T_28_0w,DRP009232
DRR412487,AMPLICON,601,12915246,PRJDB14539,SAMD00548529,MIMARKS.survey.human-gut,7544628,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398088,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548529,T_28_4w,DRP009232
DRR412488,AMPLICON,601,11504998,PRJDB14539,SAMD00548530,MIMARKS.survey.human-gut,6662156,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398089,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548530,T_29_0w,DRP009232
DRR412489,AMPLICON,601,13669201,PRJDB14539,SAMD00548531,MIMARKS.survey.human-gut,7853924,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398090,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548531,T_29_4w,DRP009232
DRR412490,AMPLICON,601,10808096,PRJDB14539,SAMD00548532,MIMARKS.survey.human-gut,6343408,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398091,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548532,C_30_0w,DRP009232
DRR412491,AMPLICON,601,14266099,PRJDB14539,SAMD00548533,MIMARKS.survey.human-gut,8292982,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398092,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:07:00Z,1,SAMD00548533,C_30_4w,DRP009232
DRR412492,AMPLICON,601,11622353,PRJDB14539,SAMD00548534,MIMARKS.survey.human-gut,6809111,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398093,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548534,T_31_0w,DRP009232
DRR412493,AMPLICON,601,13367659,PRJDB14539,SAMD00548535,MIMARKS.survey.human-gut,7767751,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398094,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548535,T_31_4w,DRP009232
DRR412494,AMPLICON,601,12531618,PRJDB14539,SAMD00548536,MIMARKS.survey.human-gut,7239510,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398095,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548536,C_32_0w,DRP009232
DRR412495,AMPLICON,600,12348192,PRJDB14539,SAMD00548537,MIMARKS.survey.human-gut,7157640,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398096,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548537,C_32_4w,DRP009232
DRR412496,AMPLICON,601,11391576,PRJDB14539,SAMD00548538,MIMARKS.survey.human-gut,6524741,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398097,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548538,T_33_0w,DRP009232
DRR412497,AMPLICON,600,10623004,PRJDB14539,SAMD00548539,MIMARKS.survey.human-gut,6148188,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398098,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548539,T_33_4w,DRP009232
DRR412498,AMPLICON,601,12344606,PRJDB14539,SAMD00548540,MIMARKS.survey.human-gut,7088391,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398099,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548540,T_34_0w,DRP009232
DRR412499,AMPLICON,601,11825597,PRJDB14539,SAMD00548541,MIMARKS.survey.human-gut,6857935,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398100,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548541,T_34_4w,DRP009232
DRR412500,AMPLICON,601,11277657,PRJDB14539,SAMD00548542,MIMARKS.survey.human-gut,6487865,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398101,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548542,T_35_0w,DRP009232
DRR412501,AMPLICON,601,10176596,PRJDB14539,SAMD00548543,MIMARKS.survey.human-gut,5974800,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398102,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548543,T_35_4w,DRP009232
DRR412502,AMPLICON,601,12985278,PRJDB14539,SAMD00548544,MIMARKS.survey.human-gut,7545866,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398103,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548544,T_36_0w,DRP009232
DRR412503,AMPLICON,601,12471700,PRJDB14539,SAMD00548545,MIMARKS.survey.human-gut,7309155,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398104,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:06:00Z,1,SAMD00548545,T_36_4w,DRP009232
DRR412504,AMPLICON,601,12679259,PRJDB14539,SAMD00548546,MIMARKS.survey.human-gut,7257983,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398105,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548546,C_37_0w,DRP009232
DRR412505,AMPLICON,601,13830015,PRJDB14539,SAMD00548547,MIMARKS.survey.human-gut,7990163,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398106,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548547,C_37_4w,DRP009232
DRR412506,AMPLICON,601,15019132,PRJDB14539,SAMD00548548,MIMARKS.survey.human-gut,8674875,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398107,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548548,C_38_0w,DRP009232
DRR412507,AMPLICON,601,14891875,PRJDB14539,SAMD00548549,MIMARKS.survey.human-gut,8616983,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398108,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548549,C_38_4w,DRP009232
DRR412508,AMPLICON,601,11668694,PRJDB14539,SAMD00548550,MIMARKS.survey.human-gut,6761878,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398109,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548550,T_39_0w,DRP009232
DRR412509,AMPLICON,601,13299924,PRJDB14539,SAMD00548551,MIMARKS.survey.human-gut,7737815,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398110,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548551,T_39_4w,DRP009232
DRR412510,AMPLICON,601,13760236,PRJDB14539,SAMD00548552,MIMARKS.survey.human-gut,7945609,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398111,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548552,T_40_0w,DRP009232
DRR412511,AMPLICON,601,11489825,PRJDB14539,SAMD00548553,MIMARKS.survey.human-gut,6695322,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398112,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548553,T_40_4w,DRP009232
DRR412512,AMPLICON,601,10715529,PRJDB14539,SAMD00548554,MIMARKS.survey.human-gut,6283073,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398113,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548554,C_41_0w,DRP009232
DRR412513,AMPLICON,601,11095982,PRJDB14539,SAMD00548555,MIMARKS.survey.human-gut,6489586,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398114,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548555,C_41_4w,DRP009232
DRR412514,AMPLICON,601,12631684,PRJDB14539,SAMD00548556,MIMARKS.survey.human-gut,7393184,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398115,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548556,C_42_0w,DRP009232
DRR412515,AMPLICON,601,12086487,PRJDB14539,SAMD00548557,MIMARKS.survey.human-gut,7049529,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398116,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548557,C_42_4w,DRP009232
DRR412516,AMPLICON,601,10706105,PRJDB14539,SAMD00548558,MIMARKS.survey.human-gut,6330313,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398117,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548558,C_43_0w,DRP009232
DRR412517,AMPLICON,601,12433977,PRJDB14539,SAMD00548559,MIMARKS.survey.human-gut,7302973,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398118,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548559,C_43_4w,DRP009232
DRR412518,AMPLICON,601,10501065,PRJDB14539,SAMD00548560,MIMARKS.survey.human-gut,6223615,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398119,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548560,T_44_0w,DRP009232
DRR412519,AMPLICON,601,13695507,PRJDB14539,SAMD00548561,MIMARKS.survey.human-gut,8066982,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398120,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548561,T_44_4w,DRP009232
DRR412520,AMPLICON,601,11072925,PRJDB14539,SAMD00548562,MIMARKS.survey.human-gut,6446894,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398121,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548562,T_45_0w,DRP009232
DRR412521,AMPLICON,601,13095275,PRJDB14539,SAMD00548563,MIMARKS.survey.human-gut,7600683,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398122,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548563,T_45_4w,DRP009232
DRR412522,AMPLICON,601,12057674,PRJDB14539,SAMD00548564,MIMARKS.survey.human-gut,6991536,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398123,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548564,C_47_0w,DRP009232
DRR412523,AMPLICON,601,13389479,PRJDB14539,SAMD00548565,MIMARKS.survey.human-gut,7808071,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398124,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:09:00Z,1,SAMD00548565,C_47_4w,DRP009232
DRR412524,AMPLICON,601,10758783,PRJDB14539,SAMD00548566,MIMARKS.survey.human-gut,6315365,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398125,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:12:00Z,1,SAMD00548566,C_49_0w,DRP009232
DRR412525,AMPLICON,601,12650746,PRJDB14539,SAMD00548567,MIMARKS.survey.human-gut,7408643,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398126,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548567,C_49_4w,DRP009232
DRR412526,AMPLICON,601,11571745,PRJDB14539,SAMD00548568,MIMARKS.survey.human-gut,6834247,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398127,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548568,T_50_0w,DRP009232
DRR412527,AMPLICON,601,10539820,PRJDB14539,SAMD00548569,MIMARKS.survey.human-gut,6176004,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398128,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:08:00Z,1,SAMD00548569,T_50_4w,DRP009232
DRR412528,AMPLICON,601,11133990,PRJDB14539,SAMD00548570,MIMARKS.survey.human-gut,6441447,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398129,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548570,T_51_0w,DRP009232
DRR412529,AMPLICON,601,12627568,PRJDB14539,SAMD00548571,MIMARKS.survey.human-gut,7281512,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398130,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:10:00Z,1,SAMD00548571,T_51_4w,DRP009232
DRR412530,AMPLICON,601,14280626,PRJDB14539,SAMD00548572,MIMARKS.survey.human-gut,8227336,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398131,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:06:00Z,1,SAMD00548572,C_52_0w,DRP009232
DRR412531,AMPLICON,601,13350769,PRJDB14539,SAMD00548573,MIMARKS.survey.human-gut,7729169,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398132,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548573,C_52_4w,DRP009232
DRR412532,AMPLICON,601,15121860,PRJDB14539,SAMD00548574,MIMARKS.survey.human-gut,8760842,METAGEN,2022-10-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX398133,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-11-16T00:00:00Z,2022-11-16T13:11:00Z,1,SAMD00548574,C_53_0w,DRP009232
