feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
ko:K15674	NA	NA	0.09879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09237	0.21925	NA	NA	1.98374	NA	NA	NA	NA	1.71485	4.04919	NA	1.70588	NA	NA	NA	NA	NA	NA	NA	NA	5.70123	17.93305	0.35573	15.30796	4.53028	6.48832	1.92508	14.16597	NA	NA	NA	NA	2.14159	NA	NA	4.29713	NA	NA	NA	NA	28.67239	10.84697	6.63755	329.38585	31.40876	118.64157	22.87356	66.82946	NA	NA	NA	NA	NA	NA	NA	NA	0.04813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21155	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28253	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0587	NA	NA	NA	NA	NA	NA	NA	NA	0.29232	NA	NA	NA	NA	0.04514	NA	NA	10.89298	NA	7.33751	6.03177	0.38543	10.31794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36998	NA	2.17108	3.32041	0.46027	1.6071	0.19577	NA	NA
ko:K15675	0.57188	0.06926	NA	NA	NA	NA	NA	2.42855	1.54711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52999	0.18087	NA	5.36396	NA	NA	NA	NA	NA	NA	NA	NA	0.69139	0.9851	0.16478	NA	1.15976	1.38496	1.54598	2.62382	NA	NA	NA	NA	NA	NA	NA	0.03448	NA	NA	NA	NA	1.10545	1.38995	2.30796	1.68113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05053	NA	2.80655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18211	NA	0.09079	0.14161	NA	1.0394	0.13547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50942	NA	3.35873	0.5263	NA	1.85141	NA	NA	NA	NA	1.6225	NA	NA	NA	NA	NA	0.18021	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20635	NA	NA	2.87757	NA	NA	NA	NA	1.92721	2.88302	1.83062	1.88366	NA	2.31678	4.17502	3.76368	NA	NA	NA	0.54093	NA	NA	NA
ko:K15676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15976	1.38496	1.54598	2.62382	NA	0.31941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10545	1.38995	2.30796	1.68113	NA	NA	0.30623	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05053	NA	2.80655	NA	NA	NA	NA	NA	NA	1.34252	0.59435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35873	0.5263	NA	1.85141	NA	NA	NA	NA	1.6225	NA	0.67564	2.40385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20635	3.04684	NA	2.87757	NA	NA	NA	NA	1.92721	2.88302	1.83062	1.88366	NA	2.31678	4.17502	3.76368	NA	NA	NA	0.54093	NA	NA	NA
ko:K15677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34252	0.59435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67564	2.40385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K15678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34252	0.59435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67564	2.40385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K15679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34252	0.59435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67564	2.40385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K15681	NA	NA	NA	NA	NA	0.41103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.30305	22.96441	3.54078	3.58915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55174	0.29145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.88437	3.49714	NA	19.4259	28.65833	15.95455	20.58587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88854	NA	NA	0.37621	NA	0.82338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83792	2.67049	2.98412	0.66445	1.38091	NA	0.71664	NA	NA	NA	NA	NA	NA	NA	1.46943
ko:K15682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31547	NA	NA	0.47462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K15687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13438	1.16169	NA	1.91898	NA	NA	NA	NA	NA	NA	NA
ko:K15688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.91804	NA	NA	NA	NA
ko:K15691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11169	NA	NA	NA	NA
ko:K15692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26354	0.55075	0.60542	NA	2.15696	1.97597	0.32321	1.47141	NA	NA	NA	NA	3.96858	1.8288	0.81901	1.78495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17155	0.69468	0.88055	0.44237	NA	NA	NA	NA	NA	0.46598	0.12979	NA	NA	NA	NA	NA	NA	NA	NA	4.16317	2.58004	0.31829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13113	NA	NA	0.087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.60631	0.87337	2.3197	5.27025	NA	NA	2.16949	NA	NA	NA	NA
ko:K15696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.74007	2.4271	NA	12.0279	NA	NA	NA	NA	NA	NA	NA
ko:K15708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57149	4.31822	1.30581	8.33533	NA	NA	0.86783	NA	NA	NA	NA
ko:K15710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85432	NA	NA	NA	NA	NA	NA	NA	2.59887	NA	NA	NA	NA	NA	0.6025	NA	3.93084	NA	NA	NA	0.9314	NA	NA	NA	NA	NA	NA	NA	26.15773	NA	1.89855	NA	NA	NA	0.79916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.29721	5.3051	8.03338	23.86135	NA	NA	NA	1.30085	NA	NA	NA
ko:K15711	NA	0.21765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39052	0.94688	0.56391	0.35076	NA	NA	NA	NA	NA	1.15976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64581	NA	NA	0.19205	NA	NA	NA	NA	NA	NA	0.35239	NA	NA	NA	NA	NA	NA	NA	0.38851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23973	NA	NA	NA	NA	NA	NA	NA	0.2739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38482	NA	0.23708	NA	NA	NA	NA	NA	NA	NA	4.41031	NA	NA	NA	NA
ko:K15719	216.68305	388.82703	149.23784	0.08631	0.11201	0.63582	0.20325	NA	3.09443	0.84401	0.57548	NA	6.06357	65.19703	181.8315	17.68681	17.78035	69.6403	14.36498	NA	NA	NA	NA	NA	1.95668	NA	NA	NA	NA	1.12943	NA	43.81377	39.76189	71.89777	147.13076	149.77024	156.38363	127.52376	51.00181	1.72713	1.00719	10.87728	6.81319	14.57488	3.59736	15.56421	19.8852	5.55025	9.21818	21.41609	7.34154	3.69135	NA	6.22867	9.97845	46.41071	527.23852	54.10141	34.68032	143.1934	128.55119	57.50201	109.59942	0.91377	NA	0.75124	2.38413	0.45742	NA	NA	NA	0.27744	7.63326	0.29962	0.40051	28.42612	14.12412	16.26759	9.23521	NA	0.52716	NA	NA	101.49887	315.97418	141.20389	75.44536	NA	NA	NA	12.44751	39.678	55.64309	10.74428	NA	NA	NA	NA	NA	NA	NA	NA	0.83576	0.85853	16.00279	3.65265	49.74929	8.63439	9.50042	NA	NA	NA	NA	7.3472	15.13132	7.12747	19.65922	0.29933	NA	0.895	NA	NA	NA	NA	0.28943	67.76662	35.73317	150.03946	134.7471	NA	NA	NA	NA	10.87835	81.16482	54.45414	28.45167	3.29548	NA	4.63679	NA	25.28828	6.2569	19.94606	16.11542	76.7251	78.20491	17.92444	196.87914	274.93789	94.93782	0.20335	12.78871	456.75263	213.82522	202.45061
ko:K15721	1.2529	NA	NA	NA	NA	NA	NA	3.16918	NA	NA	0.41764	NA	NA	NA	NA	NA	8.43902	NA	NA	NA	NA	NA	1.08379	3.13732	1.34478	4.37399	9.57182	1.11176	NA	0.41047	7.58206	7.73071	NA	NA	NA	8.61398	6.56719	1.887	0.7474	NA	NA	1.42055	0.38648	NA	NA	NA	0.38233	NA	NA	NA	1.371	NA	NA	NA	NA	29.88592	24.63258	12.68087	8.83115	NA	NA	NA	NA	NA	4.3974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71545	77.79462	NA	NA	NA	NA	NA	8.45036	6.09113	8.1496	35.79761	NA	NA	1.65153	NA	NA	NA	NA	NA	2.35635	0.88791	2.42628	NA	NA	NA	NA	3.24436	NA	3.59792	42.91539	NA	NA	3.38634	NA	NA	NA	NA	NA	8.40082	0.41475	0.66509	16.4253	NA	NA	NA	NA	0.82476	NA	3.47721	NA	0.74441	1.13828	6.45897	20.6584	NA	NA	NA	NA	0.20121	0.41202	NA	NA	NA	8.5254	NA	NA	4.99965	2.7258	1.75509	2.72136	NA	22.90907	NA
ko:K15722	NA	1.75939	NA	NA	NA	NA	NA	NA	NA	5.08668	NA	NA	NA	NA	NA	NA	2.52807	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49271	6.24433	NA	3.6925	1.48869	2.53298	NA	NA	NA	1.33147	1.33829	NA	NA	NA	NA	NA	NA	0.4661	NA	NA	NA	NA	NA	1.40394	1.01887	0.52222	NA	NA	7.11948	1.34139	10.32375	NA	NA	NA	NA	NA	2.83468	1.52015	NA	NA	NA	NA	NA	NA	NA	4.16831	2.98715	5.3032	10.84755	NA	NA	NA	NA	NA	NA	6.06323	NA	NA	50.59318	NA	NA	NA	NA	NA	NA	NA	NA	1.31897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.96944	NA	NA	1.40385	NA	NA	NA	NA	25.43758	NA	NA	NA	NA	NA	NA	NA	NA	2.99697	NA	NA	17.25594	NA	NA	NA	NA	6.62873	NA	2.58039	NA	1.32074	1.7515	9.01866	5.3906	5.22345	NA	NA	NA	NA	NA	NA	NA	NA	1.56904	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K15723	1.25497	6.32727	NA	NA	NA	NA	NA	1.43144	NA	0.64656	NA	5.10899	NA	NA	NA	NA	2.80016	5.17831	NA	NA	NA	NA	2.7865	NA	NA	10.90937	3.45667	4.84562	NA	NA	7.35906	NA	NA	NA	NA	8.81477	3.06054	3.98619	NA	18.21717	NA	NA	NA	1.45908	NA	NA	NA	NA	NA	NA	1.16951	2.24777	NA	NA	15.55057	2.02228	10.6757	2.32638	NA	NA	NA	NA	9.74085	NA	NA	NA	NA	0.70876	NA	NA	NA	12.13502	3.42947	5.22466	30.35713	1.52789	NA	NA	NA	NA	NA	3.44032	NA	3.11041	121.73153	NA	2.42855	NA	NA	NA	2.63521	NA	NA	1.43496	NA	NA	NA	NA	5.61463	NA	1.51906	NA	NA	NA	0.72569	NA	2.3596	4.06212	NA	NA	NA	1.22889	23.21852	NA	NA	8.42006	NA	NA	NA	NA	NA	2.79917	NA	NA	6.96363	NA	1.84302	NA	NA	2.16371	NA	NA	1.29062	1.70689	4.2288	12.43618	1.56462	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74292	NA	NA	NA	1.32121	NA	NA	NA	6.04761	NA
ko:K15724	14.49068	1.16542	3.44413	2.36546	2.15631	NA	1.83003	1.33217	0.76415	8.36768	1.54873	1.66644	5.58469	2.793	NA	12.02374	16.34601	8.00777	7.13361	NA	NA	NA	8.98992	6.54853	10.06748	28.97944	22.5506	6.47	NA	1.35312	15.79722	7.15302	8.30262	4.08921	4.12096	9.2645	8.18687	4.97202	6.23248	34.48536	3.61981	2.15319	7.79202	11.68665	3.96504	9.23483	9.83544	0.28586	0.89438	3.90337	1.50081	3.63529	3.65478	0.23193	22.51863	8.96517	7.88415	2.71548	2.7251	11.27982	4.27189	13.45002	4.28567	1.92673	1.2612	0.8358	3.77822	2.70274	NA	2.15203	2.45103	31.38407	3.96702	19.9416	16.7173	5.82016	7.82364	9.2167	9.7703	7.77612	6.48703	4.21044	15.94942	6.03222	95.90293	1.81601	1.10427	NA	NA	NA	8.88036	3.08124	1.92381	7.30676	1.21773	3.23706	2.10607	3.83822	4.41877	3.1059	0.43198	7.50849	4.34292	NA	9.66128	1.33117	NA	NA	NA	13.45643	6.75022	NA	25.57063	2.41583	0.46151	10.13315	0.83354	1.19153	1.56002	2.30459	3.55039	0.14512	NA	7.73053	9.66777	5.54946	1.3083	2.69131	5.60233	1.5921	NA	2.43947	2.00869	13.09093	11.8466	40.08792	16.15646	3.98856	5.78864	1.30488	3.89672	1.12387	NA	NA	NA	1.05362	9.91756	3.95086	9.0316	2.07098	NA	0.33629	5.3888	1.18577	4.55923	NA
ko:K15725	234.44875	356.95145	210.3208	36.93538	57.273	161.91165	40.42447	6.3009	17.29601	15.37206	38.06847	230.25887	100.33946	118.51458	227.87039	337.09055	274.15167	285.21297	134.07324	3.75212	5.56546	17.53465	131.61375	26.29658	58.25476	83.83407	110.53607	162.26708	3.08508	28.7933	219.85113	79.41856	47.81565	112.16355	261.92056	165.40221	148.77215	170.89369	100.78821	18.74276	57.04014	50.51218	52.79369	142.51918	73.11961	116.32172	184.32483	165.31611	237.88495	180.04733	36.5186	88.43834	72.78051	11.26305	123.41531	58.50553	475.71988	101.65422	63.78798	210.286	145.04389	127.59171	157.20562	223.57881	11.56423	32.71491	29.82029	3.48505	15.62833	25.87252	56.27079	43.79218	210.86075	14.19386	13.44816	365.33015	313.5738	257.90151	170.53472	212.18959	166.92635	55.80891	373.13283	113.34142	172.55256	114.64306	65.08602	16.94991	1.18955	2.63628	183.22699	179.81557	139.06081	307.39013	1.06166	75.27164	1.09715	35.43406	85.71876	17.68268	22.13204	89.63488	72.66743	12.48495	58.65315	133.2122	80.72334	82.46407	316.64539	8.66378	9.09047	6.46712	73.2748	31.16174	28.5697	76.78108	41.99036	14.44586	21.02293	67.56013	40.13881	14.52811	27.92663	140.34455	29.88464	272.86145	168.97887	245.73295	331.39372	10.05506	26.23759	14.69924	71.70465	21.40361	55.95986	29.66591	56.29772	7.15565	26.16563	7.24703	14.74842	47.38765	52.73513	58.99594	25.73547	100.47205	217.20594	102.25238	280.89531	194.25871	85.73003	52.82278	49.62483	265.25671	145.28736	145.3626
ko:K15726	625.01258	520.78616	837.81672	153.41884	202.28102	461.81704	242.51954	61.90601	98.11113	88.0102	141.11854	809.15088	227.73325	253.19338	504.24113	730.33054	562.76486	480.40413	297.23551	53.01751	70.57159	56.8394	368.47257	102.55141	163.26647	208.51987	223.42594	285.07988	15.77405	120.13141	388.2378	251.29138	82.57549	245.11985	327.98944	2497.64726	624.76339	919.02176	1029.73503	49.89836	115.35799	97.94524	124.76472	378.8173	213.55654	247.67724	367.4004	205.40298	294.1855	251.30843	42.30416	619.36229	424.54366	100.12633	1098.73231	139.15813	189.23702	149.40283	153.45624	296.65558	94.75605	199.76074	304.89253	375.18964	51.12531	121.77487	114.67581	84.69713	102.38235	248.71035	181.07766	146.41663	454.04045	45.86539	39.38513	1073.64496	555.55356	419.8109	354.6279	362.03473	424.79672	139.43113	938.8827	78.62866	46.60846	67.03079	118.33836	50.12566	15.9548	40.21551	336.05841	313.05859	172.01489	624.875	21.2142	210.89889	18.74718	165.08278	234.08336	64.80489	96.72795	278.71789	1135.25542	209.1866	224.00377	191.35865	70.84532	198.32696	787.16024	64.18783	59.93297	68.7315	246.5013	78.66042	51.23697	520.38526	138.52759	78.91997	56.32641	215.61005	140.26047	77.00177	113.69766	334.13683	161.7568	569.4273	361.92037	293.01732	346.0766	41.53376	71.36727	44.79505	259.55459	84.65966	75.53653	50.98711	178.87308	39.49467	107.77561	43.22529	70.83648	72.04057	113.80384	79.91716	89.66337	247.66083	359.01572	340.47562	468.80373	46.05649	107.47567	94.41358	199.88973	261.07489	54.48357	126.41511
