Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13759259,WGS,300,5779235100,PRJNA703757,SAMN18023178,Metagenome or environmental,1846670481,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146037,CS070V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS070V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,CS070V5,SRP307400
SRR13759260,WGS,300,5651360400,PRJNA703757,SAMN18023177,Metagenome or environmental,1889376141,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10146036,CS070V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS070V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:19:00Z,1,CS070V1,SRP307400
SRR13759261,WGS,300,8342883300,PRJNA703757,SAMN18023150,Metagenome or environmental,2776590658,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10146035,CS013V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS013V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:05:00Z,1,CS013V5,SRP307400
SRR13759262,WGS,300,5298206100,PRJNA703757,SAMN18023176,Metagenome or environmental,1758395686,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10146034,CS068V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS068V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T03:59:00Z,1,CS068V5,SRP307400
SRR13759263,WGS,300,5827491000,PRJNA703757,SAMN18023175,Metagenome or environmental,1873582093,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146033,CS068V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS068V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:07:00Z,1,CS068V1,SRP307400
SRR13759264,WGS,300,5938917000,PRJNA703757,SAMN18023174,Metagenome or environmental,1902524167,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146032,CS067V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS067V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:07:00Z,1,CS067V5,SRP307400
SRR13759265,WGS,300,6399704700,PRJNA703757,SAMN18023173,Metagenome or environmental,2075702621,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146031,CS067V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS067V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,CS067V1,SRP307400
SRR13759266,WGS,300,5701476000,PRJNA703757,SAMN18023172,Metagenome or environmental,1836020700,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146030,CS065V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS065V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,CS065V5,SRP307400
SRR13759267,WGS,300,5694936600,PRJNA703757,SAMN18023171,Metagenome or environmental,1850388685,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146029,CS065V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS065V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T03:59:00Z,1,CS065V1,SRP307400
SRR13759268,WGS,300,5469887100,PRJNA703757,SAMN18023170,Metagenome or environmental,1781032358,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146028,CS052V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS052V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:18:00Z,1,CS052V5,SRP307400
SRR13759269,WGS,300,5763477600,PRJNA703757,SAMN18023169,Metagenome or environmental,1823016887,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146027,CS052V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS052V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:03:00Z,1,CS052V1,SRP307400
SRR13759270,WGS,300,5893245000,PRJNA703757,SAMN18023168,Metagenome or environmental,1948115929,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10146026,CS049V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS049V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:24:00Z,1,CS049V5,SRP307400
SRR13759271,WGS,300,5544124500,PRJNA703757,SAMN18023167,Metagenome or environmental,1846812881,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10146025,CS049V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS049V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:14:00Z,1,CS049V1,SRP307400
SRR13759272,WGS,300,6491007900,PRJNA703757,SAMN18023149,Metagenome or environmental,2108035321,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10146024,CS013V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS013V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:05:00Z,1,CS013V1,SRP307400
SRR13759273,WGS,300,7369140600,PRJNA703757,SAMN18023346,Metagenome or environmental,2431657205,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146023,RS198V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS198V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:03:00Z,1,RS198V5,SRP307400
SRR13759274,WGS,300,6282701400,PRJNA703757,SAMN18023345,Metagenome or environmental,2075473996,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10146022,RS198V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS198V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,RS198V1,SRP307400
SRR13759275,WGS,300,5137122600,PRJNA703757,SAMN18023344,Metagenome or environmental,1689867903,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146021,RS195V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS195V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,RS195V5,SRP307400
SRR13759276,WGS,300,5486707500,PRJNA703757,SAMN18023343,Metagenome or environmental,1801523862,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146020,RS195V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS195V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS195V1,SRP307400
SRR13759277,WGS,300,7516084800,PRJNA703757,SAMN18023342,Metagenome or environmental,2475613380,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10146019,RS190V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS190V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:13:00Z,1,RS190V5,SRP307400
SRR13759278,WGS,300,4598867400,PRJNA703757,SAMN18023341,Metagenome or environmental,1465881634,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10146018,RS190V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS190V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS190V1,SRP307400
SRR13759279,WGS,300,5124945000,PRJNA703757,SAMN18023340,Metagenome or environmental,1706108973,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX10146017,RS180V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS180V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T03:59:00Z,1,RS180V5,SRP307400
SRR13759280,WGS,300,6245672400,PRJNA703757,SAMN18023339,Metagenome or environmental,2068919959,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146016,RS180V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS180V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS180V1,SRP307400
SRR13759281,WGS,300,7658458500,PRJNA703757,SAMN18023338,Metagenome or environmental,2530216105,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10146015,RS178V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS178V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,RS178V5,SRP307400
SRR13759282,WGS,300,5345441700,PRJNA703757,SAMN18023337,Metagenome or environmental,1766099258,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146014,RS178V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS178V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,RS178V1,SRP307400
SRR13759283,WGS,300,6091377600,PRJNA703757,SAMN18023166,Metagenome or environmental,2016896265,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10146013,CS047V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS047V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,CS047V5,SRP307400
SRR13759284,WGS,300,8184195000,PRJNA703757,SAMN18023336,Metagenome or environmental,2691976208,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146012,RS174V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS174V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS174V5,SRP307400
SRR13759285,WGS,300,5492456100,PRJNA703757,SAMN18023335,Metagenome or environmental,1740071230,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146011,RS174V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS174V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T03:59:00Z,1,RS174V1,SRP307400
SRR13759286,WGS,300,6614125500,PRJNA703757,SAMN18023334,Metagenome or environmental,2192113502,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10146010,RS173V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS173V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,RS173V5,SRP307400
SRR13759287,WGS,300,5367922500,PRJNA703757,SAMN18023333,Metagenome or environmental,1787466575,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10146009,RS173V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS173V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,RS173V1,SRP307400
SRR13759288,WGS,300,6279192300,PRJNA703757,SAMN18023332,Metagenome or environmental,2074164997,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10146008,RS167V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS167V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS167V5,SRP307400
SRR13759289,WGS,300,6872196300,PRJNA703757,SAMN18023331,Metagenome or environmental,2259653998,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10146007,RS167V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS167V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS167V1,SRP307400
SRR13759290,WGS,300,6266451900,PRJNA703757,SAMN18023330,Metagenome or environmental,2047515663,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146006,RS162V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS162V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:07:00Z,1,RS162V5,SRP307400
SRR13759291,WGS,300,6075225000,PRJNA703757,SAMN18023329,Metagenome or environmental,1927290849,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10146005,RS162V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS162V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS162V1,SRP307400
SRR13759292,WGS,300,7018056600,PRJNA703757,SAMN18023328,Metagenome or environmental,2301777669,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10146004,RS158V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS158V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS158V5,SRP307400
SRR13759293,WGS,300,5046840300,PRJNA703757,SAMN18023327,Metagenome or environmental,1663378449,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10146003,RS158V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS158V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:08:00Z,1,RS158V1,SRP307400
SRR13759294,WGS,300,5985531000,PRJNA703757,SAMN18023165,Metagenome or environmental,1982743194,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146002,CS047V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS047V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,CS047V1,SRP307400
SRR13759295,WGS,300,7624894500,PRJNA703757,SAMN18023326,Metagenome or environmental,2516124282,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10146001,RS151V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS151V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:16:00Z,1,RS151V5,SRP307400
SRR13759296,WGS,300,4630750800,PRJNA703757,SAMN18023325,Metagenome or environmental,1546485129,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10146000,RS151V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS151V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS151V1,SRP307400
SRR13759297,WGS,300,6105333600,PRJNA703757,SAMN18023324,Metagenome or environmental,2021078311,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145999,RS150V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS150V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS150V5,SRP307400
SRR13759298,WGS,300,10089696600,PRJNA703757,SAMN18023323,Metagenome or environmental,3327796360,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145998,RS150V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS150V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,RS150V1,SRP307400
SRR13759299,WGS,300,5635400400,PRJNA703757,SAMN18023322,Metagenome or environmental,1870178727,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145997,RS149V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS149V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:16:00Z,1,RS149V5,SRP307400
SRR13759300,WGS,300,5702144700,PRJNA703757,SAMN18023321,Metagenome or environmental,1942586643,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145996,RS149V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS149V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:00:00Z,1,RS149V1,SRP307400
SRR13759301,WGS,300,5161800300,PRJNA703757,SAMN18023320,Metagenome or environmental,1629134701,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145995,RS143V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS143V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T03:59:00Z,1,RS143V5,SRP307400
SRR13759302,WGS,300,5871714300,PRJNA703757,SAMN18023319,Metagenome or environmental,1868057711,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145994,RS143V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS143V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS143V1,SRP307400
SRR13759303,WGS,300,6487076400,PRJNA703757,SAMN18023318,Metagenome or environmental,2142155493,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145993,RS138V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS138V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,RS138V5,SRP307400
SRR13759304,WGS,300,8222916300,PRJNA703757,SAMN18023317,Metagenome or environmental,2756494706,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145992,RS138V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS138V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:14:00Z,1,RS138V1,SRP307400
SRR13759305,WGS,300,5994527100,PRJNA703757,SAMN18023164,Metagenome or environmental,1958947484,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145991,CS045V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS045V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,CS045V5,SRP307400
SRR13759306,WGS,300,5608657200,PRJNA703757,SAMN18023316,Metagenome or environmental,1789441137,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145990,RS129V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS129V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T03:59:00Z,1,RS129V5,SRP307400
SRR13759307,WGS,300,5628300900,PRJNA703757,SAMN18023315,Metagenome or environmental,1822008961,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145989,RS129V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS129V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:20:00Z,1,RS129V1,SRP307400
SRR13759308,WGS,300,5886747900,PRJNA703757,SAMN18023314,Metagenome or environmental,1945012831,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145988,RS125V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS125V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,RS125V5,SRP307400
SRR13759309,WGS,300,6869373600,PRJNA703757,SAMN18023313,Metagenome or environmental,2273499011,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145987,RS125V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS125V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:09:00Z,1,RS125V1,SRP307400
