Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13759310,WGS,300,5954934300,PRJNA703757,SAMN18023312,Metagenome or environmental,2030704257,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145986,RS124V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS124V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,RS124V5,SRP307400
SRR13759311,WGS,300,5033002200,PRJNA703757,SAMN18023311,Metagenome or environmental,1601103722,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145985,RS124V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS124V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS124V1,SRP307400
SRR13759312,WGS,300,8716533600,PRJNA703757,SAMN18023310,Metagenome or environmental,2904932017,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145984,RS122V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS122V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:16:00Z,1,RS122V5,SRP307400
SRR13759313,WGS,300,4935917700,PRJNA703757,SAMN18023309,Metagenome or environmental,1650674913,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145983,RS122V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS122V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,RS122V1,SRP307400
SRR13759314,WGS,300,5076679800,PRJNA703757,SAMN18023308,Metagenome or environmental,1683553443,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145982,RS119V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS119V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:05:00Z,1,RS119V5,SRP307400
SRR13759315,WGS,300,7604299800,PRJNA703757,SAMN18023307,Metagenome or environmental,2553370008,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145981,RS119V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS119V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:15:00Z,1,RS119V1,SRP307400
SRR13759316,WGS,300,6447329700,PRJNA703757,SAMN18023163,Metagenome or environmental,2088758515,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145980,CS045V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS045V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,CS045V1,SRP307400
SRR13759317,WGS,300,6037988400,PRJNA703757,SAMN18023306,Metagenome or environmental,2004883122,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145979,RS116V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS116V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS116V5,SRP307400
SRR13759318,WGS,300,7540059000,PRJNA703757,SAMN18023305,Metagenome or environmental,2498586849,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145978,RS116V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS116V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,RS116V1,SRP307400
SRR13759319,WGS,300,6214921500,PRJNA703757,SAMN18023304,Metagenome or environmental,2065352238,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145977,RS114V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS114V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS114V5,SRP307400
SRR13759320,WGS,300,7315629000,PRJNA703757,SAMN18023303,Metagenome or environmental,2459439607,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145976,RS114V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS114V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,RS114V1,SRP307400
SRR13759321,WGS,300,6684330900,PRJNA703757,SAMN18023302,Metagenome or environmental,2210035408,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145975,RS109V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS109V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:03:00Z,1,RS109V5,SRP307400
SRR13759322,WGS,300,5718061200,PRJNA703757,SAMN18023301,Metagenome or environmental,1879895486,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145974,RS109V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS109V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,RS109V1,SRP307400
SRR13759323,WGS,300,7632000900,PRJNA703757,SAMN18023300,Metagenome or environmental,2538406822,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145973,RS101V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS101V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS101V5,SRP307400
SRR13759324,WGS,300,8253128100,PRJNA703757,SAMN18023299,Metagenome or environmental,2735492306,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145972,RS101V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS101V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:12:00Z,1,RS101V1,SRP307400
SRR13759325,WGS,300,6200261700,PRJNA703757,SAMN18023298,Metagenome or environmental,2063180004,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145971,RS100V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS100V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,RS100V5,SRP307400
SRR13759326,WGS,300,5489213400,PRJNA703757,SAMN18023297,Metagenome or environmental,1809387431,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145970,RS100V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS100V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,RS100V1,SRP307400
SRR13759327,WGS,300,6186174900,PRJNA703757,SAMN18023162,Metagenome or environmental,2006795727,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145969,CS039V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS039V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,CS039V5,SRP307400
SRR13759328,WGS,300,6874389600,PRJNA703757,SAMN18023296,Metagenome or environmental,2273093437,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145968,RS089V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS089V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,RS089V5,SRP307400
SRR13759329,WGS,300,5348760900,PRJNA703757,SAMN18023295,Metagenome or environmental,1779223101,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145967,RS089V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS089V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:05:00Z,1,RS089V1,SRP307400
SRR13759330,WGS,300,5807658300,PRJNA703757,SAMN18023294,Metagenome or environmental,1923356485,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145966,RS081V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS081V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:03:00Z,1,RS081V5,SRP307400
SRR13759331,WGS,300,5532132000,PRJNA703757,SAMN18023293,Metagenome or environmental,1888752400,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145965,RS081V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS081V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:13:00Z,1,RS081V1,SRP307400
SRR13759332,WGS,300,6680447100,PRJNA703757,SAMN18023292,Metagenome or environmental,2213859151,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145964,RS080V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS080V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:18:00Z,1,RS080V5,SRP307400
SRR13759333,WGS,300,6695532900,PRJNA703757,SAMN18023291,Metagenome or environmental,2234437247,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145963,RS080V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS080V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:09:00Z,1,RS080V1,SRP307400
SRR13759334,WGS,300,7158476400,PRJNA703757,SAMN18023290,Metagenome or environmental,2415419753,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145962,RS076V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS076V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:13:00Z,1,RS076V5,SRP307400
SRR13759335,WGS,300,7116151800,PRJNA703757,SAMN18023289,Metagenome or environmental,2357447121,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145961,RS076V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS076V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS076V1,SRP307400
SRR13759336,WGS,300,5417928000,PRJNA703757,SAMN18023288,Metagenome or environmental,1800245475,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145960,RS075V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS075V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS075V5,SRP307400
SRR13759337,WGS,300,6346721700,PRJNA703757,SAMN18023287,Metagenome or environmental,2114631262,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145959,RS075V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS075V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS075V1,SRP307400
SRR13759338,WGS,300,6178438200,PRJNA703757,SAMN18023161,Metagenome or environmental,2021825364,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145958,CS039V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS039V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:07:00Z,1,CS039V1,SRP307400
SRR13759339,WGS,300,6672337800,PRJNA703757,SAMN18023286,Metagenome or environmental,2336718450,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145957,RS073V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS073V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:09:00Z,1,RS073V5,SRP307400
SRR13759340,WGS,300,5699859900,PRJNA703757,SAMN18023285,Metagenome or environmental,1875807522,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145956,RS073V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS073V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:09:00Z,1,RS073V1,SRP307400
SRR13759341,WGS,300,5629499400,PRJNA703757,SAMN18023284,Metagenome or environmental,1881607036,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145955,RS069V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS069V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,RS069V5,SRP307400
SRR13759342,WGS,300,6617427000,PRJNA703757,SAMN18023283,Metagenome or environmental,2228493199,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145954,RS069V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS069V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS069V1,SRP307400
SRR13759343,WGS,300,5778090600,PRJNA703757,SAMN18023282,Metagenome or environmental,1906002477,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145953,RS064V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS064V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:21:00Z,1,RS064V5,SRP307400
SRR13759344,WGS,300,6012251100,PRJNA703757,SAMN18023281,Metagenome or environmental,1991583643,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145952,RS064V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS064V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:18:00Z,1,RS064V1,SRP307400
SRR13759345,WGS,300,4990180800,PRJNA703757,SAMN18023280,Metagenome or environmental,1658689724,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145951,RS063V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS063V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:20:00Z,1,RS063V5,SRP307400
SRR13759346,WGS,300,6394042200,PRJNA703757,SAMN18023279,Metagenome or environmental,2120492797,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145950,RS063V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS063V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:09:00Z,1,RS063V1,SRP307400
SRR13759347,WGS,300,6629784600,PRJNA703757,SAMN18023278,Metagenome or environmental,2198130740,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145949,RS061V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS061V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS061V5,SRP307400
SRR13759348,WGS,300,8648203200,PRJNA703757,SAMN18023277,Metagenome or environmental,2907905185,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145948,RS061V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS061V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,RS061V1,SRP307400
SRR13759349,WGS,300,5577784200,PRJNA703757,SAMN18023160,Metagenome or environmental,1809162525,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145947,CS038V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS038V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,CS038V5,SRP307400
SRR13759350,WGS,300,7083774300,PRJNA703757,SAMN18023276,Metagenome or environmental,2320562522,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145946,RS058V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS058V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:14:00Z,1,RS058V5,SRP307400
SRR13759351,WGS,300,6496400700,PRJNA703757,SAMN18023275,Metagenome or environmental,2175507504,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145945,RS058V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS058V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,RS058V1,SRP307400
SRR13759352,WGS,300,5495078400,PRJNA703757,SAMN18023274,Metagenome or environmental,1843451713,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145944,RS054V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS054V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:16:00Z,1,RS054V5,SRP307400
SRR13759353,WGS,300,5320837500,PRJNA703757,SAMN18023273,Metagenome or environmental,1763544113,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145943,RS054V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS054V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:00:00Z,1,RS054V1,SRP307400
SRR13759354,WGS,300,5017498200,PRJNA703757,SAMN18023272,Metagenome or environmental,1681047692,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145942,RS053V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS053V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:18:00Z,1,RS053V5,SRP307400
SRR13759355,WGS,300,5271990300,PRJNA703757,SAMN18023271,Metagenome or environmental,1764796149,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145941,RS053V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS053V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:12:00Z,1,RS053V1,SRP307400
SRR13759356,WGS,300,7446757500,PRJNA703757,SAMN18023270,Metagenome or environmental,2472958006,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145940,RS046V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS046V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:08:00Z,1,RS046V5,SRP307400
SRR13759357,WGS,300,4724430300,PRJNA703757,SAMN18023269,Metagenome or environmental,1564106468,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145939,RS046V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS046V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:00:00Z,1,RS046V1,SRP307400
SRR13759358,WGS,300,6839417100,PRJNA703757,SAMN18023268,Metagenome or environmental,2291135043,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145938,RS041V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS041V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:17:00Z,1,RS041V5,SRP307400
SRR13759359,WGS,300,5004629400,PRJNA703757,SAMN18023267,Metagenome or environmental,1676464758,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145937,RS041V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS041V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS041V1,SRP307400
SRR13759360,WGS,300,5507045700,PRJNA703757,SAMN18023159,Metagenome or environmental,1792439160,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145936,CS038V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS038V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,CS038V1,SRP307400
