feature	SRR15511253	SRR15511254	SRR15511255	SRR15511256	SRR15511257	SRR15511258	SRR15511259	SRR15511260	SRR15511261	SRR15511262	SRR15511263	SRR15511264	SRR15511265	SRR15511266	SRR15511267	SRR15511268	SRR15511269	SRR15511270	SRR15511271	SRR15511272	SRR15511273	SRR15511274	SRR15511275	SRR15511276	SRR15511277	SRR15511278	SRR15511279	SRR15511280	SRR15511281	SRR15511282	SRR15511283	SRR15511284	SRR15511285	SRR15511286	SRR15511287
total_reads	6078405.0	4478240.0	4783922.0	7126088.0	7335914.0	5965980.0	13197708.0	10658938.0	4247891.0	5267416.0	7274039.0	3392474.0	6576099.0	7057756.0	9871364.0	1457589.0	7601515.0	9699629.0	6491249.0	8134399.0	7877239.0	10746046.0	5467447.0	3483840.0	3422412.0	6136922.0	6635998.0	7163679.0	6790850.0	6126165.0	6999933.0	6069039.0	3588699.0	5377728.0	5429871.0
filtered_reads	5854388.0	4356570.0	4652466.0	6946072.0	7206104.0	5797549.0	12738268.0	10297619.0	4035708.0	5187527.0	7089538.0	3286206.0	6395335.0	6919062.0	9650800.0	1411941.0	7373750.0	9512619.0	6413323.0	7966397.0	7637942.0	10616501.0	5321527.0	3346774.0	3338450.0	5934827.0	6532787.0	7040112.0	6457148.0	5941756.0	6805245.0	5912708.0	3490149.0	5277399.0	5302980.0
category	2130696.92042	1562011.3864	1617464.1674	2409132.90819	2535992.75199	2006696.59588	4662587.36508	3669304.15479	1397372.53791	1721365.72902	2499490.63641	1120461.949	2273948.29861	2377574.85804	3494847.72959	502025.86148	2698398.13329	3362729.42205	2061889.78618	2789027.92448	2629622.40747	3896846.16349	1902227.57331	1170096.52681	1067244.51757	2154748.24067	2291434.52579	2771773.6308	2205462.98781	2180638.70875	2357619.35885	2047504.55331	1180231.97752	1783843.08151	1878449.44292
ko:K00001	293.09527	344.22015	369.82838	318.31932	609.46442	399.2367	440.66698	329.16594	249.71546	534.95622	785.30739	376.50043	595.69728	359.21056	587.11307	57.42624	364.92627	856.82783	702.8784	620.19482	626.01194	1094.25852	655.60604	257.57754	267.59796	324.52927	457.12252	709.88348	358.52335	210.04442	330.21332	304.3076	181.99092	407.48001	470.42954
ko:K00002	138.21089	236.38388	52.59225	43.90234	128.10614	173.45639	647.24303	393.15439	72.79287	25.01573	129.64726	18.82418	82.56191	59.91535	87.47523	16.25144	85.0853	80.18049	17.24488	84.78181	222.33175	252.46601	43.49753	96.12418	179.9137	1033.54018	27.41363	116.35877	106.45812	26.53799	164.21003	386.65785	68.25716	33.80346	33.56928
ko:K00003	1786.50419	980.89527	1035.43476	736.77701	1179.90258	1580.14338	1802.80881	1406.62992	888.78566	514.31341	1661.80099	424.61208	1666.02382	1300.40188	1667.71972	130.01865	582.45209	1834.16967	637.65845	1536.09795	1799.36856	1302.41265	908.51019	681.74632	443.02343	742.00363	742.94073	2065.89907	1586.46258	1146.07887	1275.02683	1065.13951	756.4511	804.01123	1028.13063
ko:K00004	108.65092	59.57315	60.69473	30.51914	59.65186	80.58079	143.68355	115.8787	30.72236	17.77924	57.57528	94.73918	59.84719	66.83687	103.854	1.49734	15.52225	145.09374	36.63355	71.97593	128.85524	84.44511	124.88426	25.7745	32.5082	17.83826	16.56083	37.25844	97.84396	47.21059	74.09949	95.0613	116.96593	16.51846	86.24614
ko:K00005	287.63949	248.49494	439.95686	568.61738	438.21887	453.83736	611.62445	478.12235	320.3788	251.20646	549.45139	90.95976	654.57261	360.56782	510.2805	44.96817	204.06096	1038.94746	407.76811	503.32596	399.00873	919.93037	319.2733	201.32155	174.03679	273.29369	342.75471	791.9111	486.55335	585.76368	436.00919	304.09532	235.76262	387.86602	510.15033
ko:K00006	NA	1.96632	1.30666	NA	0.70098	0.70546	0.9934	6.52498	NA	NA	NA	NA	NA	1.02687	10.52503	NA	NA	NA	NA	NA	52.17697	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.81902	3.52598	5.9509	NA	NA
ko:K00007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45782	NA	NA	0.80259	NA	NA	NA	1.80815	NA	NA	NA	NA	NA
ko:K00008	470.93375	731.17201	446.16782	846.68732	532.27545	824.88728	2028.73604	1591.42352	388.03358	183.28916	464.33095	101.60731	812.36479	422.82753	748.00287	62.07607	343.67391	1158.61916	607.01792	717.85074	855.59525	658.34169	354.39624	375.64866	259.66465	961.91035	441.76092	1173.32756	752.59503	599.75193	903.66432	803.19276	374.76249	288.41584	375.60686
ko:K00009	318.26309	966.56932	527.76048	1556.0009	993.43938	457.45024	4040.66342	3290.21516	659.01716	825.54397	726.12566	473.31963	625.92614	1013.51411	2447.07934	562.40588	3308.81667	1581.74291	1163.03636	824.18425	662.30105	1353.44618	695.75188	329.14253	884.15945	3485.74982	1571.57669	1735.83861	505.57648	1289.67064	1571.76709	1763.5134	306.93633	684.85091	661.45728
ko:K00010	159.20056	79.07867	140.04989	144.25324	138.7245	294.46732	222.94696	333.86684	255.07641	53.76072	84.33822	52.66996	190.61892	146.1433	231.71828	7.5304	47.45511	290.97858	77.30057	154.81868	160.74515	110.9533	147.90258	113.85769	72.74609	78.83561	66.38324	301.10308	113.94265	137.17503	272.22161	184.04426	59.66446	75.0319	305.20748
ko:K00011	2.70704	0.90596	4.28694	0.896	0.84477	5.1344	0.47759	2.39331	NA	NA	NA	NA	NA	NA	5.4836	NA	NA	NA	NA	0.95327	3.19293	NA	NA	NA	2.01555	0.51452	NA	NA	0.41022	NA	4.30622	3.81547	17.33043	NA	NA
ko:K00012	1238.86165	1315.3385	1222.24268	2552.53089	2003.44685	1272.34198	3356.98616	2729.15966	858.20837	1430.5525	1645.63727	869.34224	1533.38174	2668.00137	6439.89386	460.521	2480.68752	2709.29162	1691.41728	2731.97399	2401.44469	3535.87867	1348.43982	1014.97883	1144.16624	2662.07713	2733.74349	2580.80845	1189.80882	1708.22988	1690.85931	1501.70055	808.74386	1691.35248	1687.11144
ko:K00013	1461.48432	982.74202	932.07438	1722.17792	1669.65882	1191.25363	2636.95261	1908.37513	798.72796	1069.08606	1612.07483	638.56635	1503.90502	1388.98794	2265.31472	352.40349	1933.09028	2498.4152	1461.15824	1690.72637	1567.70158	2175.0867	1211.23499	520.93352	719.73296	1502.00929	1537.5792	1997.64907	1293.85249	1346.79662	1443.5302	1246.16238	561.17184	1239.882	1181.94672
ko:K00014	1847.85119	1382.57885	1429.53898	2019.72958	1925.67193	1839.84929	3737.43432	3085.20889	1144.55402	1190.0495	1938.32764	872.66404	1967.57738	2067.79577	2668.09766	461.80301	2625.36315	2486.82127	1441.90251	2148.37508	2117.04172	2747.96274	1477.31971	929.47737	976.73641	2172.43381	1959.0612	2592.74469	2095.72457	1832.86131	2072.09529	1742.42059	1031.61054	1556.73169	1445.56425
ko:K00015	224.96254	51.07884	51.05975	69.47532	162.13384	146.50197	94.68258	73.92021	131.04455	41.42804	101.41524	12.50454	124.47983	90.45995	80.94191	5.45734	21.32583	147.59365	64.41884	102.89275	142.26747	258.82659	24.44056	32.58546	32.20469	23.13837	139.84034	30.42412	52.15692	47.68038	51.59217	16.57569	75.02475	55.84498	76.0734
ko:K00016	1134.14259	715.04069	633.07047	552.83557	749.27473	1071.37116	1269.59861	1016.43986	744.28335	256.2506	927.34846	322.54773	1178.29669	680.79932	1199.80248	81.5065	539.82935	1120.62911	466.47452	1098.68183	1253.67898	1483.53732	758.30649	594.56961	315.60596	496.61001	584.0606	1576.19733	1252.75396	1057.33081	934.26734	1063.54562	465.01156	583.19131	611.40678
ko:K00018	1306.10067	891.41201	714.96618	1092.63076	1215.44815	1040.03278	2449.9274	2112.3312	823.358	850.37154	1348.0016	608.93935	1435.7557	1456.84817	2159.36961	304.76208	1860.66971	1864.0494	938.91634	1394.64015	1253.81635	1760.74025	966.57407	629.44492	587.7986	1455.75432	1312.60528	1508.28583	1307.18304	1020.35909	1297.48151	1306.42205	608.26163	839.9531	760.6492
ko:K00019	25.85502	31.84118	33.55551	24.62897	30.63777	24.18153	93.83794	38.83956	47.6106	23.82389	127.02262	9.80328	45.26539	77.27339	37.41998	9.13362	16.28248	42.08518	13.85895	97.23538	73.11541	38.47389	17.01434	15.80909	19.79924	19.56639	73.56331	110.86241	54.59711	43.01466	30.21173	11.91839	7.27685	41.2745	15.15461
ko:K00020	141.00424	86.43381	172.08212	216.25516	128.75573	107.98781	235.56019	190.89299	67.04365	78.56424	131.01792	48.84982	131.63999	97.74123	170.55591	22.05576	61.42083	210.53593	85.57851	128.77119	202.39161	245.95024	87.95339	96.00422	89.09123	58.60882	58.00417	118.41135	121.37845	207.35944	183.99373	86.53889	79.67077	141.04379	169.8751
ko:K00021	43.14733	5.95044	5.15285	3.27294	2.90432	6.931	1.61015	1.30985	4.58731	NA	37.02542	4.62744	23.09366	120.11584	881.67862	NA	0.90479	NA	2.48545	8.4744	24.75528	1.47539	10.29218	NA	1.49091	NA	2.47375	0.32006	4.50074	2.09586	6.26636	2.3827	5.6482	1.0092	29.99535
ko:K00022	1.99197	3.83989	NA	NA	NA	3.75357	2.66088	1.40889	0.70758	NA	NA	NA	0.64485	NA	0.68233	NA	0.54553	NA	NA	0.62502	18.68929	NA	NA	NA	NA	NA	NA	NA	7.26804	2.94434	NA	1.29777	NA	NA	0.48393
ko:K00023	123.24478	162.90269	77.84019	150.53498	460.45845	114.94907	260.30394	232.92597	91.91361	369.0187	269.38385	125.97047	96.50915	215.57658	93.98936	19.56867	51.58748	606.2463	333.29494	291.40993	252.91059	744.78916	134.73322	105.63858	76.12674	35.673	236.53751	90.83784	39.96041	27.70649	189.37786	74.02827	101.82347	105.76398	162.43426
ko:K00024	446.23806	612.62938	708.8171	1493.06371	1428.93863	389.20862	2195.96108	1786.94037	452.14988	1501.39851	1155.33225	719.64048	690.08866	1422.01639	1616.32238	269.51578	1504.54816	2854.19685	1963.98725	1518.52866	1192.48974	2729.18261	973.06814	630.48174	731.75706	1210.26481	1599.60248	906.04412	570.70492	949.4611	980.92228	792.39061	477.52875	1414.21565	1121.77993
ko:K00025	0.12283	5.40004	4.39382	NA	0.34498	0.83148	0.44882	3.71498	0.54985	NA	NA	NA	NA	NA	1.8988	NA	NA	NA	NA	NA	20.55447	NA	NA	NA	NA	NA	NA	NA	0.57933	NA	0.33159	0.32831	4.38475	NA	NA
ko:K00026	NA	1.34231	0.89449	NA	0.44223	1.72159	0.44882	1.86096	1.37622	NA	NA	NA	NA	3.55839	2.87392	NA	NA	NA	NA	NA	18.41665	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92011	0.46162	2.26723	NA	NA
ko:K00027	1684.00492	1337.3767	1198.1502	2191.16136	1751.73879	1365.00713	3709.42029	2901.27923	982.9329	1485.02228	2017.35087	774.41407	1692.30115	1851.19197	2845.4763	537.92305	3066.62446	2548.46956	1575.87404	2165.54716	1870.87099	2813.82511	1418.65054	865.87139	1028.07024	2165.52575	2149.94568	2433.4772	1656.91537	1469.71376	2008.29979	1680.86867	820.04284	1354.51573	1520.96313
ko:K00029	411.08498	688.66284	671.8095	1790.94297	997.03222	249.07958	2461.24607	1828.15159	432.58324	1094.36584	839.2296	478.02161	543.82045	1025.85777	1572.47633	447.25548	2611.18765	1681.77715	1198.10924	1287.29608	977.52117	1926.78652	688.83853	378.74104	685.42878	1547.10597	1651.10199	1200.83648	578.70195	899.34842	1063.50715	882.87405	351.08383	761.05149	776.73017
ko:K00030	142.57897	117.14564	210.95701	177.56194	233.18863	231.85844	281.5926	346.0182	260.81614	123.5464	212.65534	128.00126	168.41061	153.0439	159.31219	10.50755	47.31826	277.13983	69.39419	238.48107	258.90829	198.73006	153.89497	67.58917	128.18599	91.31426	93.41131	200.52503	267.9763	274.97377	287.1869	198.92309	140.06512	320.14998	267.85792
ko:K00031	1294.61777	932.93353	874.50756	1570.30066	1218.66129	1073.41687	3329.13136	2594.20699	664.20891	785.70362	1387.59328	519.79623	1349.53593	1120.09599	2289.646	349.9609	1981.16213	1345.71833	1021.4015	1143.6065	1223.2142	1538.39172	1016.68825	561.43226	596.26558	1461.52367	1301.86272	1750.57951	1259.84117	1022.92497	1430.5593	1364.59834	630.7859	800.46698	901.27268
ko:K00032	0.33903	1.62274	9.42934	34.8041	24.78593	3.90149	153.68796	48.33171	1.98437	NA	NA	3.44262	1.13395	3.223	3.0283	1.54125	NA	17.53829	6.30046	1.66363	NA	48.67399	1.39003	NA	2.57105	2.65816	NA	1.31227	6.43087	NA	NA	NA	NA	NA	49.59174
ko:K00033	247.84858	219.0443	281.01137	351.44216	665.2273	246.4776	272.43679	246.53305	174.17727	845.81813	479.54604	277.68726	401.14243	630.43892	491.22089	40.72698	128.0328	943.92495	887.03649	780.16026	615.06951	1434.92106	499.8882	173.09178	227.94671	111.16951	600.99252	569.75906	136.9927	217.75161	200.15082	114.64051	282.9365	768.50288	707.97757
ko:K00034	15.32475	35.42746	19.32711	1.59479	18.8119	38.23946	85.99616	155.69664	7.42386	4.40415	18.37754	3.4893	10.7111	10.83646	15.49765	NA	4.12165	19.85982	9.42576	8.49207	41.8297	14.80518	12.05375	4.46096	2.34988	NA	5.59184	6.45801	27.9122	5.45793	37.77163	12.04354	4.8736	11.52019	14.62678
ko:K00036	221.06086	217.3593	232.37018	305.47309	707.1081	196.14512	131.07108	82.01036	47.31735	832.59474	541.24164	241.86397	300.42652	606.57552	379.2711	30.31179	127.06009	1077.20866	1016.88777	732.73845	523.22142	1228.74653	333.08748	149.71836	233.64777	88.03642	671.48822	377.17181	73.68502	122.17941	129.44745	71.01147	226.23108	729.13617	630.92293
ko:K00038	6.98672	27.77805	0.61754	1.17333	12.40952	11.93523	42.0151	106.97335	4.19328	1.65925	0.95316	0.97358	6.94341	2.76197	24.82597	0.58088	6.29314	4.8724	NA	1.58723	5.95921	0.34752	5.03451	1.3816	0.80622	NA	1.32547	1.06841	1.6808	13.68259	16.87783	4.4365	NA	3.54715	5.06253
ko:K00039	81.589	3.28357	NA	NA	8.12768	145.57004	17.92672	20.14571	4.65544	NA	NA	1.38327	6.37536	2.82247	4.92401	NA	NA	NA	NA	NA	1.76291	NA	NA	45.92328	NA	NA	NA	NA	11.23415	11.64247	20.06987	2.8909	6.03804	10.79758	88.71531
ko:K00040	418.26726	359.71542	367.43383	942.08822	481.03702	578.53552	2550.81329	1936.97276	322.70472	158.28223	581.00473	147.23905	623.75876	481.41213	1564.92098	383.21505	2110.59819	994.978	278.14249	628.30031	464.91754	620.30621	377.13509	239.50438	354.46695	1423.45341	811.02278	1328.24987	651.08166	597.02495	771.9812	861.80397	141.30684	234.34758	424.90222
ko:K00041	578.42572	845.82288	556.11349	1079.17311	942.84446	576.93116	2272.32061	1541.58352	442.20899	825.07688	1148.25474	523.7548	881.79512	902.11719	1708.21882	249.61077	1527.08804	1702.58923	1182.04368	1058.24735	933.84338	1471.67412	863.56434	336.07516	713.68194	2381.07447	1120.31296	1031.83396	592.44918	1082.36813	1177.57957	1300.07327	294.71828	778.19883	739.18471
ko:K00042	264.18848	117.66808	183.84791	216.31433	164.00555	155.42303	428.89486	268.73149	114.86387	122.47951	328.284	62.19824	242.54836	194.77407	256.97539	28.80801	113.69632	335.26532	226.84522	189.52446	331.69643	356.62446	93.6943	82.22364	95.47235	81.19554	111.41921	216.08144	263.46349	201.42804	221.75309	151.72033	106.98999	166.26624	172.67886
ko:K00045	16.06519	454.72633	166.41389	793.74743	219.47254	62.79691	2282.23475	1957.18403	318.93386	117.12702	158.94239	77.35017	56.92316	234.24071	1086.05158	339.3283	1933.90146	686.55089	319.72599	174.52662	127.53068	238.73917	126.51186	57.59091	519.0992	2482.62489	653.12869	637.22519	188.41822	786.73339	828.65129	1092.18771	38.74868	53.17657	33.87483
ko:K00046	719.71879	642.93401	547.86915	991.76268	1300.02401	757.26006	2189.45991	1713.35922	616.70634	682.51676	1249.13433	510.52857	1060.91279	926.1067	2243.24898	288.29924	1699.756	1265.01404	835.90033	1053.8565	948.92773	1579.30675	967.77064	352.54371	475.68784	1193.72095	1139.72476	1429.20655	694.79283	920.64787	991.86214	1043.3343	293.60277	577.90198	647.1454
ko:K00048	713.46948	734.85898	627.07437	775.28078	1363.15711	839.45413	1504.21443	994.67479	437.42802	1128.54192	1504.17317	673.74669	1252.68063	1047.96819	1367.51239	124.70179	623.87693	1350.64856	1118.62	1792.67991	1427.49753	2815.54983	1064.45293	567.4928	472.68125	530.7139	860.86512	1516.83288	1039.9932	747.78641	878.48947	776.06993	427.6465	1203.00137	994.39542
ko:K00049	NA	0.88388	0.79854	NA	0.37122	NA	NA	1.89733	NA	NA	NA	NA	NA	NA	4.24206	NA	NA	NA	NA	0.86322	5.76324	NA	0.44356	NA	NA	NA	NA	NA	NA	NA	1.62976	1.21023	4.4287	NA	NA
ko:K00050	NA	NA	0.4777	NA	0.70851	0.71304	NA	NA	NA	1.34575	NA	NA	0.73499	NA	1.66789	NA	NA	2.06678	0.68168	NA	NA	NA	NA	NA	NA	NA	0.46745	0.47035	NA	NA	0.74697	NA	NA	NA	NA
ko:K00052	1447.80324	1022.2369	1010.3977	1728.86504	1550.85272	1189.68292	2896.66995	2422.49281	754.98982	990.12582	1583.2627	614.79223	1534.62667	1351.65935	2328.56087	384.31766	2316.42437	2281.62796	1259.70005	1643.2863	1467.5877	2148.03546	1006.06437	543.991	748.16205	1612.23897	1732.02572	2140.59423	1305.87589	1418.28047	1499.1689	1514.55887	564.72469	1084.06122	1126.18213
ko:K00053	1265.59106	901.89692	877.58886	1608.93666	1387.59216	1143.10068	2958.0731	2027.93501	760.45713	994.0157	1537.12293	742.95876	1630.6691	1404.18167	2395.2741	393.74725	2249.3049	2227.58102	1257.56239	1557.9137	1420.80286	2286.66049	1207.70191	487.40496	662.51333	1583.72461	1586.7281	2137.82948	1375.04718	1361.45684	1612.18467	1544.4769	563.17208	1124.63268	1154.1877
ko:K00054	4.6846	4.47128	3.54929	0.45089	10.26383	11.18381	7.26638	8.17827	15.41593	3.95304	2.58307	9.93563	13.68095	4.51798	9.66133	0.13499	2.61519	85.91823	27.22621	9.39825	9.07607	39.74089	14.37679	1.71105	7.32432	1.11927	4.67719	10.71361	9.37064	14.80237	13.34793	3.87982	1.60636	15.28285	6.57211
ko:K00055	3.34421	2.73772	9.41609	3.10411	0.78817	5.53107	6.91469	8.47733	0.49	1.33924	6.80908	5.01567	3.02328	5.40815	14.20688	NA	3.59918	12.86963	4.54984	3.91691	17.85582	7.64942	19.84678	25.05486	NA	3.46743	2.85188	3.65687	7.573	6.10516	NA	2.3099	0.51936	1.50085	2.73763
ko:K00057	1501.32522	1047.32797	1128.57545	1494.02454	1605.19286	1227.23915	3326.61013	2479.08721	1116.39834	997.96565	1808.33292	730.24833	1774.97306	1620.25136	2530.61907	424.37565	2162.59723	2384.01251	1275.72763	1988.72432	1911.81329	2781.47938	1394.29307	1045.67182	705.57542	1628.56814	1523.18274	2069.47639	1480.94212	1585.27947	1628.4615	1456.68566	766.42318	1112.24724	1164.2351
ko:K00058	2972.1007	1639.33943	1774.56153	1903.23311	2418.20629	2582.09278	4475.95593	3792.68787	1877.21838	1310.23549	2750.11338	1008.51734	2856.05881	2293.73761	3175.99675	435.71087	2332.76987	3557.86421	1625.30577	2447.22944	2701.48145	2713.75057	1887.52619	1295.30403	919.84777	1966.93493	1947.94816	2601.03345	2441.14226	2249.24125	2389.33885	2051.03366	1336.41907	1912.73771	1987.15589
ko:K00059	3490.24104	2317.89905	2055.16846	2650.12895	4003.48016	3018.05608	6252.47238	4859.39526	2239.22585	2109.68842	3799.08226	1484.63071	3521.31699	3067.53491	4289.00888	573.38969	2760.34256	5223.00977	2444.47604	3742.502	3924.63554	5248.19407	2663.14099	1797.68324	1489.80855	3422.73919	3028.76266	3740.47341	3404.76559	3135.69384	3123.29584	2759.2522	1636.42423	2302.03747	2566.8933
ko:K00060	169.48158	83.78419	193.80633	93.74693	90.49259	119.39117	330.46894	219.96167	88.24729	25.99695	82.5552	86.62325	186.86594	104.66557	88.5518	2.83411	12.50809	395.084	106.57595	70.62825	175.18539	122.9652	114.3031	34.77529	21.78053	12.8856	55.69276	106.15685	78.82196	71.8523	111.77963	60.98021	149.74368	102.99889	121.59862
ko:K00064	90.64952	77.75279	111.29484	264.06	755.95596	175.16095	11.79834	25.27007	9.66265	724.13274	361.53251	363.31402	281.98002	206.34955	124.83602	10.30441	80.86983	535.37275	616.0486	443.74967	285.8986	1068.7713	421.51792	106.25101	151.87298	61.77874	449.22032	122.23737	32.61837	51.91903	45.38542	12.22104	101.25591	215.42996	321.25293
ko:K00065	188.4742	129.24332	89.75799	86.69898	168.73663	191.77495	237.37439	245.86994	148.28262	50.47768	287.73692	97.92524	285.71527	109.71146	317.13414	17.21699	175.96578	242.09693	139.54341	158.3227	155.247	236.75654	170.97593	152.47952	57.3542	104.22706	107.76444	421.97879	142.35476	131.5995	136.91262	103.97504	61.40945	132.10436	164.85656
ko:K00066	5.99919	14.76157	0.91917	4.00027	7.98394	3.84817	NA	2.94477	57.07444	NA	65.4398	5.29348	6.91397	45.11072	11.80431	1.72716	4.45598	197.66255	154.57252	51.05563	71.30337	165.16106	8.32304	108.87606	5.26915	3.02737	8.59869	0.24034	8.95517	14.48898	70.13024	92.57378	2.7379	98.17812	12.05725
ko:K00067	1304.05411	1005.6591	1126.45529	1793.47641	1924.47373	1505.90222	2427.08203	1664.42115	878.88557	1606.57356	2140.77262	965.48099	1956.19239	1895.03264	2919.49682	291.4066	1493.0282	3035.29032	1794.44783	2413.50775	2153.20524	4009.37592	1455.84604	1139.30854	770.86857	1137.06015	1908.9495	2052.73769	1643.45581	1501.93954	1613.50533	1454.23198	866.7477	1421.9922	1332.40001
ko:K00068	124.69396	70.91587	62.39499	52.53589	74.88893	131.24466	253.25026	187.03077	49.04748	31.29546	54.88507	17.07675	74.50832	84.13786	89.65942	6.00265	43.91742	105.0574	62.19174	64.61314	106.75838	154.03193	22.45837	39.82302	17.06629	27.08483	57.24244	119.97531	56.89886	38.13676	75.75581	27.20717	109.36969	13.74585	78.55794
ko:K00073	42.91731	26.61489	23.82932	31.32292	56.91786	63.30376	295.31096	221.60443	20.90409	9.76241	35.41953	9.54068	26.14934	26.55847	22.99991	8.64494	55.45322	72.49734	26.19955	49.51504	132.63878	235.26461	17.74758	65.93023	4.69632	3.17901	40.82681	74.33156	125.71833	50.90144	104.11754	63.47822	26.74611	5.81815	59.41863
ko:K00074	633.33654	555.08696	608.93002	366.09378	642.15468	679.46109	1090.64222	723.09744	418.82464	206.51516	694.27105	176.76204	790.16361	655.39961	871.51189	53.52343	283.06044	1000.46228	323.27091	799.92725	830.5399	513.03117	445.58512	430.85428	253.06753	470.08501	425.93458	544.16346	841.08412	610.69565	704.14852	553.01123	364.65743	446.31992	433.93916
ko:K00075	1538.40555	1206.08201	1100.93352	1783.99835	1578.33056	1233.50602	3227.09627	2525.6254	977.40607	1237.52512	1779.48718	811.5655	1587.467	1649.13506	2511.06433	428.61795	2477.42126	2454.357	1356.69953	2140.87346	1912.48458	2766.94416	1474.16584	966.60144	631.8377	1462.83606	1620.60604	2176.52034	1493.14531	1707.11957	1660.84209	1416.47364	782.20115	1327.95942	1345.56568
ko:K00076	203.86126	92.83723	193.80736	172.2117	426.38611	403.67716	459.26464	432.42052	219.6062	180.12952	238.7347	61.59411	329.44387	301.00407	243.42908	17.91717	97.87153	411.63209	236.97905	420.37443	355.03209	576.55505	133.1038	313.05622	103.81248	114.08608	221.02098	303.67695	398.30578	221.27848	155.26426	288.05851	79.69098	159.48594	220.78852
ko:K00077	1418.89438	731.39882	872.27942	770.36766	1699.17989	1367.50245	1581.99699	1281.66764	983.33311	1121.0767	1384.98626	681.07608	1421.30351	1298.18937	1457.76139	134.37193	801.66009	1542.16913	1213.40022	1748.38231	1892.95639	2207.44516	1242.60297	719.69455	564.70542	993.55274	1105.12973	1689.09843	1321.29955	1001.79609	1123.68581	904.08766	796.39791	1128.90628	1328.77352
ko:K00079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62621	NA	NA	0.35241	NA	NA	NA	0.55363	NA	1.24675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K00082	3.04929	1.45363	2.12434	0.8621	5.71978	0.92101	NA	NA	NA	1.92546	3.31405	NA	1.12794	9.72097	2.69493	NA	0.76095	2.10899	2.55561	5.29612	6.88027	0.98376	0.34916	1.11917	20.84894	3.95921	9.50961	NA	NA	NA	7.91137	4.8333	5.07501	2.46951	3.7511
ko:K00085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92011	1.82203	NA	NA	NA
ko:K00086	65.47063	61.34653	24.64872	28.12629	37.43232	126.86075	50.26665	37.66815	36.439	10.52219	48.43403	7.51668	35.31116	27.84556	27.04285	6.48195	11.27571	113.52254	31.83422	20.2649	37.47009	12.8479	13.05806	40.52717	10.63831	8.54677	27.14998	113.00123	28.86476	31.71886	22.22279	11.15141	27.77048	17.20664	17.25909
ko:K00087	350.12092	251.21442	409.77714	204.82381	354.08722	377.03386	710.65522	779.0585	117.25155	95.58692	160.80178	62.71823	207.23685	458.8464	319.0555	27.76365	144.82509	385.80116	179.85999	359.26105	428.76839	295.61574	173.60673	190.40948	93.70485	56.04923	139.02282	173.97428	346.37385	383.38432	354.31418	125.6497	359.04365	225.96898	180.89681
ko:K00088	2005.11487	1243.62933	1378.90199	2238.89871	2088.20135	1889.4899	4703.32098	3704.71159	1387.26495	1428.51595	2179.27082	1013.28061	2050.6206	2056.70137	3147.26965	536.81153	2781.51209	2904.34173	1582.50723	2437.47008	2264.02627	3260.92299	1681.15106	959.4018	925.69663	1912.87236	1924.30255	2510.96328	1892.49167	2002.89803	2143.30881	1959.56143	968.40051	1666.97643	1792.11017
ko:K00090	7.56999	11.63658	11.49097	35.97476	30.47723	18.2556	164.30469	70.03236	95.55362	2.21171	5.09951	3.88373	3.5848	3.39175	4.68835	1.54125	0.46226	19.60507	6.98214	3.33429	10.78757	50.34366	1.39003	0.45141	6.40706	5.05465	3.9243	5.97942	10.8468	0.83631	1.71856	0.96198	0.86828	4.39002	49.59174
ko:K00091	406.23433	518.90785	462.27049	861.34529	658.0199	333.93579	1851.91225	1742.03685	326.1949	581.17852	564.33089	211.33954	288.36925	647.49701	1319.16886	344.91136	1754.42479	881.72703	673.27569	772.33008	631.40456	840.86111	355.31519	233.47671	404.61181	1283.06619	1011.87687	970.98282	488.3574	639.7975	739.79221	754.34166	440.16051	373.06888	251.72356
ko:K00094	0.55917	3.01746	13.16333	19.60221	47.87854	0.74445	119.41144	48.88612	0.41453	15.64433	24.19737	4.16445	23.88506	4.33214	9.91709	4.92473	5.63651	35.14965	19.44137	8.02718	4.60568	51.69012	9.29557	4.49999	2.17261	5.79801	17.4368	10.25208	17.62089	2.97295	26.86323	17.59929	0.88851	NA	50.50346
ko:K00096	384.65962	315.10226	379.13057	179.06104	462.9855	599.58516	864.29439	617.96026	439.91826	100.16515	476.86691	76.18131	543.40905	430.72775	533.37961	38.73403	139.0034	647.59146	176.65922	718.50676	641.3276	548.10571	224.79093	467.36379	89.23498	292.24327	275.20451	457.61785	706.47397	277.38976	359.85722	325.50808	266.19026	244.04696	543.95223
