feature	SRR15511253	SRR15511254	SRR15511255	SRR15511256	SRR15511257	SRR15511258	SRR15511259	SRR15511260	SRR15511261	SRR15511262	SRR15511263	SRR15511264	SRR15511265	SRR15511266	SRR15511267	SRR15511268	SRR15511269	SRR15511270	SRR15511271	SRR15511272	SRR15511273	SRR15511274	SRR15511275	SRR15511276	SRR15511277	SRR15511278	SRR15511279	SRR15511280	SRR15511281	SRR15511282	SRR15511283	SRR15511284	SRR15511285	SRR15511286	SRR15511287
ko:K10800	31.62438	0.26708	42.49182	NA	4.18361	17.48909	9.03087	0.96976	NA	6.75381	27.90754	NA	NA	NA	NA	NA	2.56944	8.46184	NA	3.71575	38.09298	NA	NA	NA	0.25393	1.58415	NA	2.30222	1.50058	NA	3.27178	3.88016	7.14483	4.63042	5.58541
ko:K10802	NA	1.01251	NA	NA	NA	NA	NA	3.52762	0.87724	NA	NA	NA	NA	NA	1.60727	NA	NA	NA	NA	NA	18.68068	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47236	NA	7.2042	NA	NA
ko:K10804	43.40138	12.09688	28.37369	25.5183	122.23114	64.51136	185.89667	162.76301	84.82709	4.63039	18.68357	4.01853	20.8647	15.93629	25.14866	1.11937	4.14556	45.99982	16.32832	41.64475	34.51779	28.60017	5.9379	19.51478	9.53504	9.66566	42.32573	34.52799	19.1689	17.69889	8.17387	8.28879	23.33219	11.85335	55.83231
ko:K10805	28.68236	12.39048	17.41304	27.40348	72.75578	41.24168	106.58516	30.16156	55.40312	42.87583	15.66941	27.18883	90.11877	40.39607	17.12478	0.17231	4.38665	57.04346	17.08891	106.28984	15.56897	54.16402	80.63752	1.89659	23.24504	18.4472	25.14063	183.67839	8.18639	3.94812	4.38432	28.3397	6.24556	67.28701	114.79708
ko:K10806	41.58104	3.57557	101.24759	82.63263	39.73932	55.36666	81.68383	39.01617	35.56806	2.93487	26.50358	2.397	8.64007	6.22998	33.18775	0.74443	5.62601	49.46693	20.3492	28.16968	56.44844	44.67179	6.82321	6.26795	2.45441	6.67357	25.17245	7.2053	9.12558	224.44521	25.92158	13.2906	18.34029	73.85127	114.33468
ko:K10810	3.56826	6.48025	2.07019	4.18782	1.23602	3.42334	55.52684	12.80413	30.67665	2.08332	2.96971	0.32577	8.9368	2.04294	4.54411	NA	1.99768	3.60979	2.3858	4.08094	10.28228	6.16963	3.78214	NA	2.10436	4.2804	4.47385	2.79193	47.80784	4.82995	33.20378	44.52543	0.69653	NA	1.14814
ko:K10811	0.01943	NA	25.92757	26.05149	0.66458	1.11059	0.07481	0.12478	8.74735	0.12617	0.05856	NA	3.57294	0.07495	0.12408	NA	0.05376	0.08209	0.17707	1.06329	0.28013	0.16576	0.38795	5.68714	0.16767	0.32011	0.02523	0.19023	0.31991	NA	15.60328	10.26205	0.05222	13.10794	20.32917
ko:K10816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69937	0.79942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10819	75.64716	85.1091	129.96295	63.19338	43.17514	78.32478	83.96439	64.3706	52.89508	36.43206	133.05853	10.54965	95.95412	91.11143	54.16576	2.68096	6.59992	21.86602	14.07317	116.26558	90.54346	50.12034	53.67652	42.61548	30.12253	29.0959	64.18804	32.01178	155.6747	85.3561	71.47771	33.21742	71.35564	25.57761	46.40532
ko:K10820	19.22886	55.59985	82.10496	25.34377	13.48396	74.65238	81.0708	22.71006	87.89816	5.82865	103.54538	7.18168	40.7726	7.54466	30.41469	0.25644	8.58402	36.56259	15.9659	70.01414	96.66116	15.06499	7.845	37.93038	6.15211	6.16256	14.00269	47.5376	86.9679	133.44932	51.66199	97.01749	10.25373	8.30175	18.39182
ko:K10823	1833.77669	685.79175	835.93493	519.55848	1219.70797	1701.03916	1914.57588	1463.31297	866.85636	451.7817	1248.72385	295.75119	1445.81019	1075.28821	1085.94456	123.83095	618.87149	1083.79036	441.04355	1323.51823	1840.85587	1624.57542	726.44055	620.76764	394.70187	523.29055	707.74944	1297.96492	1452.54894	791.8843	1108.72799	737.28514	986.63186	616.28815	732.89769
ko:K10824	29.45301	22.94591	42.27735	58.60028	43.88684	63.86185	100.15904	59.5874	12.97162	14.77995	18.27642	10.25158	57.52542	28.85526	38.69797	0.61531	30.08894	134.79038	58.65678	46.13438	54.97785	101.8804	26.38206	14.88836	11.27849	13.88175	47.17856	113.9433	89.3907	34.90196	41.1062	27.22325	5.63585	38.98386	51.14686
ko:K10830	2.62171	0.91575	0.80981	0.27407	2.41102	1.13335	0.65355	0.80617	0.88061	0.34336	1.61324	0.91636	0.69044	1.05883	1.29785	NA	0.746	NA	NA	1.41495	1.21206	26.78973	2.04045	NA	1.69234	NA	0.36476	8.76571	2.48086	NA	2.58748	2.84038	NA	NA	NA
ko:K10831	62.15467	22.5268	42.54761	88.07345	21.8295	26.09412	127.91761	47.32292	21.33057	4.5621	54.97311	14.08762	29.62267	12.32317	19.06199	0.39321	4.18805	35.7288	8.70795	40.49712	38.17191	30.92532	17.35781	31.54311	6.17634	19.77035	17.90673	89.57487	35.89481	43.83897	12.56383	15.29689	10.42352	7.84408	48.79599
ko:K10834	NA	11.64503	3.32219	0.42615	0.40056	NA	NA	2.96522	5.61137	0.28104	3.58861	0.42653	0.62329	0.66367	1.26529	NA	NA	NA	NA	0.12721	5.03239	0.28366	0.3339	2.76302	0.39208	NA	1.78383	0.39887	1.53692	1.05726	0.2992	2.29905	0.51496	NA	4.46796
ko:K10837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68781	0.68101	NA	NA	NA
ko:K10839	NA	NA	NA	NA	NA	1.29391	NA	NA	NA	NA	NA	NA	NA	0.76323	0.8219	NA	NA	NA	NA	NA	1.72553	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15765	NA	NA	NA	NA
ko:K10840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10841	NA	0.63797	3.28197	NA	NA	NA	NA	0.93632	0.54629	NA	NA	NA	NA	NA	0.46364	NA	NA	NA	NA	0.20769	8.13755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48693	2.70785	NA	NA
ko:K10842	NA	NA	NA	NA	NA	NA	NA	NA	2.27285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10843	NA	9.94225	NA	1.80356	NA	NA	NA	5.87535	6.48139	NA	NA	NA	NA	NA	2.28401	NA	NA	NA	NA	0.99627	41.71767	NA	NA	NA	NA	NA	NA	NA	0.49168	NA	0.73125	0.36201	7.99243	2.74931	2.74228
ko:K10844	525.30541	524.57007	322.70247	210.14163	575.74023	711.51115	735.23752	411.88773	359.85774	185.2266	768.4426	138.18887	851.38289	592.36555	913.31456	67.41273	293.79728	458.61864	243.82313	792.70457	758.88888	614.09602	408.24854	283.76724	198.0613	445.28555	373.11381	888.84213	767.24755	352.33705	471.06213	445.20922	323.81121	316.52309	317.88202
ko:K10845	NA	1.65459	NA	NA	NA	3.19581	NA	1.82125	NA	NA	NA	NA	NA	1.65838	1.78585	NA	NA	NA	NA	NA	13.32928	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71527	NA	1.62803	NA	NA
ko:K10846	NA	1.95079	3.01273	NA	0.54569	0.92746	NA	1.33565	1.35942	NA	NA	NA	NA	NA	0.80215	NA	NA	NA	NA	1.00146	10.31468	NA	NA	NA	NA	NA	NA	NA	0.47403	NA	1.54089	NA	4.16208	NA	NA
ko:K10848	NA	0.84271	NA	NA	NA	NA	NA	0.4638	1.3275	NA	NA	NA	NA	NA	5.33218	NA	NA	NA	NA	0.82301	5.42592	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8613	1.15322	5.33664	NA	NA
ko:K10849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82659	NA	NA	NA	NA	NA	8.38926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.93038	NA	NA	NA
ko:K10850	NA	NA	NA	0.55247	NA	NA	NA	1.18057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45763	NA	NA	NA	NA
ko:K10851	NA	1.17979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10857	1.75481	24.90005	29.87542	44.73946	20.04594	2.31817	229.0844	128.07871	25.10468	0.21034	0.38908	16.84571	7.4809	7.80725	3.45253	NA	1.59126	20.14986	5.23058	1.82317	2.60186	32.85044	6.41567	5.86885	NA	0.098	0.49156	0.18379	81.56837	25.04456	43.83431	66.23863	1.04089	6.88064	68.95848
ko:K10858	NA	NA	4.09487	NA	4.35431	NA	NA	3.39415	NA	NA	NA	NA	NA	NA	6.89524	NA	NA	NA	NA	NA	27.67527	NA	NA	NA	NA	NA	NA	NA	NA	1.11864	9.03398	2.80741	19.07056	NA	NA
ko:K10862	NA	NA	0.63466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93771	NA	NA	NA	NA	NA	NA	NA	NA	3.56248	NA	6.48521	NA	NA
ko:K10865	NA	NA	NA	0.5591	NA	NA	NA	0.70114	NA	NA	NA	NA	NA	NA	2.38587	NA	NA	NA	NA	NA	5.13146	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38239	NA	11.75428	NA	NA
ko:K10866	NA	NA	2.69821	0.65932	NA	NA	NA	1.14879	3.97535	NA	NA	NA	NA	1.22117	6.41195	NA	NA	NA	NA	1.01926	3.15289	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0975	1.2208	3.27997	NA	NA
ko:K10868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64954	NA	NA
ko:K10870	NA	1.23342	NA	NA	NA	NA	NA	1.35766	1.44238	NA	NA	NA	NA	0.43268	3.86703	NA	NA	NA	NA	NA	13.66252	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79007	0.88619	NA	NA	NA
ko:K10872	NA	2.74093	NA	NA	NA	2.45604	NA	12.68687	4.66161	NA	NA	NA	NA	NA	2.72932	NA	NA	NA	NA	NA	5.57654	NA	NA	NA	NA	NA	NA	NA	1.27205	9.74648	2.62145	2.59553	3.66766	NA	NA
ko:K10873	NA	NA	NA	NA	NA	NA	NA	NA	0.8824	NA	NA	NA	NA	NA	1.34433	NA	NA	NA	NA	NA	15.56489	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06164	NA	0.86068	NA	NA
ko:K10875	0.1658	2.60397	1.89097	NA	1.12636	0.15621	NA	6.70219	0.60293	NA	NA	NA	NA	0.42644	5.94739	NA	NA	NA	NA	1.04334	42.25284	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10267	0.65506	9.19153	NA	NA
ko:K10877	0.1658	NA	0.78492	NA	NA	0.15621	NA	2.08708	1.11117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.36453	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41772	NA	1.5916	NA	NA
ko:K10878	NA	0.97609	0.84891	NA	NA	1.6895	NA	2.14881	NA	NA	NA	NA	NA	NA	5.46475	NA	NA	NA	NA	NA	19.04862	NA	NA	NA	NA	NA	NA	NA	NA	1.0509	2.26995	NA	3.44272	NA	NA
ko:K10879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45846	1.4811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47419	NA	NA	NA	NA
ko:K10880	NA	NA	3.35998	NA	NA	NA	NA	NA	4.09882	NA	NA	NA	NA	NA	3.20123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48957	3.59899	2.27104	NA	NA
ko:K10881	NA	NA	NA	NA	NA	NA	NA	NA	0.71432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66026	NA	NA	NA	NA	NA	NA
ko:K10882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.70382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10886	NA	4.84557	NA	NA	NA	NA	NA	1.11156	NA	NA	NA	NA	NA	NA	1.24273	NA	NA	NA	NA	1.29906	14.24153	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71617	NA	0.46435	NA	NA
ko:K10891	NA	1.95508	0.62135	0.32132	NA	2.14176	NA	3.24657	1.39402	NA	NA	NA	NA	0.32447	2.19316	NA	NA	NA	NA	0.75717	15.37508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32911	4.05999	NA	NA
ko:K10895	NA	NA	NA	NA	NA	NA	NA	1.72983	NA	NA	NA	NA	NA	NA	4.04313	NA	NA	NA	NA	0.5116	3.69257	NA	NA	NA	NA	NA	NA	NA	0.79231	NA	0.86296	0.85443	NA	NA	NA
ko:K10896	60.96322	3.82117	4.36504	1.87777	NA	4.62917	6.82303	3.43569	13.61847	7.17447	3.45589	NA	31.97202	3.75719	7.17963	NA	NA	NA	NA	NA	16.29506	NA	NA	NA	NA	NA	NA	NA	3.57578	2.15149	NA	NA	5.47902	0.91644	4.74706
ko:K10901	0.70915	NA	2.72832	0.54812	NA	0.0859	NA	1.84699	3.34168	NA	NA	NA	NA	2.60833	11.53855	NA	NA	NA	NA	NA	12.84186	NA	NA	NA	NA	NA	NA	NA	1.71178	1.6319	5.93053	NA	3.16604	NA	NA
ko:K10902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10903	NA	NA	NA	NA	NA	NA	NA	3.07922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.55717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10906	0.39961	14.2041	33.16347	68.70072	10.90392	10.71392	387.18698	172.62399	3.6388	1.09135	1.9698	9.01021	8.73337	1.59231	0.32508	6.8711	19.61839	163.86853	170.19896	62.16797	62.15045	41.05138	1.07516	2.41009	33.46622	16.66862	19.19069	8.55842	5.11456	2.40473	0.78444	2.03759	0.90786	2.20433	79.53043
ko:K10907	1905.44755	1111.26476	1285.75446	889.63754	1388.05106	1555.36506	2103.74488	1812.76835	872.49653	504.81477	1899.41951	443.68953	1632.70938	1551.83619	2164.24103	138.44903	662.7875	1446.83693	532.54145	1675.21548	1935.14018	1511.16512	1062.02405	832.04479	437.25129	753.76352	921.20859	1389.60563	1818.26655	1318.8661	1479.83123	1127.35031	1002.68575	946.33088	963.85724
ko:K10908	NA	NA	NA	NA	NA	NA	36.64626	32.84738	1.4902	NA	NA	NA	NA	1.04131	7.83917	NA	NA	NA	NA	NA	31.96786	NA	NA	NA	NA	NA	NA	NA	NA	1.45326	1.31072	5.07934	13.04156	0.78552	1.72372
ko:K10909	NA	NA	NA	NA	NA	NA	NA	NA	0.77724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68655	NA	NA	NA	NA	NA	NA	NA	NA	0.71841	NA	NA	NA	NA	NA	NA
ko:K10910	0.76773	0.77529	0.7616	NA	0.75305	NA	1.27722	0.85339	NA	NA	1.15733	NA	NA	0.3838	2.06649	NA	0.21198	NA	NA	1.13575	NA	3.10588	2.23659	2.05714	NA	0.84676	0.73489	0.72459	NA	NA	0.72742	0.72023	NA	NA	NA
ko:K10914	258.17966	97.65056	55.27357	90.8408	111.8348	220.5062	144.35085	96.92128	130.67704	79.31193	108.37416	81.67714	232.7162	124.07192	145.58621	14.22406	55.18479	492.65138	194.01221	139.39868	90.08243	338.52249	188.29143	139.47675	56.4747	56.93259	131.08952	375.20378	94.81508	342.50319	170.2389	150.52974	82.3281	150.08985	171.27106
ko:K10916	NA	NA	NA	NA	NA	NA	1.24174	NA	NA	NA	4.63001	NA	NA	NA	NA	NA	NA	NA	NA	11.04201	1.13854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10923	NA	NA	NA	NA	0.52713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10924	NA	19.44434	7.5885	2.18968	0.95783	0.66313	34.98505	18.8831	2.89435	1.50315	30.17052	NA	2.56383	8.43965	7.61657	NA	NA	28.2042	NA	3.65181	12.50116	95.9168	1.46751	44.10945	NA	1.09861	0.97512	NA	9.27305	16.01064	3.16095	9.01719	1.86312	0.47988	3.15947
ko:K10925	10.33168	9.03012	6.98838	2.35707	NA	0.60838	34.28665	20.77149	NA	1.14233	3.3285	NA	2.14395	8.14777	17.49993	NA	4.67186	5.58311	2.74432	4.42303	11.82319	19.08999	0.65062	0.65456	1.96136	NA	3.70901	0.28812	6.99608	18.5363	3.11744	0.32949	3.97678	NA	2.43752
ko:K10926	68.90676	20.86508	30.60544	26.99375	51.35314	72.87368	174.9298	68.28425	26.8657	9.05744	19.83259	49.605	100.50359	57.92008	53.93311	6.97906	21.10341	83.19856	23.2243	62.03916	41.72413	44.97961	37.65565	16.10144	18.79953	42.00085	41.79162	75.51819	73.24461	53.54134	38.13374	22.49025	14.45013	36.65604	47.93311
ko:K10928	NA	NA	NA	NA	NA	NA	95.23913	29.7956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10930	NA	1.32742	NA	1.40478	NA	0.56921	NA	0.02466	NA	0.58142	NA	0.6567	NA	0.16328	NA	NA	NA	NA	NA	NA	NA	0.05631	0.08994	NA	NA	NA	0.05743	NA	0.24118	0.69704	6.66587	1.22675	NA	3.87895	2.84313
ko:K10931	NA	1.32742	NA	NA	NA	0.55108	NA	0.02466	NA	0.58142	NA	0.6567	NA	0.16328	NA	NA	NA	NA	NA	NA	NA	0.05631	0.08994	NA	NA	NA	0.05743	NA	0.24118	NA	6.66587	1.22675	NA	3.87895	2.84313
ko:K10932	NA	NA	NA	NA	NA	0.55146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10934	NA	2.01317	17.6123	15.83384	0.72013	NA	0.45531	NA	NA	NA	NA	6.80357	2.97685	0.42461	NA	NA	0.66243	NA	NA	8.50929	NA	46.75778	1.31353	0.40111	NA	0.17641	0.18114	0.36452	0.43828	NA	1.1619	NA	NA	NA	NA
ko:K10938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10939	NA	3.18799	13.18178	29.45302	21.4318	1.06101	22.63917	11.61012	13.34862	2.57232	1.38797	2.08743	3.78932	2.46758	3.40243	0.20086	0.79139	26.90143	4.42798	8.53229	0.72161	50.97795	0.39153	0.16965	1.68346	1.9698	0.98089	2.2746	4.27432	1.79706	1.87939	2.50786	NA	1.86682	47.77478
ko:K10941	NA	3.35321	2.86648	4.0303	0.43208	0.70467	0.8749	1.79817	51.57135	NA	NA	0.11916	NA	1.10106	3.26441	0.82605	10.39071	7.34342	1.9607	NA	NA	NA	NA	NA	6.90753	11.4095	5.37208	9.75666	3.53797	290.58712	0.39621	2.61527	0.44304	NA	NA
ko:K10942	NA	1.73944	NA	NA	1.12636	NA	NA	0.31911	64.03871	NA	NA	NA	NA	0.86108	NA	NA	NA	NA	NA	NA	NA	1.77624	0.29096	1.23077	NA	NA	NA	NA	NA	298.82214	NA	NA	NA	0.42297	0.70315
ko:K10943	9.00372	7.50551	2.22815	2.99594	3.68963	1.0392	0.81363	2.15104	42.06564	6.02577	3.73863	17.91129	6.81353	11.42323	11.32261	0.41335	3.90647	24.57924	13.56599	10.91679	12.5041	11.9218	34.69253	1.70846	14.45134	NA	2.67325	8.06558	4.27077	208.47248	0.37755	1.20405	6.34333	16.85999	9.23952
ko:K10947	1501.78246	1036.59534	924.90508	673.16016	1421.50703	1625.2896	1461.07247	1263.25254	622.0259	749.16324	1719.9124	582.51463	1533.21996	1207.11777	1224.48399	189.87655	1015.86906	1903.75863	854.33509	1332.69048	1359.19153	2076.09756	1104.74249	842.74351	517.11316	622.08489	911.10964	1136.25316	1484.19578	848.54583	1064.41579	877.09468	881.18527	922.95947	830.0605
ko:K10949	NA	1.49094	1.8684	NA	0.61581	NA	NA	2.46169	1.94815	NA	NA	NA	NA	NA	20.36048	NA	NA	NA	NA	NA	27.70246	NA	NA	NA	NA	NA	NA	NA	NA	1.67828	1.18749	NA	9.56612	NA	NA
ko:K10951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10953	46.37127	22.88089	26.21733	41.78604	18.23263	23.76811	142.03987	103.75887	65.98081	13.15811	41.6139	14.00932	36.71254	29.76882	29.20764	4.53789	11.84055	86.5451	94.7798	67.98086	69.64795	125.00396	23.31566	32.82356	12.8018	49.94783	26.11756	20.89464	110.31799	22.14686	64.457	61.92308	22.35075	17.27552	44.16353
ko:K10954	0.53119	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68753	1.24593	0.88057	NA	NA	NA	NA	NA	NA	NA	1.76728	0.55283	0.53088	0.40793	NA	NA	NA	NA	0.94598	NA	NA	NA	NA	NA	NA
ko:K10955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10956	NA	NA	1.76529	NA	1.45457	0.97233	0.62347	NA	1.05807	NA	NA	NA	NA	0.713	2.45697	NA	NA	NA	NA	NA	6.8661	NA	NA	NA	NA	NA	NA	NA	1.39942	NA	2.06488	2.7618	8.3522	NA	NA
ko:K10958	NA	NA	3.35998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56023	2.21876	2.27104	NA	NA
ko:K10960	2.15743	3.08428	25.88253	28.40941	13.7988	NA	115.47181	26.62776	0.29071	NA	1.04436	2.97601	0.708	4.86159	1.40993	0.80657	NA	37.29323	8.40785	8.55792	0.26478	26.26076	NA	3.0402	2.94028	NA	1.20363	NA	6.67054	1.71969	2.21299	NA	2.65823	0.36556	44.98092
ko:K10961	0.62563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10962	NA	NA	NA	NA	NA	0.8087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10965	NA	NA	NA	NA	NA	0.26005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10966	NA	NA	7.39579	11.07621	8.32086	NA	0.29922	0.07018	59.35725	1.23915	4.12575	2.73787	1.45495	1.0907	NA	NA	8.81495	12.54646	2.24132	3.04941	1.52232	20.14285	0.08532	NA	1.62708	0.71242	6.89708	NA	22.59349	0.40849	0.75935	0.10343	NA	1.15974	52.93162
ko:K10967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32842	NA	NA	NA	NA	NA
ko:K10972	0.89441	0.09947	19.36031	20.92965	38.62803	6.78202	118.24861	18.99907	NA	0.19269	0.70905	5.85025	4.98873	0.55348	1.94879	0.12367	0.50767	28.79308	6.98663	6.61692	0.96215	24.66298	NA	2.07707	5.26048	0.83794	0.41327	7.67829	6.84583	0.12429	1.63527	3.22729	NA	0.6854	49.91379
ko:K10973	NA	4.36135	12.78758	27.23754	6.05488	2.80238	111.95876	32.55702	0.45183	1.40419	0.91603	0.82859	5.21956	2.75455	NA	0.04618	0.03656	10.35782	5.67069	2.65166	4.82129	31.80622	0.98066	0.24121	2.49694	NA	0.74799	1.35007	7.20856	0.83061	1.03495	0.47973	NA	NA	52.64389
ko:K10974	204.49905	119.56344	215.51401	190.05843	162.1134	220.9521	472.83038	436.47257	78.07023	60.44243	105.64275	62.31598	163.88915	195.64299	210.96377	10.04896	54.96024	122.84278	50.56175	187.98795	228.19052	299.1478	101.32578	80.92157	30.8232	54.61334	109.01604	125.69166	292.46161	169.50073	204.14077	87.65436	170.04139	88.41939	114.14445
ko:K10975	NA	NA	19.56439	22.8527	10.51117	NA	104.70267	24.45947	0.28411	0.08245	NA	0.4702	0.49468	1.70941	NA	NA	NA	13.92642	3.91044	4.02144	NA	22.98178	1.25589	NA	0.04224	0.49852	0.07364	0.44026	4.52588	0.10508	0.88254	0.13027	NA	0.18256	29.31014
ko:K10977	39.56036	3.78174	1.48447	NA	NA	9.36859	6.29679	0.78395	10.21419	NA	NA	NA	18.20353	0.08589	0.78415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.37789	NA	1.20478
ko:K10978	20.48503	1.00056	1.7383	1.70008	NA	2.25174	3.64065	1.51881	10.66012	NA	NA	NA	12.9311	NA	1.94696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8007	NA	NA	NA	1.50459	NA	1.79411
ko:K10979	11.36352	18.41816	6.58262	0.66878	3.67886	4.94734	2.4448	NA	2.4002	3.53205	25.00779	3.61927	52.23755	7.43708	15.09167	NA	0.55162	77.17585	13.8614	31.348	23.9042	7.29678	1.69464	5.36133	4.52079	0.80534	2.65013	2.47595	2.7756	5.23948	4.49497	2.02489	4.58242	6.24505	1.64713
ko:K10984	7.7958	2.89698	7.67709	23.60269	46.06485	10.1104	20.53316	3.11854	8.61062	0.09778	2.13717	18.88127	40.86578	27.29128	13.357	2.34074	6.71796	33.26774	14.30767	12.25073	0.81325	10.75578	10.9852	0.55814	4.16187	5.93466	9.12816	22.14508	9.39369	13.64514	7.9159	19.34189	4.56111	9.74505	30.76353
