run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
SRR15511277	SRP333105	SAMN20837606	SRS9824881	SRX11810146	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	19		PAIRED	WGS	METAGENOMIC	RANDOM	7890397	2306000964	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 11 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	19	ED11G_R1.fastq.gz	729341048;759425318	32a0b16a65c656fdf59d2c34fd4f93af;99f138ce48103ca4e073bab4702ef793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/077/SRR15511277/SRR15511277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/077/SRR15511277/SRR15511277_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/077/SRR15511277/SRR15511277_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/077/SRR15511277/SRR15511277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/077/SRR15511277/SRR15511277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/077/SRR15511277/SRR15511277_2.fastq.gz							1118931107	746e2bc32f4cfc32b418bf0b0a53c289	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/077/SRR15511277	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/077/SRR15511277	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/077/SRR15511277	ED11G		Participant 11 WD		2021-08-25			
SRR15511278	SRP333105	SAMN20837605	SRS9824884	SRX11810145	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	18		PAIRED	WGS	METAGENOMIC	RANDOM	11465822	3366198546	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 11 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	18	ED11F_R1.fastq.gz	1022180490;1062631916	175577109e9604a3a49c73e14cec86bc;2288daeea236d25135d03f08f7d4e049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/078/SRR15511278/SRR15511278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/078/SRR15511278/SRR15511278_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/078/SRR15511278/SRR15511278_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/078/SRR15511278/SRR15511278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/078/SRR15511278/SRR15511278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/078/SRR15511278/SRR15511278_2.fastq.gz							1566061561	f9f5187b3f18d0b2a4c717313ab09812	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/078/SRR15511278	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/078/SRR15511278	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/078/SRR15511278	ED11F		Participant 11 FMD		2021-08-25			
SRR15511279	SRP333105	SAMN20837604	SRS9824880	SRX11810144	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	17		PAIRED	WGS	METAGENOMIC	RANDOM	13043901	3874883608	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 10 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	17	ED10G_R1.fastq.gz	1192536159;1231775796	ff669b0a57d6680e9287914d268b2ac2;2a932f636278db03932014345a54b32f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/079/SRR15511279/SRR15511279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/079/SRR15511279/SRR15511279_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/079/SRR15511279/SRR15511279_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/079/SRR15511279/SRR15511279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/079/SRR15511279/SRR15511279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/079/SRR15511279/SRR15511279_2.fastq.gz							1817773861	e19c930133206214445a113e5717dd90	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/079/SRR15511279	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/079/SRR15511279	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/079/SRR15511279	ED10G		Participant 10 WD		2021-08-25			
SRR15511285	SRP333105	SAMN20837598	SRS9824874	SRX11810138	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	11		PAIRED	WGS	METAGENOMIC	RANDOM	7808853	2306907671	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 6 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	11	ED6G_R1.fastq.gz	716410718;740116966	47848ab7b0432dc808bed894b55ee250;82e44379bddbaa1dd9276e691b451a8a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/085/SRR15511285/SRR15511285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/085/SRR15511285/SRR15511285_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/085/SRR15511285/SRR15511285_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/085/SRR15511285/SRR15511285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/085/SRR15511285/SRR15511285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/085/SRR15511285/SRR15511285_2.fastq.gz							1092908269	550e79bef7c2732045b1b806a36ee0d9	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/085/SRR15511285	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/085/SRR15511285	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/085/SRR15511285	ED6G		Participant 6 WD		2021-08-25			
SRR15511286	SRP333105	SAMN20837589	SRS9824873	SRX11810137	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	2		PAIRED	WGS	METAGENOMIC	RANDOM	10064924	2918725543	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 1 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	2	ED1G_R1.fastq.gz	889818966;920697536	c297d33cd69705fde35fa0ba7460190a;08b9c8b06428c190172007324de40aac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/086/SRR15511286/SRR15511286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/086/SRR15511286/SRR15511286_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/086/SRR15511286/SRR15511286_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/086/SRR15511286/SRR15511286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/086/SRR15511286/SRR15511286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/086/SRR15511286/SRR15511286_2.fastq.gz							1359575473	1bf81750fc85d2acdef85bf739d00590	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/086/SRR15511286	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/086/SRR15511286	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/086/SRR15511286	ED1G		Participant 1 WD		2021-08-25			
SRR15511287	SRP333105	SAMN20837588	SRS9824872	SRX11810136	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	1		PAIRED	WGS	METAGENOMIC	RANDOM	10834807	3188109397	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 1 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	1	ED1F_R1.fastq.gz	979350389;1014802169	5c9cebac78320d18b9be107182cb88be;2441fa009d3d882f83fc8b1a1af54c26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/087/SRR15511287/SRR15511287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/087/SRR15511287/SRR15511287_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/087/SRR15511287/SRR15511287_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/087/SRR15511287/SRR15511287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/087/SRR15511287/SRR15511287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/087/SRR15511287/SRR15511287_2.fastq.gz							1496209902	34272d5ed8e6faffb4faabbcaf691ad2	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/087/SRR15511287	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/087/SRR15511287	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/087/SRR15511287	ED1F		Participant 1 FMD		2021-08-25			
SRR15511254	SRP333105	SAMN20837596	SRS9824904	SRX11810169	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	9		PAIRED	WGS	METAGENOMIC	RANDOM	8342930	2420821802	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 5 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	9	ED5F_R1.fastq.gz	737502621;761817647	09d73117a06218565f7f05ea61bb1469;5de4ab265697eb9fef68dc853c733d21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/054/SRR15511254/SRR15511254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/054/SRR15511254/SRR15511254_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/054/SRR15511254/SRR15511254_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/054/SRR15511254/SRR15511254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/054/SRR15511254/SRR15511254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/054/SRR15511254/SRR15511254_2.fastq.gz							1126076324	db8a3a2ecf54dcbeff4818ad4e334960	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/054/SRR15511254	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/054/SRR15511254	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/054/SRR15511254	ED5F		Participant 5 FMD		2021-08-25			
SRR15511257	SRP333105	SAMN20837593	SRS9824901	SRX11810166	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	6		PAIRED	WGS	METAGENOMIC	RANDOM	14264061	4223131106	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 3 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	6	ED3G_R1.fastq.gz	1295699126;1341296752	3176718e177523afdb559ffce785b8a2;a3772a3cc70a169ed4644d2680314fcd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/057/SRR15511257/SRR15511257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/057/SRR15511257/SRR15511257_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/057/SRR15511257/SRR15511257_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/057/SRR15511257/SRR15511257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/057/SRR15511257/SRR15511257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/057/SRR15511257/SRR15511257_2.fastq.gz							1976888486	4c5a509a8e246943d46a70e4235900dd	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/057/SRR15511257	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/057/SRR15511257	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/057/SRR15511257	ED3G		Participant 3 WD		2021-08-25			
SRR15511258	SRP333105	SAMN20837592	SRS9824900	SRX11810165	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	5		PAIRED	WGS	METAGENOMIC	RANDOM	11324110	3326267504	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 3 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	5	ED3F_R1.fastq.gz	1015165726;1054657112	b4d2eb1dc5e52f07fdfec9bd599ee42a;083bacce8af92898ecd5461e101a44b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/058/SRR15511258/SRR15511258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/058/SRR15511258/SRR15511258_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/058/SRR15511258/SRR15511258_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/058/SRR15511258/SRR15511258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/058/SRR15511258/SRR15511258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/058/SRR15511258/SRR15511258_2.fastq.gz							1554096559	b9b6690254382a5f5d502261494e8fbf	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/058/SRR15511258	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/058/SRR15511258	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/058/SRR15511258	ED3F		Participant 3 FMD		2021-08-25			
SRR15511259	SRP333105	SAMN20837622	SRS9824903	SRX11810164	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	35		PAIRED	WGS	METAGENOMIC	RANDOM	19906855	5944444712	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 20 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	35	ED20G_R1.fastq.gz	1772757669;1823093648	d7d3945f4a9552193a7779fe9e0ed002;e70689dc2eae69bfbe22fd314b3d6bb4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/059/SRR15511259/SRR15511259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/059/SRR15511259/SRR15511259_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/059/SRR15511259/SRR15511259_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/059/SRR15511259/SRR15511259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/059/SRR15511259/SRR15511259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/059/SRR15511259/SRR15511259_2.fastq.gz							2679846614	2cb17146fa113f6e6394f4017abf007d	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/059/SRR15511259	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/059/SRR15511259	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/059/SRR15511259	ED20G		Participant 20 WD		2021-08-25			
SRR15511263	SRP333105	SAMN20837618	SRS9824895	SRX11810160	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	31		PAIRED	WGS	METAGENOMIC	RANDOM	14164262	4236031584	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 18 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	31	ED18F_R1.fastq.gz	1311365471;1358946614	1546009890d0ffdfb2d35899405b0c09;77cc016f2111d7d93fabbfc93b34e479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/063/SRR15511263/SRR15511263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/063/SRR15511263/SRR15511263_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/063/SRR15511263/SRR15511263_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/063/SRR15511263/SRR15511263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/063/SRR15511263/SRR15511263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/063/SRR15511263/SRR15511263_2.fastq.gz							1996410650	a339414a01170ec5eb82e95f4b06a7f4	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/063/SRR15511263	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/063/SRR15511263	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/063/SRR15511263	ED18F		Participant 18 FMD		2021-08-25			
SRR15511264	SRP333105	SAMN20837591	SRS9824897	SRX11810159	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	4		PAIRED	WGS	METAGENOMIC	RANDOM	7376911	2180270694	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 2 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	4	ED2G_R1.fastq.gz	675000527;702037690	5bb65717be435b1d688d094005c9dd5d;838a5bd19683ddd9545eeb642b06403a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/064/SRR15511264/SRR15511264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/064/SRR15511264/SRR15511264_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/064/SRR15511264/SRR15511264_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/064/SRR15511264/SRR15511264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/064/SRR15511264/SRR15511264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/064/SRR15511264/SRR15511264_2.fastq.gz							1033804790	1f03e9c5b7e5a904418cb9a356661c7c	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/064/SRR15511264	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/064/SRR15511264	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/064/SRR15511264	ED2G		Participant 2 WD		2021-08-25			
SRR15511266	SRP333105	SAMN20837616	SRS9824893	SRX11810157	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	29		PAIRED	WGS	METAGENOMIC	RANDOM	13249162	3955642629	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 16 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	29	ED16G_R1.fastq.gz	1221644784;1267629916	4390eb84edfcc0f44aef4263e5730ab2;20b235ed021524a1c37b39aab4caaa2d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/066/SRR15511266/SRR15511266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/066/SRR15511266/SRR15511266_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/066/SRR15511266/SRR15511266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/066/SRR15511266/SRR15511266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/066/SRR15511266/SRR15511266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/066/SRR15511266/SRR15511266_2.fastq.gz							1859575791	698eff478547e1bef1a999ea79622f35	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/066/SRR15511266	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/066/SRR15511266	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/066/SRR15511266	ED16G		Participant 16 WD		2021-08-25			
SRR15511270	SRP333105	SAMN20837612	SRS9824889	SRX11810153	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	25		PAIRED	WGS	METAGENOMIC	RANDOM	15577889	4599197852	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 14 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	25	ED14G_R1.fastq.gz	1375454705;1422214765	e8271a5aa91bbb20e298c23796d662a8;81103ab26d681e5569c276e281f385d4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15511270/SRR15511270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15511270/SRR15511270_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/070/SRR15511270/SRR15511270_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/070/SRR15511270/SRR15511270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15511270/SRR15511270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15511270/SRR15511270_2.fastq.gz							2096424285	11e6bf998fd34ae8f2d2a29c7cdd356d	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/070/SRR15511270	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/070/SRR15511270	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/070/SRR15511270	ED14G		Participant 14 WD		2021-08-25			
SRR15511275	SRP333105	SAMN20837590	SRS9824882	SRX11810148	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	3		PAIRED	WGS	METAGENOMIC	RANDOM	10564569	3103460367	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 2 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	3	ED2F_R1.fastq.gz	951665288;985160254	b16e0d276311250a8b968fb6e5ddcf63;94e5648ab845bf3ebddeb38afad0d8ae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15511275/SRR15511275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15511275/SRR15511275_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/075/SRR15511275/SRR15511275_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/075/SRR15511275/SRR15511275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15511275/SRR15511275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15511275/SRR15511275_2.fastq.gz							1453280999	4485c5cf9c683fc4c3a4d725bc481007	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/075/SRR15511275	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/075/SRR15511275	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/075/SRR15511275	ED2F		Participant 2 FMD		2021-08-25			
SRR15511280	SRP333105	SAMN20837603	SRS9824879	SRX11810143	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	16		PAIRED	WGS	METAGENOMIC	RANDOM	12737649	3732266259	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 10 FMD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	16	ED10F_R1.fastq.gz	1129166537;1171255710	4e77639a6665c751da9e61b8f67e1016;42acd64bda69e5bd176b59f5de167819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/080/SRR15511280/SRR15511280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/080/SRR15511280/SRR15511280_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/080/SRR15511280/SRR15511280_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/080/SRR15511280/SRR15511280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/080/SRR15511280/SRR15511280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/080/SRR15511280/SRR15511280_2.fastq.gz							1726958228	14706781b90c9dfdc3353cd0452092de	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/080/SRR15511280	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/080/SRR15511280	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/080/SRR15511280	ED10F		Participant 10 FMD		2021-08-25			
SRR15511282	SRP333105	SAMN20837601	SRS9824876	SRX11810141	PRJNA755720	SRA1280103	408170	human gut metagenome	ILLUMINA	NextSeq 500	14		PAIRED	WGS	METAGENOMIC	RANDOM	10487057	2994496791	SUB10001498	2021-08-25	2021-08-25	NextSeq 500 sequencing: Participant 8 WD	Differential effects of western and mediterranean-type diets on gut microbiota: a metagenomics and metabolomics approach	PRJNA755720	14	ED8G_R1.fastq.gz	901670071;928069958	27f23e5e83a01c0ca246d033c6bda1fc;b1a84495390f11353204dadd385c7250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/082/SRR15511282/SRR15511282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/082/SRR15511282/SRR15511282_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/082/SRR15511282/SRR15511282_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR155/082/SRR15511282/SRR15511282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/082/SRR15511282/SRR15511282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/082/SRR15511282/SRR15511282_2.fastq.gz							1373639090	0086602e40c2b11dea90fc41c60e6141	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/082/SRR15511282	fasp.sra.ebi.ac.uk:/vol1/srr/SRR155/082/SRR15511282	ftp.sra.ebi.ac.uk/vol1/srr/SRR155/082/SRR15511282	ED8G		Participant 8 WD		2021-08-25			
