Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,sample_type,source_material_id,SRA Study,timepoint,treatment
SRR10204281,AMPLICON,602,22269184,PRJNA564636,SAMN12718883,Metagenome or environmental,13652804,UNIVERSITY OF ALBERTA,2016-07-13,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924268,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4M211W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4M211W6,feces,4M211W6,SRP223742,Week6,Arabinoxylan
SRR10204282,AMPLICON,602,40311124,PRJNA564636,SAMN12718868,Metagenome or environmental,22430869,UNIVERSITY OF ALBERTA,2016-06-08,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924267,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4M211W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4M211W1,feces,4M211W1,SRP223742,Week1,Arabinoxylan
SRR10204283,AMPLICON,602,25211158,PRJNA564636,SAMN12718853,Metagenome or environmental,14525598,UNIVERSITY OF ALBERTA,2016-06-02,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924266,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4M211BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4M211BL,feces,4M211BL,SRP223742,Baseline,Arabinoxylan
SRR10204284,AMPLICON,602,31886736,PRJNA564636,SAMN12718873,Metagenome or environmental,17885070,UNIVERSITY OF ALBERTA,2016-03-07,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924265,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F009W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F009W6,feces,4F009W6,SRP223742,Week6,Arabinoxylan
SRR10204285,AMPLICON,602,30194514,PRJNA564636,SAMN12718858,Metagenome or environmental,17886039,UNIVERSITY OF ALBERTA,2016-02-01,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924264,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F009W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F009W1,feces,4F009W1,SRP223742,Week1,Arabinoxylan
SRR10204286,AMPLICON,602,23449706,PRJNA564636,SAMN12718843,Metagenome or environmental,14424880,UNIVERSITY OF ALBERTA,2016-01-25,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924263,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F009BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F009BL,feces,4F009BL,SRP223742,Baseline,Arabinoxylan
SRR10204287,AMPLICON,602,34592124,PRJNA564636,SAMN12718888,Metagenome or environmental,19377809,UNIVERSITY OF ALBERTA,2016-01-28,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924262,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F015BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F015BL,feces,1F015BL,SRP223742,Baseline,MCC (Control)
SRR10204288,AMPLICON,602,30416652,PRJNA564636,SAMN12718918,Metagenome or environmental,18187110,UNIVERSITY OF ALBERTA,2015-12-17,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924261,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F006W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F006W6,feces,1F006W6,SRP223742,Week6,MCC (Control)
SRR10204289,AMPLICON,602,33072676,PRJNA564636,SAMN12718902,Metagenome or environmental,18747029,UNIVERSITY OF ALBERTA,2015-11-12,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924260,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F006W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F006W1,feces,1F006W1,SRP223742,Week1,MCC (Control)
SRR10204290,AMPLICON,602,27665512,PRJNA564636,SAMN12718886,Metagenome or environmental,17099991,UNIVERSITY OF ALBERTA,2015-11-03,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924259,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F006BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F006BL,feces,1F006BL,SRP223742,Baseline,MCC (Control)
SRR10204291,AMPLICON,602,31546606,PRJNA564636,SAMN12718928,Metagenome or environmental,18150140,UNIVERSITY OF ALBERTA,2016-11-03,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924258,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F055W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F055W6,feces,1F055W6,SRP223742,Week6,MCC (Control)
SRR10204292,AMPLICON,602,31697106,PRJNA564636,SAMN12718912,Metagenome or environmental,18357437,UNIVERSITY OF ALBERTA,2016-09-29,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924257,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F055W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F055W1,feces,1F055W1,SRP223742,Week1,MCC (Control)
SRR10204293,AMPLICON,602,20818966,PRJNA564636,SAMN12718896,Metagenome or environmental,11772727,UNIVERSITY OF ALBERTA,2016-09-21,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924256,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F055BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F055BL,feces,1F055BL,SRP223742,Baseline,MCC (Control)
SRR10204294,AMPLICON,602,29097068,PRJNA564636,SAMN12718880,Metagenome or environmental,16236464,UNIVERSITY OF ALBERTA,2016-10-19,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924255,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F053W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F053W6,feces,4F053W6,SRP223742,Week6,Arabinoxylan
SRR10204295,AMPLICON,602,41128640,PRJNA564636,SAMN12718865,Metagenome or environmental,23112104,UNIVERSITY OF ALBERTA,2016-09-15,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924254,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F053W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F053W1,feces,4F053W1,SRP223742,Week1,Arabinoxylan
SRR10204296,AMPLICON,602,24986612,PRJNA564636,SAMN12718850,Metagenome or environmental,15432926,UNIVERSITY OF ALBERTA,2016-09-08,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924253,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F053BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F053BL,feces,4F053BL,SRP223742,Baseline,Arabinoxylan
SRR10204297,AMPLICON,602,31359986,PRJNA564636,SAMN12718927,Metagenome or environmental,18232710,UNIVERSITY OF ALBERTA,2016-10-19,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924252,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F051W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F051W6,feces,1F051W6,SRP223742,Week6,MCC (Control)
SRR10204298,AMPLICON,602,33677084,PRJNA564636,SAMN12718919,Metagenome or environmental,20443819,UNIVERSITY OF ALBERTA,2016-03-10,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924251,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F012W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F012W6,feces,1F012W6,SRP223742,Week6,MCC (Control)
SRR10204299,AMPLICON,602,36678656,PRJNA564636,SAMN12718911,Metagenome or environmental,20590013,UNIVERSITY OF ALBERTA,2016-09-14,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924250,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F051W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F051W1,feces,1F051W1,SRP223742,Week1,MCC (Control)
SRR10204300,AMPLICON,602,14147602,PRJNA564636,SAMN12718895,Metagenome or environmental,9296169,UNIVERSITY OF ALBERTA,2016-09-06,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924249,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F051BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F051BL,feces,1F051BL,SRP223742,Baseline,MCC (Control)
SRR10204301,AMPLICON,602,24783136,PRJNA564636,SAMN12718872,Metagenome or environmental,14930329,UNIVERSITY OF ALBERTA,2015-12-08,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924248,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F004W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F004W6,feces,4F004W6,SRP223742,Week6,Arabinoxylan
SRR10204302,AMPLICON,602,17005296,PRJNA564636,SAMN12718857,Metagenome or environmental,10232036,UNIVERSITY OF ALBERTA,2015-11-02,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924247,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F004W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F004W1,feces,4F004W1,SRP223742,Week1,Arabinoxylan
SRR10204303,AMPLICON,602,22049454,PRJNA564636,SAMN12718842,Metagenome or environmental,13842021,UNIVERSITY OF ALBERTA,2015-10-26,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924246,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F004BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F004BL,feces,4F004BL,SRP223742,Baseline,Arabinoxylan
SRR10204304,AMPLICON,602,29528100,PRJNA564636,SAMN12718926,Metagenome or environmental,16662625,UNIVERSITY OF ALBERTA,2016-10-07,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924245,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F049W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F049W6,feces,1F049W6,SRP223742,Week6,MCC (Control)
SRR10204305,AMPLICON,602,26218906,PRJNA564636,SAMN12718910,Metagenome or environmental,15147119,UNIVERSITY OF ALBERTA,2016-09-01,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924244,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F049W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F049W1,feces,1F049W1,SRP223742,Week1,MCC (Control)
SRR10204306,AMPLICON,602,22259552,PRJNA564636,SAMN12718894,Metagenome or environmental,13422502,UNIVERSITY OF ALBERTA,2016-08-25,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924243,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F049BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F049BL,feces,1F049BL,SRP223742,Baseline,MCC (Control)
SRR10204307,AMPLICON,602,20905052,PRJNA564636,SAMN12718925,Metagenome or environmental,12623244,UNIVERSITY OF ALBERTA,2016-09-20,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924242,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F045W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F045W6,feces,1F045W6,SRP223742,Week6,MCC (Control)
SRR10204308,AMPLICON,602,35095998,PRJNA564636,SAMN12718909,Metagenome or environmental,19398731,UNIVERSITY OF ALBERTA,2016-08-15,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924241,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F045W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F045W1,feces,1F045W1,SRP223742,Week1,MCC (Control)
SRR10204309,AMPLICON,602,36385482,PRJNA564636,SAMN12718903,Metagenome or environmental,20824115,UNIVERSITY OF ALBERTA,2016-02-04,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924240,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F012W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F012W1,feces,1F012W1,SRP223742,Week1,MCC (Control)
SRR10204310,AMPLICON,602,49028084,PRJNA564636,SAMN12718893,Metagenome or environmental,27452541,UNIVERSITY OF ALBERTA,2016-08-08,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924239,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F045BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:43:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F045BL,feces,1F045BL,SRP223742,Baseline,MCC (Control)
SRR10204311,AMPLICON,602,32127536,PRJNA564636,SAMN12718879,Metagenome or environmental,18134258,UNIVERSITY OF ALBERTA,2016-09-14,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924238,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F044W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F044W6,feces,4F044W6,SRP223742,Week6,Arabinoxylan
SRR10204312,AMPLICON,602,29430576,PRJNA564636,SAMN12718864,Metagenome or environmental,17549617,UNIVERSITY OF ALBERTA,2016-08-10,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924237,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F044W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F044W1,feces,4F044W1,SRP223742,Week1,Arabinoxylan
SRR10204313,AMPLICON,602,28345170,PRJNA564636,SAMN12718849,Metagenome or environmental,16843197,UNIVERSITY OF ALBERTA,2016-08-02,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924236,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F044BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F044BL,feces,4F044BL,SRP223742,Baseline,Arabinoxylan
SRR10204314,AMPLICON,602,49788410,PRJNA564636,SAMN12718924,Metagenome or environmental,27997466,UNIVERSITY OF ALBERTA,2016-09-14,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924235,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F043W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F043W6,feces,1F043W6,SRP223742,Week6,MCC (Control)
SRR10204315,AMPLICON,602,29330042,PRJNA564636,SAMN12718908,Metagenome or environmental,17411057,UNIVERSITY OF ALBERTA,2016-08-11,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924234,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F043W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F043W1,feces,1F043W1,SRP223742,Week1,MCC (Control)
SRR10204316,AMPLICON,602,38966256,PRJNA564636,SAMN12718892,Metagenome or environmental,22124781,UNIVERSITY OF ALBERTA,2016-08-02,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924233,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F043BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F043BL,feces,1F043BL,SRP223742,Baseline,MCC (Control)
SRR10204317,AMPLICON,602,32765054,PRJNA564636,SAMN12718878,Metagenome or environmental,18585508,UNIVERSITY OF ALBERTA,2016-09-01,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924232,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F042W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F042W6,feces,4F042W6,SRP223742,Week6,Arabinoxylan
SRR10204318,AMPLICON,602,33876346,PRJNA564636,SAMN12718863,Metagenome or environmental,19799652,UNIVERSITY OF ALBERTA,2016-07-26,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924231,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F042W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F042W1,feces,4F042W1,SRP223742,Week1,Arabinoxylan
SRR10204319,AMPLICON,602,29906758,PRJNA564636,SAMN12718848,Metagenome or environmental,17458199,UNIVERSITY OF ALBERTA,2016-07-20,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924230,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F042BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F042BL,feces,4F042BL,SRP223742,Baseline,Arabinoxylan
