feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
GH43_29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.88497	11.02243	18.45527	44.54894	22.39929	19.56369	30.27057	92.66314	52.96267	36.60885	21.15354	21.61969	31.37863	36.70666	58.79836	108.46627	87.90205	94.89809	71.71432	71.20846	40.76319	18.38614	13.99754	17.28016	191.53271	46.57592	22.21797	215.36927	8.57991	19.66604	61.22261	27.0827	14.62305	105.13657	137.47787	21.65904	69.77936	130.75471	4.00743	32.61647	36.87213	82.79099	32.20557	36.49054	16.66076	140.9279	131.83359	18.83796	12.99704	22.00543	72.37022	42.00649	87.5291	12.27	117.40657	25.82346	23.96718	13.58131
GH43_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.15128	5.60334	27.74037	14.30287	33.8191	14.4717	8.68976	13.78049	40.40742	30.51332	25.35573	25.38768	21.67067	16.74862	38.57648	18.77075	12.62625	8.919	31.72329	19.77457	13.53183	30.06338	14.38313	5.82838	37.23588	28.26999	19.55129	7.74231	22.79097	22.4873	14.47156	42.7534	8.44971	12.34044	28.20798	20.72109	16.06677	5.94953	9.49337	24.61517	3.57153	52.70709	18.74459	14.27528	14.08128	26.06777	4.79683	10.70082	21.21242	5.45339	42.63406	20.09223	45.3633	13.84657	38.52457	13.87436	14.8482	11.33025
GH43_31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.13551	4.84995	36.13427	12.1991	33.75367	13.46031	8.60154	16.64645	63.86932	35.84918	4.02762	19.64044	28.58047	15.9936	36.46052	13.3868	13.66857	13.7325	66.47282	37.22644	13.87798	20.20125	16.82201	12.93388	46.92935	18.74543	23.65019	7.68147	27.24631	40.85831	7.81877	20.21917	10.47542	12.44042	42.64147	11.4372	21.11036	7.77126	16.57658	35.23972	3.44264	20.22645	16.33544	15.82523	13.91925	27.31521	4.64468	18.24291	38.88717	3.6602	28.52657	10.96966	41.8897	19.52164	48.83963	13.48879	18.14728	26.49038
GH43_33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61008	8.62437	12.67584	3.11281	10.61882	6.23117	13.5825	5.16908	33.58244	21.89386	0.73476	10.71677	13.99061	8.1466	6.49864	7.40798	7.31613	7.4471	30.70252	15.04801	10.16462	4.35992	10.32882	12.64409	16.74516	7.27507	11.76748	6.08428	21.76556	20.09874	11.52731	7.32685	7.23265	9.76283	18.89654	4.95405	9.64826	4.20074	12.55861	23.43499	8.54637	16.62849	6.04142	17.91582	10.42065	13.16335	2.40771	20.73204	14.20356	3.38043	18.33088	5.40162	15.76229	7.73274	22.19593	8.45118	23.47018	9.51313
GH43_34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.20487	15.17707	65.17935	40.39167	58.71966	27.45377	36.1708	27.62624	104.20992	61.08516	106.36688	44.64087	60.02729	35.36382	68.16957	20.85374	71.42574	42.38781	133.01556	81.63796	19.51528	57.00258	37.23533	23.03731	59.83764	44.32186	50.53761	131.8371	66.26754	52.63445	15.15094	87.00854	21.90718	25.70314	48.6207	36.13426	72.25129	77.02521	48.12237	44.39754	43.43519	89.0682	33.35981	63.10183	40.1187	121.86777	47.00672	24.05666	45.79524	29.54284	95.6817	39.12083	107.45686	40.33589	123.51729	29.59419	35.24851	34.06641
GH43_35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.98975	104.72798	55.58161	72.12241	80.98876	58.26994	60.22557	39.69146	127.71497	73.17227	66.30118	74.73549	60.62912	74.73241	78.60352	67.18999	113.63299	46.39425	93.89263	40.16167	46.36832	124.81553	116.69039	74.23449	152.67657	106.89984	116.5998	69.07101	59.38227	93.24266	60.44022	105.41818	131.49769	64.05926	113.84929	81.4315	56.7844	120.37935	76.20331	115.3054	79.09108	143.57092	92.1221	59.87746	116.80729	31.88594	27.30073	54.55177	153.96878	106.11768	119.32306	96.48918	85.44249	113.33751	40.26477	28.36871	54.51108	87.39852
GH43_37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78134	0.73647	2.16963	1.73953	1.59641	NA	0.50659	0.38941	3.72816	NA	0.60159	0.26092	0.27333	1.00381	3.34368	NA	0.84794	0.94547	3.05555	0.65475	0.29597	2.45298	0.45943	0.13059	0.60415	3.65912	0.59178	0.24807	7.91617	1.92164	0.67661	0.97876	5.85718	0.29032	1.71031	1.38215	1.02692	1.96953	1.5568	3.38421	2.61128	1.33108	0.80009	NA	0.71685	0.90156	0.58401	1.66779	1.43655	1.19047	0.92435	0.91344	1.51104	0.71962	0.79862	0.3692	0.38895	1.65034
GH43_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.30138	26.73744	38.0955	62.94532	43.7092	21.54718	16.17144	65.82072	66.18316	46.20857	80.92122	41.94326	30.54972	32.31541	57.28344	101.77964	80.38274	97.24463	67.97972	29.5817	31.82731	21.79053	45.62601	23.702	103.23715	48.00058	49.11335	172.24026	35.04588	19.93166	55.80162	17.70127	36.76461	142.1958	60.55418	27.85597	80.55753	113.79244	33.61729	22.69006	43.50919	66.6057	38.45957	39.92408	43.20341	145.34177	119.09818	11.57233	27.12053	25.64681	44.48257	49.15259	87.32815	23.13814	142.00435	26.72375	33.31353	17.7999
GH43_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14561	1.67891	5.46822	11.78648	0.34158	9.75532	4.45429	NA	NA	2.50199	NA	0.59617	2.57771	11.39566	NA	54.49645	52.02409	NA	NA	11.96151	22.11684	5.74042	0.53048	3.17369	0.71674	0.83757	2.31577	108.82377	NA	0.3697	36.01471	7.64813	0.64051	35.89493	0.26009	0.39683	34.12758	67.89491	NA	0.52593	22.40939	0.14574	2.37095	0.42199	2.65479	85.86426	63.14764	1.02995	0.45487	11.70283	0.91125	1.31368	0.23467	0.77674	60.55513	9.8258	0.16943	0.31415
GH43_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81005	3.15769	12.57795	4.03464	1.69195	1.22854	32.59749	1.84014	0.97778	NA	3.60597	1.13515	4.4651	10.72073	4.03932	37.48445	35.91246	0.82801	0.73528	20.48365	1.00447	NA	4.07952	34.8107	3.85294	2.04463	101.1156	9.93203	1.86892	34.82268	5.4107	NA	50.49646	28.02349	3.44809	4.88843	54.96716	2.483	2.84476	17.61531	9.82938	6.2659	10.47062	3.17025	70.73072	36.36304	6.41106	NA	5.70216	9.08842	3.40606	21.73212	0.86916	32.60306	7.17528	4.21182	NA
GH43_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.82999	2.06878	6.62637	4.17333	6.76097	5.2947	1.2381	9.84861	4.23688	10.51758	5.92208	21.28543	10.23296	5.53133	4.04788	3.8601	3.50157	6.95937	1.0807	3.99919	0.69186	6.53226	7.60835	3.2123	1.84177	4.08484	5.18655	1.41663	16.62084	4.00946	0.64253	4.73537	5.07272	6.60032	2.30926	10.24223	11.79163	4.55922	15.8685	5.10926	4.46688	3.67372	2.49802	6.02249	3.50928	14.12354	1.44041	5.30459	16.34116	2.44457	3.95478	4.68568	5.07899	5.17639	20.54969	3.79941	8.53864	10.45172
GH43_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.78388	6.30483	15.47071	3.63097	31.64888	8.4193	16.52968	15.27094	41.52858	12.4707	33.52179	36.74289	25.86306	4.52512	34.67931	6.26613	11.70059	17.82507	60.21415	9.96814	3.99334	2.38873	13.18347	8.4588	20.69732	58.47252	14.76472	8.57722	52.32104	5.99798	2.16458	4.7775	8.59703	13.32916	15.97416	36.81203	21.28036	10.24946	28.31628	3.83933	5.35728	15.45874	7.78705	18.25628	12.1878	14.96207	4.87302	5.76016	9.57131	5.97039	11.63082	9.08902	41.34486	6.55779	15.12103	6.45644	18.75662	9.98115
GH44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92076	7.70048	2.33607	4.72497	1.26715	0.35212	2.58178	2.28023	3.1555	0.21093	1.77235	0.543	3.0304	1.71526	1.25435	1.74602	16.44602	1.93491	5.20227	0.64428	2.76939	2.74977	0.90709	1.42269	5.84329	4.73586	17.24141	12.52301	10.51112	2.39239	2.98714	1.85134	2.41503	3.48068	4.69855	1.18798	NA	19.10101	7.67601	0.97704	7.66834	69.67458	1.04116	3.82374	16.39236	5.94081	2.362	5.05234	NA	2.47441	58.20002	0.37155	9.57064	11.43692	6.15306	0.18129	1.21558	NA
GH46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35993	NA	NA	NA	NA	0.37855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37248	NA	NA	NA	NA	NA	NA	NA	NA	2.04476	NA	NA	NA	NA	NA	NA
GH47	NA	23.94157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.04064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.60596	NA	NA	NA	NA	20.29503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.79547	NA	NA	NA	NA	0.57773	1.10598	NA	NA	NA	NA	NA	2.86194	NA	NA	7.81952	NA	NA	NA	NA	NA	9.00846	NA	NA	NA	NA	NA	NA	1.46297	NA	NA	2.04632	NA	NA	NA	NA	NA	NA	0.45404	NA	0.71558	NA	6.94436	0.28525	NA	NA	NA	5.69359	NA	NA	NA	4.04733	NA	NA	NA	NA	NA	NA	NA
GH48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31482	6.67804	0.19117	1.82674	0.80722	1.45186	0.79994	0.3713	1.58228	NA	4.11132	0.12735	0.15074	0.95671	0.4764	0.25846	1.01594	NA	3.33546	NA	5.75602	3.34552	1.75049	0.90019	11.72373	4.55178	13.60186	5.05574	2.05331	0.43372	5.47771	3.51081	2.71274	8.43001	4.58288	0.38577	NA	4.60057	0.96249	0.96095	4.20621	1.78844	3.39782	0.63448	8.16889	5.14283	5.28335	1.42395	2.12088	4.00516	1.14681	4.46602	6.93707	5.23602	3.826	1.40168	0.06061	1.46476
GH49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12814	NA	1.30829	NA	NA	0.45081	0.86728	NA	NA	0.271	NA	NA	0.23178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36714	0.85726	NA	0.81121	8.9425	NA	NA	NA	NA	NA	2.46424	0.32457	NA	1.09294	7.68561	0.20417	0.0905	NA	0.55663	0.45314	NA	NA	0.87853	NA	NA	0.09279	NA	0.13266	0.3727	NA	0.07974	0.38312	NA
GH5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	988.92334	1220.57111	925.28486	1536.85118	1675.92984	868.84732	496.39353	868.30011	1160.16519	985.69612	1110.13373	1153.51487	762.64127	1421.01132	1765.96545	1044.01111	2123.719	758.06373	1505.27762	910.23028	1253.89589	1526.72904	1379.50891	650.93095	2572.86709	1667.03134	1688.06455	3969.17621	1167.47447	959.76037	1843.53983	1568.74721	1948.59931	2220.58845	1227.69703	1134.14406	1373.70215	3002.77178	1137.42178	1814.03202	1480.30395	1880.29958	2937.52999	689.09768	1483.32754	2869.79773	1573.34465	529.16925	1923.08249	801.29454	1613.76433	2031.85793	1130.12529	1142.35735	2097.84324	515.17055	481.85874	1316.80122
GH50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.46386	11.59577	9.17748	11.62009	17.27006	9.5691	23.7677	28.82363	9.57422	9.32935	14.74962	24.67627	14.40836	13.36674	26.5075	9.35576	16.51695	18.29717	4.1823	3.7673	68.48719	7.82267	10.8766	7.45022	40.71434	26.01191	26.41799	7.81599	5.18987	21.37423	7.32886	5.35425	5.85624	5.39979	34.75662	16.66243	1.51505	7.67455	9.41104	17.12508	5.1562	29.99879	21.21178	38.68587	27.1419	12.40632	10.62504	11.87128	7.60129	11.47246	40.1039	11.91966	21.86107	46.15067	14.84564	7.24589	4.24603	11.40498
GH51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	585.40119	356.08132	293.99729	413.71972	371.84898	286.74085	319.38087	363.0737	548.31737	559.43896	563.77399	321.09078	299.25099	298.24436	419.53922	471.36703	620.7991	354.2923	502.50615	425.76911	270.66815	362.47255	387.21386	292.43001	584.0324	487.46143	398.60804	821.45827	409.66739	263.03469	366.76352	364.27551	355.09597	480.01267	453.90923	386.44014	550.00069	639.56344	379.58984	319.04259	393.35309	409.62546	427.62998	363.8369	376.03524	824.71815	512.5093	214.10478	315.24476	334.61106	402.73645	344.22753	451.08059	332.96471	706.60956	314.29722	287.37842	287.71356
GH52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99172	0.47566	NA	0.50007	NA	0.12003	NA	0.09088	NA	NA	0.84302	NA	NA	NA	NA	0.18247	NA	NA	NA	NA	NA	NA	0.16405	NA	NA	0.51195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32862	NA	NA	0.75093	NA	NA	NA	NA	0.30147	NA	NA	NA	0.10883	1.15576
GH53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330.89959	188.54867	160.23025	305.55402	476.0161	122.89586	74.04589	426.41496	366.38938	437.50331	291.61308	184.74495	114.44705	111.09752	413.78746	180.55927	281.44047	359.38385	274.98575	300.96354	121.22289	190.65794	304.15776	125.14052	324.4897	185.54968	360.19764	245.90606	227.99461	135.29994	202.46826	218.08737	269.89301	282.68713	182.2107	165.91797	284.36093	306.65561	280.68484	188.41472	236.04439	238.46401	291.86256	201.21061	313.45135	345.70349	258.98683	55.12735	70.78081	127.14854	222.66649	362.58917	405.04767	259.23088	243.17066	146.54029	105.2952	80.80639
GH55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.78232	8.43733	35.12603	15.00304	31.4299	9.69707	5.58618	6.25898	93.32164	39.59191	2.58648	14.57891	27.72313	6.45954	31.56546	6.05506	12.87813	6.98864	77.44564	35.99632	9.162	14.82632	20.93891	1.72619	44.48986	12.71829	25.74657	8.59769	46.68837	41.96232	4.17872	21.58601	13.91063	9.3937	39.33572	9.1906	15.93353	11.39933	12.33525	47.02211	10.26615	43.45486	9.81695	12.52339	21.58292	19.54179	2.64985	10.20931	19.37612	8.26947	41.95165	4.46297	16.13839	13.21155	26.39641	3.99958	6.75902	8.66767
GH56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54869	NA	NA	0.34712	NA	NA	NA	NA	NA	0.57309	0.27542	NA	NA	NA	NA	NA	NA	0.69932	NA	NA	0.21569	NA	NA	1.45301	0.30843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96642	NA	NA	NA	NA	NA	1.19556	NA	NA	NA	NA	NA	NA	NA	NA	0.49167	NA	NA	NA	0.84946
GH57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.73675	31.66687	162.25362	71.37782	87.30916	55.87745	50.50013	70.32316	117.49731	76.35408	72.40293	92.84991	140.46018	93.2396	102.92524	121.95847	128.18694	59.84585	118.61776	67.60768	71.81953	54.60397	61.06871	83.07521	113.08284	122.0311	71.29004	205.51784	83.11252	116.81523	93.08965	92.20971	49.88664	151.2415	108.1325	119.49414	102.30859	145.51931	70.90781	96.15329	54.93977	75.68402	38.91834	112.77236	61.1339	174.63009	174.91334	87.97192	51.20111	41.63036	88.25396	45.16371	113.44718	85.1229	156.65283	39.12799	148.01133	50.93455
GH58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39723	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01099	NA	NA	NA	NA	0.17383	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27366	NA	NA	NA	NA	NA	0.08007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.85204	25.11066	1.0351	23.61458	20.10422	5.06589	4.66329	4.20429	6.95403	5.88834	14.02409	21.89901	2.04778	19.37995	22.26688	9.59924	13.46509	7.82986	20.04171	9.90796	10.32603	21.63439	9.94446	28.72546	47.58796	23.50586	23.95416	12.52075	4.55938	5.82991	13.89539	18.864	22.01148	12.16	16.33764	2.74238	6.34097	22.03356	16.36004	23.4936	27.79219	23.63017	41.35909	6.8883	21.54963	16.61404	4.43194	16.96541	40.50418	32.32047	19.24927	26.60379	19.81574	13.65308	18.85222	6.69159	7.00798	25.62888
GH5_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.83525	19.85689	NA	13.74721	9.69094	5.9771	6.39972	1.02499	8.70837	0.41292	9.11473	7.54575	NA	18.43883	11.89912	3.32894	13.17031	1.75939	19.48287	0.5093	4.87769	18.64245	8.84071	3.99759	25.46166	11.23798	24.12648	12.54191	6.88731	3.91199	6.57999	8.9793	21.27578	7.16559	6.25895	5.06096	1.6583	21.11568	5.82706	4.2262	7.99144	27.57682	39.42482	5.1364	24.727	14.15913	4.14258	8.27706	22.36476	9.91669	18.88271	17.07627	27.27732	13.23956	11.48887	0.76882	0.67449	21.46645
GH5_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
