feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587751	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587761	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
ko:K16292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79056	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.57084	3.11423	NA	NA	NA	NA	10.13603	NA	NA	NA	NA	NA	NA	8.33202	NA	NA	0.86213	NA	NA	NA	NA	NA	NA	0.64384	NA	NA	NA	2.66678	0.91976	NA	NA	NA	2.60288	0.05524	NA	NA	4.56119	0.50557	NA	NA	NA	NA	NA	NA
ko:K16293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04875	NA	0.63392	NA	NA	NA	NA	NA	1.18946	NA	NA	1.7816	NA	NA	NA	NA	NA	NA	NA	1.43225	0.40702	NA	NA	NA	NA	NA	NA	NA	0.58232	0.80689	NA	NA	NA	0.14776
ko:K16294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15787	NA	NA	0.21397	NA	NA	0.38332	NA	NA	NA	0.20942	NA	NA	2.52608	NA	NA	1.11902	NA	NA	NA	NA	NA	0.3306	NA	NA	1.15282	NA	0.23829	NA	NA	NA	0.21199	0.24697	NA	NA	0.12459	NA	0.49063	0.36728	NA	NA	0.86895	NA	2.64915	NA	NA	NA	NA	NA	NA	NA	NA	4.64491	0.16433	1.06403	NA	NA	NA
ko:K16301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.54123	6.1649	7.55375	3.17047	4.68228	34.72165	2.13022	9.29383	4.61394	2.1818	5.55082	3.88178	12.43764	5.43273	6.00211	2.20094	5.0172	9.52204	1.78033	2.88631	2.44055	4.924	3.9593	0.8072	0.48646	0.70584	2.40334	6.54309	NA	4.08385	5.01458	15.91747	2.1352	0.80295	1.05834	2.1091	1.00104	5.03638	2.14438	1.76307	4.23904	2.06072	1.85091	0.8792	2.29042	7.08264	0.30378	5.70075	7.4339	1.93935	3.42106	0.41721	0.18939	2.10934	3.54896	0.85805	6.3926	1.08596
ko:K16302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17908	NA	NA	NA	NA	NA	NA	2.29037	NA	NA	1.10316	NA	NA	NA	0.41955	NA	2.46471	NA	NA	NA	NA	NA	0.41034	0.51666	NA	NA	0.18368	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39973	1.52202	NA	0.39905	NA	0.405	1.27435	NA	NA	NA	0.17987	NA	NA	NA	NA	NA	NA	NA
ko:K16306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93482	4.89922	NA	0.25321	5.66339	0.31331	0.13835	0.90417	0.12492	0.12627	17.69314	1.18134	0.01347	1.20351	2.38718	0.13773	NA	0.2616	0.0046	NA	4.2562	8.09434	NA	7.80311	NA	NA	0.05894	1.11424	1.92695	NA	0.06537	10.40379	0.13226	18.76594	NA	1.64334	1.07005	6.88963	NA	NA	1.469	1.0613	0.00524	NA	NA	0.89589	NA	NA	NA	NA	2.54344	1.36587	2.32612	NA	2.23909	0.12818	NA
ko:K16318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K16321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.89444	2.96586	1.43382	102.57233	0.84203	0.63	NA	NA	NA	4.55905	9.30155	1.48952	1.11877	5.54145	4.23659	3.27501	NA	0.68626	2.04606	5.37606	0.58861	0.41895	NA	0.29175	1.2374	2.87264	NA	0.27491	1.09987	24.39684	2.14427	1.42073	NA	2.19553	NA	0.28391	NA	0.83674	NA	2.02537	0.56158	1.64092	1.12998	0.39506	0.10778	NA	13.65497	0.28289	1.33761	0.59165	1.61143	0.87124	NA	0.5564	2.65821	3.67101
ko:K16322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.89145	16.40219	28.19755	10.14175	3.01668	153.42281	1.74926	2.28929	1.89458	0.89194	0.2719	11.56958	44.63093	2.1237	4.23122	14.03265	1.01596	4.16216	NA	0.84472	9.47952	7.21246	12.66903	4.12957	2.61247	1.48781	3.53533	5.21126	1.13749	1.08078	2.65184	29.8941	12.28009	1.39287	3.48341	1.00723	3.25505	1.81439	1.50247	NA	1.16019	2.07914	1.11674	6.96431	3.78555	0.67052	0.1995	0.31199	17.16038	0.29497	12.17375	0.60736	3.67603	1.78875	1.04957	NA	7.16141	13.76897
ko:K16323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.41966	NA	NA	0.7647	NA	NA	NA	NA	NA	NA	1.69977	NA	NA	0.19628	NA	NA	0.12035	NA	0.65285	11.72891	NA	NA	9.70013	NA	NA	0.18748	NA	NA	NA	2.73992	NA	NA	4.91641	NA	NA	NA	NA	NA	NA	2.20148	NA	NA	NA	0.56499	0.3459	39.5631	1.58947	NA	0.61193	NA	NA	NA	NA	NA	0.4111	NA	NA
ko:K16324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.33453	NA	1.60751	6.27759	NA	41.31125	NA	0.33968	NA	NA	NA	5.54994	1.93201	NA	0.14849	5.73685	NA	5.12	NA	NA	NA	8.33752	1.67069	NA	NA	0.5147	NA	3.02227	NA	NA	0.27628	35.96013	4.29832	NA	NA	2.95326	NA	0.68728	NA	0.14692	1.19637	NA	0.56646	0.29929	2.74513	0.13999	NA	NA	8.42122	0.64459	2.62749	0.99466	NA	NA	NA	NA	1.51563	NA
ko:K16325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94971	NA	0.77959	5.48519	NA	15.11256	NA	0.33968	NA	NA	NA	5.46446	1.00102	NA	0.14849	2.86687	NA	5.12	NA	NA	NA	7.63579	1.67069	NA	NA	0.41574	NA	2.90041	NA	NA	0.10654	31.2382	4.29832	NA	NA	2.65981	NA	0.39125	NA	0.14692	NA	NA	0.56646	NA	1.53449	0.13999	NA	NA	5.5167	0.50253	2.45046	0.99466	NA	NA	NA	NA	0.63853	NA
ko:K16326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76601	0.50059	9.51462	2.94411	NA	43.58257	4.69394	1.65374	0.49541	2.28726	NA	2.47452	2.7237	NA	NA	11.23448	3.8644	7.00236	0.65401	4.22881	5.50265	5.6455	7.52856	3.33412	0.92601	1.9296	2.88108	6.93094	NA	3.5551	3.39702	15.08618	6.61734	0.62749	0.30735	0.20908	0.86187	1.02918	2.48727	7.92085	1.03379	0.41954	NA	1.22017	2.43866	0.59902	0.31457	0.32795	18.17481	1.89238	1.39214	NA	0.57962	1.34968	0.16514	NA	1.21618	2.46761
ko:K16328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	248.55315	317.40691	390.25504	269.81779	232.77138	385.82039	618.88007	231.87717	211.87838	164.78157	247.25443	346.25621	226.99596	345.18805	228.00897	152.96205	305.27826	224.89406	150.47325	333.55665	330.30502	324.6659	290.28312	324.31488	296.88733	227.99571	317.4464	274.40113	21.77155	358.91067	292.93946	217.02693	266.02743	231.59103	280.86043	341.06267	184.60754	395.1991	231.24564	238.77352	335.79942	184.14291	290.51418	262.49562	419.49255	168.12046	155.8025	300.16805	207.18307	365.01614	197.98561	234.22379	258.3054	546.36025	195.38951	315.29827	209.49426	289.76751
ko:K16329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206.39781	82.20706	192.07547	52.89806	66.66616	206.61592	294.34938	15.43754	14.11742	9.40652	104.6255	219.66516	156.03723	115.31857	68.00727	57.68199	87.82831	46.54852	7.09919	17.76763	236.4414	81.8575	141.32128	165.50043	90.70862	43.39841	62.12051	87.89161	14.76493	237.34681	118.06531	51.52587	102.19409	42.70757	118.65762	129.74054	21.56195	94.28052	92.86692	140.32043	69.47621	103.96957	84.17024	179.83748	111.31692	16.05107	46.97745	264.9533	78.43627	74.56414	149.90129	69.51331	89.53331	136.07119	6.56302	126.69525	272.21922	262.78153
ko:K16330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82992	4.32936	NA	NA	NA	NA	NA	NA	NA	2.01487	NA	NA	NA	NA	NA	10.1988	0.36391	1.27163	NA	NA	0.36003	NA	9.45348	NA	2.59848	0.40258	NA	NA	NA	NA	1.06766	NA	NA	NA	1.91729	NA	3.48859	NA	2.58746	NA	NA	4.95844	4.62561	NA	NA	1.04006	NA	0.33143	NA	NA	NA	0.34771	NA
ko:K16339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68017	NA	3.43376	1.72563	1.80038	NA	NA	NA	NA	3.35273	2.94802	2.78684	4.84738	NA	NA	NA	NA	NA	3.40809	0.88278	1.68259	17.065	6.7974	NA	NA	0.41277	NA	5.58711	2.64144	NA	NA	11.53068	NA	NA	NA	NA	1.15003	3.34288	4.50178	NA	3.36221	1.22804	NA	NA	4.39407	NA	0.89808	3.34893	0.86223	6.64177	3.48393	NA	NA	0.56838	NA	7.65315
ko:K16340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14366	NA	3.50401	14.21694	NA	NA	NA	NA	NA	NA	1.17893	NA	0.07457	0.66701	NA	NA	NA	11.61083	NA	2.82344	NA	NA	NA	NA	NA	NA	6.49671	2.25968	NA	0.09652	NA	NA	NA	NA	NA	NA	0.73782	NA	0.29313	0.37929	9.10636	NA	NA	NA	2.00135	NA	NA	0.19453	2.32268	1.11104	NA	NA	NA	1.45108	NA
ko:K16342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46141	NA	NA	NA	NA	NA	1.26908	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.60474	NA	NA	NA	NA	1.21859	NA	NA	NA	0.90301	1.49199	NA	NA	NA	NA	NA	NA
ko:K16343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.49858	NA	NA	NA	NA	NA	0.97825	NA	NA	NA	NA	NA	NA	0.88861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30343	NA	NA	NA	NA	5.34869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K16345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.33707	59.36483	139.53775	187.78089	145.85625	255.14268	97.96218	191.6344	205.06552	113.80144	61.421	192.00499	140.277	152.34662	182.99592	114.8927	532.80752	269.74965	166.18602	89.14267	196.35234	90.90703	97.13179	145.77208	53.25834	222.3455	87.92018	911.11765	9.18617	59.57592	260.38288	70.36166	46.94438	482.71624	75.31837	187.68326	225.92564	683.86835	65.90101	37.79902	181.5613	123.13443	67.34964	186.00571	86.5705	692.54029	382.59924	49.52195	68.04825	81.6654	123.56917	105.22921	316.62657	63.11032	624.36733	81.89843	90.87339	45.76036
ko:K16346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86297	NA	9.65279	4.89737	NA	122.20942	0.80611	1.35926	0.39408	NA	NA	6.34451	10.99174	NA	1.21303	3.52729	NA	6.63752	NA	NA	NA	7.58582	0.88348	13.47935	NA	NA	1.07285	4.36381	NA	NA	NA	21.67035	2.34518	29.90847	NA	3.12806	0.71537	NA	3.16223	NA	1.06179	1.02495	NA	0.79942	1.92353	NA	38.69286	NA	12.99806	3.22303	3.6196	0.47744	NA	0.72459	NA	0.59762	6.67702	0.89506
ko:K16347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.53777	0.75494	NA	NA	6.91279	0.58137	1.07712	NA	NA	NA	NA	1.62487	NA	NA	0.69696	NA	2.47875	NA	NA	NA	0.44426	NA	NA	NA	NA	NA	NA	NA	0.45317	NA	1.29633	1.04575	NA	NA	2.95357	NA	NA	NA	0.75094	NA	NA	NA	NA	NA	NA	NA	NA	1.89202	NA	0.7652	NA	1.7308	NA	NA	NA	3.12498	NA
ko:K16348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.53777	8.04845	NA	NA	51.05332	0.58137	3.02036	NA	NA	NA	2.34023	6.60872	NA	NA	NA	NA	9.11203	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17978	NA	NA	NA	11.96027	NA	NA	NA	1.11512	NA	NA	NA	0.75094	NA	NA	NA	NA	NA	1.48791	NA	NA	10.53286	NA	0.88473	NA	1.7308	2.69505	NA	NA	NA	NA
ko:K16353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.50401	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51745	NA	NA	NA	NA	NA	1.06718	NA	NA	NA	NA	NA	NA	1.93878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K16362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36815	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96205	NA	NA	NA	NA	NA	NA	NA	1.00369	NA	NA	NA	NA	NA	0.47955	NA	NA	1.86106	NA
ko:K16363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	298.99328	235.95404	562.69305	332.68228	399.67837	189.08474	337.09114	377.98754	668.82461	256.01316	232.13492	388.34194	446.16895	373.42856	478.20757	137.1574	705.50591	358.71902	506.55011	300.09299	307.42178	247.6293	362.58694	394.2769	394.34909	438.94031	362.75688	1080.41716	33.27503	301.12937	359.91288	265.52131	269.31914	634.52657	389.86944	489.58995	362.76291	912.44494	246.96472	187.23473	323.74138	276.39699	181.27762	514.40917	383.32552	879.99768	422.59348	197.49489	120.10337	210.88106	351.96398	204.44405	655.72307	485.05761	935.11836	154.27809	368.02956	176.87582
ko:K16365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62177	0.38596	3.80268	NA	NA	NA	NA	0.2997	NA	NA	4.91372	0.7152	1.70786	NA	NA	NA	3.33188	3.01201	NA	0.19708	NA	NA	NA	1.81226	NA	NA	0.86247	0.54931	NA	NA	NA	NA	NA	1.17738	NA	1.70023	NA	0.73765	NA	NA	NA	0.55705	0.94369	NA	NA	NA	0.84459	NA	NA	NA	0.46422	1.21779	NA	NA
ko:K16369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K16370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.27288	14.21278	16.48195	5.22571	20.00389	100.17467	82.93427	68.26553	10.28197	7.40048	36.37524	12.10533	18.69402	5.74121	19.0655	22.82434	24.67959	43.92103	0.29268	7.09549	42.81739	145.22317	107.76087	67.62447	50.88845	79.90826	45.09274	12.94404	0.05359	24.80552	33.12714	96.41446	106.67007	51.26252	32.87356	108.33679	9.87402	10.20457	5.63685	55.12116	143.6567	60.6694	64.43653	4.55079	51.09932	4.58841	11.89164	22.28577	29.89948	109.05502	53.29543	103.37527	5.79455	58.0289	9.21796	50.05861	13.74731	53.20611
ko:K16371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.48551	102.89551	33.80191	34.58424	76.97297	138.43318	174.87125	85.70652	26.42892	26.48492	120.18227	42.62779	57.44705	20.36472	52.93621	20.8814	116.10484	69.34283	6.42543	33.94104	41.22086	130.89581	207.55529	133.90145	94.25458	102.69447	72.84314	51.70288	2.44539	68.91676	42.3971	127.47938	137.33632	109.80718	116.09649	149.79903	46.83966	45.31506	43.90617	79.24113	245.59887	100.95543	117.79353	46.38597	90.67342	58.60137	12.50226	84.60514	43.40713	214.58081	80.73665	146.86032	28.3356	127.86974	34.01607	48.88661	103.27679	96.55418
ko:K16394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26744	NA	NA	NA	NA	NA	NA	NA	NA	0.85354	NA	NA	NA	NA	NA
