feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587751	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587761	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
ko:K02429	0.36777	NA	0.17684	NA	0.0229	11.15773	19.36418	NA	0.07456	NA	0.54248	NA	NA	0.16703	0.01304	0.22205	2.51043	NA	0.06456	0.67092	15.06572	NA	NA	0.04887	14.47942	0.41588	9.2965	3.69453	0.01984	NA	5.90288	4.05487	0.02416	NA	13.10265	0.58677	0.74891	23.87077	NA	0.05919	0.04733	0.04147	1.16566	0.56009	NA	0.15617	0.43871	NA	0.09435	NA	0.08074	0.19555	1.77093	0.87189	0.05536	NA	0.98182	NA	862.82641	309.90424	731.33265	625.74578	1126.57654	566.7361	441.80032	798.23908	1746.89708	709.13264	517.20617	913.99711	702.65924	608.43638	1461.21223	585.40693	1333.44681	664.03535	1439.95103	979.84126	765.99155	462.01788	626.80942	791.4427	1256.87612	1008.19744	769.42563	1787.9777	64.41992	639.66495	928.65093	516.79021	370.48982	2055.08774	1012.20785	846.69953	708.53873	1681.84428	383.36165	518.16166	514.91944	886.04279	508.19269	903.50664	743.401	2062.36317	1498.73131	378.26307	344.44503	349.65243	896.58377	504.51562	1599.33757	1002.6981	2149.98296	387.45409	458.5835	334.49394
ko:K02430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74353	7.5067	6.34486	3.04267	0.86402	59.40056	0.12112	0.68081	NA	0.48288	NA	4.94781	6.64138	NA	1.24614	2.91269	NA	2.9085	NA	0.10666	NA	2.03292	6.92942	NA	NA	2.53814	0.11327	4.83641	NA	1.07444	0.4431	13.30266	3.88004	NA	1.51815	0.88472	1.14392	NA	NA	NA	NA	NA	1.05069	1.48925	3.96381	NA	NA	NA	10.62159	NA	NA	0.55348	0.4046	0.45295	NA	NA	1.7584	0.11441
ko:K02431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.74915	484.3092	468.22634	143.38406	105.46035	188.41633	323.93399	54.59097	201.23383	151.12225	78.69186	293.36538	455.71353	240.16064	115.01566	44.64226	189.15966	69.91997	87.64945	155.68024	287.82542	324.59788	233.44153	291.5786	128.35717	128.98423	98.62127	41.07138	33.42642	271.78223	110.97583	181.16496	317.76697	90.72514	252.26379	192.28738	152.94257	94.38979	164.11056	193.56377	331.9911	124.17364	283.06326	303.71066	136.67323	161.92681	147.15345	358.58931	219.87299	425.26779	183.07096	158.78058	157.26789	222.36609	273.48344	297.30648	416.04333	266.96094
ko:K02433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	579.12003	1516.36516	508.65508	715.58528	1071.75464	836.22371	697.9875	999.32985	643.41011	596.99767	611.55501	1021.5493	443.29496	578.6447	1105.27436	246.43301	759.50121	732.33741	395.15181	734.38155	622.19011	982.88643	1030.85239	665.04246	1008.43691	638.70966	756.12659	494.56051	59.49184	555.47977	952.33759	553.05168	1192.29247	500.95262	648.40744	691.69523	559.94748	790.16314	538.41411	691.1684	1115.4308	759.67839	1087.30595	539.24555	838.46005	802.86118	459.21324	865.78112	472.41486	906.80907	514.62981	997.66783	691.82766	850.45634	705.23457	651.00231	549.86153	677.7724
ko:K02434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	639.03273	1281.65248	737.62515	673.30208	1044.05182	771.87422	742.14084	1116.69742	673.25014	661.55752	605.8618	931.08722	593.84145	543.65475	1025.94116	245.68042	714.68587	789.84518	383.82575	810.73534	594.31183	995.85164	1152.54933	544.38983	995.07784	586.00433	764.61699	430.96732	72.60571	572.57871	786.32624	509.22952	1121.37192	490.69046	633.80063	713.16955	576.24616	763.2793	570.7611	681.99086	1091.43471	725.60685	1181.56273	611.13862	825.61283	734.77034	370.39763	575.15897	456.07189	771.49781	539.13926	1023.1987	706.96185	836.04679	665.21564	559.70368	569.89772	692.59821
ko:K02435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	359.95591	1023.78098	550.42753	480.64376	738.51652	571.81208	619.57492	682.00864	411.17588	461.58129	336.10953	660.87077	495.61973	388.08879	814.35954	168.42036	609.23573	549.94026	301.14436	412.61945	439.0454	601.56875	842.69274	451.38679	751.03736	498.32269	533.50567	305.70596	57.75634	344.69858	723.12164	394.17754	819.17623	406.28333	466.10352	472.75883	458.53295	560.52638	472.93828	527.58032	748.61159	554.13793	736.69298	447.29588	438.55417	622.20477	296.37778	508.69479	369.77157	654.69205	396.26435	726.43188	435.11531	548.39532	569.31113	561.90896	321.94298	559.28186
ko:K02436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84141	1.22724	11.5447	5.22315	0.23931	102.11414	1.9013	0.45522	0.45521	NA	0.93481	4.51984	20.46247	1.87465	2.96155	5.16515	0.07694	0.50441	2.38232	0.80149	4.40121	9.66834	1.62742	1.48017	1.97882	2.22439	2.12459	6.30692	1.36739	0.54797	0.33411	22.39337	4.04157	2.25756	7.09208	2.04303	1.36006	0.86802	1.82899	0.43603	3.67239	0.0185	4.13145	0.02321	1.9336	NA	NA	0.45599	37.56889	0.23608	5.32824	2.57633	NA	3.80215	NA	0.23217	10.39393	1.31793
ko:K02437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254.28211	172.60495	597.61461	230.12319	409.57652	230.56413	341.04491	295.41354	406.60112	224.41858	175.5348	398.49643	441.95191	428.41857	421.83449	70.80878	228.14711	303.55024	331.80515	301.46168	232.42002	365.02188	360.44913	387.07862	337.93929	311.02441	267.65812	181.99855	30.9443	376.96076	140.16389	308.47555	279.20257	227.02718	355.66433	396.27342	155.91641	224.68937	248.36642	245.62038	207.49277	247.1018	220.19052	442.04909	247.27138	233.87043	62.05615	330.34976	144.14114	187.10559	313.14319	195.65067	508.20889	459.434	295.39927	127.71145	420.53022	221.64636
ko:K02438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.40825	61.31673	11.49343	11.02221	7.4607	69.15969	4.19726	10.80981	21.31556	10.38626	8.18642	64.18498	12.77391	3.90006	10.99963	5.10389	8.44625	111.22062	14.69512	29.50671	20.70387	40.58711	44.75028	72.18137	34.31392	2.31221	14.49932	18.23777	1.44496	47.23912	13.94567	56.25899	41.24675	13.90321	31.75017	4.59564	2.02763	17.08557	2.643	16.95231	11.71163	3.94984	3.94034	10.48223	15.35939	3.5549	7.92577	11.91495	7.45672	12.17582	2.31884	3.30342	2.58122	47.31741	7.58289	9.60181	14.93983	7.88516
ko:K02439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.71946	7.91256	0.48866	0.09683	3.59893	47.78212	NA	10.13242	NA	NA	NA	0.50151	2.72911	NA	1.88297	3.13031	1.52573	3.9756	NA	NA	1.05916	10.27446	NA	1.17254	NA	NA	1.39572	5.44288	NA	NA	0.37054	11.86869	3.83915	NA	NA	NA	NA	2.34786	NA	NA	NA	3.99194	2.51391	NA	4.91091	3.54506	NA	NA	6.50916	2.3298	NA	NA	NA	NA	NA	NA	0.62771	0.27598
ko:K02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.89923	139.27806	104.59573	76.47316	134.85301	188.37583	152.067	88.38232	117.3478	63.12834	108.07084	152.2063	87.71073	151.79828	170.88388	42.91121	67.95509	130.99831	35.39718	82.61617	184.59067	186.75818	85.62906	179.98141	97.15681	114.21699	147.5416	107.81307	10.40386	146.10558	150.76211	153.8561	76.61007	112.71849	175.00284	92.48541	67.3952	175.77127	65.3673	88.75968	137.52366	58.64186	83.04981	86.9223	227.84428	67.13828	52.16666	110.96664	62.16805	74.97261	79.74059	88.64415	104.67103	246.67512	102.70252	68.4563	55.37341	93.244
ko:K02441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	187.65956	245.4403	169.61801	171.62607	240.26854	223.81359	238.31677	132.48011	201.3855	101.72584	196.65413	228.0341	122.94894	126.61122	194.00226	59.04803	200.64967	159.23513	183.34053	264.8773	202.29995	197.1118	266.08595	204.68058	252.09409	204.46258	305.27542	147.52132	20.09908	195.48965	232.44155	162.91469	251.36592	231.41363	173.1199	223.60466	105.64994	264.14055	148.27578	146.63869	350.3415	141.72254	208.9866	95.95655	297.52705	188.58036	145.37832	222.24676	72.47727	373.60238	89.00874	166.64975	114.65135	459.96326	187.11621	171.59442	102.90612	111.9331
ko:K02442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28938	5.88625	NA	NA	12.94065	NA	2.70371	NA	NA	NA	NA	4.84047	NA	NA	1.38172	NA	5.78035	NA	NA	NA	4.21433	NA	NA	NA	NA	NA	3.79051	NA	NA	NA	5.8439	NA	0.23422	NA	NA	NA	NA	NA	NA	0.12902	NA	NA	NA	NA	NA	NA	NA	5.69158	NA	2.44912	NA	NA	1.363	2.55081	NA	4.0308	NA
ko:K02443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.10578	205.75036	179.07563	123.06575	118.49175	192.65378	196.22651	168.27073	141.11022	85.51149	109.79959	158.66237	119.18787	118.56511	144.97834	46.45365	139.06243	122.44247	88.70145	250.71377	134.9962	195.22174	96.94516	154.22593	123.79811	155.7016	169.43344	133.58338	14.4623	111.85495	140.7924	143.89114	91.11762	128.16157	159.09627	116.70045	155.87744	192.64022	145.37596	136.51405	237.51381	50.57627	138.23366	69.3331	191.27942	66.89031	68.85173	134.48918	37.99968	164.15162	64.13395	103.81025	106.81447	201.62282	98.71918	129.96938	119.30515	102.50315
ko:K02444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.52012	83.81807	82.55274	39.23244	45.58189	105.07331	155.89251	101.8879	120.27634	24.35797	29.97184	44.00441	55.33096	54.34021	40.48063	25.59019	59.77423	84.39149	32.54293	102.31526	57.96191	82.67582	126.07908	78.39245	54.51603	33.92743	64.24945	24.32608	8.0949	38.06313	75.21566	56.22928	117.8564	41.0278	72.38574	60.97827	61.84025	44.08443	49.32882	34.72485	105.279	40.38656	78.10506	40.99464	69.02614	47.67476	95.36731	45.78639	33.51406	94.62991	29.22991	93.26653	57.46437	121.17837	82.28579	76.45764	56.04887	62.77438
ko:K02445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150.53073	68.02144	149.766	158.24695	318.29556	135.52522	191.27557	329.40168	61.178	143.09537	190.86426	106.52089	181.60021	423.72332	360.04694	36.48229	88.41403	273.4216	24.22093	130.04475	256.16691	248.44166	134.6804	305.3168	240.65505	91.99801	210.69311	149.29571	14.58994	218.84171	82.82735	205.67141	100.60975	189.03879	295.00397	225.71298	41.21021	228.07665	141.05561	120.64326	84.1162	100.72041	104.12614	142.98115	302.05003	55.50082	34.58948	123.32367	61.14186	155.33855	99.18089	104.13584	212.38383	640.0436	86.44309	57.18377	109.75321	77.82432
ko:K02446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.29087	76.81959	83.29288	15.30959	11.81568	73.71033	135.86673	27.19877	75.5929	30.10463	42.26166	38.74285	43.21374	48.02538	16.41782	20.72355	156.36135	14.90922	24.04384	49.68503	35.54853	50.7548	66.08715	28.44892	44.73747	28.58531	16.52633	42.04923	2.31112	44.46043	51.55708	47.18328	66.67522	60.61039	40.94983	60.95973	0.74957	25.88566	22.1077	15.04755	4.40053	56.41223	14.32111	17.79825	15.69384	79.80858	63.00131	9.63049	37.07972	4.40578	48.35436	8.26292	13.94253	24.14384	73.93682	30.66929	11.33039	23.33416
ko:K02449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62808	NA	NA	NA	NA	NA	1.61917	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92588	NA	NA	NA	NA	0.31095	NA	NA	NA	2.45784	NA	NA	NA	NA	NA	NA	NA
ko:K02450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.54569	20.73724	15.39335	10.697	15.82785	89.33744	6.84345	15.13791	3.96471	21.88082	2.20794	9.55627	13.65105	2.08318	15.41815	11.99354	3.45487	3.60046	15.66873	0.68403	7.15268	25.66769	9.30848	24.34893	6.45163	0.51966	14.79599	14.06808	NA	4.33371	4.4407	30.29334	9.09505	37.06226	11.68758	8.25154	0.6533	23.46249	1.95935	2.85246	14.34223	0.96997	11.31236	7.30887	17.33047	3.62982	19.36486	4.22029	14.52875	9.07103	2.04634	26.51822	8.73023	14.11783	3.9137	4.54672	9.33845	0.52926
ko:K02451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2796	9.94055	4.81595	2.34597	0.86215	35.93769	NA	NA	1.56507	1.10082	2.08633	1.2627	7.62249	1.86592	0.88515	5.2756	2.78587	0.36967	0.14408	1.13521	14.45189	3.10308	1.54903	2.35988	0.42667	0.29238	0.28183	7.26853	0.56297	0.86327	16.21187	14.16943	0.28645	NA	5.13805	0.86704	1.37785	1.34637	3.17624	1.31373	11.66813	3.33457	1.68837	NA	4.06464	0.55632	0.73036	NA	4.28989	4.14617	3.89679	1.77879	NA	NA	3.39374	5.71547	1.86035	2.13506
ko:K02452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11149	6.97802	8.92546	6.29286	3.36126	93.99539	2.60449	0.82768	41.27657	NA	0.0611	5.23217	23.50114	0.55809	NA	11.23901	0.98324	4.5841	27.90569	0.39567	0.8359	7.05003	3.59557	NA	NA	NA	5.88685	10.5634	1.37348	0.31623	NA	31.95657	3.4697	NA	1.99701	0.11351	2.85763	0.97266	3.2379	NA	0.46056	0.13587	NA	8.83698	0.6018	6.83753	0.98373	3.73884	12.86879	1.61172	0.1591	NA	7.61861	2.48501	0.25429	3.14804	5.92233	1.78041
ko:K02453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.96489	15.06221	935.3172	19.90594	27.204	143.68473	85.04793	5.29541	25.93039	9.54863	12.71156	336.44979	619.50754	6.48515	26.20195	13.16435	31.12731	11.78205	18.39812	10.5077	140.11482	18.69155	82.99535	62.42824	21.51332	66.64824	28.84344	18.47328	29.37232	225.33384	16.92249	34.6026	128.13677	23.37332	10.4984	150.26082	9.64605	8.90828	108.1849	99.9221	12.21793	113.48542	78.23885	319.41654	39.15867	14.00238	10.34044	116.29885	44.82748	48.94796	212.71945	66.72348	99.81242	29.76598	8.07494	6.73948	534.89555	144.45304
ko:K02454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.48891	145.79928	113.66495	47.48593	76.37217	313.43441	122.92482	33.04405	71.02683	31.23965	24.25192	63.09515	61.29108	44.94529	94.19759	43.74568	127.53256	19.11754	26.90859	44.20802	146.2258	104.26052	73.12314	34.10434	43.07473	26.63385	21.26164	49.81805	4.95887	29.93374	46.85041	82.08288	63.75085	40.91282	56.33945	89.78128	14.36067	32.48582	36.69827	44.12431	13.85168	46.79673	14.34934	10.06682	26.84352	58.25335	33.22299	47.20048	60.6528	8.1958	45.81453	10.64677	20.34221	24.11301	81.9073	20.98055	44.81478	61.24322
ko:K02455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.91117	160.25181	66.76124	167.17722	42.69995	92.85671	17.04735	76.77524	55.5365	10.14518	13.57773	99.98885	29.14905	28.35925	21.69788	10.00722	7.6982	122.75168	20.63033	7.80411	15.83209	30.57165	141.19061	9.19973	14.29329	16.85882	5.33386	18.02901	4.00614	6.27271	6.2381	29.81561	116.00564	5.29212	17.0668	10.7039	86.56218	9.07454	26.39855	16.40167	18.96526	126.57078	23.56014	2.46526	5.26927	20.88598	25.63538	77.0376	82.74443	15.51491	37.84854	53.18993	11.49892	6.44611	16.26149	3.89276	15.55061	122.3455
ko:K02456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.25495	315.83353	127.73252	244.2972	189.24699	592.13932	136.10527	160.66672	427.15883	97.22944	145.65673	263.66306	133.7272	145.62891	118.0795	108.78258	124.20706	90.80541	224.62582	194.76003	2803.35729	142.53597	163.11235	101.7109	148.4481	118.79494	237.20198	98.60812	11.43488	89.53831	97.40104	136.74077	213.1819	94.15166	139.67643	110.87468	141.938	107.86821	74.71402	122.68489	424.44066	164.34761	189.03143	42.41824	236.5166	147.75865	90.94997	145.41339	115.87068	430.03884	65.68958	132.17392	82.42858	223.80294	202.13759	142.84017	42.71395	165.03982
ko:K02457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.61727	3.05684	171.83897	2.07066	7.69072	143.59483	16.40946	2.40544	0.42776	1.35886	2.36891	86.31841	113.93141	0.65821	5.73296	13.46087	4.16142	13.42538	2.8048	1.04108	0.55826	3.85485	12.05189	4.69214	1.45502	7.08279	3.20912	5.90606	6.96527	46.4523	1.74849	31.02016	25.29874	0.51102	1.67734	28.37321	3.95376	1.98126	19.85695	24.02929	1.37225	20.30599	12.50219	62.41839	2.61013	0.89057	0.46844	22.96646	20.02218	6.31377	33.67568	12.99313	11.00349	4.05567	0.6323	1.03619	68.06667	27.87176
ko:K02458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.71457	18.287	5.67575	19.02304	99.58512	4.54014	2.6573	5.89265	2.15182	0.15333	13.37198	6.17736	1.73428	19.24477	9.00128	2.95165	5.26021	5.14304	1.07457	3.21574	8.04768	2.78712	0.72279	2.09855	6.99356	3.48659	7.17591	NA	4.62292	2.26787	38.05466	2.65659	1.59083	0.15734	4.9719	3.12152	1.52235	2.53983	1.37097	NA	7.53279	0.43027	0.16763	1.33914	4.14807	0.53613	7.80697	13.33938	NA	2.16509	1.45344	0.83078	1.81395	0.02359	0.11938	6.90214	1.73688
ko:K02459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23941	1.28794	6.01014	9.80185	NA	107.2286	0.84886	NA	NA	NA	NA	0.99777	11.63626	NA	NA	2.43258	4.097	0.54339	NA	NA	3.67922	2.28058	NA	1.87093	NA	0.37603	2.59082	4.78887	NA	1.82508	NA	27.57283	NA	NA	5.08676	0.55756	NA	1.80459	NA	NA	NA	2.48616	NA	0.25533	NA	NA	0.25049	NA	12.05573	NA	2.41145	NA	0.82989	NA	NA	4.4853	3.59605	NA
