Run,Assay Type,AvgSpotLen,Bases,bio_material,BioProject,BioSample,Bytes,Center Name,collection_timepoint,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,host_scientific_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Participant_ID,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study,Submitter_Id,INSDC_center_alias,Scientific_Name
ERR5956517,OTHER,240,1975701349,Stool,PRJEB44020,SAMEA8793735,831752731,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597038,SAMEA8793735,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793735,TP01-01_Week1_Study1PeaFiber,ERP128019,TP01-01_Week1_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956519,OTHER,243,1845790314,Stool,PRJEB44020,SAMEA8793736,783540908,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597040,SAMEA8793736,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793736,TP01-01_Week2_Study1PeaFiber,ERP128019,TP01-01_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956520,OTHER,254,2122777781,Stool,PRJEB44020,SAMEA8793737,900090594,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week3,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (1 snack a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597041,SAMEA8793737,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793737,TP01-01_Week3_Study1PeaFiber,ERP128019,TP01-01_Week3_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956522,OTHER,251,2002494336,Stool,PRJEB44020,SAMEA8793738,839378588,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week4,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Pea fiber (2 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597043,SAMEA8793738,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793738,TP01-01_Week4_Study1PeaFiber,ERP128019,TP01-01_Week4_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956525,OTHER,244,2051952104,Stool,PRJEB44020,SAMEA8793739,965222803,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597046,SAMEA8793739,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793739,TP01-01_Week5_Study1PeaFiber,ERP128019,TP01-01_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956527,OTHER,246,1971361244,Stool,PRJEB44020,SAMEA8793740,823141673,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597048,SAMEA8793740,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793740,TP01-01_Week8_Study1PeaFiber,ERP128019,TP01-01_Week8_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956536,OTHER,244,1942427627,Stool,PRJEB44020,SAMEA8793741,825722385,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week9,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597057,SAMEA8793741,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:36:00Z,1,SAMEA8793741,TP01-01_Week9_Study1PeaFiber,ERP128019,TP01-01_Week9_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956561,OTHER,243,2093764924,Stool,PRJEB44020,SAMEA8793742,874419645,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597082,SAMEA8793742,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T01:36:00Z,1,SAMEA8793742,TP01-02_Week1_Study1PeaFiber,ERP128019,TP01-02_Week1_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956562,OTHER,245,2053467274,Stool,PRJEB44020,SAMEA8793743,860072906,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597083,SAMEA8793743,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793743,TP01-02_Week2_Study1PeaFiber,ERP128019,TP01-02_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956563,OTHER,240,1985201204,Stool,PRJEB44020,SAMEA8793744,827878640,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week3,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (1 snack a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597084,SAMEA8793744,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793744,TP01-02_Week3_Study1PeaFiber,ERP128019,TP01-02_Week3_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956565,OTHER,249,1935249600,Stool,PRJEB44020,SAMEA8793745,796761865,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week4,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (2 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597086,SAMEA8793745,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793745,TP01-02_Week4_Study1PeaFiber,ERP128019,TP01-02_Week4_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956566,OTHER,257,2072738865,Stool,PRJEB44020,SAMEA8793746,860874638,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597087,SAMEA8793746,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793746,TP01-02_Week5_Study1PeaFiber,ERP128019,TP01-02_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956567,OTHER,254,2041064014,Stool,PRJEB44020,SAMEA8793747,852304705,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597088,SAMEA8793747,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793747,TP01-02_Week8_Study1PeaFiber,ERP128019,TP01-02_Week8_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956568,OTHER,256,2153149777,Stool,PRJEB44020,SAMEA8793748,895637114,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week9,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597089,SAMEA8793748,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793748,TP01-02_Week9_Study1PeaFiber,ERP128019,TP01-02_Week9_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956569,OTHER,210,1591892809,Stool,PRJEB44020,SAMEA8793749,644478360,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597090,SAMEA8793749,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793749,TP02-01_Week1_Study1PeaFiber,ERP128019,TP02-01_Week1_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956570,OTHER,232,1918726047,Stool,PRJEB44020,SAMEA8793750,801510162,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597091,SAMEA8793750,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793750,TP02-01_Week2_Study1PeaFiber,ERP128019,TP02-01_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956572,OTHER,255,2163364939,Stool,PRJEB44020,SAMEA8793751,897169812,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week3,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Pea fiber (1 snack a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597093,SAMEA8793751,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:39:00Z,1,SAMEA8793751,TP02-01_Week3_Study1PeaFiber,ERP128019,TP02-01_Week3_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956573,OTHER,238,1987168929,Stool,PRJEB44020,SAMEA8793752,820504298,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week4,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (2 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597094,SAMEA8793752,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793752,TP02-01_Week4_Study1PeaFiber,ERP128019,TP02-01_Week4_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956574,OTHER,241,2055249452,Stool,PRJEB44020,SAMEA8793753,840928375,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597095,SAMEA8793753,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793753,TP02-01_Week5_Study1PeaFiber,ERP128019,TP02-01_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956576,OTHER,244,2043127984,Stool,PRJEB44020,SAMEA8793754,844627259,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597097,SAMEA8793754,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793754,TP02-01_Week8_Study1PeaFiber,ERP128019,TP02-01_Week8_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956578,OTHER,241,2085307079,Stool,PRJEB44020,SAMEA8793755,869848034,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week9,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597099,SAMEA8793755,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:39:00Z,1,SAMEA8793755,TP02-01_Week9_Study1PeaFiber,ERP128019,TP02-01_Week9_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956579,OTHER,238,1889119483,Stool,PRJEB44020,SAMEA8793756,774508696,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597100,SAMEA8793756,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:38:00Z,1,SAMEA8793756,TP02-02_Week1_Study1PeaFiber,ERP128019,TP02-02_Week1_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956580,OTHER,245,2053726149,Stool,PRJEB44020,SAMEA8793757,854116394,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597101,SAMEA8793757,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793757,TP02-02_Week2_Study1PeaFiber,ERP128019,TP02-02_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956581,OTHER,245,2097976208,Stool,PRJEB44020,SAMEA8793758,868214138,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week3,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (1 snack a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597102,SAMEA8793758,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:38:00Z,1,SAMEA8793758,TP02-02_Week3_Study1PeaFiber,ERP128019,TP02-02_Week3_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956583,OTHER,240,1843931238,Stool,PRJEB44020,SAMEA8793759,763840321,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week4,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Pea fiber (2 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597104,SAMEA8793759,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:39:00Z,1,SAMEA8793759,TP02-02_Week4_Study1PeaFiber,ERP128019,TP02-02_Week4_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956584,OTHER,243,2007495652,Stool,PRJEB44020,SAMEA8793760,837109348,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597105,SAMEA8793760,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793760,TP02-02_Week5_Study1PeaFiber,ERP128019,TP02-02_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956585,OTHER,250,2020075659,Stool,PRJEB44020,SAMEA8793761,849672401,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597106,SAMEA8793761,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793761,TP02-02_Week8_Study1PeaFiber,ERP128019,TP02-02_Week8_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956587,OTHER,251,2112397111,Stool,PRJEB44020,SAMEA8793762,882543220,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week9,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597108,SAMEA8793762,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP02-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:38:00Z,1,SAMEA8793762,TP02-02_Week9_Study1PeaFiber,ERP128019,TP02-02_Week9_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956588,OTHER,241,2095762463,Stool,PRJEB44020,SAMEA8793763,881740217,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597109,SAMEA8793763,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:39:00Z,1,SAMEA8793763,TP03-01_Week1_Study1PeaFiber,ERP128019,TP03-01_Week1_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956589,OTHER,252,2085782774,Stool,PRJEB44020,SAMEA8793764,863950894,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597110,SAMEA8793764,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:41:00Z,1,SAMEA8793764,TP03-01_Week2_Study1PeaFiber,ERP128019,TP03-01_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956590,OTHER,238,2036035602,Stool,PRJEB44020,SAMEA8793765,866711157,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week3,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (1 snack a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597111,SAMEA8793765,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:37:00Z,1,SAMEA8793765,TP03-01_Week3_Study1PeaFiber,ERP128019,TP03-01_Week3_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5956592,OTHER,245,2106908674,Stool,PRJEB44020,SAMEA8793766,869007743,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week4,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Pea fiber (2 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597113,SAMEA8793766,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T23:38:00Z,1,SAMEA8793766,TP03-01_Week4_Study1PeaFiber,ERP128019,TP03-01_Week4_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
