Run,Assay Type,AvgSpotLen,Bases,bio_material,BioProject,BioSample,Bytes,Center Name,collection_timepoint,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,host_scientific_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Participant_ID,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study,Submitter_Id,INSDC_center_alias,Scientific_Name
ERR5957004,OTHER,245,2547851905,Stool,PRJEB44020,SAMEA8793934,1162546382,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Free diet,2022-04-14,2022-04-14T00:23:43Z,2022-04-14,2022-04-14T00:23:43Z,ERX5597525,SAMEA8793934,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP11-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:16:00Z,1,SAMEA8793934,TP11-02_Week2_Study2OrangeFiber,ERP128019,TP11-02_Week2_Study2OrangeFiber,,metagenome
ERR5957006,OTHER,250,2628188835,Stool,PRJEB44020,SAMEA8793935,1254422007,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597527,SAMEA8793935,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP11-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793935,TP11-02_Week5_Study2OrangeFiber,ERP128019,TP11-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957007,OTHER,259,2659469118,Stool,PRJEB44020,SAMEA8793936,1253267261,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597528,SAMEA8793936,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP11-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:15:00Z,1,SAMEA8793936,TP11-02_Week8_Study2OrangeFiber,ERP128019,TP11-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957008,OTHER,256,2603073415,Stool,PRJEB44020,SAMEA8793937,1204650370,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597529,SAMEA8793937,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793937,TP04-01_Week1_Study2OrangeFiber,ERP128019,TP04-01_Week1_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957009,OTHER,259,2605672909,Stool,PRJEB44020,SAMEA8793938,1252203101,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597530,SAMEA8793938,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:13:00Z,1,SAMEA8793938,TP04-01_Week2_Study2OrangeFiber,ERP128019,TP04-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957010,OTHER,257,2622397345,Stool,PRJEB44020,SAMEA8793939,1211537246,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597531,SAMEA8793939,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793939,TP04-01_Week5_Study2OrangeFiber,ERP128019,TP04-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957011,OTHER,254,2618877425,Stool,PRJEB44020,SAMEA8793940,1214596912,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597532,SAMEA8793940,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:13:00Z,1,SAMEA8793940,TP04-01_Week8_Study2OrangeFiber,ERP128019,TP04-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957012,OTHER,259,2733510600,Stool,PRJEB44020,SAMEA8793941,1252001135,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597533,SAMEA8793941,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793941,TP04-02_Week1_Study2OrangeFiber,ERP128019,TP04-02_Week1_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957043,OTHER,263,2757139055,Stool,PRJEB44020,SAMEA8793942,1289488541,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597564,SAMEA8793942,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:15:00Z,1,SAMEA8793942,TP04-02_Week2_Study2OrangeFiber,ERP128019,TP04-02_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957049,OTHER,257,2735919758,Stool,PRJEB44020,SAMEA8793943,1298083664,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597570,SAMEA8793943,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793943,TP04-02_Week5_Study2OrangeFiber,ERP128019,TP04-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957050,OTHER,260,2818509310,Stool,PRJEB44020,SAMEA8793944,1289317074,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597571,SAMEA8793944,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:13:00Z,1,SAMEA8793944,TP04-02_Week8_Study2OrangeFiber,ERP128019,TP04-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957052,OTHER,254,2682132152,Stool,PRJEB44020,SAMEA8793945,1241740559,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597573,SAMEA8793945,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793945,TP05-01_Week1_Study2OrangeFiber,ERP128019,TP05-01_Week1_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957053,OTHER,256,2586561034,Stool,PRJEB44020,SAMEA8793946,1244844564,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597574,SAMEA8793946,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:13:00Z,1,SAMEA8793946,TP05-01_Week2_Study2OrangeFiber,ERP128019,TP05-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957054,OTHER,257,2524814285,Stool,PRJEB44020,SAMEA8793947,1173663662,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597575,SAMEA8793947,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:20:00Z,1,SAMEA8793947,TP05-01_Week5_Study2OrangeFiber,ERP128019,TP05-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957055,OTHER,266,2733008295,Stool,PRJEB44020,SAMEA8793948,1305349324,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597576,SAMEA8793948,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793948,TP05-01_Week8_Study2OrangeFiber,ERP128019,TP05-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957056,OTHER,259,2645713466,Stool,PRJEB44020,SAMEA8793949,1223146332,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597577,SAMEA8793949,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:15:00Z,1,SAMEA8793949,TP05-02_Week1_Study2OrangeFiber,ERP128019,TP05-02_Week1_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957057,OTHER,263,2649843822,Stool,PRJEB44020,SAMEA8793950,1245421436,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597578,SAMEA8793950,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793950,TP05-02_Week2_Study2OrangeFiber,ERP128019,TP05-02_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957058,OTHER,258,2583875403,Stool,PRJEB44020,SAMEA8793951,1245511643,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597579,SAMEA8793951,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:17:00Z,1,SAMEA8793951,TP05-02_Week5_Study2OrangeFiber,ERP128019,TP05-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957059,OTHER,262,2677976479,Stool,PRJEB44020,SAMEA8793952,1244655374,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597580,SAMEA8793952,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:15:00Z,1,SAMEA8793952,TP05-02_Week8_Study2OrangeFiber,ERP128019,TP05-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957061,OTHER,256,2729690681,Stool,PRJEB44020,SAMEA8793953,1265558126,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week1,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597582,SAMEA8793953,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP08-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:15:00Z,1,SAMEA8793953,TP08-01_Week1_Study2OrangeFiber,ERP128019,TP08-01_Week1_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957062,OTHER,249,2451407378,Stool,PRJEB44020,SAMEA8793954,1167774491,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597583,SAMEA8793954,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP08-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:13:00Z,1,SAMEA8793954,TP08-01_Week2_Study2OrangeFiber,ERP128019,TP08-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957063,OTHER,262,2702881327,Stool,PRJEB44020,SAMEA8793955,1266435805,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597584,SAMEA8793955,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP08-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793955,TP08-01_Week5_Study2OrangeFiber,ERP128019,TP08-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5957064,OTHER,261,2620160175,Stool,PRJEB44020,SAMEA8793956,1242486908,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5597585,SAMEA8793956,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP08-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:14:00Z,1,SAMEA8793956,TP08-01_Week8_Study2OrangeFiber,ERP128019,TP08-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5960126,OTHER,252,2001036281,Stool,PRJEB44020,SAMEA8793780,836085407,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week4,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (2 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5600647,SAMEA8793780,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:12:00Z,1,SAMEA8793780,TP04-01_Week4_Study1PeaFiber,ERP128019,TP04-01_Week4_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR5960128,OTHER,248,2088387899,Stool,PRJEB44020,SAMEA8793781,865205683,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX5600649,SAMEA8793781,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:12:00Z,1,SAMEA8793781,TP04-01_Week5_Study1PeaFiber,ERP128019,TP04-01_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544671,AMPLICON,500,87380500,Stool,PRJEB44020,SAMEA8793736,45852774,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170861,SAMEA8793736,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:09:00Z,1,SAMEA8793736,TP01-01_Week2_Study1PeaFiber,ERP128019,TP01-01_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544672,AMPLICON,500,80178000,Stool,PRJEB44020,SAMEA8793739,42007447,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170862,SAMEA8793739,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:09:00Z,1,SAMEA8793739,TP01-01_Week5_Study1PeaFiber,ERP128019,TP01-01_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544673,AMPLICON,500,75884500,Stool,PRJEB44020,SAMEA8793740,40082298,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170863,SAMEA8793740,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP01-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:09:00Z,1,SAMEA8793740,TP01-01_Week8_Study1PeaFiber,ERP128019,TP01-01_Week8_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544674,AMPLICON,500,70813000,Stool,PRJEB44020,SAMEA8793743,37692022,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170864,SAMEA8793743,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:09:00Z,1,SAMEA8793743,TP01-02_Week2_Study1PeaFiber,ERP128019,TP01-02_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544675,AMPLICON,500,79001500,Stool,PRJEB44020,SAMEA8793746,40968932,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170865,SAMEA8793746,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:09:00Z,1,SAMEA8793746,TP01-02_Week5_Study1PeaFiber,ERP128019,TP01-02_Week5_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544676,AMPLICON,500,70594500,Stool,PRJEB44020,SAMEA8793747,37073737,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Pea fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170866,SAMEA8793747,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP01-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793747,TP01-02_Week8_Study1PeaFiber,ERP128019,TP01-02_Week8_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544677,AMPLICON,500,18305500,Stool,PRJEB44020,SAMEA8793750,9313165,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6170867,SAMEA8793750,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP02-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:09:00Z,1,SAMEA8793750,TP02-01_Week2_Study1PeaFiber,ERP128019,TP02-01_Week2_Study1PeaFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
