"","run_accession","secondary_study_accession","sample_accession","secondary_sample_accession","experiment_accession","study_accession","submission_accession","tax_id","scientific_name","instrument_platform","instrument_model","library_name","nominal_length","library_layout","library_strategy","library_source","library_selection","read_count","base_count","center_name","first_public","last_updated","experiment_title","study_title","study_alias","experiment_alias","run_alias","fastq_bytes","fastq_md5","fastq_ftp","fastq_aspera","fastq_galaxy","submitted_bytes","submitted_md5","submitted_ftp","submitted_aspera","submitted_galaxy","submitted_format","sra_bytes","sra_md5","sra_ftp","sra_aspera","sra_galaxy","sample_alias","broker_name","Sample","Week","Intervention","nominal_sdev","Week","bam_ftp","bam_bytes","bam_md5"
"127","ERR5956655","ERP128019","SAMEA8793815","ERS6478165","ERX5597176","PRJEB44020","ERA4412331",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16421480,1989647097,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP06-02_Week4_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP06-02_Week4_Study1PeaFiber","webin-reads-TP06-02_Week4_Study1PeaFiber","597732499;627936534","086c1e0c84adb3c6084715e1ef548077;e9402edba5b8fc9229bf42c52c5705e1","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956655/ERR5956655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956655/ERR5956655_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956655/ERR5956655_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956655/ERR5956655_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956655/ERR5956655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956655/ERR5956655_2.fastq.gz","575449353;605381290","48de18ea2e6f4a1ca5e0f6aa2e40c6fd;b38c5ad23ea1594466b3218cfdedb70d","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956655/TP06-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956655/TP06-02_TS1_Wk4_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956655/TP06-02_TS1_Wk4_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956655/TP06-02_TS1_Wk4_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956655/TP06-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956655/TP06-02_TS1_Wk4_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP06-02_Week4_Study1PeaFiber",NA,"TP06-02","4","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5956655.bam",1218755805,"88be6750da94573db80eed30c6977d5f"
"128","ERR5956656","ERP128019","SAMEA8793816","ERS6478166","ERX5597177","PRJEB44020","ERA4412332",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16800256,1999982712,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP06-02_Week5_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP06-02_Week5_Study1PeaFiber","webin-reads-TP06-02_Week5_Study1PeaFiber","601577285;636355893","d9a5f433884858886047022487a3afee;0a026a86d8478d34a2d89309908f306d","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956656/ERR5956656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956656/ERR5956656_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956656/ERR5956656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956656/ERR5956656_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956656/ERR5956656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956656/ERR5956656_2.fastq.gz","578663542;613159927","f94a5e7e3c18bd29b0e643fc9aeffcba;049c5dd94ffa7a4c3247e1c2a07ee114","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956656/TP06-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956656/TP06-02_TS1_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956656/TP06-02_TS1_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956656/TP06-02_TS1_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956656/TP06-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956656/TP06-02_TS1_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP06-02_Week5_Study1PeaFiber",NA,"TP06-02","5","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5956656.bam",1232457794,"f3b43c0efcb868fc6f074985b33d931b"
"129","ERR5956765","ERP128019","SAMEA8793911","ERS6478261","ERX5597286","PRJEB44020","ERA4412445",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19176764,2427796243,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP06-02_Week5_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP06-02_Week5_Study2OrangeFiber","webin-reads-TP06-02_Week5_Study2OrangeFiber","768953584;864175450","f7d07e961311bab244ee82a6c8433c4c;432deb3ade92ca014575d30bf822c2b4","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956765/ERR5956765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956765/ERR5956765_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956765/ERR5956765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956765/ERR5956765_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956765/ERR5956765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956765/ERR5956765_2.fastq.gz","736235231;831858932","5de9292b9e44f64a325bef4978ccff39;0ecb689fd3840a8c6f61ff60c729a072","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956765/TP06-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956765/TP06-02_TS2_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956765/TP06-02_TS2_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956765/TP06-02_TS2_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956765/TP06-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956765/TP06-02_TS2_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP06-02_Week5_Study2OrangeFiber",NA,"TP06-02","5","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5956765.bam",1647921125,"c5819561d5de052aec384a9bd0585446"
"130","ERR5956657","ERP128019","SAMEA8793817","ERS6478167","ERX5597178","PRJEB44020","ERA4412333",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",15181014,1823321021,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP06-02_Week8_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP06-02_Week8_Study1PeaFiber","webin-reads-TP06-02_Week8_Study1PeaFiber","548267856;573511815","e43ce4df8a6c6d9ae5689a684641638e;f899c50cc6c72e7da7beea2fb13c5875","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956657/ERR5956657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956657/ERR5956657_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956657/ERR5956657_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956657/ERR5956657_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956657/ERR5956657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956657/ERR5956657_2.fastq.gz","527560244;552567250","89f69a74ca26bcea094493a5744573ad;3c3658601334742b66d3cacc5b6d85bb","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956657/TP06-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956657/TP06-02_TS1_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956657/TP06-02_TS1_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956657/TP06-02_TS1_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956657/TP06-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956657/TP06-02_TS1_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP06-02_Week8_Study1PeaFiber",NA,"TP06-02","8","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5956657.bam",1115428820,"67991d1ac8057471e31189900fb7454e"
"131","ERR5956766","ERP128019","SAMEA8793912","ERS6478262","ERX5597287","PRJEB44020","ERA4412446",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20260616,2659248560,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP06-02_Week8_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP06-02_Week8_Study2OrangeFiber","webin-reads-TP06-02_Week8_Study2OrangeFiber","800421519;922805411","8edbf3a1e4c052898c388b96f3b0b501;ecc7125e8636ca230a316ed752d1abbc","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956766/ERR5956766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956766/ERR5956766_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956766/ERR5956766_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956766/ERR5956766_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956766/ERR5956766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956766/ERR5956766_2.fastq.gz","765152932;888069282","f116779073050d8f9141258c049692a1;15058c0230e6403728af3b8e36867c91","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956766/TP06-02_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956766/TP06-02_TS2_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956766/TP06-02_TS2_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956766/TP06-02_TS2_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956766/TP06-02_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956766/TP06-02_TS2_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP06-02_Week8_Study2OrangeFiber",NA,"TP06-02","8","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5956766.bam",1730285193,"02b13a198dcbf211edbfab915098fbc9"
"132","ERR5956658","ERP128019","SAMEA8793818","ERS6478168","ERX5597179","PRJEB44020","ERA4412334",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",17199716,2076518259,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP06-02_Week9_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP06-02_Week9_Study1PeaFiber","webin-reads-TP06-02_Week9_Study1PeaFiber","627669631;659511000","c2466bfbbfb7c4aa0a1275571e5bd7ca;ebd09f32428df2e898752a1dae060dc4","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956658/ERR5956658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956658/ERR5956658_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956658/ERR5956658_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956658/ERR5956658_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956658/ERR5956658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956658/ERR5956658_2.fastq.gz","604117572;635696813","f7a78a5697debf4d28bd06f6cfb42e29;6d90096acaed39ba6e71c4ff62049596","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956658/TP06-02_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956658/TP06-02_TS1_Wk9_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956658/TP06-02_TS1_Wk9_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956658/TP06-02_TS1_Wk9_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956658/TP06-02_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956658/TP06-02_TS1_Wk9_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP06-02_Week9_Study1PeaFiber",NA,"TP06-02","9","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5956658.bam",1281565078,"028e6da38177681355168898971c4d7f"
"133","ERR5956660","ERP128019","SAMEA8793819","ERS6478169","ERX5597181","PRJEB44020","ERA4412336",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16677630,1952736770,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP07-01_Week1_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP07-01_Week1_Study1PeaFiber","webin-reads-TP07-01_Week1_Study1PeaFiber","593585410;614382521","3d55ec7f87ae892e9740c769e0c7f57d;45b0556adfda9bf9b042861b9d8d8525","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956660/ERR5956660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956660/ERR5956660_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956660/ERR5956660_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956660/ERR5956660_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956660/ERR5956660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956660/ERR5956660_2.fastq.gz","570395662;590978260","406ed62ea794441b69c86e457038939f;50c358643c4243bc70c3691687ee81cc","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956660/TP07-01_TS1_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956660/TP07-01_TS1_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956660/TP07-01_TS1_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956660/TP07-01_TS1_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956660/TP07-01_TS1_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956660/TP07-01_TS1_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP07-01_Week1_Study1PeaFiber",NA,"TP07-01","1","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956660.bam",1204408669,"58ed3afa96e6ab24613c43447ec4f3a3"
"134","ERR5956740","ERP128019","SAMEA8793889","ERS6478239","ERX5597261","PRJEB44020","ERA4412418",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20691148,2590835279,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP07-01_Week1_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP07-01_Week1_Study2OrangeFiber","webin-reads-TP07-01_Week1_Study2OrangeFiber","794021239;905869676","a73ab37ea81a8413e8629f13366d6d22;1061e2ccdfe28421ce70d563032fd5c7","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956740/ERR5956740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956740/ERR5956740_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956740/ERR5956740_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956740/ERR5956740_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956740/ERR5956740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956740/ERR5956740_2.fastq.gz","759063780;871416895","6265f1f9774ffdf0883bbd9e01f1a6d3;683311e8bbd070806ef18b2d0cf28e94","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956740/TP07-01_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956740/TP07-01_TS2_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956740/TP07-01_TS2_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956740/TP07-01_TS2_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956740/TP07-01_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956740/TP07-01_TS2_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP07-01_Week1_Study2OrangeFiber",NA,"TP07-01","1","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956740.bam",1713186475,"3269c36aacadaf5a56501080bc7ae8dd"
"135","ERR5956661","ERP128019","SAMEA8793820","ERS6478170","ERX5597182","PRJEB44020","ERA4412337",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",17295562,2127778174,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP07-01_Week2_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP07-01_Week2_Study1PeaFiber","webin-reads-TP07-01_Week2_Study1PeaFiber","652547438;672593833","f1afd4a1f7419e1a9e5129d65b9b3e4e;b368b387b1fc080cf0db0b82500574d2","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956661/ERR5956661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956661/ERR5956661_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956661/ERR5956661_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956661/ERR5956661_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956661/ERR5956661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956661/ERR5956661_2.fastq.gz","628676328;648441984","fe79787c9f8ce12ed829e4044024388c;50f278ce9d305b90af730f27c51ef8d0","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956661/TP07-01_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956661/TP07-01_TS1_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956661/TP07-01_TS1_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956661/TP07-01_TS1_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956661/TP07-01_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956661/TP07-01_TS1_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP07-01_Week2_Study1PeaFiber",NA,"TP07-01","2","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5956661.bam",1319808352,"41f6d585c527681f01cefc2451a67163"
"136","ERR5956742","ERP128019","SAMEA8793890","ERS6478240","ERX5597263","PRJEB44020","ERA4412420",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20433904,2640368025,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP07-01_Week2_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP07-01_Week2_Study2OrangeFiber","webin-reads-TP07-01_Week2_Study2OrangeFiber","850097388;938487958","c7802fe594d14d94bbdae2eae08139f2;ec95540142b9cde79ccc1c5d6fefc6fd","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956742/ERR5956742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956742/ERR5956742_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956742/ERR5956742_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956742/ERR5956742_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956742/ERR5956742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956742/ERR5956742_2.fastq.gz","814823416;903693335","96b715756f8134fddd6d564c2bc8b4c9;4eded79d4acd847b68695d13cabba384","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956742/TP07-01_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956742/TP07-01_TS2_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956742/TP07-01_TS2_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956742/TP07-01_TS2_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956742/TP07-01_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956742/TP07-01_TS2_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP07-01_Week2_Study2OrangeFiber",NA,"TP07-01","2","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5956742.bam",1804511801,"f1df903eb1debdf3ae9ccc5c4f33d1eb"
