feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
ko:K00010	526.14561	653.76728	566.40734	606.98785	635.13709	784.3952	677.30438	674.74842	821.8538	793.90148	898.51436	635.47662	1221.95339	1543.81344	1285.59636	1492.62693	1253.83732	1434.3198	438.6415	826.26533	1019.36375	659.73616	483.40593	673.38758	896.67316	1046.95567	779.82759	1182.18161	1954.56922	2101.16253	748.73692	708.52708	834.9477	1009.77684	1250.00501	793.78776	1676.06836	2032.62794	1588.52597	1591.64026	681.42938	678.86578	1172.54048	1230.58124	1184.12893	1219.21398	1730.24108	1233.36649	974.38855	1311.50617	2776.74767	871.34456	729.01771	923.42472	872.20716	467.40374	584.93431	1046.95449	1051.63024	1342.57212	1729.26325	740.04877	845.2798	427.07602	522.87976	636.67534	563.06596	495.58037	238.95356	670.99852	578.49481	462.84906	737.78564	1338.27073	601.66807	1199.64395	1201.944	543.81023	803.9705	861.43311	849.42529	433.67697	602.75789	1735.31755	3075.41502	1015.10083	1348.26948	363.65177	892.54997	892.87714	901.07031	1349.36238	2476.80898	634.63869	932.97925	1199.87472	1610.54148	1039.79569	1187.68121	1186.68923	555.15662	936.36136	1004.54446	1138.24273	912.7002	575.07504	1992.36759	1352.77548	616.60896	446.71364	1240.78957	981.79033	298.36549	616.71147	1861.116	963.55204	1022.16513	534.17334	532.90708	1678.36703	651.71069	2068.69993	2238.59899	1276.88271	1477.99172	959.50658	1203.93344	639.24345	919.18678	252.10897	1467.10799	1348.22276	775.28793	389.93973	796.42571	787.13701	1685.24875	1333.86376	1827.96535	1531.20157	1633.25189	1691.42378	821.85273	1550.7958	1229.91963	1160.10912	895.60565	952.31512	545.75995	2582.02578	1189.97372	915.36971	1576.85907	740.41839	797.39826	1224.9706	1536.25535	1727.10026	1776.68598	771.17895	619.01751	2023.9177	665.27078	980.21592	723.01931	542.44536	995.01785	252.05958	1686.40648	1614.90537	573.75448	2411.59871	822.27038	1228.01942	720.34019	2012.12471	1817.03657	1856.2192	656.79187	1862.72113	1338.20723	524.55694
ko:K00011	5.23506	1.80639	NA	NA	NA	NA	NA	NA	10.87497	NA	0.92511	NA	NA	2.87023	0.83445	3.74784	3.76916	NA	3.71125	0.42564	NA	NA	3.97101	NA	11.64515	NA	1.65128	8.88807	19.93111	18.70878	NA	NA	24.41718	29.26491	NA	NA	18.64193	13.09903	NA	0.43921	NA	NA	0.46366	NA	NA	NA	NA	NA	8.72467	NA	NA	8.96896	15.15995	NA	NA	NA	0.55578	NA	NA	NA	1.97396	3.07635	3.081	NA	NA	3.15735	NA	21.70632	NA	NA	1.38193	6.36719	NA	NA	NA	NA	NA	NA	5.67184	NA	5.10856	13.42989	2.97441	NA	8.08612	7.35622	5.12582	2.60863	0.9085	NA	NA	NA	NA	3.82994	1.26426	2.65345	6.86063	NA	0.54573	NA	NA	0.84444	2.52046	5.50633	0.88387	NA	0.54438	0.91476	0.92067	NA	3.94106	4.18176	3.70748	NA	NA	1.76144	4.00171	NA	NA	NA	NA	0.44329	NA	2.56725	NA	0.92024	NA	5.24586	2.58311	2.59753	NA	2.62186	14.35057	6.80855	15.46893	20.36871	2.15656	5.2014	10.23223	5.7382	4.10392	NA	2.53698	0.44501	0.66742	0.27084	NA	NA	NA	7.68135	1.79118	NA	3.61023	1.637	4.03342	2.568	NA	3.98832	3.3447	6.17212	NA	0.27549	NA	6.52887	NA	NA	NA	2.58281	NA	NA	0.44355	5.22113	0.88005	0.42687	NA	1.29994	NA	NA	1.32418	NA	3.61762	NA
ko:K00012	4965.03075	3423.80282	5577.57468	4836.38005	6048.42374	13230.51699	4206.50017	6558.89817	10731.52075	9846.31336	10943.84143	6355.4698	14914.67167	5545.11602	5713.98196	5614.58418	7054.55904	4570.49969	4209.4986	6105.78965	5575.26963	6628.29812	5769.55362	7220.2063	9551.64555	7397.14178	6189.67402	13536.31241	10383.87004	7571.51216	6943.43533	9575.66999	8581.28672	9312.52585	10530.72419	7035.58146	8309.30467	12319.07057	7127.70714	5869.02652	7030.24034	8748.89808	12835.95567	8356.23208	6759.21995	4037.74846	5136.19807	5407.28819	18076.51512	7325.19	28293.50754	7190.7666	6408.79684	11439.34283	10003.72248	5650.71377	5389.80118	8373.38982	6540.44604	6988.91336	8208.49333	4396.28902	5073.18048	10197.45682	9217.74283	7010.20586	9866.08044	4671.9083	6585.04535	3638.65656	9676.34236	4593.87775	6554.11511	7326.2128	5932.26572	4627.75924	5891.69068	5511.5538	4911.61805	4719.50221	4980.63129	7589.33427	6673.81249	7019.13611	14974.07209	7970.45557	7474.10532	3461.63644	5529.86712	5401.48134	4403.88212	7228.8066	11653.21908	4432.43005	5084.41674	10175.98506	11740.85581	6531.43582	7197.45541	4909.86132	11794.49914	11828.54266	8030.96559	8211.16172	7440.45328	5817.62261	9652.80975	10346.58887	7238.23542	13858.32123	8653.37225	8865.53931	6751.24496	8146.58855	11715.21426	5999.96328	9163.52882	7402.8887	5905.67057	13603.49497	6860.79515	7542.24719	6562.92115	5903.60496	10508.50739	7672.32836	6161.64906	5435.55433	6720.59281	8644.58584	3961.49891	3918.32214	10591.3196	10125.15396	8865.10333	8216.62709	10624.2674	10184.6616	6286.69297	4692.12686	9185.58381	11476.35865	8449.02808	12058.25531	7851.26771	9376.35859	7813.49484	10884.94461	10588.22031	26861.10084	14512.48412	8509.97158	15920.45888	6735.52536	5768.70474	6030.00267	8466.80244	7153.10742	4852.92433	9844.99204	12543.48944	6793.06333	6850.4996	9972.11387	8305.18844	5935.14965	9657.35864	11352.40412	5467.47548	5052.36896	7485.45855	18999.81109	8133.62209	7772.84363	6201.38957	10577.36215	5889.96107	5321.51061	7746.81709	7372.88232	7700.19472	8584.08494
ko:K00013	5454.362	3669.73169	5522.21562	7137.2267	7714.29028	9100.92593	3952.54291	6089.08984	6515.5324	7412.63066	8927.12719	5384.26008	9955.97517	6934.07724	6601.74837	7358.67897	7985.05879	6864.39744	4132.82704	6954.00657	4628.28077	8097.28881	5455.66439	6781.07255	7894.06985	8880.41148	5267.9426	9587.34204	7855.73039	6660.58986	6306.10643	8179.67637	8526.52511	9762.09993	9251.34585	5963.93804	9621.77965	11201.6334	9176.49529	9250.00805	6669.56003	7849.56722	13734.02818	8669.89708	7997.93516	5799.934	5770.87391	8282.05022	16866.36646	9027.4822	26784.02478	5171.18184	4618.29934	8628.18891	7823.86523	5301.7443	4806.13117	9889.6026	8770.87687	8361.13809	9771.51697	6588.7033	7464.81014	9093.04664	6955.87694	6862.39991	10157.09905	4100.18763	4518.91621	6784.00139	9203.39204	6439.06412	7191.98602	8010.7755	5674.37136	5797.08057	8997.89576	7217.62803	5534.85309	6995.83651	6318.14324	8224.88051	7176.74289	7273.57194	16744.21657	6639.20663	6328.95102	4142.74032	4890.12704	5123.36493	3370.65872	5061.00705	8733.10169	3240.09388	4110.50762	6938.85126	7876.56429	6339.72601	5455.53349	5191.99369	6854.57372	8422.08664	6528.51262	6909.19757	5250.41276	7429.04232	8668.95232	9393.93056	6479.32317	8606.60482	9582.42702	7169.74686	6153.0102	9243.56846	12220.72102	6282.58978	8612.59482	7646.57462	6462.03181	8756.79454	5185.69769	6998.72251	6147.08592	5293.30489	9714.47679	6844.09443	6124.62936	4082.09334	4925.8581	5243.01542	5915.98213	4359.90056	7330.96698	6017.15106	6739.92999	6422.19421	7650.75077	6761.06027	8118.4966	5924.81775	8283.18361	10704.07555	7169.45248	7348.32194	6224.06988	5504.92894	6009.48509	7407.49146	7600.93165	17775.50712	13594.93368	8617.84379	10332.63434	6171.34231	5639.5157	5051.6343	8236.75877	5930.95738	5161.69943	8060.8246	10174.27755	7973.91867	5820.87258	9027.89756	9921.8595	5735.88066	9447.91042	6945.45753	7980.40712	8420.32522	6928.0134	16930.89498	7120.07473	6680.27496	8612.72897	9130.34902	5733.32515	5699.59304	6317.88065	9673.19457	7616.36826	9506.53386
ko:K00014	7103.84063	5022.29965	7923.14281	8733.41556	9783.78111	11510.04407	5390.46187	8693.30792	10424.36567	9206.60827	11858.57416	7097.13831	14298.97801	9275.15546	8595.86458	9249.33966	10077.53353	10665.0407	5193.88041	9929.5051	6117.02075	9659.79804	6794.16771	9488.4193	9714.93979	12836.88009	6894.20119	12560.92849	10239.01185	8584.92723	8856.82189	10475.63813	9558.50271	11779.17656	12191.20147	7898.7853	11244.85966	12903.40543	12050.24017	12842.97205	8575.6959	10356.16767	17211.48526	11978.89515	11364.00775	10188.52822	9264.41639	12563.65445	19603.62122	12495.19563	30775.47925	6478.90255	6004.8232	10825.42009	10351.60334	6465.63158	6674.81471	12691.74275	11951.27568	10860.03899	13566.92349	7545.03957	8538.40043	11004.36937	8414.57153	9240.77143	12283.84823	6179.04552	6678.44371	9215.7838	13274.97708	8463.5712	10091.69423	9193.4637	7224.26468	7672.92794	10134.31244	7921.91386	7402.86981	10024.06625	8939.197	10143.81023	8858.07414	9713.35765	24689.242	9437.21794	10348.62257	5486.47501	9036.9671	7967.88036	6346.30813	9570.40726	13943.4179	7771.92379	8731.00703	13367.23378	14729.48135	10046.68721	10159.51836	8828.50248	10020.06032	11840.53793	9869.74921	10762.31042	9577.36407	9636.83125	13293.02541	12154.0486	7828.5601	10839.79001	11894.51546	11036.3654	6736.85707	13335.12036	16695.56101	9166.8009	10360.94115	8857.04757	9023.14879	13259.19272	6832.22079	9638.62973	8915.49806	10945.74192	16055.78277	10202.60047	10330.12094	6009.6852	8600.41545	6720.80819	10419.84044	8746.30408	10419.52655	8176.47271	9474.81628	9006.62908	13228.2015	11342.77508	13914.72718	10764.14056	12413.45818	14727.64274	9705.88459	12639.13649	10998.02602	10439.02372	9581.64218	9715.73897	10171.03524	21272.59905	17706.4251	12680.36335	12601.23737	8624.69908	7917.8014	7416.05408	10848.83471	9463.90416	8314.5132	10939.84421	12645.39399	11215.86249	7951.81632	14645.58943	14310.47018	9766.04422	13839.85705	9129.86146	10904.11222	10757.17226	8011.35444	19857.92432	9908.91455	8700.06673	11120.37448	11299.30463	8647.93016	7602.31079	8500.56585	12146.59319	10803.37535	9774.08612
ko:K00015	262.32252	383.98197	236.02475	396.8774	635.13569	245.61875	136.86587	426.73721	454.9533	164.10091	578.88005	483.16586	852.25265	517.89778	405.17046	433.59441	513.24848	193.42297	235.51689	187.28914	160.98711	376.34958	149.76213	206.86413	423.35327	286.93026	352.03149	651.53057	480.45188	265.89935	246.9131	303.079	547.24475	627.50088	1030.03554	693.4124	474.61128	1003.27692	754.24689	526.63945	864.91421	1041.60367	1785.09317	1136.14348	365.23603	310.69721	298.79079	211.5211	682.2869	255.00561	822.40646	227.35368	344.45316	594.383	669.06134	232.55489	284.45609	322.97378	147.3375	252.15465	269.667	233.06519	277.32811	217.52738	262.5839	224.48516	229.64379	265.25151	701.82622	529.28683	227.50505	433.87824	509.69378	382.22732	339.71263	210.95217	242.99257	425.50579	553.31938	603.12364	332.43173	176.78834	150.088	448.44343	1390.60174	604.19524	651.9167	346.42043	902.49208	862.92336	661.11356	669.52855	1564.10732	194.05265	206.55857	714.09141	848.76003	589.30727	458.0827	498.56304	296.47744	350.55339	561.07891	596.27264	337.84799	317.62589	456.48572	484.86799	751.72215	607.56688	296.09316	389.51963	157.68576	132.40604	281.47805	262.65779	372.67804	179.64046	108.29603	598.19989	550.42515	396.59781	410.81899	493.87577	721.29265	548.94583	284.80139	396.67963	800.83156	502.81813	412.52544	695.48394	330.75896	163.64354	354.35156	365.26776	744.0016	842.50236	345.56417	436.45912	402.4107	456.70254	418.1336	513.49846	515.31357	737.30087	384.89278	458.4062	131.26768	847.3235	812.61085	161.57468	458.74172	296.15745	260.09396	228.61124	345.54768	272.60859	565.02325	617.89517	322.3987	474.77607	392.04945	642.03624	614.937	255.55315	315.28105	401.11542	510.61326	328.16935	425.05483	1434.46091	281.60605	94.23932	271.22884	264.98952	389.57531	261.4321	136.63465	501.91829	437.20029	176.93351
ko:K00016	4280.34046	2641.57762	5030.31854	6618.29472	6433.31632	5464.7363	3195.47529	5179.95234	5061.78671	4686.4749	8206.65374	5758.29346	9588.96517	5677.34409	5626.18626	6039.18299	6096.37792	7693.03548	2210.77538	6006.10068	3262.74577	8314.74236	5809.99812	5376.00369	6598.59375	9169.84464	4735.586	8000.57335	7182.88446	8014.89082	6884.13422	7984.26278	4664.47611	6036.58879	6130.31036	3959.3072	6538.38418	6470.67404	7194.17668	9028.30299	4859.23319	5706.26895	10899.8377	7211.88126	8331.87805	7337.90071	7592.27309	8150.67436	8077.56113	8351.94736	16083.03998	4962.54161	4028.43928	5848.60005	6566.65345	3626.97133	4016.27235	10940.49423	8525.24791	9154.83739	10240.19258	5718.04713	6450.44683	4866.4859	4014.35332	7954.10108	6144.44055	3673.38706	3470.18967	7175.39488	10258.30469	5175.81159	5924.28561	5986.69959	2945.49452	6274.00115	8240.02898	5265.15489	4061.24948	6457.70297	5627.18349	6877.26127	6878.15345	9051.67965	18798.35307	5485.27793	7948.26767	3180.36392	5147.22467	4933.67778	3575.95543	5475.26653	7627.51423	4534.51929	4534.84012	5788.89177	7509.71976	6349.62907	8879.01121	7076.77747	4187.3178	5924.91116	4881.28132	5557.76956	4284.82364	7174.04223	9538.62856	8884.98752	6950.23499	3381.68451	9665.6967	7164.9945	3773.32803	7223.75042	10408.07326	5573.67376	8112.4475	4613.11199	4783.24536	6949.26624	4585.53224	7046.82237	6537.28477	4708.95565	9413.94003	5703.89634	6810.85477	3872.40587	5249.55443	2332.45148	5972.63113	5057.67773	4953.22807	3156.36187	5260.43447	4941.91092	6204.74653	5371.68988	8130.30064	5853.5277	7865.56863	11072.55235	6764.76076	7198.38648	6187.32112	5961.74889	6491.90633	5878.42372	4498.04417	15749.07963	9473.47877	9897.5096	10071.25409	6254.68926	5782.13821	4835.65615	8331.02208	5469.59302	6168.70085	4787.18965	5247.69312	9404.51365	3644.91981	8376.62551	8236.0595	5917.88387	6231.39372	2382.79996	6927.36437	7665.21875	5460.7064	9737.15948	5941.64118	10754.49606	6811.5932	10668.73387	5389.00802	4989.90198	4940.04943	9018.81064	5777.92903	4296.44505
ko:K00018	4688.10729	3732.58072	3859.78764	6400.13891	7012.42286	8546.14241	3596.91612	5548.60199	7135.56282	7405.37745	9649.88977	5766.7043	11642.61679	6763.27314	5881.31956	6261.42367	7619.69779	6396.55827	3343.44106	5454.49431	3423.48013	7976.43777	5983.41654	5371.97135	7992.07051	6471.5054	5623.69144	9671.29426	7261.18699	6136.50076	5578.59859	6829.18914	6518.90977	7690.60434	7449.51535	4760.45918	6879.57087	9060.55373	6797.41365	7530.77606	5569.31514	6613.00971	11886.66924	7382.888	6766.15495	6032.84814	5003.32205	7332.93039	14202.51833	9856.42649	25201.26466	4810.46319	4459.94981	6863.3481	5649.52909	5204.75884	4546.13681	9032.19598	6248.29292	5932.26004	5631.10346	6279.93262	7093.82769	8212.69312	6159.69456	7509.30784	8371.91688	3568.35052	4961.70363	6566.80954	8165.92422	7358.28249	7194.11346	6232.23692	4442.36987	3956.58222	4339.39687	7130.28547	5872.14227	6064.5164	5865.2274	7888.86559	6979.52447	5207.38106	13613.63007	7865.23318	6145.01773	4459.1404	4762.62214	4642.11493	3540.55397	5923.88862	6148.26399	3861.62403	4700.34679	5188.07694	7337.90771	6467.89896	5786.75448	6326.71418	5616.32096	7506.69757	5584.49938	5987.14066	6102.16856	5465.24236	7316.756	10461.54452	7395.75251	7642.24827	6740.64679	5963.18357	5419.67144	7954.02781	10596.99555	4996.39415	5504.92094	5654.93751	5349.7177	8688.74086	5596.4206	6029.99633	6535.17772	5328.28949	9277.84495	6531.42158	6209.64545	3977.10731	4984.11527	4925.72198	5915.17001	4896.11688	8383.14385	7302.39535	7500.75463	7050.06131	6515.51348	5515.69194	8082.4958	6263.08515	8135.08447	11201.78877	7901.10623	8007.83988	6637.80638	5908.50318	6284.84268	6462.07817	6633.15264	13653.55065	11237.8168	7475.87147	7794.06744	6433.47507	6080.64436	5081.34189	7631.81	6477.81375	4758.11411	8191.32778	8994.78149	7683.2791	4567.32147	8130.38888	9096.37211	3828.76865	8982.21168	6783.79537	6571.70837	6845.04031	5708.04823	11233.91952	6990.48831	5338.7482	6321.94719	7976.43901	5517.11263	4858.07938	6117.22098	8379.7127	7797.59596	7763.61415
ko:K00019	77.24158	43.91052	21.67378	68.71373	46.7416	142.11704	28.787	103.21771	172.04233	1662.16254	172.64618	202.48999	372.04331	350.62646	453.72448	235.29671	597.57715	96.62757	121.50163	343.56032	32.81827	114.50394	62.09086	130.78778	80.52063	69.64883	35.77133	145.98095	211.64749	221.4172	75.37145	52.70909	51.00737	67.64208	697.96581	486.07473	111.88659	213.58588	439.85675	354.52974	187.69157	150.99097	178.01056	87.36677	54.83499	38.87676	39.69635	56.45704	118.11578	123.31555	235.1276	87.58365	162.0263	551.42585	663.51267	105.84961	97.76617	305.10594	49.26036	350.73969	259.13869	104.7312	113.31673	47.15931	61.73389	36.72953	42.50208	145.46771	127.68923	149.056	103.10279	80.23489	112.77424	100.69139	104.26587	169.12163	362.63498	92.55981	119.37606	157.35414	113.79707	456.64476	19.96389	101.64581	335.21522	74.00008	95.64904	41.62055	161.97198	115.80486	188.61161	221.60491	188.66393	164.03706	85.17754	179.66661	215.91592	111.15685	127.84439	111.03616	64.51054	129.33703	178.68669	163.32184	83.71636	104.70818	187.22312	126.60309	44.41835	711.11332	166.1653	242.47646	68.55305	416.87899	462.05238	136.81518	55.15911	74.76064	145.78171	591.2007	140.36315	144.52913	106.30803	75.55069	61.54368	38.27029	88.36823	72.11277	51.18002	260.70406	169.15731	90.08382	101.39691	98.69613	114.70176	103.57994	235.17794	276.6701	250.30226	191.52912	190.34035	162.09431	103.27925	43.65331	39.05859	41.92377	20.84193	113.39223	163.95536	1286.57733	1213.99561	501.42507	671.60557	139.44852	61.24548	121.44908	102.65969	25.77622	53.48146	94.86599	141.38841	63.79399	53.20058	100.94263	86.5755	66.80866	239.10392	271.06024	325.04368	358.07959	92.1738	144.78385	117.00773	46.26244	211.7219	78.9431	332.96317	268.86169	62.8933	237.70969	377.60388	28.3429
ko:K00020	373.95412	429.81784	648.34043	434.77494	481.24161	503.24697	320.50733	397.20183	493.35222	367.46889	663.65319	486.62885	858.63238	321.78819	465.55009	654.24779	467.68679	507.8395	186.23367	564.22978	771.88348	484.01246	416.53497	1161.33072	554.09262	1769.82721	308.13806	478.903	765.70105	820.28757	614.71646	597.04263	474.98713	593.58748	1710.04672	1026.98017	983.9841	1160.60004	1416.42493	1575.54762	594.11017	722.74253	851.86205	772.77679	804.13359	480.67523	744.46735	690.91737	1182.17297	694.01904	1427.96827	576.48424	416.45529	632.89945	754.53457	216.46881	247.38904	824.57886	831.32667	646.71344	727.83017	519.83324	620.76748	349.68777	227.80614	602.17971	548.96769	557.49289	399.08887	836.13159	622.3076	674.53441	855.20102	459.74405	555.42908	935.05123	932.05373	221.75155	304.79104	530.57357	714.18647	667.70211	533.2238	1710.69664	2946.20071	623.7523	1114.38223	172.95248	1008.59637	936.95897	556.2214	967.20007	1717.46112	387.10299	452.8156	743.76638	1191.7344	524.77354	606.97985	469.30824	1160.54129	1828.12589	996.21864	1196.09339	453.24937	377.37828	610.86406	993.57376	380.85564	866.90123	1405.44921	817.64929	426.22314	321.63972	972.63047	934.29558	998.74159	593.32884	529.41311	931.96905	437.76187	1145.18343	607.75413	942.98902	1478.56102	762.61797	1161.29794	510.99138	797.99681	569.13402	542.7131	652.78762	847.93146	611.27676	1115.10816	1061.48296	785.62445	667.39887	959.91495	755.51151	625.11251	1262.65684	571.26868	673.0516	656.33239	389.79211	460.88481	606.84339	398.18044	1113.13772	1040.13218	917.87167	674.58938	768.22406	581.47995	798.23511	965.82599	553.32842	825.12371	585.44454	728.57018	770.07257	659.12245	1005.55683	1120.42269	434.22934	1254.55842	559.40156	1152.0622	1283.8913	603.41286	1485.78977	1121.31259	3005.66366	467.82035	2707.38217	716.84295	574.72298	1169.11869	960.29796	607.25717	413.75519
ko:K00021	15.67711	14.49781	3.5256	4.51343	2.61343	13.15431	25.17325	2.36424	245.5135	20.50521	115.85303	34.96604	213.22324	146.58673	300.59372	224.5147	382.57198	2.46011	48.81242	13.01517	NA	2.51794	54.89301	4.28111	340.79068	2.53025	55.79895	138.61145	181.67498	65.06212	9.58412	18.70965	11.93617	9.74495	32.48228	28.02181	9.45608	13.88721	67.51175	27.41667	5.88161	5.83178	276.60623	89.7672	86.39787	32.67534	34.56181	42.01362	12.05219	16.025	28.22835	14.06885	51.99514	5.89826	6.88156	14.39603	4.69718	105.42474	47.40616	NA	18.16793	20.09122	27.0309	3.62678	5.66013	25.96457	8.47308	0.10251	0.90475	21.33262	0.43073	26.88534	46.15649	8.09798	6.36134	9.95089	6.09091	22.57147	100.18555	11.59196	23.11369	33.20349	30.18035	10.4623	20.94598	20.93128	15.36331	10.25174	96.30811	287.04246	118.39477	178.66977	21.6711	11.82854	18.08772	2.47005	7.10993	30.78276	16.18914	11.47755	107.42374	75.75034	64.2995	96.5191	13.10647	8.86365	21.43784	36.86889	7.86578	114.42565	246.48845	325.29927	71.5806	NA	2.77314	224.3406	93.06312	3.78888	1.44461	23.75261	17.20807	24.64257	21.2875	640.89422	478.22539	837.29634	255.0472	24.33472	123.17682	35.37541	63.6103	103.08789	90.18281	72.06447	93.59861	85.21572	3.6031	4.07371	38.76503	52.93632	18.76267	16.03	6.54884	0.8529	0.63424	8.79326	8.56055	71.84028	1.86549	1734.82181	220.95975	247.5063	993.38466	10.51012	312.97525	266.58195	440.85765	342.31661	15.19078	7.78773	20.62537	8.38454	33.14558	108.51764	54.34128	39.79269	40.10817	31.25072	31.86172	32.46253	0.5028	1.71484	14.44961	4.92182	91.5383	29.37101	3.553	3.14536	49.66642	6.18293	3.91754	20.98389
ko:K00022	NA	1.22698	NA	0.4895	5.22876	NA	2.44356	2.85988	4.25822	1.82244	2.51352	5.85808	5.56119	5.10561	4.92129	6.20064	9.72008	NA	NA	NA	NA	3.52944	NA	2.31972	0.62065	2.68218	NA	1.86059	11.04149	8.72307	8.91536	7.36624	1.18466	2.3735	0.44827	3.39517	0.16827	2.04409	NA	NA	2.12728	0.93887	36.62604	8.35416	1.39362	0.89647	NA	0.46078	0.92379	0.60074	1.8865	2.41893	8.91255	0.89356	NA	2.31068	0.90417	2.34124	NA	NA	NA	0.93066	3.26224	NA	1.30488	1.91033	NA	1.56703	NA	11.32627	0.48774	1.58094	2.944	1.20128	NA	NA	NA	NA	2.09327	NA	0.49173	5.41519	NA	0.47763	NA	2.64599	7.81535	NA	6.29799	8.62118	17.72222	6.5367	0.48503	0.97626	1.24041	3.10109	1.96739	6.42194	5.29077	13.77122	NA	4.97103	2.4729	1.5584	1.66865	NA	9.25852	1.45286	NA	0.45609	NA	0.47967	1.21624	NA	NA	0.93253	0.47079	NA	NA	NA	1.89815	0.6022	NA	1.96319	5.60326	18.20453	0.96014	NA	NA	NA	30.38934	5.03366	0.47117	1.20849	1.21782	2.84224	2.96844	0.85054	0.90312	15.93069	1.93126	NA	0.97681	NA	1.30965	0.6094	0.47717	3.61032	NA	2.39211	4.26722	NA	0.95565	NA	12.02808	1.96377	1.77584	6.34275	NA	NA	NA	NA	1.84742	1.87225	NA	0.47101	NA	0.91158	NA	NA	1.0722	1.92287	1.59406	NA	NA	0.9176	19.96149	13.54987	5.09683	6.36778	4.16769	NA
