feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866314	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866423	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
GH5_36	NA	NA	NA	NA	NA	0.11727	0.14604	NA	NA	NA	0.04345	0.06754	0.05531	0.08823	0.23008	0.13099	0.15183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05517	NA	NA	NA	0.01891	0.01665	NA	NA	0.72973	0.6599	NA	0.34734	0.1759	NA	NA	0.05592	0.02077	NA	NA	NA	NA	NA	NA	0.70411	NA	NA	0.29832	0.08239	0.01896	NA	0.05379	NA	NA	0.12331	0.1419	NA	NA	NA	1.92937	1.62055	0.10184	0.08009	0.03918	0.05763	NA	NA	0.26835	0.17023	0.04155	0.10503	0.47572	NA	NA	NA	NA	NA	0.6244	1.17972	0.13785	NA	NA	0.301	0.16971	NA	NA	NA	NA	0.03851	0.0211	1.0561	0.11954	0.18148	0.03881	NA	NA	NA	0.70852	0.70346	0.19688	0.19241	0.11617	0.20478	0.24622	0.58347	0.74187	0.77744	0.01651	NA	NA	NA	NA	NA	NA	0.07553	0.33969	NA	NA	NA	NA	1.51677	1.39857	0.63279	0.50624	0.84151	0.17963	0.14433	0.24204	0.21679	0.12728	NA	0.05553	NA	NA	NA	NA	NA	0.31509	0.09234	0.12362	0.09863	NA	0.05403	0.08676	NA	0.14089	NA	0.16404	0.13161
GH5_37	28.21292	13.19427	0.86315	30.64563	20.40856	3.76735	5.04719	17.29744	14.12639	3.58345	48.96115	47.22991	17.44602	9.39658	12.19092	22.83201	23.81453	12.03687	18.58823	0.82352	0.42875	37.40187	58.06568	6.26486	35.89193	1.05721	46.84613	46.12584	15.97236	30.77038	37.0331	39.33004	12.06173	17.04677	34.30322	29.85056	10.72395	25.21552	1.47097	1.67406	20.40067	21.04521	36.59592	22.08329	7.62915	9.80863	3.60371	6.09523	1.0921	7.2253	11.28309	8.6148	28.64408	10.92135	7.73533	1.14488	59.62351	30.50248	12.06266	5.02123	2.51602	3.8126	37.7005	36.49194	12.71979	12.98438	32.18321	13.75264	3.69041	20.96254	16.3982	16.41981	62.32239	21.14836	45.27675	22.71879	25.56433	21.58454	24.78764	20.19756	5.9818	17.77494	61.80787	27.03898	14.84071	25.06583	35.98118	16.10712	13.0765	12.89155	14.84278	7.21689	14.51769	24.76729	6.93278	10.72165	3.28246	15.55774	8.58953	42.80177	6.4111	54.44521	3.14057	4.60944	18.36239	10.42354	23.64217	2.69678	28.89432	71.1067	54.38079	7.78934	11.91009	17.78637	21.35144	1.9652	1.19429	8.64258	9.945	0.96154	0.70668	17.03743	17.46954	19.32487	21.15413	4.98817	18.01441	35.42166	11.99136	12.80486	20.55138	15.21139	7.51594	6.23378	23.66105	15.20198	26.96906	25.9741	12.05307	7.31919	15.09067	16.1984	19.83208	25.69257	58.5905	18.50194	19.03311	15.61053	15.59999	12.83889	2.72994	9.91538	19.39219	10.30132	7.66207	24.58846	50.61799	46.62884	65.87466	25.18037	4.65586	15.19317	11.54712	17.21719	7.38844	19.26886	41.60551	11.72551	4.13881	2.76156	3.45515	2.6662	27.53142	28.44739	26.04482	3.10531	22.51693	14.28218	5.72597	3.48778	24.39345	5.47738	22.58532	3.02655
GH5_38	0.39593	NA	3.5555	0.71843	0.48291	2.23435	2.9177	1.15364	0.27455	NA	NA	NA	0.00951	2.08314	1.01918	1.33554	0.80419	0.12534	0.22822	0.11043	1.46956	0.53416	0.27942	0.49696	0.68071	0.48634	0.22326	1.19179	2.07433	0.51086	NA	NA	0.16764	0.10972	5.26597	5.77055	0.05964	0.13611	0.83914	0.43898	3.17162	5.21093	NA	NA	0.11882	NA	0.27905	NA	0.02331	0.02998	0.0602	0.03732	0.60739	3.0459	3.31324	5.7562	NA	NA	NA	NA	2.23983	1.55655	0.05828	0.0686	0.52321	0.73236	0.12455	0.55516	0.20247	9.66162	NA	0.13766	NA	NA	0.64148	3.13557	0.68786	0.72895	0.75014	1.07784	0.295	0.25732	8.22814	22.22641	0.12599	0.06061	1.19434	1.21097	1.10138	3.68195	1.36814	4.6777	0.81912	0.31709	NA	NA	0.1737	0.39761	0.1573	0.1613	0.06363	0.27831	1.66718	0.86517	0.89822	1.39755	NA	0.15316	NA	NA	NA	6.15868	5.52918	3.26286	21.73975	0.28188	0.5358	5.78437	17.09219	1.46966	0.21287	3.0784	1.95745	1.30046	0.16175	0.59135	NA	NA	NA	2.1334	0.24703	3.36161	1.36813	2.5205	0.83086	0.70471	0.92178	1.02627	0.24574	0.35834	5.92169	4.69269	NA	NA	NA	1.32774	1.36723	3.02019	1.15963	0.87452	1.71553	3.44307	5.23525	1.11222	3.10357	NA	22.92324	21.33412	6.51152	14.73638	NA	0.10463	0.94212	0.09352	0.60798	0.39048	0.37217	0.02305	0.91787	2.47435	0.86919	0.75786	1.6394	17.92207	0.69479	0.34085	1.59333	0.43505	NA	NA	0.37392	NA	NA	0.23539
GH5_4	137.29657	45.74907	43.16346	112.38378	177.99681	268.87422	114.34973	94.5182	29.76533	24.95422	94.58737	112.91201	70.3147	63.96021	81.46063	68.29196	88.72746	60.31514	121.44854	29.40421	82.46842	107.71007	226.00924	71.48652	199.77421	41.74541	114.63981	218.61135	149.44103	92.25571	238.85633	365.77115	166.33377	166.50512	79.78338	78.82005	77.68517	171.00378	11.50781	13.79607	164.38896	145.60383	87.58659	58.72325	32.00913	64.99239	28.37185	20.8129	89.1192	79.49725	128.91806	112.94731	128.85851	105.07829	80.31255	51.9756	119.30077	96.37446	29.58211	26.38856	69.39865	32.95604	146.49752	149.62715	204.56325	208.30365	102.86255	187.13113	17.68625	20.27682	56.8915	82.54289	93.11707	29.70291	147.25293	136.07854	102.79424	51.16492	109.65661	96.47202	21.96357	57.24534	173.25132	103.51709	68.82788	127.28632	77.89189	48.88618	58.05385	63.16323	76.1338	47.96056	65.17553	96.90991	40.32787	44.59596	33.97828	93.14469	46.11585	210.506	67.07301	83.64937	200.52891	183.9189	152.46654	137.70411	84.22111	32.89734	59.47569	150.95797	159.41694	277.84592	27.18259	33.83625	126.96455	59.63769	47.09246	31.77996	42.20427	69.21144	52.43464	71.55255	95.07079	40.82055	74.6943	40.41147	75.80566	101.6365	53.74464	45.13326	72.97483	263.56804	38.48264	42.10489	275.54248	394.32562	152.37274	153.92405	95.75519	86.15736	39.6551	49.11918	69.06612	108.8188	129.87495	30.4291	28.19507	25.39048	26.1329	130.89447	223.05664	130.59572	86.94294	47.10513	110.10372	207.81327	128.02721	145.38729	92.62947	60.35274	21.46925	69.24215	66.02296	75.65923	75.5223	49.72525	56.98196	38.68157	149.57313	269.77208	24.86755	17.64947	188.20758	276.05788	321.02096	269.82786	82.78455	326.07717	24.00472	16.28535	447.23619	15.74623	55.12305	212.6515
GH5_41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12956	0.02697	0.15335	0.17837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32703	0.08733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13737	NA	0.0595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02642	NA	NA	NA	NA	NA	NA	NA	NA	0.03973	NA	NA	0.09821	NA	NA	NA	NA	NA	NA	NA	3.73098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH5_44	12.34442	6.66559	38.34394	11.07521	10.90645	14.41398	19.0211	4.22014	8.42584	6.62691	6.23132	4.90612	2.77265	12.39495	6.38288	18.69768	5.70549	25.13367	9.63521	18.28164	14.77418	13.1695	8.54283	6.74851	10.55839	11.12916	8.24289	9.39467	2.81696	8.56955	14.79444	14.31902	3.63251	6.34609	23.44033	22.87502	28.56585	14.58687	33.00633	32.92871	26.92009	20.20881	4.90826	3.81218	33.05524	6.98437	39.8655	34.07507	3.44603	3.02627	1.99531	2.41469	9.83311	8.33998	10.71928	22.79228	6.74717	13.27203	66.74926	46.94971	25.47784	41.10056	26.16489	23.21578	7.51649	4.67352	27.53049	9.19502	5.46106	19.72199	18.5853	13.23648	8.04465	23.19041	8.53601	11.60874	35.88959	73.99556	8.94612	7.47441	13.35551	20.20988	4.35684	5.98784	29.76399	27.60608	10.04483	23.96367	16.01905	13.06609	16.45775	8.14423	12.48266	19.3564	0.8098	1.83765	20.76491	15.07006	9.02468	8.5383	8.57917	11.00748	4.82934	7.60075	10.15854	11.46632	0.89882	33.21497	13.92976	18.28348	8.15736	4.32837	70.79585	30.59552	3.83759	24.1013	25.82831	50.21466	84.39377	33.89297	16.00561	9.59993	11.09154	20.58541	8.31118	12.62148	14.67029	16.74313	12.30383	17.01197	9.55783	2.56072	30.58251	19.30084	8.92221	5.55296	11.20915	9.69181	14.10951	12.30714	29.7284	16.87303	9.41334	18.98426	20.52108	5.72692	5.01496	4.08706	3.54982	7.25309	10.80107	11.02577	16.64495	13.05825	12.12938	3.4641	7.85136	3.28564	5.07206	3.93915	30.42659	11.38539	7.59914	13.83344	14.19046	12.14573	8.15899	24.65549	10.89409	2.12859	21.67351	45.2434	15.22582	6.56458	9.40355	3.6735	12.07176	8.35613	17.35597	23.68854	3.78373	29.02311	19.37818	6.64442
GH5_46	24.71253	10.14652	17.87027	10.65828	19.60069	2.18794	2.89435	10.74417	7.32988	8.8933	6.94604	4.72641	11.22504	14.22819	13.70364	10.57471	21.21995	1.74979	32.05014	6.95251	33.82526	9.33453	4.0016	28.99655	15.98137	15.11129	2.54616	10.84993	3.07071	6.57408	2.6618	2.14483	54.13638	47.50486	13.02445	13.12274	14.95168	33.43077	5.94258	5.42074	24.09303	25.34526	4.37524	2.74759	4.18286	2.91412	3.04841	2.43623	41.45329	17.67258	34.52721	61.811	3.43254	3.37681	11.44337	16.8957	25.60261	5.52192	NA	NA	15.74632	5.17286	NA	NA	3.14552	3.87171	0.33494	2.19573	NA	2.83012	2.20137	0.31108	7.93434	8.81456	5.51802	2.1739	2.88147	2.64946	9.36508	10.07049	3.60552	6.77422	11.65797	31.99344	5.38916	4.49294	8.56953	6.43251	3.00155	11.67929	5.48636	7.67007	7.46484	5.09324	9.91562	6.08492	2.40029	6.11622	3.50536	3.57023	2.85523	2.69241	2.4352	1.40661	1.75072	1.47389	8.41543	6.87294	3.61409	11.34011	10.34158	1.66315	2.37055	5.2981	53.99217	17.43181	13.86725	2.43913	1.73922	19.69058	17.35879	6.69422	6.43604	2.39122	1.61777	3.9021	3.49331	1.73197	9.31393	3.55119	10.06999	3.06619	3.76436	3.69744	1.84964	2.53579	4.92536	5.14494	20.23789	20.54422	3.36085	4.73276	8.53076	10.55826	6.6499	4.11988	4.76352	4.80331	2.26897	3.71851	1.6728	39.29186	10.32621	9.49289	36.69216	5.76438	1.47718	2.53184	0.86178	3.09801	1.05729	0.84193	3.62633	1.58874	28.88721	1.82933	15.02109	1.87237	2.21102	2.12128	11.24499	7.64832	34.5275	41.15113	1.67388	0.81856	6.22773	1.84237	4.81015	5.31379	2.11406	2.93591	4.4411	1.50855
GH5_48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14525	NA	NA	NA	NA	NA	NA	NA	0.02594	0.08095	NA	NA	NA	NA	0.24011	0.17129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03951	NA	NA	NA	NA	NA	NA	NA	0.28968	0.0798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11971	NA	NA	0.0346	NA	NA	1.50075	NA	NA	NA
GH5_49	NA	0.09269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015	NA	NA	NA	NA	NA	NA	0.05445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03728	NA	NA	0.16029	NA	NA	NA	NA	NA	NA	0.06814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0398	NA	NA	NA	NA	0.0356	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04642	NA	NA	NA	NA	NA	NA	NA	0.06762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10235	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00972	NA	0.02046	0.03262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04427	NA	0.02721	NA	NA	NA	NA	NA	NA	NA	NA	0.06906	NA	NA	NA	0.08922
GH5_5	2.41926	10.43499	14.77033	0.42298	0.49874	1.88084	1.25705	1.74681	4.24172	10.87516	2.24734	2.36993	2.50888	2.04109	2.7119	1.19252	1.99973	1.67502	2.80189	11.0079	8.65289	0.76935	2.37251	13.35146	7.60468	8.03419	2.35307	3.97948	34.66428	22.43297	12.49985	9.9753	5.12694	3.35201	11.14001	11.66265	13.34136	14.55954	10.56121	5.63097	12.62665	11.71908	25.01102	26.68241	2.08836	1.07896	1.22327	2.34253	24.25213	6.76614	7.02068	8.58201	24.29021	42.21912	32.82749	20.12791	13.60724	9.19689	1.31722	1.97092	7.54484	7.06078	0.84925	1.28123	2.50839	1.83911	6.29725	1.81169	0.99936	0.26786	3.57074	0.73282	8.86132	6.30283	4.02339	16.69428	4.2978	2.77871	4.57077	4.75772	5.79131	7.64877	4.13217	2.76476	2.75169	1.63894	7.84885	9.15409	6.76136	1.8177	3.50661	5.13539	1.72095	9.90769	11.50856	10.38976	2.54123	9.37692	7.08091	7.57257	7.65257	6.77329	15.49188	16.63253	10.08202	6.98612	9.41243	5.46357	8.19925	42.27051	45.86155	16.99019	6.24275	5.82921	4.23063	2.78306	2.9248	5.9422	21.28121	5.57625	3.44967	15.47871	10.86539	14.39659	12.06073	4.58672	2.03355	2.3045	15.10699	11.74214	8.07106	13.00978	1.74983	1.48226	7.54765	11.71546	3.24441	3.71658	24.2124	16.04592	3.867	2.33793	15.62031	39.23469	42.74884	11.20189	12.65572	14.31401	13.15826	1.19071	2.86389	3.73309	1.43736	4.20304	3.34216	5.07276	1.24775	1.89163	1.00838	2.18251	1.41444	10.35416	18.80892	8.00388	10.4428	10.91966	9.73697	3.30676	9.5824	17.10757	11.07349	6.25466	3.94491	2.62943	2.63414	3.59655	10.66661	2.27415	16.55786	10.60349	1.36527	7.88201	10.74353	0.85514
GH5_54	5.01864	1.03397	0.5676	3.39693	1.79341	0.34117	0.35166	2.63047	1.41717	3.01271	1.8736	1.06861	1.56647	2.16747	2.1562	1.34279	1.34368	0.18404	1.82118	3.48074	0.9865	2.2094	2.29991	0.58338	1.23962	1.23125	0.295	0.53925	0.84141	0.81395	5.30282	2.28243	1.86116	2.81485	1.16401	1.24073	2.40455	1.69598	3.37102	0.95962	2.54482	1.84465	3.13387	4.04626	3.55249	3.14396	1.51803	2.47929	1.20164	0.69063	1.67356	4.84473	0.24847	1.35608	2.82962	2.7049	4.9712	2.57876	7.5444	6.01682	2.22818	1.56466	2.00771	1.82791	0.03338	0.04473	3.00355	0.03276	0.65413	6.53575	3.68663	0.06065	2.47052	4.69067	0.30778	1.0412	2.84999	1.1238	0.69342	0.93522	2.51176	0.89052	0.3901	1.58243	2.6297	8.46827	5.21873	1.65371	2.70799	1.91836	0.78291	2.38859	4.16863	2.53503	0.88866	3.06776	0.12778	0.50329	0.43334	0.69063	0.19096	0.90199	NA	NA	NA	NA	6.65329	4.86341	2.7449	3.56457	1.05117	3.38399	1.22717	0.6925	1.26029	1.74668	1.23393	1.11942	0.18138	3.93534	4.11259	11.89127	3.90272	6.93123	2.8725	0.39694	0.26739	0.26443	1.40973	1.01833	1.70316	0.27286	0.39269	2.04386	0.94217	1.46606	2.45275	2.01519	0.32376	0.44176	3.10329	2.04861	3.3679	1.2556	0.60314	1.74244	2.69966	1.23829	1.72996	0.96847	0.10836	1.74106	1.30572	2.43458	1.58283	3.74604	1.2276	1.51882	1.12978	0.67119	2.28144	2.44061	3.95823	4.40722	1.35792	5.45022	2.18736	4.04517	2.11481	1.27689	1.83879	1.2109	4.24118	1.09532	1.56643	1.55395	2.37164	3.82118	0.29778	1.07057	1.80493	3.75709	0.90543	0.05353
GH5_7	34.16349	12.31627	26.14292	15.57154	26.50483	76.73652	38.4048	15.63439	4.88024	21.57194	19.54526	10.44911	14.36725	16.40921	15.80892	15.11882	18.72497	9.39446	46.86231	7.33915	50.96444	13.98524	26.45353	41.03262	30.28235	20.40666	11.75171	24.77581	33.71086	26.5971	63.65804	83.28185	65.29789	63.66902	29.54078	30.0918	23.84675	55.33184	8.88125	8.79348	47.02957	38.0311	11.79631	6.17085	10.68456	6.37606	5.30454	5.32091	60.58939	34.48492	65.04829	75.71778	31.46943	26.06997	19.68382	24.73731	54.34918	30.06753	5.87014	28.19341	21.09757	9.52423	47.12918	48.26882	9.7536	12.31966	24.45108	10.65289	53.11681	99.58799	1.18214	33.22515	10.19122	12.41701	17.49482	30.06324	22.04977	7.68127	30.3643	24.46216	5.42646	12.49994	11.739	31.52215	24.97144	22.29178	15.25913	7.99825	26.97593	18.71659	6.00929	11.52788	7.84444	22.2713	7.02372	6.70004	5.8601	19.17156	10.60754	45.23886	16.35705	20.6865	55.21501	46.96934	37.76818	36.41692	13.5322	7.24297	15.60092	36.91408	37.0082	120.22307	4.17474	5.11379	55.07753	32.94258	32.29399	3.21113	4.1291	55.80008	48.19226	38.51336	12.79481	7.24168	11.59948	14.87622	8.10797	12.30796	11.31951	13.84861	18.07129	103.70214	3.08893	6.12906	68.48376	117.30633	36.66956	36.39173	28.32395	20.96214	7.49524	6.38063	32.29282	28.27626	35.94289	7.52864	7.51357	7.2483	6.76435	42.9296	77.69337	57.41292	24.65667	16.1192	51.49347	19.04574	18.2287	29.1846	6.61473	11.22166	5.07728	107.43453	131.50905	28.97786	41.19927	19.97938	23.88186	6.54924	66.76876	124.34217	14.28525	11.78677	52.38498	67.66502	83.18592	67.2439	40.28819	95.63031	18.94104	17.34552	110.46944	19.86227	43.7236	4.10044
GH5_8	28.38527	0.9124	0.03167	37.45341	43.70204	12.6178	1.23059	5.5742	6.28423	15.10214	0.8239	5.89587	0.52888	1.51888	8.23603	3.28812	6.00904	7.63046	22.81622	32.97382	NA	15.34967	15.64774	0.04644	13.64057	0.03507	2.4925	4.36506	0.08763	0.34334	4.76275	26.5324	6.64423	9.39399	4.70649	4.36985	4.56824	12.179	38.95419	41.85505	10.75478	7.75726	6.92719	4.27899	2.39984	4.47997	2.74106	1.55562	26.80146	52.62325	24.21288	9.21927	0.08024	0.09006	0.25314	1.00376	12.53156	10.59033	3.23891	1.53317	0.09007	0.05856	17.44974	16.37922	1.95031	1.1973	12.75606	28.19332	2.33296	0.48522	8.95126	2.54575	3.85666	0.27669	19.98525	13.9058	11.68622	18.10525	5.63263	7.98186	6.30192	22.49158	26.9651	29.18483	13.98595	41.14292	2.76243	0.94109	72.39911	5.1906	1.77617	2.89541	5.52202	19.49829	8.70892	21.69905	2.36665	15.18775	4.62519	36.33358	1.19556	2.85951	3.44502	3.81068	14.95908	4.08686	36.22104	46.7816	10.50105	22.26624	9.39043	4.39211	34.25025	5.05093	14.50461	1.65084	5.29797	5.58912	3.86821	7.4163	5.0822	7.96071	13.45638	3.28826	7.96253	1.49086	18.98038	17.29588	8.60928	2.54299	3.16655	6.70098	1.56061	2.60862	20.52122	12.4117	3.81115	4.02368	10.46573	3.27598	4.30453	3.18835	22.22704	9.49865	20.16635	8.66144	6.56069	7.69833	14.78523	0.98364	0.09275	12.22297	19.87131	7.2106	9.50123	26.09571	4.1223	11.66005	11.73901	3.7927	0.05285	0.13212	0.5525	1.95731	1.9494	7.49966	5.82279	4.00626	1.14945	0.69222	32.04739	51.59489	15.65287	40.20957	4.29709	NA	3.68922	1.7783	3.27924	0.76252	8.75478	32.31437	5.24647	11.54948
GH5_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07325	0.05171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04832	0.07666	NA	0.04455	NA	NA	NA	NA	NA	NA	NA	0.06741	NA	NA	NA	0.0179	NA	0.03766	0.06004	NA	NA	0.05445	NA	NA	0.05683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
