Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25367571,AMPLICON,502,27607490,PRJNA944997,SAMN36658564,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16264684,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107093,USA,North America,USA,Homo sapiens,Illumina MiSeq,364TP05,42.4440 N 76.5019 W,364TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,364TP05,SRP450576
SRR25367572,AMPLICON,502,42440084,PRJNA944997,SAMN36658803,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28742525,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107092,USA,North America,USA,Homo sapiens,Illumina MiSeq,364TP04.2,42.4440 N 76.5019 W,364TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,364TP04.2,SRP450576
SRR25367573,AMPLICON,502,23142702,PRJNA944997,SAMN36658239,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13777343,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107091,USA,North America,USA,Homo sapiens,Illumina MiSeq,364TP04,42.4440 N 76.5019 W,364TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,364TP04,SRP450576
SRR25367581,AMPLICON,502,22711484,PRJNA944997,SAMN36658170,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13151199,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107083,USA,North America,USA,Homo sapiens,Illumina MiSeq,323TP09,42.4440 N 76.5019 W,323TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,323TP09,SRP450576
SRR25367582,AMPLICON,502,20681396,PRJNA944997,SAMN36658236,"MIGS/MIMS/MIMARKS.human-gut,MIMARKS.survey",12325426,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107082,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP09,42.4440 N 76.5019 W,363TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP09,SRP450576
SRR25367583,AMPLICON,502,37276512,PRJNA944997,SAMN36658498,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24442874,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107081,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP08,42.4440 N 76.5019 W,363TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP08,SRP450576
SRR25367584,AMPLICON,502,43940562,PRJNA944997,SAMN36658752,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29422172,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107080,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP07.2,42.4440 N 76.5019 W,363TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP07.2,SRP450576
SRR25367585,AMPLICON,502,26158216,PRJNA944997,SAMN36658355,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15299069,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107079,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP07,42.4440 N 76.5019 W,363TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP07,SRP450576
SRR25367586,AMPLICON,502,46595640,PRJNA944997,SAMN36658354,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28906905,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107078,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP06,42.4440 N 76.5019 W,363TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP06,SRP450576
SRR25367587,AMPLICON,502,32237436,PRJNA944997,SAMN36658563,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19399266,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107077,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP05,42.4440 N 76.5019 W,363TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP05,SRP450576
SRR25367588,AMPLICON,502,38434124,PRJNA944997,SAMN36658782,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25582958,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107076,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP04.2,42.4440 N 76.5019 W,363TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP04.2,SRP450576
SRR25367589,AMPLICON,502,23086980,PRJNA944997,SAMN36658123,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13433527,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107075,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP04,42.4440 N 76.5019 W,363TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP04,SRP450576
SRR25367590,AMPLICON,502,34603362,PRJNA944997,SAMN36658122,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21288921,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107074,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP03,42.4440 N 76.5019 W,363TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP03,SRP450576
SRR25367591,AMPLICON,502,37055130,PRJNA944997,SAMN36658432,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23600631,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107073,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP02,42.4440 N 76.5019 W,363TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP02,SRP450576
SRR25367592,AMPLICON,502,35131466,PRJNA944997,SAMN36658461,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22410571,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107072,USA,North America,USA,Homo sapiens,Illumina MiSeq,323TP08,42.4440 N 76.5019 W,323TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,323TP08,SRP450576
SRR25367593,AMPLICON,502,34870426,PRJNA944997,SAMN36658018,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20706670,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107071,USA,North America,USA,Homo sapiens,Illumina MiSeq,363TP01.rerun,42.4440 N 76.5019 W,363TP01.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,363TP01.rerun,SRP450576
SRR25367594,AMPLICON,502,23356052,PRJNA944997,SAMN36658651,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13298357,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107070,USA,North America,USA,Homo sapiens,Illumina MiSeq,362TP12,42.4440 N 76.5019 W,362TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,362TP12,SRP450576
SRR25367595,AMPLICON,502,26333916,PRJNA944997,SAMN36658650,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15268390,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107069,USA,North America,USA,Homo sapiens,Illumina MiSeq,362TP11.rerun,42.4440 N 76.5019 W,362TP11.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,362TP11.rerun,SRP450576
SRR25367596,AMPLICON,502,41836680,PRJNA944997,SAMN36658771,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",27901682,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107068,USA,North America,USA,Homo sapiens,Illumina MiSeq,362TP10.2,42.4440 N 76.5019 W,362TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,362TP10.2,SRP450576
SRR25367602,AMPLICON,502,35142510,PRJNA944997,SAMN36658491,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22427237,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21106826,USA,North America,USA,Homo sapiens,Illumina MiSeq,356TP02,42.4440 N 76.5019 W,356TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,356TP02,SRP450576
SRR25367603,AMPLICON,502,25799286,PRJNA944997,SAMN36658011,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15046838,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107065,USA,North America,USA,Homo sapiens,Illumina MiSeq,356TP01.rerun,42.4440 N 76.5019 W,356TP01.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,356TP01.rerun,SRP450576
SRR25367604,AMPLICON,502,23325932,PRJNA944997,SAMN36658639,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13150231,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107064,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP12,42.4440 N 76.5019 W,355TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP12,SRP450576
SRR25367605,AMPLICON,502,27892626,PRJNA944997,SAMN36658638,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16130853,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107063,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP11,42.4440 N 76.5019 W,355TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP11,SRP450576
SRR25367606,AMPLICON,502,42493296,PRJNA944997,SAMN36658796,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28723752,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107062,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP10.2,42.4440 N 76.5019 W,355TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP10.2,SRP450576
SRR25367607,AMPLICON,502,28368020,PRJNA944997,SAMN36658592,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16081456,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107061,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP12,42.4440 N 76.5019 W,322TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,322TP12,SRP450576
SRR25367608,AMPLICON,502,23765182,PRJNA944997,SAMN36658221,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14132027,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107060,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP10,42.4440 N 76.5019 W,355TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP10,SRP450576
SRR25367609,AMPLICON,502,23741086,PRJNA944997,SAMN36658220,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13620235,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107059,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP09,42.4440 N 76.5019 W,355TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP09,SRP450576
SRR25367610,AMPLICON,502,40434594,PRJNA944997,SAMN36658490,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25853715,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107058,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP08,42.4440 N 76.5019 W,355TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP08,SRP450576
SRR25367611,AMPLICON,502,61296710,PRJNA944997,SAMN36658724,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",41732121,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107057,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP07.2,42.4440 N 76.5019 W,355TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:27:00Z,1,355TP07.2,SRP450576
SRR25367612,AMPLICON,502,33063728,PRJNA944997,SAMN36658340,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19943012,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107056,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP07,42.4440 N 76.5019 W,355TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:27:00Z,1,355TP07,SRP450576
SRR25367613,AMPLICON,502,53580468,PRJNA944997,SAMN36658339,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32675264,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107055,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP06,42.4440 N 76.5019 W,355TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,355TP06,SRP450576
SRR25367614,AMPLICON,502,34548644,PRJNA944997,SAMN36658555,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20156711,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107054,USA,North America,USA,Homo sapiens,Illumina MiSeq,355TP05,42.4440 N 76.5019 W,355TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:27:00Z,1,355TP05,SRP450576
SRR25367626,AMPLICON,502,31625498,PRJNA944997,SAMN36658489,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20280713,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107042,USA,North America,USA,Homo sapiens,Illumina MiSeq,353TP08,42.4440 N 76.5019 W,353TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,353TP08,SRP450576
SRR25367627,AMPLICON,502,37143482,PRJNA944997,SAMN36658338,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23029505,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107041,USA,North America,USA,Homo sapiens,Illumina MiSeq,353TP06,42.4440 N 76.5019 W,353TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,353TP06,SRP450576
SRR25367629,AMPLICON,502,48644302,PRJNA944997,SAMN36658731,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32822978,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107039,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP10.2,42.4440 N 76.5019 W,322TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,322TP10.2,SRP450576
SRR25367632,AMPLICON,502,26347972,PRJNA944997,SAMN36658477,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17016095,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107036,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP02,42.4440 N 76.5019 W,340TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,340TP02,SRP450576
SRR25367634,AMPLICON,502,24898698,PRJNA944997,SAMN36658615,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14259433,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107034,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP12,42.4440 N 76.5019 W,339TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,339TP12,SRP450576
SRR25367635,AMPLICON,502,34791612,PRJNA944997,SAMN36658614,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20820670,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107033,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP11.rerun,42.4440 N 76.5019 W,339TP11.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,339TP11.rerun,SRP450576
SRR25367636,AMPLICON,502,29579848,PRJNA944997,SAMN36658728,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17569128,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107032,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP10.2,42.4440 N 76.5019 W,339TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,339TP10.2,SRP450576
SRR25367637,AMPLICON,502,28230472,PRJNA944997,SAMN36658459,"MIGS/MIMS/MIMARKS.human-gut,MIMARKS.survey",18276523,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107031,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP08,42.4440 N 76.5019 W,321TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,321TP08,SRP450576
SRR25367645,AMPLICON,502,50575496,PRJNA944997,SAMN36658541,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33998668,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107023,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP05,42.4440 N 76.5019 W,339TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,339TP05,SRP450576
SRR25367647,AMPLICON,502,36107856,PRJNA944997,SAMN36658080,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22001942,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107021,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP03,42.4440 N 76.5019 W,339TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,339TP03,SRP450576
SRR25367648,AMPLICON,502,31681722,PRJNA944997,SAMN36658707,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18841709,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107020,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP07.2,42.4440 N 76.5019 W,321TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,321TP07.2,SRP450576
SRR25367649,AMPLICON,502,38310130,PRJNA944997,SAMN36658411,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24409357,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107019,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP02,42.4440 N 76.5019 W,339TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,339TP02,SRP450576
SRR25367650,AMPLICON,502,38986324,PRJNA944997,SAMN36657996,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22652822,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107018,USA,North America,USA,Homo sapiens,Illumina MiSeq,339TP01.rerun,42.4440 N 76.5019 W,339TP01.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:27:00Z,1,339TP01.rerun,SRP450576
