Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environmental_package,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR7959288,AMPLICON,499,42204717,PRJEB49980,SAMEA12221282,25770182,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526509,SAMEA12221282,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221282,1201713431,Illumina MiSeq,ERP134527,1201713431
ERR7959289,AMPLICON,499,32802555,PRJEB49980,SAMEA12221283,20868107,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526510,SAMEA12221283,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T01:30:00Z,1,SAMEA12221283,1201713432,Illumina MiSeq,ERP134527,1201713432
ERR7959290,AMPLICON,499,51392715,PRJEB49980,SAMEA12221284,31331270,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526511,SAMEA12221284,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T19:32:00Z,1,SAMEA12221284,1201713433,Illumina MiSeq,ERP134527,1201713433
ERR7959291,AMPLICON,551,19831375,PRJEB49980,SAMEA12221285,12070211,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526512,SAMEA12221285,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:58:00Z,1,SAMEA12221285,1201713434,Illumina MiSeq,ERP134527,1201713434
ERR7959292,AMPLICON,499,34547316,PRJEB49980,SAMEA12221286,21307859,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526513,SAMEA12221286,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T08:00:00Z,1,SAMEA12221286,1201713435,Illumina MiSeq,ERP134527,1201713435
ERR7959293,AMPLICON,499,23790598,PRJEB49980,SAMEA12221287,15115784,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526514,SAMEA12221287,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T21:50:00Z,1,SAMEA12221287,1201713436,Illumina MiSeq,ERP134527,1201713436
ERR7959294,AMPLICON,551,61380381,PRJEB49980,SAMEA12221288,36854153,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526515,SAMEA12221288,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221288,1201713437,Illumina MiSeq,ERP134527,1201713437
ERR7959295,AMPLICON,499,31445775,PRJEB49980,SAMEA12221289,19823629,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526516,SAMEA12221289,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-29T21:57:00Z,1,SAMEA12221289,1201713438,Illumina MiSeq,ERP134527,1201713438
ERR7959296,AMPLICON,499,34660161,PRJEB49980,SAMEA12221290,21863927,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526517,SAMEA12221290,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T01:38:00Z,1,SAMEA12221290,1201713439,Illumina MiSeq,ERP134527,1201713439
ERR7959297,AMPLICON,499,35360558,PRJEB49980,SAMEA12221291,21984452,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526518,SAMEA12221291,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-28T11:58:00Z,1,SAMEA12221291,1201713440,Illumina MiSeq,ERP134527,1201713440
ERR7959298,AMPLICON,499,38411728,PRJEB49980,SAMEA12221292,23819661,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526519,SAMEA12221292,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-12T21:22:00Z,1,SAMEA12221292,1201713441,Illumina MiSeq,ERP134527,1201713441
ERR7959299,AMPLICON,499,36551065,PRJEB49980,SAMEA12221293,22313915,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526520,SAMEA12221293,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T00:23:00Z,1,SAMEA12221293,1201713442,Illumina MiSeq,ERP134527,1201713442
ERR7959300,AMPLICON,551,65592623,PRJEB49980,SAMEA12221294,38881630,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526521,SAMEA12221294,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T06:19:00Z,1,SAMEA12221294,1201713443,Illumina MiSeq,ERP134527,1201713443
ERR7959301,AMPLICON,499,31770002,PRJEB49980,SAMEA12221295,20013877,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526522,SAMEA12221295,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221295,1201713444,Illumina MiSeq,ERP134527,1201713444
ERR7959302,AMPLICON,499,26174835,PRJEB49980,SAMEA12221296,15899959,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526523,SAMEA12221296,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T16:12:00Z,1,SAMEA12221296,1201713445,Illumina MiSeq,ERP134527,1201713445
ERR7959303,AMPLICON,551,31516217,PRJEB49980,SAMEA12221297,18697803,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526524,SAMEA12221297,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221297,1201713446,Illumina MiSeq,ERP134527,1201713446
ERR7959304,AMPLICON,551,65998898,PRJEB49980,SAMEA12221298,38718865,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526525,SAMEA12221298,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-17T20:12:00Z,1,SAMEA12221298,1201713447,Illumina MiSeq,ERP134527,1201713447
ERR7959305,AMPLICON,499,19292131,PRJEB49980,SAMEA12221299,12210268,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526526,SAMEA12221299,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221299,1201713448,Illumina MiSeq,ERP134527,1201713448
ERR7959306,AMPLICON,499,32403113,PRJEB49980,SAMEA12221300,20674281,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526527,SAMEA12221300,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221300,1201713449,Illumina MiSeq,ERP134527,1201713449
ERR7959307,AMPLICON,499,36956131,PRJEB49980,SAMEA12221301,22621735,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526528,SAMEA12221301,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T21:50:00Z,1,SAMEA12221301,1201713450,Illumina MiSeq,ERP134527,1201713450
ERR7959308,AMPLICON,499,37758411,PRJEB49980,SAMEA12221302,23311760,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526529,SAMEA12221302,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221302,1201713451,Illumina MiSeq,ERP134527,1201713451
ERR7959309,AMPLICON,551,40370775,PRJEB49980,SAMEA12221303,24022689,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526530,SAMEA12221303,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T20:48:00Z,1,SAMEA12221303,1201713452,Illumina MiSeq,ERP134527,1201713452
ERR7959310,AMPLICON,551,43472110,PRJEB49980,SAMEA12221304,26597559,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526531,SAMEA12221304,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T21:50:00Z,1,SAMEA12221304,1201713453,Illumina MiSeq,ERP134527,1201713453
ERR7959311,AMPLICON,499,34862570,PRJEB49980,SAMEA12221305,21505293,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526532,SAMEA12221305,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221305,1201713454,Illumina MiSeq,ERP134527,1201713454
ERR7959312,AMPLICON,551,20395035,PRJEB49980,SAMEA12221306,11964426,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526533,SAMEA12221306,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T23:04:00Z,1,SAMEA12221306,1201713455,Illumina MiSeq,ERP134527,1201713455
ERR7959313,AMPLICON,551,48450440,PRJEB49980,SAMEA12221307,29142984,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526534,SAMEA12221307,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T11:16:00Z,1,SAMEA12221307,1201713456,Illumina MiSeq,ERP134527,1201713456
ERR7959314,AMPLICON,499,34838841,PRJEB49980,SAMEA12221308,22267202,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526535,SAMEA12221308,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221308,1201713457,Illumina MiSeq,ERP134527,1201713457
ERR7959315,AMPLICON,499,41886441,PRJEB49980,SAMEA12221309,25596697,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526536,SAMEA12221309,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221309,1201713458,Illumina MiSeq,ERP134527,1201713458
ERR7959316,AMPLICON,499,37283153,PRJEB49980,SAMEA12221310,22888502,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526537,SAMEA12221310,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T18:32:00Z,1,SAMEA12221310,1201713459,Illumina MiSeq,ERP134527,1201713459
ERR7959317,AMPLICON,499,40397995,PRJEB49980,SAMEA12221311,24950453,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526538,SAMEA12221311,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221311,1201713460,Illumina MiSeq,ERP134527,1201713460
ERR7959318,AMPLICON,551,40960304,PRJEB49980,SAMEA12221312,24318292,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526539,SAMEA12221312,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T12:08:00Z,1,SAMEA12221312,1201713461,Illumina MiSeq,ERP134527,1201713461
ERR7959319,AMPLICON,499,37894085,PRJEB49980,SAMEA12221313,23363371,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526540,SAMEA12221313,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-31T23:39:00Z,1,SAMEA12221313,1201713462,Illumina MiSeq,ERP134527,1201713462
ERR7959320,AMPLICON,499,27405981,PRJEB49980,SAMEA12221314,17034836,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526541,SAMEA12221314,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T08:48:00Z,1,SAMEA12221314,1201713463,Illumina MiSeq,ERP134527,1201713463
ERR7959321,AMPLICON,499,26148171,PRJEB49980,SAMEA12221315,16445573,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526542,SAMEA12221315,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T01:31:00Z,1,SAMEA12221315,1201713464,Illumina MiSeq,ERP134527,1201713464
ERR7959322,AMPLICON,451,36003815,PRJEB49980,SAMEA12221316,19347809,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526543,SAMEA12221316,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T19:32:00Z,1,SAMEA12221316,1201713465,Illumina MiSeq,ERP134527,1201713465
ERR7959323,AMPLICON,551,37795829,PRJEB49980,SAMEA12221317,22020912,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526544,SAMEA12221317,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221317,1201713466,Illumina MiSeq,ERP134527,1201713466
ERR7959324,AMPLICON,499,34815150,PRJEB49980,SAMEA12221318,21442756,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526545,SAMEA12221318,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T10:55:00Z,1,SAMEA12221318,1201713467,Illumina MiSeq,ERP134527,1201713467
ERR7959325,AMPLICON,551,41849748,PRJEB49980,SAMEA12221319,25049621,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526546,SAMEA12221319,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221319,1201713468,Illumina MiSeq,ERP134527,1201713468
ERR7959326,AMPLICON,499,27357520,PRJEB49980,SAMEA12221320,17308120,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526547,SAMEA12221320,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221320,1201713470,Illumina MiSeq,ERP134527,1201713470
ERR7959327,AMPLICON,499,61863831,PRJEB49980,SAMEA12221321,37450113,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526548,SAMEA12221321,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221321,1201713471,Illumina MiSeq,ERP134527,1201713471
ERR7959328,AMPLICON,499,29163157,PRJEB49980,SAMEA12221322,18227123,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526549,SAMEA12221322,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T18:51:00Z,1,SAMEA12221322,1201713472,Illumina MiSeq,ERP134527,1201713472
ERR7959329,AMPLICON,499,33874079,PRJEB49980,SAMEA12221323,20644760,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526550,SAMEA12221323,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-29T17:48:00Z,1,SAMEA12221323,1201713473,Illumina MiSeq,ERP134527,1201713473
ERR7959330,AMPLICON,499,29031418,PRJEB49980,SAMEA12221324,18142740,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526551,SAMEA12221324,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T19:09:00Z,1,SAMEA12221324,1201713474,Illumina MiSeq,ERP134527,1201713474
