Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environmental_package,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR7959331,AMPLICON,499,40877233,PRJEB49980,SAMEA12221325,25969446,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-31,2022-01-28,microbiome,ERX7526552,SAMEA12221325,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-03-12T01:29:00Z,1,SAMEA12221325,1201713475,Illumina MiSeq,ERP134527,1201713475
ERR7959332,AMPLICON,551,68163950,PRJEB49980,SAMEA12221326,40467716,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526553,SAMEA12221326,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-17T21:16:00Z,1,SAMEA12221326,1201713476,Illumina MiSeq,ERP134527,1201713476
ERR7959333,AMPLICON,499,43568072,PRJEB49980,SAMEA12221327,26814486,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526554,SAMEA12221327,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-12T21:22:00Z,1,SAMEA12221327,1201713478,Illumina MiSeq,ERP134527,1201713478
ERR7959334,AMPLICON,499,28486121,PRJEB49980,SAMEA12221328,17814292,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526555,SAMEA12221328,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T10:42:00Z,1,SAMEA12221328,1201713479,Illumina MiSeq,ERP134527,1201713479
ERR7959335,AMPLICON,552,44637441,PRJEB49980,SAMEA12221329,26596593,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526556,SAMEA12221329,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T07:44:00Z,1,SAMEA12221329,1201713480,Illumina MiSeq,ERP134527,1201713480
ERR7959336,AMPLICON,551,20497462,PRJEB49980,SAMEA12221330,12210336,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526557,SAMEA12221330,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-17T18:33:00Z,1,SAMEA12221330,1201713481,Illumina MiSeq,ERP134527,1201713481
ERR7959337,AMPLICON,551,52202298,PRJEB49980,SAMEA12221331,31225491,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526558,SAMEA12221331,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221331,1201713483,Illumina MiSeq,ERP134527,1201713483
ERR7959338,AMPLICON,551,26592867,PRJEB49980,SAMEA12221332,15732395,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526559,SAMEA12221332,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221332,1201713484,Illumina MiSeq,ERP134527,1201713484
ERR7959339,AMPLICON,499,29351620,PRJEB49980,SAMEA12221333,18204130,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526560,SAMEA12221333,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221333,1201713490,Illumina MiSeq,ERP134527,1201713490
ERR7959340,AMPLICON,551,62109942,PRJEB49980,SAMEA12221334,35872116,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526561,SAMEA12221334,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221334,1201713491,Illumina MiSeq,ERP134527,1201713491
ERR7959341,AMPLICON,499,32338903,PRJEB49980,SAMEA12221335,19703391,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526562,SAMEA12221335,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T19:00:00Z,1,SAMEA12221335,1201713494,Illumina MiSeq,ERP134527,1201713494
ERR7959342,AMPLICON,499,35092696,PRJEB49980,SAMEA12221336,21785055,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526563,SAMEA12221336,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T01:22:00Z,1,SAMEA12221336,1201713495,Illumina MiSeq,ERP134527,1201713495
ERR7959343,AMPLICON,551,39811445,PRJEB49980,SAMEA12221337,23375784,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526564,SAMEA12221337,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221337,1201713496,Illumina MiSeq,ERP134527,1201713496
ERR7959344,AMPLICON,499,28338226,PRJEB49980,SAMEA12221338,17633101,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526565,SAMEA12221338,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221338,1201713497,Illumina MiSeq,ERP134527,1201713497
ERR7959345,AMPLICON,499,42309314,PRJEB49980,SAMEA12221339,25794213,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526566,SAMEA12221339,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T19:32:00Z,1,SAMEA12221339,1201713498,Illumina MiSeq,ERP134527,1201713498
ERR7959346,AMPLICON,551,24287002,PRJEB49980,SAMEA12221340,14881026,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526567,SAMEA12221340,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221340,1201713499,Illumina MiSeq,ERP134527,1201713499
ERR7959347,AMPLICON,499,53976236,PRJEB49980,SAMEA12221341,33194929,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526568,SAMEA12221341,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T16:17:00Z,1,SAMEA12221341,1201713500,Illumina MiSeq,ERP134527,1201713500
ERR7959348,AMPLICON,551,46363310,PRJEB49980,SAMEA12221342,27636970,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526569,SAMEA12221342,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221342,1201713508,Illumina MiSeq,ERP134527,1201713508
ERR7959349,AMPLICON,499,27122874,PRJEB49980,SAMEA12221343,16719730,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526570,SAMEA12221343,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221343,1201713509,Illumina MiSeq,ERP134527,1201713509
ERR7959350,AMPLICON,499,42925597,PRJEB49980,SAMEA12221344,27089194,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526571,SAMEA12221344,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T18:31:00Z,1,SAMEA12221344,1201713510,Illumina MiSeq,ERP134527,1201713510
ERR7959351,AMPLICON,452,53669736,PRJEB49980,SAMEA12221345,29072346,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526572,SAMEA12221345,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221345,1201713511,Illumina MiSeq,ERP134527,1201713511
ERR7959352,AMPLICON,452,40547045,PRJEB49980,SAMEA12221346,22641972,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526573,SAMEA12221346,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T20:52:00Z,1,SAMEA12221346,1201713512,Illumina MiSeq,ERP134527,1201713512
ERR7959353,AMPLICON,551,54649714,PRJEB49980,SAMEA12221347,32428235,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526574,SAMEA12221347,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221347,1201713519,Illumina MiSeq,ERP134527,1201713519
ERR7959354,AMPLICON,499,36031298,PRJEB49980,SAMEA12221348,22429773,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526575,SAMEA12221348,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221348,1201713520,Illumina MiSeq,ERP134527,1201713520
ERR7959355,AMPLICON,551,23690316,PRJEB49980,SAMEA12221349,13982744,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526576,SAMEA12221349,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T20:18:00Z,1,SAMEA12221349,1201713521,Illumina MiSeq,ERP134527,1201713521
ERR7959356,AMPLICON,551,40831486,PRJEB49980,SAMEA12221350,23931571,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526577,SAMEA12221350,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T22:41:00Z,1,SAMEA12221350,1201713522,Illumina MiSeq,ERP134527,1201713522
ERR7959357,AMPLICON,551,29566356,PRJEB49980,SAMEA12221351,17721963,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526578,SAMEA12221351,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221351,1201713523,Illumina MiSeq,ERP134527,1201713523
ERR7959358,AMPLICON,499,37756628,PRJEB49980,SAMEA12221352,23433628,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526579,SAMEA12221352,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221352,1201713526,Illumina MiSeq,ERP134527,1201713526
ERR7959359,AMPLICON,551,17154716,PRJEB49980,SAMEA12221353,10269013,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526580,SAMEA12221353,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-12T21:22:00Z,1,SAMEA12221353,1201713527,Illumina MiSeq,ERP134527,1201713527
ERR7959360,AMPLICON,551,22892536,PRJEB49980,SAMEA12221354,13661457,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526581,SAMEA12221354,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221354,1201713528,Illumina MiSeq,ERP134527,1201713528
ERR7959361,AMPLICON,551,20478133,PRJEB49980,SAMEA12221355,12428349,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526582,SAMEA12221355,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221355,1201713529,Illumina MiSeq,ERP134527,1201713529
ERR7959362,AMPLICON,551,41943964,PRJEB49980,SAMEA12221356,25146727,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526583,SAMEA12221356,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221356,1201713530,Illumina MiSeq,ERP134527,1201713530
ERR7959363,AMPLICON,499,29298367,PRJEB49980,SAMEA12221357,19337036,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526584,SAMEA12221357,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221357,1201713531,Illumina MiSeq,ERP134527,1201713531
ERR7959364,AMPLICON,499,46850270,PRJEB49980,SAMEA12221358,28350420,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526585,SAMEA12221358,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T08:05:00Z,1,SAMEA12221358,1201713532,Illumina MiSeq,ERP134527,1201713532
ERR7959365,AMPLICON,499,28762122,PRJEB49980,SAMEA12221359,17903178,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526586,SAMEA12221359,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221359,1201713533,Illumina MiSeq,ERP134527,1201713533
ERR7959366,AMPLICON,551,34039198,PRJEB49980,SAMEA12221360,20139203,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526587,SAMEA12221360,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221360,1201713534,Illumina MiSeq,ERP134527,1201713534
ERR7959367,AMPLICON,552,26142435,PRJEB49980,SAMEA12221361,15322909,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526588,SAMEA12221361,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T18:32:00Z,1,SAMEA12221361,2201713482,Illumina MiSeq,ERP134527,2201713482
ERR7959368,AMPLICON,551,28070928,PRJEB49980,SAMEA12221362,16813470,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526589,SAMEA12221362,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-23T01:45:00Z,1,SAMEA12221362,2201713535,Illumina MiSeq,ERP134527,2201713535
ERR7959369,AMPLICON,551,51613136,PRJEB49980,SAMEA12221363,31753309,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526590,SAMEA12221363,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221363,6201713396,Illumina MiSeq,ERP134527,6201713396
ERR7959370,AMPLICON,551,18572902,PRJEB49980,SAMEA12221364,11097861,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526591,SAMEA12221364,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T16:17:00Z,1,SAMEA12221364,6201713397,Illumina MiSeq,ERP134527,6201713397
ERR7959371,AMPLICON,551,29055981,PRJEB49980,SAMEA12221365,17850546,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526592,SAMEA12221365,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221365,6201713398,Illumina MiSeq,ERP134527,6201713398
ERR7959372,AMPLICON,551,25740151,PRJEB49980,SAMEA12221366,15400047,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526593,SAMEA12221366,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T07:53:00Z,1,SAMEA12221366,6201713399,Illumina MiSeq,ERP134527,6201713399
ERR7959373,AMPLICON,551,31936309,PRJEB49980,SAMEA12221367,19814680,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526594,SAMEA12221367,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221367,6201713400,Illumina MiSeq,ERP134527,6201713400
