feature	ERR1995525	ERR1999767	ERR1999768	ERR1999769	ERR1999770	ERR1999771	ERR1999772	ERR1999773	ERR1999774	ERR1999775	ERR1999776	ERR1999777	ERR1999778	ERR1999779	ERR1999780	ERR1999781	ERR1999782	ERR1999783	ERR1999784	ERR1999785	ERR1999786	ERR1999787	ERR1999788	ERR1999789	ERR1999790	ERR1999791	ERR1999792	ERR1999793	ERR1999794	ERR1999795	ERR1999796	ERR1999797	ERR1999798	ERR1999799	ERR1999800	ERR1999801	ERR1999802	ERR1999803	ERR1999804	ERR1999805	ERR1999806	ERR1999807	ERR1999808	ERR1999809	ERR1999810	ERR1999811	ERR1999812	ERR1999813	ERR1999814	ERR1999815	ERR1999816	ERR1999817	ERR1999818	ERR1999819	ERR1999820	ERR1999821	ERR1999822	ERR1999823	ERR1999824	ERR1999825	ERR1999826	ERR1999827	ERR1999828	ERR1999829	ERR1999830	ERR1999831	ERR1999832	ERR1999833	ERR1999834	ERR1999835	ERR1999836	ERR1999837	ERR1999838	ERR1999839	ERR1999840	ERR1999841	ERR1999842	ERR1999843	ERR1999844
ko:K03793	NA	0.84349	0.54327	NA	NA	NA	2.87842	0.10387	1.01226	NA	NA	6.07397	0.06955	0.07031	NA	NA	0.0699	NA	NA	NA	NA	NA	1.52141	NA	NA	NA	NA	NA	2.44776	NA	NA	0.12599	4.74179	0.20871	0.20619	NA	NA	NA	NA	NA	0.06062	0.2278	NA	NA	NA	7.8597	NA	NA	NA	1.60584	NA	0.20072	1.0353	3.35466	0.16669	NA	NA	NA	NA	0.34622	0.33562	NA	0.30165	NA	2.22755	1.24175	1.00485	0.5097	1.66027	2.07794	0.68819	0.0415	0.30152	0.82777	0.05092	NA	NA	0.82924	NA
ko:K03794	NA	NA	NA	0.98932	NA	NA	NA	NA	NA	1.01704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13326	NA	NA	1.10206	NA	NA	3.2692	0.99435	1.61443	NA	3.48257	NA	1.16569
ko:K03795	0.16651	NA	0.08285	0.98932	NA	NA	37.29303	NA	NA	1.60586	0.3011	7.0171	4.67224	4.72314	0.95124	5.73044	0.82062	9.45505	NA	0.10378	2.71742	1.80767	6.26681	0.08344	0.92996	NA	2.92548	0.09708	NA	1.04374	0.3921	0.42584	0.37402	9.48759	2.23731	NA	3.5381	1.92567	4.20168	NA	0.75872	0.09633	0.09538	3.30584	NA	27.37792	20.31413	3.97673	38.83573	11.81985	2.50603	13.59104	7.46786	23.95568	5.30247	NA	NA	NA	NA	5.25397	2.20168	4.02109	10.72975	10.03734	11.73996	2.43778	13.67669	2.93179	9.88641	38.56743	11.19184	NA	3.48726	0.99435	1.61443	NA	3.48257	0.78912	1.16569
ko:K03796	NA	1.47052	NA	NA	NA	NA	0.48324	NA	NA	1.30785	1.91908	4.73596	13.03935	1.77853	2.38507	0.42607	0.90244	0.42343	1.64843	10.20128	2.41094	16.75569	26.14415	19.47225	NA	28.16732	4.74931	NA	1.32766	1.60701	0.48049	NA	10.9	0.69198	2.10785	NA	0.24142	0.47205	NA	NA	1.15261	0.39196	0.40984	1.77085	4.93888	11.16226	0.8424	NA	3.43201	18.75287	1.40375	8.73041	35.84406	28.59678	12.99283	0.68127	NA	NA	NA	0.43352	2.3939	2.64021	9.34345	1.87578	2.23584	4.54825	0.61892	0.93755	0.63834	11.50163	4.62184	NA	NA	1.13616	2.48578	NA	0.88379	10.61761	3.79067
ko:K03797	17.45981	4471.63224	4174.63705	645.19996	766.2499	680.36394	3574.9243	1608.06308	1537.88623	4008.09716	1145.05541	1240.43035	2997.03759	1224.21125	507.13681	1565.17503	1382.5623	1491.94305	528.34135	1099.28336	796.15383	2769.01304	2510.95943	1142.05289	624.11152	866.74765	992.73351	785.82878	699.614	778.35472	904.98774	3473.27612	2539.42549	1615.13158	1496.75408	1982.3266	1811.6128	676.66034	546.15552	419.09541	3770.70152	2328.96237	2304.19857	955.98905	814.17229	1976.67134	836.21819	351.03001	1124.2882	1179.7659	327.53952	1064.18836	1490.43079	2404.53913	1430.39366	683.01031	397.10673	5234.31848	1005.94295	424.50907	849.2208	2073.58082	1487.77499	1213.00569	1859.58191	862.28168	3021.69663	1063.31751	420.95481	4009.56369	700.49813	592.40762	4591.26352	3222.19942	693.87895	259.14943	2259.7878	2105.65129	793.03025
ko:K03798	30.66118	5138.59448	5333.55844	1040.68601	809.58527	608.8259	4007.149	2580.55656	2138.55314	3389.57282	1013.83831	1450.40222	3686.88745	1318.15211	534.74405	2118.06512	1939.19525	2178.83443	687.57833	1335.68686	1298.21819	2450.43086	3790.17689	1785.3001	812.33149	1496.51096	1316.51369	876.59375	958.08631	753.40891	945.57839	4653.48665	3525.82052	2183.0998	1979.20408	1210.30536	2469.01199	1185.5561	852.15976	448.48637	2000.37852	2220.02193	1441.89694	1985.90121	1374.41856	1975.64407	1017.18445	761.15764	1861.38948	1900.85283	415.25114	1546.0926	2283.42377	3331.96877	1682.84144	1272.16596	584.37216	4665.26219	1487.43613	949.98227	1202.51804	1478.38848	1619.6207	2229.12597	1986.02866	823.09532	5015.5534	1113.76541	808.00015	3444.57504	985.91363	629.82459	6222.34837	4599.35813	1013.85491	663.08045	1899.62731	1689.35159	1235.70737
ko:K03799	0.54782	426.25967	441.04755	127.27267	76.92184	86.2352	513.90557	403.42603	462.00476	409.77716	67.1087	117.68147	374.62618	80.5483	34.59181	159.33065	175.40609	158.69498	95.65265	114.44221	107.93059	372.01651	295.77667	77.62625	61.09892	60.55242	73.30557	89.22609	70.87084	64.84362	78.02332	396.73692	376.6366	243.30746	207.36498	60.58682	155.46022	97.60836	66.88915	13.96414	177.18086	149.10442	108.92679	69.70174	94.58699	145.29464	77.57208	34.38888	84.67318	86.12763	20.92604	122.72399	139.9382	351.60881	123.59003	396.81229	77.20449	837.70118	272.8716	28.56707	75.26543	53.69506	152.02291	108.02686	155.03086	42.23675	361.22284	65.85065	27.10553	147.84113	67.18216	33.21252	371.85002	258.30707	71.85114	22.82379	69.28872	78.09867	55.93604
ko:K03800	1.65146	346.70204	288.75902	78.28746	43.93832	62.90536	301.20649	246.53336	143.94606	231.63863	46.33997	115.14137	276.48503	89.50487	38.76157	206.19121	231.98518	205.5476	104.95809	83.42115	100.28988	266.22758	253.5105	86.2985	58.39499	65.46352	88.44165	126.1183	126.21408	115.30056	145.74756	440.04616	438.94716	262.83546	245.87658	64.85644	174.60722	109.61368	82.15791	12.31443	73.85809	89.41359	52.13787	93.01291	130.5251	296.81745	112.69525	46.77855	140.85808	166.20484	21.84456	152.91498	235.77255	389.8724	142.01738	138.17836	44.94748	669.18097	144.9682	74.16332	136.6715	164.35507	155.62486	155.8605	192.15703	60.06144	704.9431	57.94634	50.11253	241.0969	109.09988	71.27425	556.38923	362.0291	108.36214	21.75174	106.26928	153.72653	84.66768
ko:K03801	1.91176	360.85683	382.46856	80.8676	51.98884	90.18216	487.87371	187.5024	140.49116	205.99776	43.91535	65.12321	123.47176	52.58574	15.97724	133.29573	109.89284	117.76215	48.65491	104.16264	48.23183	241.18964	166.90964	113.91332	92.62941	78.38677	123.23801	118.15942	100.03725	113.83197	141.20254	475.88251	276.92685	205.4529	204.52534	11.01464	69.73477	11.21149	26.15233	13.56796	142.65553	125.60261	46.45541	27.53633	56.05581	212.10417	92.43922	7.39309	97.73039	78.31413	10.66662	134.73128	149.10956	273.88654	201.80599	6.07954	29.36889	470.82743	54.82295	7.40632	86.07542	39.72372	156.43003	35.54232	79.49221	20.81898	216.09793	41.25878	31.35891	297.39686	75.23741	32.12264	310.78304	169.9493	63.65759	0.79735	50.41492	77.20333	35.69445
ko:K03802	NA	3.16108	2.45056	1.47701	2.51156	2.76044	1.4464	NA	NA	1.51378	2.5532	0.15273	0.49377	1.11842	NA	7.77861	6.2857	3.63059	0.14623	14.46358	13.62007	11.20614	15.11183	2.2966	0.14387	0.29452	NA	1.54922	1.28129	2.18525	1.94628	10.19632	1.68568	5.27098	4.91381	0.30117	17.68084	10.65466	9.64864	NA	3.23855	1.49574	0.32639	4.54683	10.38095	6.42205	2.71211	3.67945	10.54427	13.19831	3.54973	NA	1.15712	0.29135	0.59045	1.00674	7.69128	3.41108	0.5893	4.67098	4.47857	3.20184	2.11088	5.91068	0.14762	NA	3.13523	NA	NA	0.14913	NA	0.78422	3.72172	3.95355	NA	NA	0.15445	0.46188	0.15106
ko:K03803	0.12632	536.1602	476.69691	74.28076	86.74139	125.13516	511.20249	250.17078	143.67864	476.31303	130.66311	164.33534	372.0309	142.55182	54.16954	167.00697	137.40167	170.15654	58.8904	122.85315	105.20752	354.93931	272.46687	130.40184	76.1247	92.48146	117.05652	112.15376	99.22443	126.63009	145.28687	535.9635	360.75435	211.7829	233.86731	216.69628	173.71842	69.33944	59.56968	40.94793	392.37788	259.52405	236.69967	73.35419	71.61096	237.67733	142.59742	30.48979	163.81279	144.42716	44.49298	123.27572	186.02856	290.24806	188.29539	56.12781	56.79837	1025.60326	117.28276	68.26174	101.65404	244.85929	206.85049	140.23877	239.13495	109.75241	418.83379	133.38409	50.02469	511.66618	85.10025	63.90209	562.38287	309.55512	72.07099	17.11792	265.85979	263.95687	101.23508
ko:K03804	NA	2.81378	2.03993	0.79962	0.24877	0.4907	1.59348	0.2432	0.46914	0.99049	0.50143	6.96495	0.08692	NA	NA	NA	0.8394	0.25754	0.80145	1.08758	0.76947	3.73326	1.20414	0.2503	1.56989	0.29554	0.6218	0.52562	5.26837	1.2028	0.66707	1.84576	3.69672	1.00105	0.25226	NA	NA	1.55575	NA	0.07401	1.09496	0.4253	0.0829	0.58207	NA	3.01009	NA	NA	0.98852	3.9997	NA	0.10028	0.41924	1.07913	0.45737	1.60569	0.35104	0.43982	0.07504	NA	0.15961	0.15952	1.08673	5.19991	1.78448	3.16534	6.12074	NA	1.07174	1.08994	2.19804	1.71065	1.67362	5.38078	2.46716	NA	0.88441	0.17536	NA
ko:K03805	NA	55.91514	22.2052	4.00019	5.39192	1.00091	9.85232	5.93616	4.14266	3.48741	1.66876	10.6151	11.98098	4.04225	3.12354	7.67657	9.13597	4.29469	3.41227	0.98719	1.6403	4.58114	5.51764	6.73866	3.64809	6.67643	5.75555	0.2503	1.70242	1.09703	2.56263	16.7494	19.69101	9.10049	7.06696	3.5999	1.16546	0.16784	0.44533	NA	8.1978	0.13072	3.79508	1.14498	1.48056	25.18205	0.91123	0.08775	4.9232	4.66982	2.13865	1.98221	2.35963	9.55646	6.55408	1.42551	0.18292	23.47433	1.16021	0.1187	0.46002	4.36467	2.74791	0.13006	4.4619	5.52874	10.33699	5.84584	1.94977	15.91818	5.14502	1.76632	17.82312	12.02911	7.17622	0.20409	2.21485	2.20586	0.85098
ko:K03806	NA	11.43488	10.1381	1.44907	2.30142	NA	2.41687	0.06498	4.41927	3.17647	3.8348	6.63434	9.21303	5.72248	0.16866	4.58217	8.59589	6.07048	4.41487	0.66894	0.73713	9.41626	7.68575	7.83744	4.64908	5.76939	2.73982	0.64822	4.26941	0.67523	2.08952	15.91171	9.15502	8.55639	5.96722	11.18475	4.32245	2.74487	2.05486	0.6396	9.37489	2.12824	8.50951	NA	0.57212	14.29698	2.05898	1.80652	3.31854	6.22183	0.52229	9.31283	11.06271	15.26168	7.54683	3.26017	NA	13.64919	NA	0.96199	3.3214	0.83992	5.56466	5.82917	12.51648	8.30508	16.51511	3.23954	2.04696	22.32212	0.66155	4.27937	19.66086	22.53655	4.2844	1.20645	28.15379	40.81887	5.71299
ko:K03807	NA	5.2586	6.46003	1.04785	0.6868	1.20143	19.98936	9.81356	9.82475	2.17021	1.08559	5.03384	2.95423	1.34308	0.31485	1.35172	0.72662	0.72788	0.93332	1.04762	2.79717	1.39228	3.81111	1.60191	1.71094	0.93146	0.88295	1.50057	1.48062	2.73288	2.46772	9.91623	11.84194	3.85694	5.09385	0.97896	2.24463	0.68773	1.42349	0.26835	0.88534	1.43057	0.37494	0.95923	0.43307	10.08331	1.29694	1.61408	1.45306	4.19254	NA	1.27511	3.39305	12.28554	2.00894	0.42033	0.65618	0.23196	0.77289	1.20777	1.44666	0.45356	1.47823	1.3524	4.28664	3.30314	6.0109	0.27593	2.15708	5.07001	0.53975	1.37943	5.8304	2.80059	2.99562	1.40865	2.84675	3.24717	1.09749
ko:K03808	NA	2.19547	3.78575	0.38501	0.30352	0.42079	1.13132	2.67817	3.04776	1.12078	0.34482	11.53864	4.45426	2.42699	0.40649	0.80135	1.23575	NA	1.50196	0.59756	0.90976	0.33184	4.04443	1.09007	0.82077	NA	0.55615	0.45798	2.01843	0.56475	0.61197	0.88581	8.50928	1.12783	3.41709	0.59822	NA	1.8067	NA	NA	0.71806	1.1858	0.18298	0.71494	NA	23.51541	NA	0.37444	0.15305	3.66577	0.57245	0.21089	1.28434	7.74979	0.94589	0.71291	0.23351	1.66917	1.22945	NA	3.70538	0.81595	1.58596	10.49673	9.63709	5.81725	7.57807	NA	1.65179	3.93643	4.37112	1.29476	4.08129	5.44837	8.66532	0.94687	3.13623	5.52874	0.76173
ko:K03809	1.72066	13.97063	13.27495	2.55664	2.96371	2.44326	13.14664	6.94197	4.14262	1.71733	0.44316	11.97655	4.10315	3.99621	1.05984	16.40168	9.35743	11.9396	4.64999	1.16828	0.25947	0.215	2.47055	0.79781	0.29382	0.24886	1.24187	8.56637	8.42318	8.1063	9.78949	15.86213	12.54466	7.0419	7.89462	NA	6.74897	1.83575	4.7599	NA	1.25913	0.8458	NA	20.12381	3.00226	14.61701	6.17762	2.8429	6.80258	20.03804	1.72262	1.69499	0.86403	25.68841	1.9294	0.72925	1.052	3.5088	0.24897	NA	6.46372	0.84102	5.78854	6.87564	1.90331	4.02217	5.92972	4.09737	1.63936	13.84202	3.59812	2.81208	11.29091	6.77636	4.09721	NA	1.94402	2.9012	0.46219
ko:K03810	0.37297	72.55802	169.83194	17.18001	16.91521	19.44805	241.62711	33.79462	35.86571	348.51657	110.70571	154.48462	281.01224	112.73395	41.64916	9.7227	13.10998	7.21745	2.04857	3.24726	9.42564	8.2604	18.27988	27.95541	6.57197	37.70243	15.91451	3.74748	4.8142	6.15584	3.08823	17.99383	17.35441	6.86615	12.79773	204.53655	102.84264	29.15693	27.15932	0.83606	7.83943	7.45122	4.52333	6.312	5.78162	26.20414	4.99467	6.41068	29.69894	12.09974	2.62939	10.90235	8.52373	12.71783	6.33572	0.9724	4.10138	10.53439	3.89754	3.86334	6.11764	4.68388	11.41137	4.76751	8.05121	16.38614	35.43186	42.10772	7.15698	187.83393	8.40073	6.77282	42.86585	17.20841	9.20257	1.85168	174.08493	107.53064	20.69862
ko:K03811	0.86624	307.62458	358.61765	58.93141	45.37639	80.97767	391.25251	201.22407	177.28198	478.45249	114.18516	140.50599	401.66562	179.55879	56.88256	159.49904	197.67841	183.8688	54.48077	124.05435	58.92096	294.64216	239.18914	93.99017	72.7891	67.21954	92.60115	94.57384	91.17196	109.95069	135.98538	410.28445	231.25438	173.33078	179.59256	26.01491	143.84003	29.96606	65.99871	26.80349	437.92151	193.34397	245.03456	30.44636	66.00211	264.31925	73.67094	21.17975	93.937	106.78397	32.37622	118.90843	127.51818	191.17396	175.06857	25.74617	28.24863	550.91277	64.06498	28.64654	78.26113	278.40583	170.6434	123.04532	237.32546	150.25979	399.33143	98.43682	46.82768	444.23014	57.00509	51.48293	393.96243	241.81034	69.94409	16.20076	224.90554	138.97875	69.17098
ko:K03812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.63358	NA	NA	NA	1.60009	NA	NA	NA	1.84197	NA	NA	NA	NA	NA	NA	NA	1.848	NA	NA	NA	2.3167	NA	NA	NA	NA	1.74049	NA	NA	NA	4.48532	NA	NA	NA	NA
ko:K03813	NA	21.8715	19.64818	4.06156	2.92797	1.7588	18.4563	7.58846	5.64362	7.78857	6.42266	11.07846	16.41623	10.28448	4.6447	14.09058	9.9485	14.00116	1.47737	6.61068	5.4098	9.52608	13.64251	18.44699	12.99979	14.96079	16.32079	4.02669	2.90045	3.65174	8.67075	46.24672	36.46173	22.57848	15.96358	4.81259	4.06329	4.00994	0.73383	1.07997	16.09697	5.80649	6.02268	8.96538	1.57475	13.44687	3.75138	1.40097	9.48952	5.49102	2.73379	6.79951	27.79409	21.40645	18.76503	2.51378	2.24485	16.3129	3.00772	2.98175	8.00113	0.8859	6.51266	11.46843	14.33382	3.70109	28.17111	4.68896	1.41802	25.70265	7.78298	4.41398	36.72078	17.44117	3.77017	1.05918	4.69864	3.71005	3.26567
ko:K03814	1.28643	473.17812	424.81516	52.97534	67.77191	84.5981	372.67077	158.55397	126.88007	501.5146	161.01931	153.06675	373.84863	190.17615	60.21076	84.48487	85.10663	78.83953	40.5442	117.11838	68.23911	424.85433	181.52706	85.50028	59.06386	56.80195	88.61984	95.24831	68.98174	96.37928	129.5432	373.0138	236.92127	150.38015	160.63405	202.00928	164.86248	47.76316	44.61894	41.25062	619.70945	279.52308	351.46691	20.46195	46.94129	185.05356	62.52703	10.99435	63.99201	86.3923	33.67122	80.78599	99.98842	197.33806	107.22303	34.84123	40.20661	725.52019	72.52838	15.26002	59.64369	234.58822	138.71832	46.26914	208.41778	111.14829	200.39534	110.16307	11.48539	478.00187	48.59954	56.60784	534.17988	335.53924	50.20168	2.97588	278.41955	236.86226	47.14155
ko:K03815	NA	12.14901	4.64494	2.95622	0.99587	NA	1.11299	NA	NA	2.10112	1.06413	1.44016	11.53946	4.84635	3.00196	2.8688	7.2865	4.92354	1.65793	NA	NA	1.0291	2.80717	5.41608	4.96769	2.34921	0.88594	NA	NA	NA	1.40577	15.99891	12.18525	7.5865	6.70635	4.49035	0.79555	NA	1.06597	NA	1.23349	NA	4.17938	NA	0.55144	14.05624	0.97658	0.77334	2.71842	5.34458	0.33271	0.85843	0.50491	NA	NA	1.60969	NA	6.94788	2.30462	0.23147	NA	0.22758	0.65558	2.96386	0.77215	0.54845	5.779	2.76048	0.91429	10.1861	1.99811	4.34054	13.98778	13.22253	4.88625	NA	1.90218	1.97675	0.23522
ko:K03816	29.88241	1842.3964	1754.62331	340.43531	328.36966	192.57195	1272.49348	851.62009	674.36988	1694.99449	454.02276	552.68157	1433.14104	487.28201	184.66946	668.53261	575.09767	679.26034	245.65659	412.10819	425.31818	850.63781	1164.29317	526.61659	256.3663	420.73762	407.8412	280.93556	271.29459	251.82049	318.81885	1714.44994	1238.22917	807.24512	752.50176	721.37752	904.07697	438.8112	255.37238	171.62033	1129.03227	894.93869	807.31006	560.61787	392.51144	616.39111	315.45755	274.78601	465.67063	537.86577	146.88181	489.70229	674.75093	1022.95263	496.70802	502.35282	204.28163	1494.98275	562.82133	290.68849	389.87661	735.3833	460.38437	767.3236	741.73156	393.50866	1715.53879	434.56015	224.69069	1237.54327	257.34705	249.95281	2180.3597	1685.86414	380.21038	242.35664	880.01381	759.45535	430.47345
ko:K03817	NA	42.88096	70.74613	11.81764	10.4556	18.04535	60.0697	29.89608	19.94672	25.65028	8.81325	9.90102	34.65933	5.91438	5.47163	23.70366	13.4021	16.74146	9.15309	16.77453	9.87932	31.57871	43.8154	51.49745	12.30852	64.99741	21.94961	7.15777	15.50267	3.55658	6.84253	64.99827	45.64476	24.93731	22.86327	2.27578	20.82238	10.12715	7.17214	3.08516	24.04854	24.64135	19.48291	10.07423	11.44818	68.60983	31.31266	2.89935	16.21534	19.32973	1.89326	48.19595	74.76297	102.67856	39.6628	4.41448	6.16718	37.25611	8.74867	2.66576	12.73611	16.0684	39.67776	23.08395	36.75796	6.52972	105.42809	8.63235	5.94324	54.23993	9.14764	12.01734	61.83461	58.21481	23.3826	0.56846	13.01216	16.74477	15.64574
ko:K03818	NA	129.57312	140.98993	20.74963	14.02325	101.73753	234.38076	103.2189	181.87676	95.29005	26.53925	25.19033	50.28862	17.63222	8.87553	63.63825	52.63535	66.25162	30.93913	31.08616	21.68962	67.16733	50.62863	84.80273	53.90871	53.12695	73.86454	100.55784	77.95815	86.94827	154.74553	69.61482	45.17175	25.27272	33.52397	9.53764	21.58545	1.1687	7.00751	13.91348	65.03199	48.47983	21.57501	8.5593	23.55159	123.02038	32.61191	3.68472	42.48124	19.12146	8.29089	73.84012	115.62157	123.61798	107.13677	NA	8.47917	90.02937	8.58538	7.9383	38.06667	9.14906	59.03323	14.96498	29.39172	9.41312	84.63698	9.36838	10.37098	104.56492	19.69424	13.32341	134.61118	71.80903	33.30704	2.99167	30.94676	39.88971	18.9103
ko:K03819	NA	8.57373	5.61752	1.08963	1.11821	14.40206	54.18135	26.35132	19.38789	24.187	7.33682	6.76301	13.17592	4.04816	0.41679	14.02069	23.84947	16.08349	3.24588	10.17855	9.23444	15.7062	32.5231	23.4715	12.18736	13.15451	18.09519	19.29315	11.24104	11.96606	32.64509	33.17387	14.42482	10.90458	16.27544	1.72342	4.77681	1.66662	3.17525	1.412	5.14049	5.35875	1.38398	5.15127	19.98117	73.6814	18.25122	10.91431	32.60634	40.69656	12.68409	18.72463	19.82743	32.52613	16.2674	1.69275	2.10112	44.12092	9.416	4.64392	5.44405	2.08973	6.23539	2.52824	9.32068	10.64455	45.29322	13.03526	10.70843	37.31234	15.65629	30.94001	99.14253	63.28569	13.42224	2.04825	2.50966	4.50276	4.93015
ko:K03820	NA	123.78458	150.40309	27.98404	14.8253	18.19926	116.20776	27.5991	17.13078	100.99064	17.31546	35.81388	76.20227	24.79278	11.9277	47.25353	39.76036	61.3971	15.41897	40.74176	17.3888	62.13363	85.04791	128.48274	45.8093	89.63219	93.9233	37.4077	37.81683	27.13936	41.6527	316.37584	98.98555	113.51882	102.61915	22.85191	99.20292	34.76216	37.43163	5.37206	24.93035	21.47749	14.68358	22.4113	39.07368	116.16454	35.81211	3.45138	62.89256	74.52879	9.90282	50.38348	68.26574	108.49392	55.54035	7.51766	19.36144	85.18249	26.73742	7.28893	17.19953	28.91692	47.18121	31.27358	40.90329	15.43523	133.04506	26.92165	27.37477	157.46153	36.50079	14.83428	307.37552	174.43934	43.38861	1.72887	28.63889	30.92255	13.36745
ko:K03821	NA	108.2515	58.03378	16.42667	12.29089	7.80629	20.92518	28.44275	36.86815	35.34764	11.03424	17.98243	37.7522	11.34518	5.2367	25.9527	35.88469	12.19205	10.02876	7.50789	1.33232	5.93398	11.10789	23.57504	13.74568	27.09922	15.50508	6.64929	14.8243	5.52018	9.62019	94.65146	104.45552	39.91626	59.50477	2.09886	9.38682	5.61807	4.92876	4.78993	10.71809	27.46641	10.38713	6.76945	9.06605	7.1235	2.9826	10.63872	14.31617	25.89665	1.53001	6.91629	20.20404	27.43509	7.11631	3.37097	2.91159	4.18185	3.97787	8.56662	7.64385	3.7403	9.54101	12.57322	18.6005	3.79769	35.56611	25.47627	7.47638	13.52346	6.60606	3.02797	36.59122	24.40168	6.95253	4.90982	17.9274	13.51818	10.01782
ko:K03823	9.82016	1713.63548	1709.14224	312.29737	313.78217	220.35554	1471.96016	953.87193	949.90542	1311.57567	210.72983	347.88447	865.69621	227.39084	119.74335	702.32465	664.59142	687.45132	262.74764	459.16476	456.31738	865.33554	1379.18993	524.33872	277.16963	408.7191	350.85298	262.52886	277.18348	209.59496	280.88297	1422.78241	1097.8728	694.0823	607.88839	390.59661	738.26607	354.0466	233.73387	156.79512	435.60546	733.83668	352.71892	485.00561	324.65232	482.42582	224.29453	210.60091	444.83108	438.3254	95.22657	538.80434	692.87562	1064.2073	494.53192	806.31932	190.09281	1224.69583	494.49077	271.14805	336.27015	231.68119	399.47942	652.24212	485.93713	240.07633	1337.17783	261.56649	174.77599	693.95473	257.71879	164.2747	1670.17859	1169.96525	305.26659	166.16189	456.02962	537.58904	339.18516
ko:K03824	NA	23.09875	24.16173	5.53101	1.14376	15.37825	101.96969	9.27776	29.07105	29.55412	1.29579	8.35741	4.89605	1.12403	0.4539	9.8427	32.76354	13.10076	7.08737	8.28746	11.66773	8.97329	24.79274	24.83025	2.69956	31.43826	10.8724	7.55552	5.61979	8.26488	8.77468	29.18614	47.47619	64.8096	70.41692	2.17644	2.41458	0.75528	0.0892	2.8267	6.66578	11.12528	5.55635	10.4415	7.66024	17.08276	2.08124	1.69309	7.53259	11.61804	0.36488	9.49011	13.9142	18.82005	12.99363	NA	NA	2.56607	0.73832	2.56478	5.3685	0.70411	2.389	4.09074	5.48903	3.63953	9.46418	3.28654	3.41497	13.46923	6.5164	0.75637	15.9943	9.44714	3.85283	5.32708	7.09924	14.88153	6.20037
ko:K03825	NA	17.08995	24.88136	7.48568	2.93736	11.55151	238.55303	52.41527	86.95141	9.12956	1.62743	11.41468	18.23381	4.62446	2.02887	14.04065	12.53744	15.5613	12.07124	51.75645	38.63383	157.37906	72.5681	49.96776	26.40682	43.21702	53.50165	5.76772	4.94094	3.88979	2.51081	63.06074	62.86342	18.05536	18.11179	4.83639	7.61542	21.37386	1.59613	14.49822	21.71334	12.6139	17.07172	11.19562	1.00191	10.1795	1.33962	0.80977	4.2762	11.85801	1.12047	5.41982	14.33882	23.64934	13.70489	6.19176	1.56243	21.0787	8.84412	1.73185	3.67343	4.09623	9.65997	5.89741	4.21821	4.1369	4.82174	5.74437	8.85939	20.95565	7.99965	6.22446	30.98958	26.21985	10.42775	10.96217	25.68841	14.51637	22.89919
ko:K03826	4.07146	1337.20913	1280.76921	277.63807	236.08872	115.28539	885.6285	572.50808	492.33984	680.67418	168.62856	355.9936	686.40998	198.12553	83.55361	473.35848	479.16299	465.83016	167.9208	308.88195	325.07271	525.12287	1002.14621	471.99865	204.5364	426.06434	416.06651	195.13713	227.15793	187.53975	187.25694	930.19264	748.99797	449.61768	427.61809	206.67241	518.51259	328.19223	234.42945	92.60938	250.81715	468.68621	222.30525	521.9108	330.95802	373.92777	191.44198	271.79298	393.37205	401.49533	106.60679	327.35853	526.09284	871.01416	394.12773	268.58398	105.83401	522.1435	282.23562	274.07072	349.65123	277.4723	334.08034	704.05165	435.66523	166.0518	1144.90856	226.59527	190.27087	543.81493	223.35428	104.51917	1184.88002	955.79201	277.7245	155.79744	306.83594	297.60117	276.74244
ko:K03827	1.17068	835.69174	1002.37538	193.92617	131.53279	284.48734	1240.99624	464.61262	500.81096	973.49975	183.41538	213.764	424.19675	165.71642	45.03095	305.85369	248.15833	305.25223	121.73879	268.46653	189.06302	637.93624	458.49663	370.72207	208.05413	197.09934	329.5976	316.87358	197.64229	316.40482	356.41884	1234.68862	688.48011	443.2727	404.65163	48.0235	204.78179	79.33685	76.93535	69.03292	326.39252	390.00709	154.08931	145.58745	161.60084	443.44404	189.04339	29.3727	158.64828	167.42555	36.82793	410.95201	487.09954	780.42319	467.52724	139.44101	74.25846	835.01054	145.94821	66.12823	213.1884	77.57445	375.03928	170.09287	240.90681	64.52619	759.47353	117.31568	68.47353	578.74822	169.89912	93.1916	872.16354	560.64391	144.6256	24.40755	121.10416	151.70941	97.01919
