feature	ERR1995525	ERR1999767	ERR1999768	ERR1999769	ERR1999770	ERR1999771	ERR1999772	ERR1999773	ERR1999774	ERR1999775	ERR1999776	ERR1999777	ERR1999778	ERR1999779	ERR1999780	ERR1999781	ERR1999782	ERR1999783	ERR1999784	ERR1999785	ERR1999786	ERR1999787	ERR1999788	ERR1999789	ERR1999790	ERR1999791	ERR1999792	ERR1999793	ERR1999794	ERR1999795	ERR1999796	ERR1999797	ERR1999798	ERR1999799	ERR1999800	ERR1999801	ERR1999802	ERR1999803	ERR1999804	ERR1999805	ERR1999806	ERR1999807	ERR1999808	ERR1999809	ERR1999810	ERR1999811	ERR1999812	ERR1999813	ERR1999814	ERR1999815	ERR1999816	ERR1999817	ERR1999818	ERR1999819	ERR1999820	ERR1999821	ERR1999822	ERR1999823	ERR1999824	ERR1999825	ERR1999826	ERR1999827	ERR1999828	ERR1999829	ERR1999830	ERR1999831	ERR1999832	ERR1999833	ERR1999834	ERR1999835	ERR1999836	ERR1999837	ERR1999838	ERR1999839	ERR1999840	ERR1999841	ERR1999842	ERR1999843	ERR1999844
total_reads	10070428.0	16155679.0	15702257.0	2988084.0	2834113.0	2375894.0	13904317.0	8230438.0	6977131.0	14419415.0	3434735.0	4756803.0	11311160.0	3965173.0	1616129.0	6135137.0	5523770.0	6169522.0	2129698.0	3832831.0	3531257.0	7655484.0	10293363.0	5166744.0	2602789.0	4139123.0	4036624.0	3013850.0	2958012.0	2924729.0	3520100.0	15639829.0	11226559.0	7403277.0	6820868.0	4963098.0	7194306.0	3343582.0	2356797.0	1372546.0	8058079.0	7119241.0	5571199.0	4760295.0	3784609.0	6585411.0	3106989.0	2014321.0	4711137.0	5132007.0	1225321.0	4635499.0	6594260.0	10016859.0	5421626.0	3783512.0	1640858.0	13542199.0	4162096.0	2324105.0	3458635.0	4916290.0	5104831.0	6377806.0	6189588.0	2762031.0	14208763.0	3409099.0	1986107.0	11326648.0	2786900.0	2021090.0	17930193.0	13537255.0	3091244.0	1656014.0	6128385.0	6048165.0	3540509.0
filtered_reads	9864173.0	15031951.0	14710158.0	2779354.0	2608624.0	2246688.0	13134420.0	7669002.0	6515079.0	13158718.0	3174593.0	4428925.0	10543001.0	3664915.0	1487274.0	5718253.0	5153127.0	5711581.0	1983701.0	3560861.0	3275598.0	7028948.0	9465786.0	4848889.0	2443971.0	3809041.0	3754917.0	2846835.0	2784985.0	2715941.0	3301498.0	14728004.0	10535078.0	6914743.0	6366591.0	4577671.0	6677942.0	3070637.0	2169960.0	1283039.0	7564158.0	6613533.0	5170328.0	4415172.0	3510797.0	6112819.0	2872967.0	1836648.0	4313578.0	4609564.0	1118932.0	4338550.0	6161871.0	9322108.0	5051810.0	3505220.0	1521387.0	12239749.0	3836273.0	2146932.0	3224865.0	4581915.0	4716844.0	5897508.0	5775427.0	2552250.0	13076505.0	3155250.0	1827967.0	10456190.0	2554987.0	1897623.0	16797536.0	12563460.0	2864605.0	1525643.0	5652316.0	5502803.0	3224279.0
category	402786.73944	3198663.49641	3155181.98984	601517.54837	542429.91171	459224.4327	2829253.75891	1707962.02852	1462860.07784	2544583.2993	659835.25586	933295.03098	2281660.0323	797565.04001	325656.59265	1250455.62521	1145066.46223	1258786.17915	440581.98442	780966.42342	731530.19229	1506087.53573	2092934.89673	1047652.41567	518759.3416	827364.65836	807584.59162	584432.95904	583908.92016	536274.94055	659639.88141	3087247.61103	2282844.20322	1481822.92556	1347534.97083	953021.98258	1469757.82771	685329.71229	471936.30894	274913.96829	1572857.07607	1404187.46302	1090720.57728	991331.19956	758448.18782	1310197.65653	617718.24391	391995.56281	936865.38684	994888.56116	239754.3634	915567.10416	1310236.94596	2004911.33987	1049582.18486	850918.70836	332460.1774	2620879.42479	880445.37044	463297.89096	697527.0075	987994.07197	999864.35829	1229300.89291	1220398.96315	553166.17518	2792454.66349	677295.35365	403456.45837	2201860.92821	551502.51548	399618.71429	3603619.19441	2713206.6714	618650.28046	347224.52031	1227422.00198	1176524.87875	719944.15985
ko:K00001	6.93687	806.2639	885.46896	155.21829	123.75486	115.1564	603.21912	357.9168	351.83786	457.14357	116.8487	192.87153	338.79379	88.98936	50.57198	472.65987	480.47886	555.95374	214.35095	255.67309	268.5442	710.44053	625.65088	427.23318	158.52423	307.55133	304.50388	217.34269	176.74016	125.48966	194.47795	1013.27574	692.34486	516.88934	479.2832	182.28569	494.48005	238.43393	122.59637	53.39875	204.06595	257.2434	117.07526	219.76412	206.71001	285.32202	95.25122	87.77735	238.25083	206.67906	47.65911	289.64832	444.92735	572.38296	330.92802	253.73131	141.75018	1477.83876	371.43797	99.00586	217.24623	89.62001	210.91074	312.90218	300.11267	135.20314	618.75279	97.98132	72.24471	350.59195	130.12086	99.30768	1163.63896	820.51651	230.69143	72.50312	189.43373	188.04987	135.65686
ko:K00002	0.78147	411.76709	238.59079	35.63501	91.21769	18.31808	92.49866	82.13973	52.33212	364.93208	157.52364	146.25986	409.43876	179.26858	68.0087	70.17751	52.09663	82.19707	26.48629	26.20215	13.96805	45.18445	98.49255	82.10623	26.64925	64.30868	53.08307	40.1152	36.7571	23.60977	44.96381	268.42294	135.56164	91.66784	75.10847	17.42238	24.16213	26.7659	22.73301	4.87598	27.7803	32.55781	22.87034	43.85359	40.88078	103.78395	31.08097	22.38933	58.88327	77.73738	24.28437	102.30256	137.29537	135.74298	120.75764	25.95208	9.90624	170.00586	33.78281	35.74246	38.97158	20.80456	39.10875	73.625	55.2193	11.94996	154.92498	43.34469	22.46875	65.628	41.0094	18.56473	155.37758	116.36384	21.57283	28.44624	49.59481	43.91312	53.59403
ko:K00003	6.52581	2017.0389	1920.65782	411.69324	327.32282	217.73022	1802.47947	1347.86692	1129.77647	1246.81488	282.4716	546.11918	1386.2136	402.48048	155.60757	996.3785	959.12266	997.39158	358.41404	498.59622	570.12313	682.01756	1556.30344	753.71964	386.36686	584.34668	544.98188	366.0035	400.02911	290.53068	348.2351	2270.72093	1693.18299	1047.13099	902.592	397.03764	1050.64109	557.54749	344.08328	160.64253	485.99659	837.52174	435.61372	859.88915	641.11859	866.89422	394.49835	341.33271	656.15244	649.491	151.6381	726.35355	990.22771	1449.62728	686.3703	615.7766	228.62395	901.90614	570.12089	389.49366	512.11465	440.84518	513.15175	999.0495	732.27179	308.81885	2119.74024	409.99857	319.87396	1035.86417	349.29513	216.45702	2426.05941	1779.30655	420.29878	326.89129	700.79625	608.30851	594.12291
ko:K00004	3.52056	42.25687	48.18854	10.36109	5.16627	2.47623	32.88771	25.28958	13.54618	11.40468	4.89915	19.60839	38.62051	21.17367	7.75273	45.35346	33.50397	65.17206	2.49224	26.97999	20.07505	50.24319	68.18135	15.2592	7.00369	6.17024	12.77608	12.60372	29.76943	19.15555	12.32167	85.20805	57.30296	32.10577	44.37624	3.87783	71.83036	14.37012	16.38064	8.92323	13.35972	14.00253	40.31401	74.81959	42.15912	64.60524	83.38132	6.50623	19.40857	31.50254	5.48008	15.43694	23.96586	29.82563	9.45172	9.3128	4.35071	111.49815	28.09444	17.74549	39.40796	7.47578	49.98767	122.66185	65.23166	19.11082	160.4813	27.65605	11.67008	36.20847	20.08608	4.87449	63.50324	49.01586	22.3169	7.49393	14.31376	29.46874	16.23377
ko:K00005	0.10628	1151.41915	1210.35333	321.02891	156.64441	165.48957	1513.31496	884.49661	833.06798	839.13443	159.97457	270.11736	661.72452	164.29364	61.22319	396.62192	380.5683	410.90708	187.92069	204.07803	223.54343	269.5981	728.90674	445.68793	189.92725	333.33148	357.50895	155.95324	161.57324	121.47945	145.66302	1288.19593	1013.42377	638.19488	610.42688	303.18151	731.16935	353.44106	178.57924	104.19601	289.54986	444.91291	293.1638	400.59748	243.12275	314.9838	86.34756	147.23095	209.87615	285.66534	57.83698	272.12728	390.36576	540.59308	225.87531	901.43869	188.08309	527.8216	507.76822	138.94192	199.81992	147.75501	198.88621	431.95151	294.92346	135.66068	1218.59376	224.21512	143.45504	362.68763	148.35257	106.71901	1254.57671	824.45616	273.70311	189.97525	289.20438	300.08016	298.89052
ko:K00006	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14491	NA	NA	0.73977	NA	0.75306	0.96493	1.48701	5.47995	NA	NA	NA	0.78058	NA	NA	NA	NA	NA	0.34536	1.618	0.76348	0.61603	7.63012	5.46505	3.32152	3.35093	NA	NA	NA	NA	NA	NA	NA	NA	1.49487	2.30766	NA	NA	0.44048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06249	NA	NA	1.20984	2.00801	NA	NA	NA	0.93076	NA	5.70947	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K00007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28654	NA	0.35519	0.56901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52381	1.24908	0.24529
ko:K00008	3.28055	1507.01102	1553.42509	329.07616	269.05351	215.41962	1561.53989	1068.62661	948.72715	1303.18626	290.94289	484.02563	1476.71458	430.11467	162.23554	510.22876	515.85855	564.75176	191.1109	255.7133	242.55915	322.08552	933.92678	580.21033	217.75394	446.70316	432.29593	206.87811	274.57412	161.11543	175.56046	1703.59948	1027.86163	792.42122	646.84566	249.4165	637.42491	320.43271	194.54716	107.8842	570.28446	499.72762	480.50876	408.68956	299.99527	495.60006	142.91953	159.41477	261.04464	308.37241	82.75788	406.585	582.10527	838.86187	374.69523	595.17965	175.10034	515.29044	512.36483	205.04516	338.69401	457.61537	250.26497	559.4929	526.49426	292.19432	1299.35157	328.53313	165.19555	801.12124	215.29961	156.1416	1433.93852	1049.05139	255.82039	203.01452	400.68529	418.36972	316.16055
ko:K00009	4.58324	2067.66814	1542.19554	266.88413	391.01404	220.74111	958.49381	452.92095	368.28396	1575.83032	550.71657	601.49196	1335.52247	624.49062	240.56698	527.91938	454.11497	464.39066	218.98647	232.52107	183.36408	645.00069	601.53003	305.14915	187.99475	225.84551	260.79832	252.54631	220.44894	283.10099	247.77573	1219.95981	1271.63359	616.21533	562.22768	586.84696	634.41012	260.50426	133.29585	172.4939	1796.89245	997.26099	1197.26259	271.6216	277.34709	649.80417	222.057	113.00013	259.36413	313.70527	122.40394	332.1038	474.77494	823.71942	498.84021	381.75658	126.37041	1588.8563	278.47018	88.50934	289.89849	634.17561	376.12794	357.48555	692.54256	362.4747	791.40128	476.94473	83.10228	1688.32811	172.22209	259.70797	1649.03007	1210.69917	288.40368	99.10847	739.69139	780.78492	280.75861
ko:K00010	NA	489.97105	374.00882	102.98542	52.84792	87.2348	783.95302	472.18084	691.38408	349.07847	49.7736	70.32742	179.45231	58.56353	25.03265	160.7881	178.70231	161.47858	71.75276	95.58576	98.88436	113.15189	294.3104	107.59082	42.56586	99.71203	91.89579	40.74081	56.30352	35.63227	28.81925	245.8413	179.46656	133.72342	111.53802	38.68778	135.60573	96.66167	48.4835	42.09141	151.19586	258.04298	164.73227	124.36919	71.52246	109.24503	124.83452	60.53345	100.17097	89.18593	22.83816	63.05632	105.17739	103.74742	58.99629	650.16593	72.24646	352.22681	242.35029	53.078	74.27882	23.25672	68.50575	253.88681	122.29619	41.08698	307.66748	82.1314	55.96329	81.43199	73.9922	25.51473	267.60846	269.03669	75.41421	46.11261	80.69951	108.6189	101.32593
ko:K00011	NA	1.21077	0.80672	0.39953	NA	NA	0.43794	0.43998	NA	NA	NA	5.21521	5.94791	0.94475	NA	NA	0.45436	NA	NA	1.31055	2.07137	1.44919	5.24053	NA	NA	NA	NA	0.8371	NA	NA	1.19721	6.64336	7.1121	5.06665	2.07876	NA	NA	NA	0.27937	NA	0.42689	NA	NA	NA	0.27346	0.86474	NA	1.29741	NA	1.53322	NA	0.77487	1.29652	2.16236	0.74286	NA	NA	NA	NA	2.89037	NA	NA	0.76411	0.80842	NA	NA	NA	2.32769	NA	1.25041	NA	0.45981	0.92842	1.35687	NA	NA	NA	NA	0.42219
ko:K00012	4.45761	3604.57882	2877.61704	481.15653	663.83159	503.78796	2472.35509	1560.45804	1280.77097	2076.72025	547.69992	609.98483	1414.83699	561.67679	243.02448	774.60885	718.61867	977.23203	305.08125	505.88009	422.87275	1012.96008	1052.91267	656.91843	348.84138	461.12376	450.72042	510.17124	410.06981	486.9942	624.67309	2229.39455	1277.95083	850.50248	859.55548	633.34084	997.57787	408.73763	313.21396	242.26042	1635.92714	1231.82406	1090.25657	475.24891	438.87655	853.02386	343.88356	219.12294	513.77233	565.20907	171.00599	613.35138	909.76253	1345.09035	873.37712	729.6158	272.11156	2355.98036	680.7075	349.41167	530.71603	1239.54589	862.64603	931.35581	996.56041	484.95696	2127.58089	516.23924	232.81995	1757.20225	377.32692	337.64725	2932.46988	2120.20082	404.86631	211.73062	982.80291	913.73754	492.90766
ko:K00013	4.44269	1927.53611	2069.67731	394.74262	355.2751	304.56197	1889.72476	1267.84709	971.36824	1502.99271	445.99865	598.52566	1541.50261	506.43288	195.2689	825.67607	805.06283	842.77166	288.11553	487.84907	481.59414	796.82186	1298.89841	707.01123	363.48655	539.10344	581.3703	386.64426	365.03786	322.12459	417.75489	2072.54718	1528.84596	1058.21474	970.39899	635.05566	1047.06974	531.24847	287.79705	195.67975	1037.49121	939.82278	767.54653	611.25692	499.2017	757.58865	331.31384	241.44482	479.768	519.28989	129.28441	585.36702	890.77032	1403.33867	689.72353	584.38889	220.13358	1302.02345	607.7897	237.92555	407.53711	631.05983	543.21519	826.55367	768.49258	342.55215	1780.8295	413.39108	260.93161	1332.65797	311.23588	272.4712	2421.76324	1821.89201	410.85469	266.40644	896.44644	776.0251	478.59549
ko:K00014	37.51713	2917.64018	2918.27312	539.88492	507.58295	350.95613	2213.93321	1479.50009	1220.29628	2026.55539	585.9813	803.17746	2006.21518	686.13097	301.79689	1085.47649	946.92111	1088.87442	385.11073	618.16235	616.37356	1258.01211	2001.96085	950.95402	527.94498	770.79517	758.05026	485.82956	550.08701	416.22677	555.48803	2564.20622	2012.99821	1340.22688	1177.21888	925.89292	1368.54823	655.73122	449.06651	248.07633	1302.03756	1213.98389	900.47217	951.79473	745.77665	1124.36909	476.00729	381.48738	737.9774	845.20177	211.16835	755.93244	1141.89222	1662.99872	827.14327	710.26677	341.21549	2093.784	796.51246	447.26237	609.9835	988.60128	893.84661	1135.05111	1099.17854	492.96431	2493.76609	612.95137	358.56109	1848.82165	454.84332	382.8824	3403.23052	2547.15201	577.08694	361.03305	1201.76326	1068.59945	737.67057
ko:K00015	0.61908	114.91365	85.53367	25.39495	17.02002	17.52546	56.83954	53.43877	34.36976	36.27841	8.21541	19.00786	51.6855	11.24699	4.15474	37.79993	25.39211	43.31233	12.17237	21.22	22.42839	26.89395	66.06085	23.94599	11.05578	7.88793	13.78678	15.90532	12.02491	12.81551	17.2106	140.0061	191.06406	102.93919	134.35752	6.9395	49.43055	17.91694	17.11185	2.36033	19.47809	28.1249	9.96969	24.59152	20.97162	50.02928	24.83065	7.99446	21.63441	21.91187	1.47889	20.24092	30.2046	53.90807	26.37328	8.74062	3.80448	37.11943	7.75416	24.7969	21.03948	10.78985	43.63525	23.71807	16.53387	5.96152	62.27429	48.82174	28.1217	126.06119	44.51335	8.34819	89.60313	63.24621	11.23845	7.15816	12.69246	27.14388	15.68171
ko:K00016	9.97263	1716.26273	1951.25367	489.39822	324.53118	269.29523	2361.1826	1685.89177	1672.41908	1999.41737	379.43218	451.9998	1197.86032	376.39672	146.91787	788.19969	748.31853	756.21845	319.03663	514.71471	592.92674	674.97251	1538.19899	518.51498	252.01055	537.319	425.62067	262.35676	278.27615	229.99898	276.31258	1382.29787	1278.56735	805.98043	716.01592	424.72968	931.45561	530.51271	291.35767	159.39927	556.93827	854.98043	551.48477	734.14682	563.84491	616.58544	337.10527	239.56016	443.89304	487.54613	125.42281	482.51024	748.40375	1064.6423	388.60125	1321.59746	232.86695	1065.14067	823.47149	305.86646	428.74561	487.30681	409.81586	851.60556	665.75232	292.70927	1861.75302	427.78621	236.57787	726.34028	301.67348	158.18863	1822.18307	1324.05708	322.54463	271.78552	536.36278	497.46371	465.50239
ko:K00018	36.16489	1611.88724	1725.84764	302.7964	310.53516	175.94834	1127.48218	748.60503	471.82342	1070.43997	327.51074	514.27845	1351.26604	425.50555	186.9767	635.69531	529.4954	586.2297	172.22295	412.84551	382.184	864.04465	1234.30614	608.15891	283.06091	448.67887	443.88781	297.68869	313.01426	261.89372	299.6639	1750.3791	1156.81688	786.97633	731.87556	500.38818	784.63216	342.6686	231.25039	157.67732	867.96559	776.17156	631.442	490.63664	387.18177	660.47831	299.90173	234.10936	465.96035	493.87483	148.71299	453.0721	622.81911	816.04146	487.24121	274.40985	179.86602	1581.91282	472.70183	226.60559	310.19997	568.42907	443.41205	704.6426	593.98054	326.79349	1412.93308	367.88739	220.07258	1250.72885	239.46316	225.518	2017.55542	1648.29463	330.84534	218.18445	739.9735	664.01433	390.85685
ko:K00019	NA	63.60733	86.79553	14.99586	13.2811	9.57038	35.79248	22.14202	20.07028	146.63649	15.072	5.23645	36.74461	25.05513	11.67891	31.30255	42.32002	83.59342	8.42549	19.38529	10.18017	12.28693	16.79231	8.07075	12.63441	11.27513	14.38617	3.5869	4.88482	3.95772	9.59342	51.55775	38.4292	38.58235	31.74981	8.7021	50.90309	21.63711	11.15397	1.04049	11.1011	11.97795	1.59232	9.71995	10.41173	10.73142	4.521	4.64442	6.65446	13.38248	2.23761	37.43586	60.08427	42.73657	54.88559	15.1883	17.30465	91.17976	24.66923	3.34006	14.00893	79.85811	11.17572	16.25666	6.89517	3.21623	22.42167	6.91394	7.16582	22.65932	4.84707	10.0826	66.53762	58.4755	11.47665	1.77481	5.54051	8.87081	4.71932
ko:K00020	0.99339	288.49398	238.33487	73.88873	32.99971	47.35811	417.09318	296.16298	350.72996	475.09919	46.99479	41.50554	74.94832	28.47122	6.94051	54.52226	52.17218	55.93104	24.82885	53.52369	60.06892	65.2444	163.35389	46.00221	25.37168	29.31871	41.41842	15.70507	21.96102	18.88491	25.78862	153.02021	108.05752	51.18233	57.84288	21.69264	76.39294	42.41889	27.76484	32.02445	137.11178	176.25485	150.3657	81.10528	45.49005	70.24279	28.92218	27.25377	59.26028	71.24057	21.54246	53.40554	71.42848	75.72629	45.79503	421.29459	38.39362	153.82715	158.47626	31.80844	43.46456	7.24271	42.76235	130.07973	68.03946	29.30102	274.03898	58.56605	30.58626	78.8558	34.98131	16.72321	181.6427	147.89331	37.4728	27.48977	52.9041	66.81498	52.72936
ko:K00021	NA	2.98963	8.48242	1.02135	0.59932	NA	0.40769	2.01384	0.81482	2.27794	0.34294	17.91906	31.3439	3.95251	5.31834	3.47309	1.95758	4.06521	1.00714	NA	1.0353	0.8921	6.63592	0.49347	NA	0.83905	0.77018	3.25353	2.05484	8.07729	4.50207	14.30634	4.41342	1.39423	1.61635	11.20955	24.31975	15.73088	14.62585	0.15451	1.17081	2.72056	1.22416	5.02529	2.75601	19.97851	11.97929	6.63475	5.78703	4.91208	0.98327	1.45674	1.63989	3.89735	1.57536	1.24274	0.1572	2.83374	0.3525	0.71764	1.10367	0.23689	6.89125	2.28726	3.16882	0.68837	14.52488	8.38732	9.31995	9.66503	10.23477	0.52817	1.99342	3.76001	0.86753	14.71808	4.23612	9.62373	12.4403
ko:K00022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59624	NA	NA	NA	NA	5.44859	0.0795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40349	NA	NA	NA	NA	NA	NA	NA	NA	1.22682	NA	NA	NA	NA	NA	NA	NA	0.63279	NA
ko:K00023	0.95617	141.73594	120.6486	28.14364	20.50948	31.88934	81.30045	34.06052	67.14153	65.93341	13.76945	20.87165	42.4701	20.08655	6.37045	24.77121	44.54503	41.52171	18.76139	23.32482	12.10212	58.12008	34.37198	57.96669	37.88142	27.3262	58.11307	44.75884	30.70095	59.79926	62.5284	164.8437	84.46729	77.40185	79.17783	9.2707	27.78328	4.4831	7.74969	7.67048	76.11327	48.02788	27.414	7.64472	15.29957	63.55916	11.89998	1.77613	29.83354	10.68212	1.71787	55.43208	57.90255	109.22902	72.64287	1.12746	3.84627	57.25618	4.36276	3.41862	21.44335	12.7325	64.99182	13.27855	28.94394	9.05465	84.19312	16.73301	7.07452	66.80756	17.51634	13.74392	104.6417	80.00757	18.314	2.7673	181.80311	114.13338	27.19611
ko:K00024	3.60471	1190.54314	1146.18647	209.01574	218.85373	229.50114	1247.64836	614.32291	577.72013	1141.46725	306.51578	348.51545	745.50418	299.89184	125.11573	294.76991	286.85935	284.448	133.72555	247.07359	162.82657	750.35954	524.47407	273.88975	186.65081	172.72782	249.54555	281.95583	213.86897	282.79126	322.01573	990.02623	609.7901	426.32339	418.5855	421.904	363.12944	134.67099	121.301	103.74699	1092.6561	661.03844	648.21158	81.18581	153.78311	542.55463	230.37879	47.15932	233.7687	204.40364	68.71167	306.17063	408.32865	819.3742	420.7958	301.2548	99.33881	1556.45658	287.12764	43.11114	187.1226	445.60633	431.31767	227.92216	442.06064	194.06852	651.15817	253.34148	67.19787	1041.95852	155.3364	152.66556	1002.26797	651.64669	155.67047	13.45528	428.68555	442.77137	120.6448
ko:K00025	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54672	NA	0.75729	5.4423	1.44733	0.48582	1.30578	0.65103	4.54183	NA	2.3576	1.23666	1.37936	3.96683	NA	NA	NA	NA	0.30168	NA	0.30391	0.59861	2.46468	1.36576	0.45251	0.75156	NA	NA	1.00896	NA	NA	NA	NA	NA	0.65447	4.3513	1.2886	NA	1.37882	NA	2.51509	NA	NA	NA	NA	0.47182	NA	NA	NA	NA	0.61873	NA	0.30416	NA	4.64903	NA	NA	NA	0.63903	1.97129	0.64698	0.6471	NA	NA	NA	NA	NA	NA	0.49173	NA
ko:K00026	NA	NA	NA	NA	NA	NA	NA	NA	0.62678	1.54672	NA	1.5518	5.93075	1.20751	0.39682	0.9614	1.29464	1.21884	NA	2.86662	1.22833	2.49437	5.65803	NA	NA	NA	NA	0.42417	0.42539	1.27059	NA	5.53906	0.84217	0.42417	0.42269	NA	2.22353	1.00896	NA	NA	NA	NA	NA	1.78334	1.29307	1.75562	NA	0.82668	0.40417	1.24055	NA	NA	0.39065	NA	0.78727	NA	NA	NA	NA	2.16338	NA	NA	0.43847	3.96166	NA	NA	NA	NA	NA	1.28658	0.47644	NA	NA	NA	NA	NA	NA	NA	NA
ko:K00027	1.7309	2403.80157	2315.96081	420.46605	404.21097	342.43375	2125.83078	1132.49481	967.24288	1665.63652	516.34732	773.93272	1964.75043	673.15022	265.64831	872.81698	713.95342	894.76135	262.80466	464.64072	452.83572	1074.57368	1450.49518	762.44567	383.89698	580.7981	567.21092	448.29981	415.52446	364.19778	453.14258	2350.99064	1680.3335	1085.96932	974.02117	840.04618	1061.31688	453.61645	317.88251	222.31362	1385.97483	1073.64014	921.84954	642.09381	522.74389	922.65164	429.17323	301.46626	621.95444	668.53134	198.28465	581.11968	851.41413	1300.56342	694.80866	366.92654	214.601	1991.53741	579.84881	287.41586	454.07839	862.96938	754.33245	906.07121	951.67068	442.58756	2041.31412	551.96413	280.95587	1892.41725	366.65409	300.05273	2701.07695	2076.19929	485.76669	253.2275	1024.53016	941.00387	557.27461
ko:K00029	0.36961	988.75999	874.88763	128.17867	152.67929	149.90001	734.4359	289.49938	283.58256	984.7638	300.14299	361.05385	879.96926	369.5966	134.73774	289.14878	218.42412	254.20344	98.03335	171.00294	116.03223	559.6067	348.76333	209.23668	139.8646	104.97444	189.29693	195.4258	126.74495	175.82768	198.08401	751.21889	464.30723	322.93293	311.67095	532.21517	275.2394	99.13484	83.28813	103.19277	1125.87723	581.63746	694.16044	55.1974	85.59885	446.55273	144.71489	38.21737	226.43379	207.79677	78.74319	206.34559	240.0766	461.75562	283.13417	71.88899	65.21177	1255.15693	180.6586	34.76654	137.31282	588.60202	390.67476	167.89818	405.21827	207.96699	448.71996	271.59949	76.317	1215.86335	135.09142	145.58542	996.20294	636.56656	147.44847	15.41764	479.1729	475.90432	133.87446
ko:K00030	0.98504	456.94833	396.27796	104.95463	69.79407	107.27926	882.04857	533.67492	699.52672	589.40293	71.75984	51.26771	165.94685	65.15906	26.67664	131.71558	124.25737	143.88195	23.97714	108.14821	104.54197	125.09128	275.08455	70.46228	39.12369	45.57705	52.72012	28.75654	29.78972	18.57994	34.58804	229.65749	205.5743	139.31765	118.91446	27.85963	112.49119	50.21696	40.25035	43.46781	180.50896	223.61332	161.75002	207.63396	135.0171	231.6525	236.93033	27.28511	84.79852	94.64593	16.25373	57.03762	98.50787	80.43928	52.53317	434.69402	55.66404	465.17113	227.80923	86.89888	59.67498	110.71233	70.64163	348.56818	161.59961	37.51378	413.45444	87.1252	51.65432	157.92856	59.05576	38.89934	325.92012	329.82229	55.39264	46.44657	91.1058	120.31045	94.55913
ko:K00031	13.30812	1799.34724	1881.56765	319.71491	319.92796	206.28794	1298.15383	761.84558	501.22956	961.39258	335.64592	478.45153	1222.5366	455.33998	158.99085	747.11578	643.01293	653.77275	231.33054	376.89194	383.03121	641.09289	974.41343	544.29432	220.91443	430.88314	443.54165	326.1988	324.64768	285.75829	357.36969	1778.90101	1373.36097	852.23231	794.06196	742.42955	942.00479	433.09047	261.08802	171.8016	951.33395	780.52026	657.0874	443.10415	336.00743	592.23686	224.51796	194.5681	389.80177	379.1478	147.38856	497.35942	636.15959	1095.09922	562.8249	281.75082	152.14655	910.91286	398.25434	236.13576	324.22356	516.64224	448.00555	509.90844	619.8722	310.13009	1445.62726	333.94464	185.66144	1101.64459	284.79507	191.93636	2095.09936	1524.85502	350.0764	171.32164	728.97073	692.34433	360.6176
ko:K00032	NA	2.39613	0.62781	NA	NA	NA	0.429	NA	NA	NA	NA	5.84761	1.88317	NA	NA	NA	0.29079	NA	0.84156	0.45961	NA	1.55798	0.90443	0.86138	NA	NA	NA	0.20064	1.42343	NA	0.82465	2.1466	8.74976	NA	NA	0.83268	NA	0.2098	NA	NA	0.38818	NA	NA	NA	0.88737	17.10834	NA	NA	0.42718	3.37306	NA	NA	NA	4.25683	NA	2.00347	1.289	NA	NA	0.1412	1.63966	0.13883	0.64069	0.84827	5.61434	2.85491	1.02272	NA	0.97989	1.885	0.81922	NA	4.81086	0.18824	3.50993	NA	2.15832	1.43114	NA
ko:K00033	0.36939	774.92411	760.31381	191.17642	87.57632	199.49671	1317.36941	703.49418	926.26724	926.57975	102.32984	86.06916	169.50502	68.21935	20.48675	265.86615	310.99848	222.48917	124.45089	152.81547	134.18905	257.86346	355.93621	156.19132	114.84742	115.60036	143.45199	184.59959	167.99441	186.12923	202.83928	800.26422	679.97518	326.19763	347.10822	50.76896	136.84212	96.27372	59.19637	48.76939	246.82271	267.60913	173.12253	140.0452	158.23802	344.42974	148.74896	54.27353	115.25649	132.84431	18.7299	222.72735	332.51435	675.05885	239.55961	720.11415	79.92209	410.52924	314.12971	52.58911	121.77021	42.09406	189.72442	88.64553	101.40144	41.63654	342.34833	119.70063	46.27451	337.55127	101.76286	51.04056	400.37002	271.14699	105.73601	22.2384	64.87639	111.80829	75.69362
